Unnamed: 0,channel_title,video_id,title,description,publishedAt,duration_iso,duration_seconds,duration_hms,url,section,merged_section
10,NPR,S0UMUsTQzy0,Justices Knock Nationwide Injunctions In Birthright Citizenship Case | NPR News Now,"NPR’s “News Now” is a roundup of the top stories of the day. Click “Show More” for a list of today’s stories:

0:00 Today’s Top Stories
0:20 Justices Rule In Birthright Citizenship Case
1:39 Trump Pressures Republicans To Pass Spending Bill
2:41 Lawmakers Appear Divided On Air Strikes
3:43 Immigration Detentions Reach New High
4:45 U.S. Committing $30M To Gaza Aid Program
5:21 Pew Surveys Americans On Election 2024
6:19 Minnesota Lawmaker Lies In State Today
7:12 Closing Arguments Underway In 'Diddy' Trial
8:10 'Vogue' Looking For A New Editor

NOTE: Captions are auto-generated by YouTube.

Cover Photo: Drew Angerer / AFP via Getty Images

SUBSCRIBE TO OTHER NPR CHANNELS
NPR Music: https://www.youtube.com/@nprmusic
NPR Podcasts: https://www.youtube.com/@UCuVaB0t5qJRxP55gEl6TuKQ
Fresh Air: https://www.youtube.com/@thisisfreshair

FOLLOW NPR ELSEWHERE
https://www.npr.org
https://www.instagram.com/npr
https://www.tiktok.com/@npr
https://www.facebook.com/NPR

The NPR shows you love are possible thanks to your support. Donate today: https://www.npr.org/donations/support

#birthrightcitizenship #trump #minnesota",2025-06-27 15:54:13+00:00,PT9M12S,552,0:09:12,https://www.youtube.com/watch?v=S0UMUsTQzy0,National News,Politics
11,NPR,cer07zZReS8,"North Korea blasts this farmland with ""sonic bombardment""","This month, a new president took office in South Korea, promising to reduce tensions and resume dialogue with North Korea. His first move was to unilaterally call a halt to psychological warfare operations along the inter-Korean border.

------------------------------------------------------

Follow NPR elsewhere, too:
• Instagram: https://www.instagram.com/npr/
• TikTok: https://www.tiktok.com/@npr
• Facebook: https://www.facebook.com/NPR",2025-06-27 09:01:06+00:00,PT1M48S,108,0:01:48,https://www.youtube.com/watch?v=cer07zZReS8,World News,World
12,NPR,OXQ2fHqplmM,Iranians are fleeing over the Turkish border,"Iranians are streaming across the border into the Van region of eastern Turkey, seeking safety amid a shakey ceasefire between Israel and Iran. Other Iranians are returning home from vacations and expressing more optimism.
------------------------------------------------------

Follow NPR elsewhere, too:
• Instagram: https://www.instagram.com/npr/
• TikTok: https://www.tiktok.com/@npr
• Facebook: https://www.facebook.com/NPR",2025-06-26 20:48:42+00:00,PT1M13S,73,0:01:13,https://www.youtube.com/watch?v=OXQ2fHqplmM,World News,World
13,NPR,NpaMAmABS2s,Hegseth Blasts Coverage Of 'Historically Successful' Iran Strikes | NPR News Now,"NPR’s “News Now” is a roundup of the top stories of the day. Click “Show More” for a list of today’s stories:

0:00 Today’s Top Stories
0:06 Hegseth Calls Iran Strikes 'Historically Successful'
1:00 Israel Reports On Strikes Against Iran
1:55 Trump Administration Suing Maryland's Judges
2:46 Vaccine Panel To Scrutinize Vaccine Schedule
3:26 Abrego Garcia Still In Jail
4:13 Voters Under 45 Propel Mamdani To Victory
4:59 Today Marks 10 Years Since Obergefell
5:54 3 Palestinians Killed In The West Bank
6:49 Cargo Ship Carrying EVs Sinks

NOTE: Captions are auto-generated by YouTube.

Cover Photo: Andrew Harnik / Getty Images

SUBSCRIBE TO OTHER NPR CHANNELS
NPR Music: https://www.youtube.com/@nprmusic
NPR Podcasts: https://www.youtube.com/@UCuVaB0t5qJRxP55gEl6TuKQ
Fresh Air: https://www.youtube.com/@thisisfreshair

FOLLOW NPR ELSEWHERE
https://www.npr.org
https://www.instagram.com/npr
https://www.tiktok.com/@npr
https://www.facebook.com/NPR

The NPR shows you love are possible thanks to your support. Donate today: https://www.npr.org/donations/support

#iran #lgbt #israel",2025-06-26 14:29:26+00:00,PT7M19S,439,0:07:19,https://www.youtube.com/watch?v=NpaMAmABS2s,News,General News
14,NPR,JSkc_SU6VoE,"Sen. Lisa Murkowski says that if you want change, you cannot stay silent","Sen. Lisa Murkowski, a moderate Republican from Alaska, tells NPR that if you want change, you cannot stay silent.

""Don't assume that anybody else is going to speak up for you,"" she told All Things Considered host Juana Summers. ""It's when you stop speaking up that those of us who are in a position to listen start to think that, well, maybe maybe your silence means you think everything is OK.""",2025-06-25 22:00:21+00:00,PT1M17S,77,0:01:17,https://www.youtube.com/watch?v=JSkc_SU6VoE,Politics,Politics
15,NPR,iRAMYOYXaY8,Catie Cuan is teaching robots to move more gracefully through choreography,"As the reality of domestic robots become less of an ""if"" and more of a ""when"", Catie Cuan says teaching machines to move more gracefully can help us feel more comfortable around them. Cuan is an artist, engineer and award-winning robot choreographer whose work explores the beauty, magic and unintended consequences of giving AI a robot body. She is teaching robots like NEO, created by Norwegian engineer Bernt Børnich, to move more gracefully through choreography.",2025-06-25 19:00:40+00:00,PT1M5S,65,0:01:05,https://www.youtube.com/watch?v=iRAMYOYXaY8,Technology,Technology
16,NPR,dv7-yg4OItY,Paris' iconic opera house celebrates 150 years,"The famous Paris opera house known as the Opera Garnier is celebrating its 150th anniversary this year. Emperor Napoleon III commissioned the building in the 1850s but would never see its completion. Charles Garnier, the architect, wanted to create a building that was about celebrating the citizens of Paris -- not those born into wealth, but people who strived to succeed in society.",2025-06-25 17:00:53+00:00,PT1M30S,90,0:01:30,https://www.youtube.com/watch?v=dv7-yg4OItY,Arts & Culture,Arts & Culture
17,NPR,mpmEqX-LUQ0,"Zohran Mamdani set to win the Democratic primary for New York City mayor, toppling Cuomo","New York state assemblyman Zohran Mamdani, a 33-year-old democratic socialist, is set to win Tuesday's Democratic primary for New York City mayor with about 44% of the vote, toppling former Gov. Andrew Cuomo and nine other candidates.

The most left-leaning candidate in a crowded field, Mamdani campaigned on raising taxes on the city’s billionaires to fund initiatives like free MTA buses and expanding mental health outreach teams as his rivals pledged to hire more police officers.

Mamdani came in well ahead of Cuomo, who has already conceded defeat in the race. Incumbent Mayor Eric Adams is running as an independent in November's general election, and Cuomo could still run as a third-party candidate.",2025-06-25 15:30:24+00:00,PT56S,56,0:00:56,https://www.youtube.com/watch?v=mpmEqX-LUQ0,Politics,Politics
18,NPR,avCdXZN8RTQ,NATO Members Agree To Massive Increase In Defense Spending | NPR News Now,"NPR’s “News Now” is a roundup of the top stories of the day. Click “Show More” for a list of today’s stories:

0:00 Today’s Top Stories
0:16 NATO Members Agree To Defense Spending Increase
0:45 Trump: Iran Strikes Damage Assessment Inconclusive
1:42 Oil Prices Lower Than Before Israel Attacked Iran
2:40 Trump's Record As Peacemaker Mixed
3:37 Mamdani Leads NYC Mayoral Primary Upset
4:26 Groups Suing Over Texas Classrooms Requirement
5:27 NTSB Faults Boeing In 737 Max Door Plug Blowout
6:18 Trump’s Tariffs Raising Wedding Dress Prices
7:21 SpaceX Launches 4 Into Orbit For Axiom

NOTE: Captions are auto-generated by YouTube.

Cover Photo: Omar Havana / Getty Images

SUBSCRIBE TO OTHER NPR CHANNELS
NPR Music: https://www.youtube.com/@nprmusic
NPR Podcasts: https://www.youtube.com/@UCuVaB0t5qJRxP55gEl6TuKQ
Fresh Air: https://www.youtube.com/@thisisfreshair

FOLLOW NPR ELSEWHERE
https://www.npr.org
https://www.instagram.com/npr
https://www.tiktok.com/@npr
https://www.facebook.com/NPR

The NPR shows you love are possible thanks to your support. Donate today: https://www.npr.org/donations/support

#nato #trump #nyc",2025-06-25 14:44:19+00:00,PT8M19S,499,0:08:19,https://www.youtube.com/watch?v=avCdXZN8RTQ,News,General News
19,NPR,16Qkr6URLbo,"Sen. Murkowski on Trump, the ""threat of a tweet"" and the duty to speak up | All Things Considered","Sen. Lisa Murkowski, a moderate Republican from Alaska, has a reputation for bucking her party.

She sometimes broke away from President Trump on key issues during his first term like the push to repeal the Affordable Care Act and the confirmation of Justice Brett Kavanaugh to the Supreme Court. She detailed some of those moments in her new book, ""Far From Home: An Alaskan Senator Faces the Extreme Climate of Washington, D.C.""

Murkowski sat down with All Things Considered host Juana Summers to discuss her memoir, her thoughts on Trump's sweeping domestic policy bill and the future of democracy.

CHAPTERS
0:00 - On the “big, beautiful bill”
2:16 - On the bill to rescind funding from the Corporation for Public Broadcasting and foreign aid
4:32 - On what she learned from her father’s time in politics
7:11 - On being willing to push back on the Trump administration
9:20 - On why so few Republicans willing to disagree with Trump
10:49 - On what she meant by “we are all afraid”
15:15 - On whether there’s room for moderates in the Republican party
17:35 - On whether it’s Congress’ role to shore up faith in democratic institutions
19:43 - On whether – given changes to abortion access – she regrets her support for Supreme Court justices
23:07 - “Do you think that the country's democracy is on unstable footing?”
25:05 - On concerns that voters and officials doubt election outcomes
28:16 - Her message to Americans who don’t feel they have a political home

CREDITS
Host: Juana Summers
Producer: Tyler Bartlam
Video Director: Mito Habe-Evans
Video Editor: Keren Carrion
Videographers: Nickolai Hammar, Keren Carrion
Audio Engineers: Cena Loffredo, Jay Czys
Supervising Editors: Ashley Brown, Nick Michael
Executive Producers: Sami Yenigun, Samantha Melbourneweaver
------------------------------------------------------

Follow NPR elsewhere, too:
• Instagram: https://www.instagram.com/npr/
• TikTok: https://www.tiktok.com/@npr
• Facebook: https://www.facebook.com/NPR",2025-06-24 21:24:49+00:00,PT31M21S,1881,0:31:21,https://www.youtube.com/watch?v=16Qkr6URLbo,Politics,Politics
20,NPR,0UWXv7Afghw,"Trump: Israel, Iran 'don't know what the f*** they're doing'","Expressing frustration with apparent violations of a ceasefire between Israel and Iran overnight, President Trump lashed out at both countries Tuesday morning, saying he wasn't happy with either of them and using an expletive U.S. presidents simply do not say on camera: ""They don’t know what the f*** they’re doing.""

The comment came hours after Israel and Iran agreed to stop their war, followed by accusations from Israel that Iran had broken the ceasefire. Trump told reporters outside the White House Tuesday, ""I think they both violated it.""

A short time later, from Air Force One, he posted on Truth Social that Israel would not attack Iran and that “Nobody will be hurt, the Ceasefire is in effect!”
------------------------------------------------------

Follow NPR elsewhere, too:
• Instagram: https://www.instagram.com/npr/
• TikTok: https://www.tiktok.com/@npr
• Facebook: https://www.facebook.com/NPR",2025-06-24 16:04:46+00:00,PT40S,40,0:00:40,https://www.youtube.com/watch?v=0UWXv7Afghw,Politics,Politics
21,NPR,zdMBnGxSsLw,"Trump: Israel, Iran 'Don't Know What the F*** They're Doing' | NPR News Now","NPR’s “News Now” is a roundup of the top stories of the day. Click “Show More” for a list of today’s stories:

0:00 Today’s Top Stories
0:18 Trump 'Not Happy' With Israel, Iran
1:19 Iran Weighs Closing The Strait Of Hormuz
2:19 Trump Heads To NATO Summit
3:07 SCOTUS Allows Third-Country Deportations
4:05 NTSB Hears Final Results Of 737 Max Probe
5:00 NYC's Mayoral Primary Election Is Today
6:13 Heat Dome Stretches Across The East Coast
6:30 SS United States Set To Become An Artificial Reef

NOTE: Captions are auto-generated by YouTube.

Cover Photo: Evan Vucci / AP

SUBSCRIBE TO OTHER NPR CHANNELS
NPR Music: https://www.youtube.com/@nprmusic
NPR Podcasts: https://www.youtube.com/@UCuVaB0t5qJRxP55gEl6TuKQ
Fresh Air: https://www.youtube.com/@thisisfreshair

FOLLOW NPR ELSEWHERE
https://www.npr.org
https://www.instagram.com/npr
https://www.tiktok.com/@npr
https://www.facebook.com/NPR

The NPR shows you love are possible thanks to your support. Donate today: https://www.npr.org/donations/support

#israel #iran #trump",2025-06-24 15:06:17+00:00,PT7M35S,455,0:07:35,https://www.youtube.com/watch?v=zdMBnGxSsLw,News,General News
22,NPR,WlRltmMd_T0,Sen. Lisa Murkowski spoke to NPR hours before Iran retaliated against the United States on Monday,"Sen. Lisa Murkowski, a Republican from Alaska, spoke to NPR hours before Iran retaliated against the United States on Monday. Murkowski said she is “concerned” about Iran's response, but said there's important context to keep in mind regarding Tehran's nuclear program.

“Iran has been threatening with their continued efforts towards their own nuclear capabilities for far too long,” Murkowski told All Things Considered host Juana Summers.",2025-06-23 22:30:06+00:00,PT1M34S,94,0:01:34,https://www.youtube.com/watch?v=WlRltmMd_T0,Politics,Politics
23,NPR,BP91gO8YsHA,Mahmoud Khalil speaks to NPR after ICE release,"Columbia University graduate student Mahmoud Khalil is now free on bail. He spent more than three months in detention. Khalil was detained, as the first of several students who had peacefully protested against the war in Gaza.

The Department of Homeland Security says Khalil’s detention was legal. Khalil is a legal, permanent resident of the United States.",2025-06-23 17:30:05+00:00,PT46S,46,0:00:46,https://www.youtube.com/watch?v=BP91gO8YsHA,National News,Politics
24,NPR,DV09yp6ypqg,Extent Of Damage From U.S. Strikes In Iran Still Being Assessed | NPR News Now,"NPR’s “News Now” is a roundup of the top stories of the day. Click “Show More” for a list of today’s stories:

0:00 Today’s Top Stories
0:16 Trump On Regime Change In Iran
0:36 Extent Of Damage In Iran Still Unclear
1:29 U.S. Organizing Evacuation Flights Out Of Israel
2:23 Mahmoud Khalil Free On Bail
3:05 Kilmar Abrego Garcia Ordered Released
4:04 Michigan Churchgoers Avert Mass Shooting
4:36 Judge: Texas Illegally Institutionalizing Thousands
5:38 Heat Advisories Issued Across The U.S.
6:23 Oklahoma City Thunder NBA Champions

NOTE: Captions are auto-generated by YouTube.

Cover Photo: Andrew Harnik / Getty Images

SUBSCRIBE TO OTHER NPR CHANNELS
NPR Music: https://www.youtube.com/@nprmusic
NPR Podcasts: https://www.youtube.com/@UCuVaB0t5qJRxP55gEl6TuKQ
Fresh Air: https://www.youtube.com/@thisisfreshair

FOLLOW NPR ELSEWHERE
https://www.npr.org
https://www.instagram.com/npr
https://www.tiktok.com/@npr
https://www.facebook.com/NPR

The NPR shows you love are possible thanks to your support. Donate today: https://www.npr.org/donations/support

#iran #trump #immigration",2025-06-23 14:49:01+00:00,PT7M30S,450,0:07:30,https://www.youtube.com/watch?v=DV09yp6ypqg,World News,World
25,NPR,zUUZkUZeOrU,Pentagon says Iranian nuclear capabilities 'devastated' after U.S. strikes,"""The order we received from our commander in chief was focused, it was powerful, and it was clear,"" Hegseth said Sunday morning at a press conference at the Pentagon. ""We devastated the Iranian nuclear program. But it's worth noting the operation did not target Iranian troops or the Iranian people.""

The U.S. attack on Iran's nuclear sites involved seven B-2 Stealth Bombers and also included at least one submarine, according to Gen. Dan Caine, chairman of the Joint Chiefs of Staff at the Pentagon press conference.
Caine said the mission, dubbed ""Operation Midnight Hammer,"" represented the largest B-2 strike in U.S. history, involving more than 125 aircraft — including decoy flights — and saw 75 precision guided weapons dropped on the sites. ""Final battle damage will take some time, but initial battle damage assessments indicate that all three sites sustained extremely severe damage and destruction,"" Caine said.

Very few people knew details of the mission, Caine said, which began midnight Friday with B-2 bombers leaving from Kansas City, Mo.. Some of the bombers flew west into the Pacific as a decoy, while the main set of bombers flew 18 hours into Iran to carry out the attack.""Once over land, the B-2s linked up with escort and support aircraft in a complex, tightly timed maneuver requiring exact synchronization across multiple platforms in a narrow piece of airspace, all done with minimal communications,"" Caine said.

Around 5 p.m. Eastern time Saturday, a submarine launched more than two dozen Tomahawk missiles at a nuclear site in Isfahan as the bombers entered Iranian airspace. From approximately 6:40 p.m. to 7:05 p.m. Eastern time, the B-2s dropped 14 bunker-buster bombs on multiple targets at the Fordo and Natanz nuclear sites.The planes did not come under fire before, during or after the attack, Caine said.

------------------------------------------------------

Follow NPR elsewhere, too:
• Instagram: https://www.instagram.com/npr/
• TikTok: https://www.tiktok.com/@npr
• Facebook: https://www.facebook.com/NPR",2025-06-22 15:58:12+00:00,PT1M38S,98,0:01:38,https://www.youtube.com/watch?v=zUUZkUZeOrU,Military News,Defense & Security
26,NPR,pRfSi0gNvjg,Jimmy Awards bring high-school Broadway hopefuls to NYC,"110 high schoolers from across the country descended on Times Square last week for their first taste of fame. The National High School Musical Theatre Awards, better known as the Jimmy Awards, bring some of Broadway’s rising stars to New York City each year to put on a show unlike any other– in just 10 days. The competition starts with about 150,000 kids from schools across the nation. After regional competitions, a select few make it to New York City to perform in the awards show at the Minskoff Theatre. The top two awards of the night – best actor and best actress in a musical – are named after Broadway legend Jimmy Nederlander.

------------------------------------------------------

Follow NPR elsewhere, too:
• Instagram: https://www.instagram.com/npr/
• TikTok: https://www.tiktok.com/@npr
• Facebook: https://www.facebook.com/NPR",2025-06-22 15:01:31+00:00,PT1M4S,64,0:01:04,https://www.youtube.com/watch?v=pRfSi0gNvjg,Arts & Entertainment,Arts & Entertainment
27,NPR,pgIXfYhJnIA,Trump administration cuts specialized suicide-prevention service for LGBTQ+ youth,"The Trump administration is ending funding for specialized suicide-prevention services for LGBTQ+ youth. The option on the 988 suicide and crisis lifeline is being eliminated on July 17.

When someone contacts 988, they can press 3 if they identify as LGBTQ+ youth. That connects the person to specialized counseling services tailored for such youth, who’re at a higher risk of suicide than their peers.

Mark Henson is with The Trevor Project, one of several organizations contracted to provide those services: ""In less than a month, the program that has bipartisan backing and has had 1.3 million LGBTQ+ young people use ... It would no longer be available for those who need it most.""

He says, more recently, nearly 60,000 individuals have used the service every month.

------------------------------------------------------

Follow NPR elsewhere, too:
• Instagram: https://www.instagram.com/npr/
• TikTok: https://www.tiktok.com/@npr
• Facebook: https://www.facebook.com/NPR",2025-06-22 10:01:30+00:00,PT58S,58,0:00:58,https://www.youtube.com/watch?v=pgIXfYhJnIA,Health,Health
28,NPR,QOvtJMUK-dE,Trump says U.S. 'totally obliterated' nuclear facilities in Iran,"The U.S. military has joined with Israel to launch military strikes against Iran, a dramatic escalation in the years-long effort by both nations to prevent Tehran from acquiring a nuclear weapon.

""We have completed our very successful attack on the three Nuclear sites in Iran, including Fordow, Natanz, and Esfahan,"" President Trump wrote on Truth Social on Saturday.

Late Saturday evening, President Trump addressed the nation from the White House, joined by Vice President JD Vance, Secretary of State Marco Rubio and Defense Secretary Pete Hegseth. He confirmed the U.S. had launched “massive precision strikes” against three nuclear facilities within Iran. He originally announced the strikes in a post on Truth Social earlier Saturday evening.

“Our objective was the destruction of Iran’s nuclear enrichment capacity and a stop to the nuclear threat,” Trump said. “Tonight I can report to the world that the strikes were spectacular military success. Iran’s key nuclear enrichment facilities have been completely and totally obliterated.”

U.S. involvement comes amid an escalating conflict after Israel launched its own airstrikes against Iran a little over a week ago. The U.S. had moved additional military equipment and ships into the region in recent days. On Thursday, the president said he would decide “within two weeks” whether to strike Iran and clarified further on Friday that two weeks was the “maximum” he needed to make that call. Trump has also had multiple meetings with military and national security officials in the Situation Room as he weighed what move – if any – the U.S. should take.

------------------------------------------------------

Follow NPR elsewhere, too:
• Instagram: https://www.instagram.com/npr/
• TikTok: https://www.tiktok.com/@npr
• Facebook: https://www.facebook.com/NPR",2025-06-22 03:11:31+00:00,PT1M12S,72,0:01:12,https://www.youtube.com/watch?v=QOvtJMUK-dE,World News,World
29,NPR,jin4At8RtKQ,Zoo Miami says Goliath the tortoise could be the oldest first-time father,"Goliath, the 135-year-old tortoise at a zoo in Miami, had a big celebration last weekend as he marked his first Father's Day.

Goliath’s hatchling was born in early June after incubating for about four months. It is the first Galápagos tortoise hatchling born at Zoo Miami. Goliath had been matched with several female tortoises to breed, but the process had been unsuccessful until he mated with Sweet Pea, the hatchling's mother.

The zoo has submitted applications to the Guinness World Records to consider Goliath for the title of ""Oldest First-Time Father in History.”

------------------------------------------------------

Follow NPR elsewhere, too:
• Instagram: https://www.instagram.com/npr/
• TikTok: https://www.tiktok.com/@npr
• Facebook: https://www.facebook.com/NPR",2025-06-21 09:01:09+00:00,PT37S,37,0:00:37,https://www.youtube.com/watch?v=jin4At8RtKQ,Animals,Animals
30,NPR,axPDnJkb4-U,Free American-Israeli hostage returns home,"A dual U.S.-Israeli citizen — the last surviving American hostage in Gaza — has returned to the United States.

Edan Alexander had been held by Hamas militants until his release in May. Crowds lined the streets in Tenafly, N.J., waving Israeli and U.S. flags and cheering as an SUV brought the 21-year-old back home.

Alexander was captured while on duty serving as an Israeli soldier during the Hamas-led attacks on southern Israel in October of 2023. He was released last month, in a standalone deal negotiated between President Trump’s administration and Hamas, who said it had been holding secret talks with the U.S. in the days leading up to his release.

Hamas said Alexander’s release was meant as part of “steps taken to establish a ceasefire” with Israel, but a ceasefire has still not come. Deadly Israeli bombardment of Gaza continues daily while 53 hostages remain in captivity there, more than half of whom are believed to be dead.

------------------------------------------------------

Follow NPR elsewhere, too:
• Instagram: https://www.instagram.com/npr/
• TikTok: https://www.tiktok.com/@npr
• Facebook: https://www.facebook.com/NPR",2025-06-20 21:01:47+00:00,PT1M3S,63,0:01:03,https://www.youtube.com/watch?v=axPDnJkb4-U,National News,Politics
