Unnamed: 0,channel_title,video_id,title,description,publishedAt,duration_iso,duration_seconds,duration_hms,url,section,merged_section,subsection
10,NowThis Impact,LXpc1YiXDoQ,Why Is a Man Unsure About Humanity’s Worth Helping Design Its Digital Future?,"Billionaire Peter Thiel is the co-founder of Palantir, the dystopian AI company gaining more influence within the U.S. government. That’s why it’s worrisome that, in an exclusive interview with the New York Times, Thiel hesitated to say whether he prefers the human race to endure.",2025-06-27 18:00:45+00:00,PT16S,16,0:00:16,https://www.youtube.com/watch?v=LXpc1YiXDoQ,Technology,Technology,
11,NowThis Impact,YiOPjzHrngw,Pete Hegseth’s Pattern of Misogyny: From Abuse Allegations to On-Air Attacks,"Have you noticed Pete Hegseth mostly targets women? His own mother called him ‘an abuser of women.’

His aggressive behavior puts the many allegations against him into perspective. He’s been accused of violent sexual assault, which he paid $50,000 to settle out of court. His former sister-in-law also alleged that he was abusive toward his second wife, according to a sworn affidavit to the Senate. She claimed his ex-wife had to develop an ‘escape plan’ involving a safe word which was used at least once. Hegseth has also been accused of making extreme statements about women and religious minorities while drunk.

His interaction with a reporter calling her ‘about the worst’ for simply asking questions gives us a glimpse into who he really is.",2025-06-27 17:00:54+00:00,PT29S,29,0:00:29,https://www.youtube.com/watch?v=YiOPjzHrngw,Politics,Politics,Crime
12,NowThis Impact,fdTe68nHR0Q,Miller's ICE Contractor Ties Raise Corruption Claims,Just another example of clear corruption from the Trump admin.,2025-06-27 00:01:09+00:00,PT1M14S,74,0:01:14,https://www.youtube.com/watch?v=fdTe68nHR0Q,Politics,Politics,Trump Administration
13,NowThis Impact,wNjVD9dppuk,U.S. Citizen. No Crime. Still Arrested.,"‘Just because of the color of our skin, they think we’re criminals’ — Andrea Velez, a U.S. citizen, was arrested by federal agents on her way to work in Los Angeles.",2025-06-26 23:00:40+00:00,PT2M2S,122,0:02:02,https://www.youtube.com/watch?v=wNjVD9dppuk,Social Justice,Social Issues,
14,NowThis Impact,XcHVTQKZJeI,The Ending of This is Perfect,We whole heartedly reject 'Daddy Trump',2025-06-26 22:00:38+00:00,PT42S,42,0:00:42,https://www.youtube.com/watch?v=XcHVTQKZJeI,Politics,Politics,Trump Administration
15,NowThis Impact,j_UL23Z7P6w,MAGA Regret? Candace Owens Says She’s ‘Embarrassed’ by Trump,It was an open-book test,2025-06-26 21:00:45+00:00,PT27S,27,0:00:27,https://www.youtube.com/watch?v=j_UL23Z7P6w,Education,Education,
16,NowThis Impact,-APur3w0Fhw,Trump’s Bill Could Gut Maternity Care Nationwide,"Hospitals — including labor and delivery departments, OB-GYN services, and pediatric units — are set to close because of Trump’s Big, Ugly Bill. Rep. Trahan called out RFK Jr. for lying about the bill’s impact on Medicaid, warning that it will force these essential services to shut down.",2025-06-26 20:00:39+00:00,PT1M24S,84,0:01:24,https://www.youtube.com/watch?v=-APur3w0Fhw,Health News,Health,
17,NowThis Impact,Dc9pdvc8sPs,SCOTUS Just Gave States the Green Light to Gut Planned Parenthood,"SCOTUS just made it easier for states to block millions of people from accessing life-saving care — like cancer screenings, STI testing, and more. This move is a major step toward completely defunding Planned Parenthood. This is how abortion access gets taken away, without an outright ban.",2025-06-26 19:00:49+00:00,PT1M24S,84,0:01:24,https://www.youtube.com/watch?v=Dc9pdvc8sPs,Health Care Policy,Health Care Policy,
18,NowThis Impact,KvQ5Hyz7FTE,Jaime Greene Joins the GOP Hypocrisy Parade,Michigan State Rep. Jaime Greene is just another hypocrite in the GOP.,2025-06-26 17:00:52+00:00,PT16S,16,0:00:16,https://www.youtube.com/watch?v=KvQ5Hyz7FTE,Politics,Politics,Politician
19,NowThis Impact,uqCEBBCYtc8,One Year Since Kaitlyn’s Testimony. Still No Justice.,Kaitlyn Joshua became an outspoken advocate for abortion access after her own harrowing experience being denied care in Louisiana. Almost a year after her brave testimony at the Democratic National Convention — and as another anniversary of the overturning of Roe v. Wade passes — has anything gotten better for women? Shocker: Nope.,2025-06-26 16:01:41+00:00,PT1M13S,73,0:01:13,https://www.youtube.com/watch?v=uqCEBBCYtc8,Health,Health,
20,NowThis Impact,PUAax9Y_bVo,Voting for the Economy Shouldn’t Mean Voting Against Women,Does he realize most of us can’t even afford rent? We definitely don’t have money for things like smartwatches or fitness trackers.,2025-06-26 01:00:28+00:00,PT14S,14,0:00:14,https://www.youtube.com/watch?v=PUAax9Y_bVo,Economy,Business & Economy,
21,NowThis Impact,J6NwMj6m9H0,Texas Pushes a New Mental Health Narrative,File this under things we already knew were going to happen.,2025-06-26 00:00:41+00:00,PT1M19S,79,0:01:19,https://www.youtube.com/watch?v=J6NwMj6m9H0,Opinion,Opinion,
22,NowThis Impact,oT5Hyre43LI,Even Joe Rogan Gets It: $7.25 Isn’t a Living Wage,Joe Rogan and Bernie Sanders agree — the $7.25 minimum wage is unlivable.,2025-06-25 23:00:33+00:00,PT48S,48,0:00:48,https://www.youtube.com/watch?v=oT5Hyre43LI,Economy,Business & Economy,
23,NowThis Impact,S_9LVP8GsqY,JD Vance Gives Middle Finger,Is the charisma in the room with us?,2025-06-25 21:00:38+00:00,PT18S,18,0:00:18,https://www.youtube.com/watch?v=S_9LVP8GsqY,Entertainment,Entertainment,
24,NowThis Impact,CdOVYlCt5ZY,Immigrants Are the Backbone of Our Economy — And Our Communities,"The economic contribution of immigrants can’t be denied — but above all, they’re human beings and deserve respect.",2025-06-25 20:00:47+00:00,PT1M4S,64,0:01:04,https://www.youtube.com/watch?v=CdOVYlCt5ZY,Immigration,World,
25,NowThis Impact,J9CjGlRZ3ZM,She Chose to Live for Her Daughter. Abortion Made That Possible.,"Caroline Williams was 17 weeks pregnant when she checked into the hospital, unable to form words. She was diagnosed with glioblastoma, one of the deadliest cancers. Williams made the difficult decision to terminate her pregnancy so she could receive treatment and be there for her first daughter. Now, three years later, she’s here — thanks to the abortion she was able to get, right before Florida’s near-total ban.",2025-06-25 19:30:44+00:00,PT1M31S,91,0:01:31,https://www.youtube.com/watch?v=J9CjGlRZ3ZM,Health,Health,
26,NowThis Impact,LoyMjeD9c88,"A Veteran’s Sacrifice, Repaid With Deportation","After living in the U.S. for nearly 50 years, Purple Heart Army veteran Sae Joon Park was forced to self-deport to South Korea because of the Trump administration. He worries he may never see his mom, who has dementia, or his adult children again.",2025-06-25 19:00:54+00:00,PT1M29S,89,0:01:29,https://www.youtube.com/watch?v=LoyMjeD9c88,National News,Politics,Immigration
27,NowThis Impact,ylaKPe3u32c,"Full Control, Zero Solutions","Republicans currently control the House, Senate, and presidency — and they’re still choosing to act like this...",2025-06-25 18:00:45+00:00,PT13S,13,0:00:13,https://www.youtube.com/watch?v=ylaKPe3u32c,Politics,Politics,Biden Administration
28,NowThis Impact,75fThDRxKXo,Mamdani Gets Real About What It Takes to Live in New York,"Zohran Mamdani saw and addressed what New Yorkers are truly facing — that to live comfortably in the city, you need to make at least $96,500.",2025-06-25 17:00:54+00:00,PT1M3S,63,0:01:03,https://www.youtube.com/watch?v=75fThDRxKXo,Economy,Business & Economy,
29,NowThis Impact,z-Z6HYTLL0M,Don't Let Trump Distract You,"Trump is trying to distract us, and it's working.",2025-06-25 01:00:39+00:00,PT1M22S,82,0:01:22,https://www.youtube.com/watch?v=z-Z6HYTLL0M,Politics,Politics,Trump Administration
30,NowThis Impact,7FPAH6liuO4,"Republicans Ban Abortion, Then Complain When It Affects Them","Once again, MAGA Republicans prove ‘fine for me, but not for thee.’ Republicans are the ones who put in the ban that caused the delay in this GOP rep’s abortion care. But somehow, she’s blaming Democrats?",2025-06-24 23:30:30+00:00,PT1M28S,88,0:01:28,https://www.youtube.com/watch?v=7FPAH6liuO4,Politics,Politics,Reproductive Rights
31,NowThis Impact,Umfm6bq6_Ic,Cecily Strong Delivers SNL’s Most Powerful Abortion Sketch Yet,Three years later and this clip is still gold,2025-06-24 20:00:44+00:00,PT2M30S,150,0:02:30,https://www.youtube.com/watch?v=Umfm6bq6_Ic,Entertainment,Entertainment,
32,NowThis Impact,KFkPLTpcXQs,Immigrant Mother Separated from Breastfeeding Baby,This is heartbreaking,2025-06-24 17:15:39+00:00,PT1M53S,113,0:01:53,https://www.youtube.com/watch?v=KFkPLTpcXQs,Opinion,Opinion,
33,NowThis Impact,8xJWoUeaCuE,"Rubio Channels Trump, Disregards U.S. Intelligence on Iran","Secretary of State Marco Rubio, echoing the Trump administration’s disregard for facts, dismissed U.S. intelligence on Iran as ‘irrelevant.’",2025-06-24 16:45:34+00:00,PT29S,29,0:00:29,https://www.youtube.com/watch?v=8xJWoUeaCuE,Politics,Politics,Foreign Policy
34,NowThis Impact,zVJZjeTJ0pc,Trump’s Qatar Deal Tied to Ex-Foreign Agent Pam Bondi,"Donald Trump’s acquisition of a $400M luxury jet from Qatar has raised serious ethical concerns, as Pam Bondi — who previously served as a registered foreign agent for Qatar— played a key role in approving the deal without explicitly listing her prior lobbying for Qatar as a conflict of interest in her official disclosures.",2025-06-24 16:15:49+00:00,PT59S,59,0:00:59,https://www.youtube.com/watch?v=zVJZjeTJ0pc,Politics,Politics,Trump Administration
35,NowThis Impact,Uw3hRI5JzD4,Afghan Interpreter Detained Amid Global Tensions,While we all watch what’s happening in Iran — don’t forget what’s happening on US soil.,2025-06-24 00:00:36+00:00,PT1M30S,90,0:01:30,https://www.youtube.com/watch?v=Uw3hRI5JzD4,Politics,Politics,Democracy
36,NowThis Impact,-chz2FEEmp4,Straight Pride Isn't Needed,"Only about 50 people showed up to ‘Hetero Awesome Fest’ in Boise, Idaho over the weekend, proving again just how unnecessary straight pride really is.",2025-06-23 23:00:36+00:00,PT18S,18,0:00:18,https://www.youtube.com/watch?v=-chz2FEEmp4,Entertainment,Entertainment,
37,NowThis Impact,9Zt2LMQg3wY,Immigrant Father Detained by ICE,"Narciso Barranco, an immigrant dad of three U.S. Marines, was violently detained by masked ICE agents while working a landscaping job. One of his sons, Alejandro Barranco, spoke out after witnessing ICE agents punch his father repeatedly.

Now, Narciso is being held at a Los Angeles detention facility. A GoFundMe for his legal fees has already raised nearly $100,000 toward its $150,000 goal.",2025-06-23 22:30:31+00:00,PT1M23S,83,0:01:23,https://www.youtube.com/watch?v=9Zt2LMQg3wY,Immigration,World,
38,NowThis Impact,g8RlgorMfXw,Woman Defends Immigrants at Torrance Car Wash,"The business owner and a bystander stepped in as uniformed officers walked into a car wash in Torrance, CA.",2025-06-23 21:01:08+00:00,PT3M31S,211,0:03:31,https://www.youtube.com/watch?v=g8RlgorMfXw,Local News,Local News,
39,NowThis Impact,QeVKPUP4Lek,Theo Von’s Podcast and Trump’s Support,Podcaster Theo Von is being credited with boosting Trump’s support among men after the former president appeared on his podcast during the campaign.,2025-06-23 20:00:51+00:00,PT1M49S,109,0:01:49,https://www.youtube.com/watch?v=QeVKPUP4Lek,Politics,Politics,Elections
40,NowThis Impact,1kwhFyBgOY8,Tulsi Gabbard’s Bold Claim About Kamala and WWIII,It’s honestly shocking how wrong Tulsi Gabbard can be.,2025-06-23 19:00:39+00:00,PT21S,21,0:00:21,https://www.youtube.com/watch?v=1kwhFyBgOY8,Politics,Politics,Politician
41,NowThis Impact,MnCqDBLy9rw,Why Most Americans Oppose Military Action in Iran,This is why most Americans don’t support U.S. military action in Iran.,2025-06-23 18:45:39+00:00,PT1M24S,84,0:01:24,https://www.youtube.com/watch?v=MnCqDBLy9rw,Politics,Politics,Foreign Policy
42,NowThis Impact,8Gsuh1Gxd5k,Syrian Activist Released After Detention,"Mahmoud Khalil, a Syrian-born Columbia University graduate student and pro-Palestinian activist, was illegally targeted and detained by the Trump administration for over three months because of his advocacy — despite being a legal U.S. resident.

A judge has recently ordered his release from an immigration detention center as his immigration proceedings continue.",2025-06-23 18:00:51+00:00,PT33S,33,0:00:33,https://www.youtube.com/watch?v=8Gsuh1Gxd5k,Immigration News,World,
43,NowThis Impact,KPuZHGCeXRs,JD Vance Says We're Tired of War—What Does That Really Mean?,Who is going to tell him that Trump was president for some of those 25 years?,2025-06-23 17:00:51+00:00,PT18S,18,0:00:18,https://www.youtube.com/watch?v=KPuZHGCeXRs,Politics,Politics,Trump Administration
44,NowThis Impact,oY7HTPxbrHA,Hillary Clinton Warned Us,"All the way back in 2016, Hillary Clinton was trying to warn us about Trump and Iran.",2025-06-23 16:35:27+00:00,PT22S,22,0:00:22,https://www.youtube.com/watch?v=oY7HTPxbrHA,Politics,Politics,Foreign Policy
45,NowThis Impact,eHn3cAoU3Tk,Kentucky's Baby Olivia Video Mandate,"The ‘Baby Olivia’ video is now required viewing in some schools by law — even for students as young as those below third grade. The propaganda video, created by a pro-life organization, isn’t based on facts and is designed to influence the next generation of pro-life voters.",2025-06-22 15:00:47+00:00,PT1M17S,77,0:01:17,https://www.youtube.com/watch?v=eHn3cAoU3Tk,Education,Education,
46,NowThis Impact,znE7NE9AW74,Minnesota Assassinations Highlight Activist Dangers,The political assassinations in Minnesota are a stark reminder of how dangerous it is to stand up against MAGA.,2025-06-21 18:00:48+00:00,PT1M50S,110,0:01:50,https://www.youtube.com/watch?v=znE7NE9AW74,Politics,Politics,Crime
47,NowThis Impact,l_G_6BYyKXA,Changemakers Inspire at Make Good Famous Summit,These changemakers shared reasons to hold onto hope at the Elevate Prize Foundation’s Make Good Famous Summit.,2025-06-21 15:01:16+00:00,PT40S,40,0:00:40,https://www.youtube.com/watch?v=l_G_6BYyKXA,Human Interest,Human Interest,
48,NowThis Impact,bLPKvbmmDWg,Trump’s National Guard Test,Was Trump deploying the National Guard to Los Angeles just a test to see what he could get away with?,2025-06-20 22:00:44+00:00,PT1M12S,72,0:01:12,https://www.youtube.com/watch?v=bLPKvbmmDWg,Politics,Politics,Trump Administration
49,NowThis Impact,MnOt81VA2Ew,Schwarzenegger Slams GOP on Immigration,The GOP has refused to fix our overly complicated immigration process so they can keep using it as a campaign talking point.,2025-06-20 21:00:53+00:00,PT1M9S,69,0:01:09,https://www.youtube.com/watch?v=MnOt81VA2Ew,Politics,Politics,Immigration
50,NowThis Impact,kWsHE2DLvio,SpaceX's Billion-Dollar Failures and No Accountability,"SpaceX’s rocket exploded yet again, but instead of accountability, the U.S. government keeps handing Elon Musk’s company billions — over $20 billion so far. If NASA had this track record, there’d be immediate investigations. But Musk — protected by Republican politicians afraid of his money and power — faces no consequences.",2025-06-20 19:00:50+00:00,PT24S,24,0:00:24,https://www.youtube.com/watch?v=kWsHE2DLvio,Politics,Politics,Biden Administration
51,NowThis Impact,ScXEG1dcx5A,Abortion Ban Advocate's Dilemma,How can you make the same argument and still not get it?,2025-06-20 18:00:57+00:00,PT1M30S,90,0:01:30,https://www.youtube.com/watch?v=ScXEG1dcx5A,Opinion,Opinion,
52,NowThis Impact,pQwUVKl1x5I,Protecting Employees from ICE Raids,"Businesses are stepping up to protect their employees against ICE raids. Over 100 workplaces have pledged to become 4th Amendment Workplaces and have trained their staff on what to do if ICE shows up. Learn more: https://4thworkplace.org/

(with @siembranc6840)",2025-06-18 23:30:39+00:00,PT1M12S,72,0:01:12,https://www.youtube.com/watch?v=pQwUVKl1x5I,Immigration,World,
53,NowThis Impact,wsXM-csUzFc,The Danger of Fabricated Facts,The ‘facts don’t care about your feelings’ crowd is once again making up their own facts to make themselves feel better.,2025-06-18 22:30:43+00:00,PT1M30S,90,0:01:30,https://www.youtube.com/watch?v=wsXM-csUzFc,Opinion,Opinion,
54,NowThis Impact,PQVrQalDu9A,Ginny & Georgia’s Abortion Storyline,"‘Ginny & Georgia,’ the number one show on Netflix, features an abortion storyline this season that we have to talk about.",2025-06-18 20:00:38+00:00,PT1M35S,95,0:01:35,https://www.youtube.com/watch?v=PQVrQalDu9A,Entertainment,Entertainment,
55,NowThis Impact,mudtqjlIjrA,Tucker Carlson and Ted Cruz in Political Discourse,How are these two considered leading thinkers within a political party?,2025-06-18 19:00:53+00:00,PT1M26S,86,0:01:26,https://www.youtube.com/watch?v=mudtqjlIjrA,Politics,Politics,Politician
56,NowThis Impact,6XqLrJQSfXQ,Trump’s 2018 Video Sheds Light on Parade Anger,"Trump is reportedly angry with Pete Hegseth and U.S. soldiers over his disastrous birthday parade. A secretly recorded video from 2018, where Trump praised North Korea Supreme Leader Kim Jong Un, could shed some light on the situation.",2025-06-18 18:00:37+00:00,PT11S,11,0:00:11,https://www.youtube.com/watch?v=6XqLrJQSfXQ,Politics,Politics,Trump Administration
57,NowThis Impact,d6WNWnCw4LE,Impact of Abortion Storyline in Ginny & Georgia,"‘Ginny & Georgia,’ the number one show on Netflix, features an abortion storyline this season that we have to talk about.",2025-06-17 23:00:44+00:00,PT1M30S,90,0:01:30,https://www.youtube.com/watch?v=d6WNWnCw4LE,Entertainment,Entertainment,
58,NowThis Impact,ps5m5JYDFyQ,The Nationwide Impact of Banning the Abortion Pill,"This state has classified medications used in medication abortions as controlled substances, making it harder for people to access the care they need. Imagine what it would look like if this happened across the country?",2025-06-17 22:00:50+00:00,PT1M22S,82,0:01:22,https://www.youtube.com/watch?v=ps5m5JYDFyQ,Health News,Health,
59,NowThis Impact,LS2SLsquHZA,Trump Upset with Soldiers and Pete Hegseth Over Parade,"Trump is reportedly pissed at the soldiers, and Pete Hegseth over his lackluster birthday parade.",2025-06-17 20:30:34+00:00,PT1M37S,97,0:01:37,https://www.youtube.com/watch?v=LS2SLsquHZA,Politics,Politics,Trump Administration
60,NowThis Impact,h4riAfwrlCI,The Right's Obsession with Trans People,It’s just scapegoating.,2025-06-17 19:31:39+00:00,PT1M29S,89,0:01:29,https://www.youtube.com/watch?v=h4riAfwrlCI,Politics,Politics,Biden Administration
61,NowThis Impact,v4ol6Neyu5U,Jon Stewart Responds to Mike Lee's Controversial Tweet,People were outraged and heartbroken after Senator Mike Lee’s tweet blaming ‘Marxists’ for the Minnesota assassination.,2025-06-17 19:00:50+00:00,PT1M50S,110,0:01:50,https://www.youtube.com/watch?v=v4ol6Neyu5U,Politics,Politics,Crime
62,NowThis Impact,qpDlOWkAztI,Vivian Jenna Wilson’s Drag Debut for Immigrant Defense,"Vivian Jenna Wilson, the 21-year-old transgender daughter of Elon Musk, made her drag debut at a benefit event in Los Angeles, performing for a packed crowd and raising funds for immigrant legal defense.",2025-06-17 18:30:34+00:00,PT16S,16,0:00:16,https://www.youtube.com/watch?v=qpDlOWkAztI,Entertainment,Entertainment,
63,NowThis Impact,QRPj2drh4p8,Roblox Joins the Movement Against ICE Protests,The protests against ICE are so widespread they’ve now reached Roblox.,2025-06-17 18:00:47+00:00,PT59S,59,0:00:59,https://www.youtube.com/watch?v=QRPj2drh4p8,News,General News,
64,NowThis Impact,zECUwNtu8d0,Joe Rogan’s Favorite Guest Just Flipped on Trump”,‘I supported [Trump] this last year. I apologize for doing so... He should be impeached and removed.’,2025-06-17 16:45:27+00:00,PT1M19S,79,0:01:19,https://www.youtube.com/watch?v=zECUwNtu8d0,Politics,Politics,Trump Administration
65,NowThis Impact,8M2KPM1U0yE,Minnesota Shooter's Anti-Choice Influence,"While we don’t know all the motivations of the Minnesota shooter yet, it’s clear that being anti-choice played a role in his actions.",2025-06-16 23:00:46+00:00,PT1M19S,79,0:01:19,https://www.youtube.com/watch?v=8M2KPM1U0yE,Crime,Crime,
66,NowThis Impact,wQ3jF3tBf_4,Trump Orders Deportations in Democratic Cities,"Right after the ‘No Kings’ protest, which drew millions nationwide, Trump ordered ICE to focus its resources on deporting migrants from Democratic cities — and not from areas that impact his base.

Yes, that might be unconstitutional. But it also shows just how scared he is of our collective power.",2025-06-16 22:30:45+00:00,PT1M,60,0:01:00,https://www.youtube.com/watch?v=wQ3jF3tBf_4,Politics,Politics,Immigration
67,NowThis Impact,QhoI5EjrtPs,Supporting Adriana Smith's Family During Tragedy,"Adriana Smith is being kept alive after being declared brain dead because she is still pregnant — and abortion is banned in Georgia.

Now her family, already grieving, has to cover the costs of keeping her on life support.",2025-06-16 22:00:53+00:00,PT1M33S,93,0:01:33,https://www.youtube.com/watch?v=QhoI5EjrtPs,Health,Health,
68,NowThis Impact,J1lDVu16FP4,Trump’s 79th Birthday Marked by Protests and Disappointment,"Safe to say Trump’s 79th birthday didn’t go as he’d hoped.

After spending $45 million on a military parade that also landed on his birthday, the event was overshadowed by anti-Trump protests attended by more than 5 million people across every state — making ‘No Kings Day’ the biggest protest in U.S. history.",2025-06-16 19:00:40+00:00,PT20S,20,0:00:20,https://www.youtube.com/watch?v=J1lDVu16FP4,Politics,Politics,Trump Administration
69,NowThis Impact,v3IUnatMsSE,Nezza's Bold Statement at Dodger Stadium,"When Nezza, a rising Latin pop star, was told not to sing the U.S. national anthem in Spanish at Dodger Stadium, she faced a choice that resonated far beyond the ballpark. Standing before thousands, Nezza courageously sang ‘El Pendón Estrellado,’ her voice trembling with emotion and pride. In a city like Los Angeles — home to millions of immigrants and at the heart of the national debate over immigration — her act became a powerful statement.",2025-06-16 18:00:43+00:00,PT32S,32,0:00:32,https://www.youtube.com/watch?v=v3IUnatMsSE,Entertainment,Entertainment,
70,NowThis Impact,ap-UTa_wU_A,Just 60 Seconds of Pure Misery,Trump looking this miserable is definitely satisfying — just wish it didn’t cost us $40M.,2025-06-16 17:30:27+00:00,PT1M1S,61,0:01:01,https://www.youtube.com/watch?v=ap-UTa_wU_A,Politics,Politics,Trump Administration
71,NowThis Impact,RIE-7GDraK4,breaking up with your vape,"If you’re looking to break up with your vape this summer, you can get real-time evidence-backed support with EX Program. Text DITCHIT to 88709 for more info.",2025-06-16 16:30:35+00:00,PT1M29S,89,0:01:29,https://www.youtube.com/watch?v=RIE-7GDraK4,Health,Health,
72,NowThis Impact,tq9BRNROnwI,Dreamers Deserve More Than Temporary Relief,"Obama’s respectful tone toward immigrants is sorely missed.

Establishing DACA in 2012 allowed over 800,000 undocumented immigrants who were brought to the U.S. as children to live and work legally — without the constant threat of deportation.

But DACA was never meant to be a permanent fix — it doesn’t grant lawful status or a pathway to citizenship, and must be renewed every two years. Without Republican cooperation, many DACA recipients are stuck in legal limbo, unable to secure permanent residency or citizenship and vulnerable to changing policies or even having the program terminated.",2025-06-15 17:00:39+00:00,PT1M21S,81,0:01:21,https://www.youtube.com/watch?v=tq9BRNROnwI,Immigration Policy,World,
73,NowThis Impact,1dFj-eFAmqg,A Congresswoman’s Dire Warning on Trump,'We don't need bans. We don't need walls. We don't need raids. We don't need kidnappings.',2025-06-15 16:01:51+00:00,PT1M5S,65,0:01:05,https://www.youtube.com/watch?v=1dFj-eFAmqg,Politics,Politics,Immigration
74,NowThis Impact,yjq1kHc_I8U,Caleb Hearon Shreds ICE in the Funniest Way Possible,"'Why do you care about someone's driver's license, you f*cking freak?'",2025-06-14 17:00:41+00:00,PT21S,21,0:00:21,https://www.youtube.com/watch?v=yjq1kHc_I8U,Opinion,Opinion,
75,NowThis Impact,Hv1gWGYv0O8,How the U.S. Foster System Is Feeding Children Into ICE Custody,Henry's story sets a dangerous precedent: Will more innocent children be turned over to ICE?,2025-06-13 22:00:42+00:00,PT1M23S,83,0:01:23,https://www.youtube.com/watch?v=Hv1gWGYv0O8,Immigration,World,
76,NowThis Impact,flbHRA7M1xo,One Man’s Fight Against the Fall of American Democracy,"After the incident, Mannion released an emotional statement: ‘I’m a kid from Tipp Hill that’s fighting for my hometown and my country. I’m giving everything I have to stop the rise of authoritarian government and the destruction of American democracy. If making some noise on the House floor and calling out Trump enablers draws attention to what’s happening to our country right before our eyes — good. Today it’s roughing up and handcuffing a United States senator and a politicized military patrolling the streets of American cities.’",2025-06-13 20:00:34+00:00,PT21S,21,0:00:21,https://www.youtube.com/watch?v=flbHRA7M1xo,Politics,Politics,Democracy
