username,created_at,text,likes,reposts,urls,expanded_urls,section
Chicago Tribune,2025-06-28 17:33:03,"A monument honoring the life of Wadee Alfayoumi, the 6-year-old Palestinian boy who was killed in a hate crime nearly two years ago, was unveiled at the Van Horn Woods playground in Plainfield Township on Saturday morning.",64,20,['https://trib.al/Sx4ex92'],['https://www.chicagotribune.com/2025/06/28/monument-unveiled-in-plainfield-for-slain-boy-whose-death-touched-many-hearts-and-opened-the-eyes-of-the-community/'],Local News
Chicago Tribune,2025-06-28 17:01:19,"The Senate launched a rare weekend session Saturday as Republicans race to pass President Donald Trump’s package of tax breaks, spending cuts and bolstered deportation funds by his July Fourth deadline.",9,6,['https://trib.al/LGdhKYJ'],['https://www.chicagotribune.com/2025/06/28/senators-trumps-deadline-tax-spending-cuts/'],Politics
Chicago Tribune,2025-06-28 16:31:36,"Letter to the Editor:

President Donald Trump needs to prioritize the needs of Americans, not help Israel go to war.",46,19,['https://www.chicagotribune.com/2025/06/26/letters-062625-donald-trump/'],['https://www.chicagotribune.com/2025/06/26/letters-062625-donald-trump/'],Opinion
Chicago Tribune,2025-06-28 16:03:34,"Aurora residents will likely see a slightly higher number on their water bill starting in July, after the City Council voted to raise water rates by 6% for each of the next two years to account for operating and capital needs for the Aurora water and sewer system.",4,1,['https://trib.al/5rnO6o9'],['https://www.chicagotribune.com/2025/06/27/water-rates-to-increase-in-aurora-starting-in-july/'],Local News
Chicago Tribune,2025-06-28 15:33:19,"Mayor Brandon Johnson, who has made housing a cornerstone of his policy agenda, must make an important decision in the coming weeks on a new leader for the embattled Chicago Housing Authority.",7,1,['https://trib.al/pJBrcMK'],['https://www.chicagotribune.com/2025/06/28/brandon-johnson-chicago-housing-authority-ceo/'],Local News
Chicago Tribune,2025-06-28 15:00:25,"“We must reckon with the fact that everything is too damned expensive.”

Who said it: Illinois Gov. JB Pritzker, New York City mayoral candidate Zohran Mamdani or President Donald Trump?",8,4,['https://trib.al/vjZWZXn'],['https://www.chicagotribune.com/2025/06/28/quotes-quiz-june-28/'],Politics
Chicago Tribune,2025-06-28 14:25:53,"The Chicago Bulls are trading point guard Lonzo Ball to the Cleveland Cavaliers in exchange for guard/forward Isaac Okoro, ESPN reported Saturday.",6,0,['https://www.chicagotribune.com/2025/06/28/chicago-bulls-trade-lonzo-ball-isaac-okoro/'],['https://www.chicagotribune.com/2025/06/28/chicago-bulls-trade-lonzo-ball-isaac-okoro/'],Sports
Chicago Tribune,2025-06-28 14:00:23,"The legal battle over President Trump's move to end birthright citizenship is far from over despite the administration's major victory Friday limiting nationwide injunctions.

Here's what to know about birthright citizenship, the Supreme Court's ruling and what happens next:",17,10,['https://trib.al/PF7qOSs'],['https://www.chicagotribune.com/2025/06/28/birthright-citizenship-ruling/'],Politics
Chicago Tribune,2025-06-28 13:38:28,"About one week after a partnership between U.S. Steel and a Japanese company was finalized, environmental activists called on the companies to address the health, climate and economic impacts of the deal — particularly for residents of Northwest Indiana.",33,9,['https://www.chicagotribune.com/2025/06/27/environmental-activists-explain-concerns-with-u-s-steel-deal/'],['https://www.chicagotribune.com/2025/06/27/environmental-activists-explain-concerns-with-u-s-steel-deal/'],Environment
Chicago Tribune,2025-06-28 13:05:37,"Batting fourth Friday, former Chicago Cubs first-round pick Cam Smith took a big swing for the Houston Astros, connecting for a three-run home run and delivering a decisive blow in the fourth inning to beat the Cubs 7-4.",3,1,['https://trib.al/EOTnQhm'],['https://www.chicagotribune.com/2025/06/27/chicago-cubs-houston-astros-cam-smith-cade-horton/'],Sports
Chicago Tribune,2025-06-28 12:30:30,"Across Illinois, millions of people are anxiously awaiting the next move on a bill that would cut hundreds of billions of dollars from Medicaid across the country.",38,19,['https://trib.al/zDtBb9l'],['https://www.chicagotribune.com/2025/06/28/medicaid-reform-illinois/'],Health News
Chicago Tribune,2025-06-28 12:03:10,"Israeli strikes killed at least 62 people across Gaza overnight and into Saturday, health workers said, as ceasefire prospects were said to be improving.",15,8,['https://trib.al/7rfUqS1'],['https://www.chicagotribune.com/2025/06/28/israeli-strikes-gaza-3/'],World News
Chicago Tribune,2025-06-28 11:31:18,"Review: “That’s What Friends Are For” at the Black Ensemble Theater celebrates the songs of Patti LaBelle, Dionne Warwick and Gladys Knight.",20,4,['https://trib.al/qhJxDjI'],['https://www.chicagotribune.com/2025/06/23/review-thats-what-friends-black-ensemble/'],Entertainment
Chicago Tribune,2025-06-28 11:00:09,"Chesterton’s Town Council and Police Chief Tim Richardson are calling for the immediate resignation of Porter County E-911 Director Debbie Gunn, accusing her of false statements regarding the performance of the Chesterton/Porter joint dispatch center during the June 18 officer-involved shooting.",5,0,['https://www.chicagotribune.com/2025/06/28/chesterton-officials-call-for-investigation-resignation-of-porter-county-911-director/'],['https://www.chicagotribune.com/2025/06/28/chesterton-officials-call-for-investigation-resignation-of-porter-county-911-director/'],Local News
Chicago Tribune,2025-06-28 10:03:02,"Chicago is poised to close the first half of the year with its steepest statistical drop in violent crime in recent memory, with fewer than 200 homicides in the first six months of the year for the first time in over a decade, according to city and county figures.",164,56,['https://www.chicagotribune.com/2025/06/28/chicago-crime-drops/'],['https://www.chicagotribune.com/2025/06/28/chicago-crime-drops/'],Crime News
Chicago Tribune,2025-06-27 23:02:41,"Letter to the Editor: 

The cruelty is unimaginable. Where are the voices of outrage at this inhumanity?",173,49,['https://trib.al/oInQQ0Q'],['https://www.chicagotribune.com/2025/06/27/letters-062725-gaza/'],Opinion
Chicago Tribune,2025-06-27 21:30:09,"In a cost-cutting move to plug a $734 million budget shortfall, Chicago Public Schools officials on Friday said they laid off 161 employees and eliminated another 209 open positions.",14,10,['https://www.chicagotribune.com/2025/06/27/cps-ctu-layoffs-school-macquline-king/'],['https://www.chicagotribune.com/2025/06/27/cps-ctu-layoffs-school-macquline-king/'],Education
Chicago Tribune,2025-06-27 21:00:08,"Democratic efforts in the Senate to prevent President Trump from further escalating with Iran fell short Friday, with Republicans blocking a resolution that marked Congress’ first attempt to reassert its war powers following U.S. strikes on Iranian nuclear sites.",22,9,['https://www.chicagotribune.com/2025/06/27/senate-rejects-restrain-trump-iran/'],['https://www.chicagotribune.com/2025/06/27/senate-rejects-restrain-trump-iran/'],Politics
Chicago Tribune,2025-06-27 19:47:11,Life just got a little Swede-r for the Chicago Blackhawks.,8,1,['https://www.chicagotribune.com/2025/06/27/chicago-blackhawks-anton-frondell-nhl-draft-no-3-pick/'],['https://www.chicagotribune.com/2025/06/27/chicago-blackhawks-anton-frondell-nhl-draft-no-3-pick/'],Sports
Chicago Tribune,2025-06-27 19:38:34,"Cook County’s Board of Ethics fined Board of Review Commissioner Samantha Steele and aides for a series of breaches this week, finding that she provided confidential information to the press about the Chicago Bears’ Arlington Heights property.",13,5,['https://www.chicagotribune.com/2025/06/27/cook-county-tax-board-commissioner-staff-face-multiple-fines-from-ethics-board/'],['https://www.chicagotribune.com/2025/06/27/cook-county-tax-board-commissioner-staff-face-multiple-fines-from-ethics-board/'],Local News
Chicago Tribune,2025-06-27 19:31:41,"Brad Cummings, longtime editor of the Voice Newspapers, is among the four victims who died in a suspicious fire that erupted at an apartment building in the Austin neighborhood Thursday morning, according to the Cook County medical examiner’s office, elected officials and colleagues.",19,12,['https://www.chicagotribune.com/2025/06/27/4th-person-dies-after-suspicious-fire-in-austin-apartment-building-fire-department-says/'],['https://www.chicagotribune.com/2025/06/27/4th-person-dies-after-suspicious-fire-in-austin-apartment-building-fire-department-says/'],Obituaries
Chicago Tribune,2025-06-27 18:58:09,"You’re a kid. You catch a few seconds of something strange on TV. 

It happened to Michael Koresky. His absorbing new book is “Sick and Dirty: Hollywood’s Gay Golden Age and the Making of Modern Queerness,” and just as he was writing its final chapter, he dredged up a fuzzy memory.",9,4,['https://www.chicagotribune.com/2025/06/27/interview-sick-and-dirty-book/'],['https://www.chicagotribune.com/2025/06/27/interview-sick-and-dirty-book/'],Arts & Culture
Chicago Tribune,2025-06-27 18:37:56,"History is not just a study of the past, but a conversation between where we’ve been, where we’re at and where we’re going. And no record label understands it as intimately as Numero Group.",5,1,['https://www.chicagotribune.com/2025/06/27/marking-22-years-the-numero-group-record-label-remains-a-visionary-chicago-stalwart-pushing-the-industry-forward/'],['https://www.chicagotribune.com/2025/06/27/marking-22-years-the-numero-group-record-label-remains-a-visionary-chicago-stalwart-pushing-the-industry-forward/'],Music
Chicago Tribune,2025-06-27 18:29:21,"A totally delightful man named Sam is in charge of maintenance and a million other things in my Chicago apartment building — including, especially, making every dog’s day, writes Heidi Stevens.",12,5,['https://www.chicagotribune.com/2025/06/27/heidi-stevens/'],['https://www.chicagotribune.com/2025/06/27/heidi-stevens/'],Lifestyle
Chicago Tribune,2025-06-27 18:27:16,The writer-director Sarah Friedland and actress Kathleen Chalfant avoid every storytelling pitfall in a movie about a woman in a memory care facility.,2,1,['https://www.chicagotribune.com/2025/06/27/familiar-touch-review-a-coming-of-old-age-story-compassionate-and-clear-eyed/'],['https://www.chicagotribune.com/2025/06/27/familiar-touch-review-a-coming-of-old-age-story-compassionate-and-clear-eyed/'],Entertainment
Chicago Tribune,2025-06-27 18:25:46,"The Chicago Cubs, on pace for a 96-win season, almost couldn’t script a better first-half performance than the one a playoffs-or-bust group delivered.",14,2,['https://www.chicagotribune.com/2025/06/27/chicago-cubs-takeaways-halfway-mark/'],['https://www.chicagotribune.com/2025/06/27/chicago-cubs-takeaways-halfway-mark/'],Sports
Chicago Tribune,2025-06-27 18:05:36,Planning to ride the South Shore Line in the next couple of months? There’s still time to buy fares before they go up 10% on Tuesday.,9,0,['https://www.chicagotribune.com/2025/06/27/south-shore-line-fares-increase-10-on-tuesday/'],['https://www.chicagotribune.com/2025/06/27/south-shore-line-fares-increase-10-on-tuesday/'],Transportation
Chicago Tribune,2025-06-27 17:04:43,"Nearly seven years after the feds raided his Northwest Side home, a Chicago IT specialist was convicted Friday of helping the Islamic State terrorist group through a media campaign that encouraged attacks, celebrated beheadings and other gruesome violence and taunted Western culture with memes.",11,2,['https://www.chicagotribune.com/2025/06/27/chicago-man-convicted-of-helping-islamic-state/'],['https://www.chicagotribune.com/2025/06/27/chicago-man-convicted-of-helping-islamic-state/'],Crime
Chicago Tribune,2025-06-27 16:52:56,"In front of a sold-out Wrigley Field audience, Stray Kids performed nearly 30 songs, ranging from hyperactive rock bops to nostalgic ballads. The band’s musical range and crowd work exceeded expectations, many fans said.",16,2,['https://www.chicagotribune.com/2025/06/27/as-wrigleys-first-k-pop-band-stray-kids-leaves-its-mark-on-chicago-and-concludes-dominate-tour/'],['https://www.chicagotribune.com/2025/06/27/as-wrigleys-first-k-pop-band-stray-kids-leaves-its-mark-on-chicago-and-concludes-dominate-tour/'],Entertainment
Chicago Tribune,2025-06-27 16:40:05,"Commentary: Chicago is drowning in debt that no one alive today created, yet everyone must pay.",7,1,['https://www.chicagotribune.com/2025/06/27/opinion-chicago-pension-debt-tier-2/'],['https://www.chicagotribune.com/2025/06/27/opinion-chicago-pension-debt-tier-2/'],Opinion
Chicago Tribune,2025-06-27 15:29:25,"Taste of Chicago is coming back to Grant Park Sept. 5-7, according to an announcement Friday from the city’s Department of Cultural Affairs and Special Events. Music headliners include the Chicago-born rapper Lupe Fiasco, R&B singer JoJo and Latin superstar Elvis Crespo.",18,3,['https://www.chicagotribune.com/2025/06/27/taste-of-chicago-music-headliners-including-lupe-fiasco-announced-for-2025/'],['https://www.chicagotribune.com/2025/06/27/taste-of-chicago-music-headliners-including-lupe-fiasco-announced-for-2025/'],Entertainment
Chicago Tribune,2025-06-27 15:00:28,"A fourth person has died after a suspicious fire erupted at an apartment building in the Austin neighborhood Thursday morning, the Chicago Fire Department said Friday.",8,4,['https://www.chicagotribune.com/2025/06/27/4th-person-dies-after-suspicious-fire-in-austin-apartment-building-fire-department-says/'],['https://www.chicagotribune.com/2025/06/27/4th-person-dies-after-suspicious-fire-in-austin-apartment-building-fire-department-says/'],Local News
Chicago Tribune,2025-06-27 13:09:51,"Fans of Stray Kids converged on Wrigley Field Thursday for the group's concert in Chicago - the first time a K-pop group has performed at the stadium. 

See more photos here: trib.al/4xzgwC3",11,1,['https://trib.al/4xzgwC3'],['https://www.chicagotribune.com/2025/06/27/photos-stray-kids-fans-gather-ahead-of-the-bands-concert-at-wrigley-field/'],Entertainment
Chicago Tribune,2025-06-27 12:19:09,"A divided Supreme Court on Friday ruled that individual judges lack the authority to grant nationwide injunctions, but the decision left unclear the fate of President Donald Trump’s restrictions on birthright citizenship.",14,8,['https://www.chicagotribune.com/2025/06/27/supreme-court-nationwide-injunctions-birthright-citizenship/'],['https://www.chicagotribune.com/2025/06/27/supreme-court-nationwide-injunctions-birthright-citizenship/'],Legal News
Chicago Tribune,2025-06-27 11:03:27,"As JB Pritzker embarks on another campaign, here’s a look back at how the Hyatt Hotels heir went from political neophyte to 43rd governor of Illinois and potential Democratic presidential candidate.",35,5,['https://www.chicagotribune.com/2025/06/27/jb-pritzker-timeline-illinois-governor/'],['https://www.chicagotribune.com/2025/06/27/jb-pritzker-timeline-illinois-governor/'],Politics
Chicago Tribune,2025-06-27 09:06:19,Being drafted by the Chicago Bulls could mean an Australian reunion for second-round pick Lachlan Olbrich and guard Josh Giddey.,8,1,['https://www.chicagotribune.com/2025/06/26/chicago-bulls-trade-down-nba-draft/'],['https://www.chicagotribune.com/2025/06/26/chicago-bulls-trade-down-nba-draft/'],Sports
Chicago Tribune,2025-06-27 07:58:15,"While many graduating seniors face doubts about jobs and the future, three students at Albizu High School in Humboldt Park carry additional burdens inherent to their immigration status.",16,7,['https://www.chicagotribune.com/2025/06/27/immigrant-student-trio-graduate/'],['https://www.chicagotribune.com/2025/06/27/immigrant-student-trio-graduate/'],Education
Chicago Tribune,2025-06-26 23:00:33,"Rather than search through a burning house, firefighters from several area fire departments had to dive into 30 feet of water to a 19th-century cargo ship in Lake Michigan to rescue a victim — in this case a mannequin — during a recent training drill.",15,0,['https://www.chicagotribune.com/2025/06/26/divers-practice-rescues-in-lake-michigan-at-sunken-19th-century-cargo-ship/'],['https://www.chicagotribune.com/2025/06/26/divers-practice-rescues-in-lake-michigan-at-sunken-19th-century-cargo-ship/'],Local News
Chicago Tribune,2025-06-26 22:34:16,Commentary: The only way to win the battle over trans soldiers — where knowledge and justice are clearly on our side — is to come clean when we’re not so sure.,9,5,['https://www.chicagotribune.com/2025/06/26/opinion-transgender-issues-military-sports/'],['https://www.chicagotribune.com/2025/06/26/opinion-transgender-issues-military-sports/'],Opinion
