username,created_at,text,likes,reposts,urls,expanded_urls,section,merged_section,subsection
The Guardian,2025-06-30 11:28:25,Flying ants: why this year’s mating season could be longer and more frenzied than ever,48,15,['https://www.theguardian.com/environment/2025/jun/30/flying-ant-day-this-years-mating-season-longer-more-frenzied?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751296268'],['https://www.theguardian.com/environment/2025/jun/30/flying-ant-day-this-years-mating-season-longer-more-frenzied?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751296268'],Science/Nature,Science,
The Guardian,2025-06-30 11:15:30,From cold-brew coffee makers to hot weather essentials: what you loved most this month,10,2,['https://www.theguardian.com/thefilter/2025/jun/26/what-you-loved-most-june?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751294493'],['https://www.theguardian.com/thefilter/2025/jun/26/what-you-loved-most-june?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751294493'],Lifestyle,Lifestyle,
The Guardian,2025-06-30 10:45:55,‘What’s the world’s best actor doing there?’ The real reason the Squid Game finale is so bleak,36,6,['https://www.theguardian.com/tv-and-radio/2025/jun/30/whats-the-worlds-best-actor-doing-there-the-real-reason-the-squid-game-finale-is-so-bleak?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751294492'],['https://www.theguardian.com/tv-and-radio/2025/jun/30/whats-the-worlds-best-actor-doing-there-the-real-reason-the-squid-game-finale-is-so-bleak?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751294492'],Entertainment,Entertainment,
The Guardian,2025-06-30 10:10:30,Carers like me connect patients and doctors – so why are we so often made to feel invisible? | Emily Kenway,54,13,['https://www.theguardian.com/commentisfree/2025/jun/30/carers-patients-doctors-feel-invisible-health?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751272008'],['https://www.theguardian.com/commentisfree/2025/jun/30/carers-patients-doctors-feel-invisible-health?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751272008'],Health,Health,
The Guardian,2025-06-30 09:57:06,"Man, 92, convicted of raping and murdering Bristol woman in 1967",126,11,['https://www.theguardian.com/uk-news/2025/jun/30/louisa-dunne-murder-cold-case-conviction?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/uk-news/2025/jun/30/louisa-dunne-murder-cold-case-conviction?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Crime,Crime,
The Guardian,2025-06-30 09:36:59,"One way or another, it’s time to stick up for Keir Starmer and the art of the big, fat U-turn | Stefan Stern",49,10,['https://www.theguardian.com/commentisfree/2025/jun/30/keir-starmer-labour-u-turns-uk-politics?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751283394'],['https://www.theguardian.com/commentisfree/2025/jun/30/keir-starmer-labour-u-turns-uk-politics?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751283394'],Opinion,Opinion,
The Guardian,2025-06-30 09:21:07,British law firm coached universities on how to obtain sweeping protest bans,52,22,['https://www.theguardian.com/law/2025/jun/30/british-law-firm-shakespeare-martineau-cardiff-university-protests?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/law/2025/jun/30/british-law-firm-shakespeare-martineau-cardiff-university-protests?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Legal News,Crime,
The Guardian,2025-06-30 09:10:57,The way to tackle obesity in the UK is to make healthy food affordable. But the government won’t admit it | Zoe Williams,147,26,['https://www.theguardian.com/commentisfree/2025/jun/30/obesity-crisis-uk-healthy-food-affordable-government-prices?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751288107'],['https://www.theguardian.com/commentisfree/2025/jun/30/obesity-crisis-uk-healthy-food-affordable-government-prices?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751288107'],Opinion,Opinion,
The Guardian,2025-06-30 08:58:09,Peter Thiel’s Palantir poses a grave threat to Americans | Robert Reich,389,159,['https://www.theguardian.com/commentisfree/2025/jun/30/peter-thiel-palantir-threat-to-americans?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751278613'],['https://www.theguardian.com/commentisfree/2025/jun/30/peter-thiel-palantir-threat-to-americans?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751278613'],Opinion,Opinion,
The Guardian,2025-06-30 08:45:03,"Wimbledon 2025 day one: Alcaraz and Sabalenka in action, Kartal and Tarvet win – live",15,3,['https://www.theguardian.com/sport/live/2025/jun/30/wimbledon-2025-tennis-alcaraz-sabalenka-raducanu-zverev-day-one-live?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/sport/live/2025/jun/30/wimbledon-2025-tennis-alcaraz-sabalenka-raducanu-zverev-day-one-live?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Sports,Sports,
The Guardian,2025-06-30 08:28:45,I do not need a £100 hairbrush. So why have I spent so long fantasising about one?,17,1,['https://www.theguardian.com/lifeandstyle/2025/jun/30/better-life-self-soothing?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751278614'],['https://www.theguardian.com/lifeandstyle/2025/jun/30/better-life-self-soothing?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751278614'],Lifestyle,Lifestyle,
The Guardian,2025-06-30 07:57:17,"Dear PM, thanks for the welfare concessions, but I still won’t vote for your bill. Scrap the whole thing | Richard Burgon",107,29,['https://www.theguardian.com/commentisfree/2025/jun/30/labour-revolt-benefits-welfare-concessions-keir-starmer-disabled-people?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751276067'],['https://www.theguardian.com/commentisfree/2025/jun/30/labour-revolt-benefits-welfare-concessions-keir-starmer-disabled-people?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751276067'],Politics,Politics,Elections
The Guardian,2025-06-30 07:51:14,Wimbledon experiences hottest opening day on record as temperatures soar,51,12,['https://www.theguardian.com/sport/2025/jun/30/wimbledon-hottest-opening-day-on-record?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/sport/2025/jun/30/wimbledon-hottest-opening-day-on-record?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Weather,Weather,
The Guardian,2025-06-30 07:51:13,Judge grants Palestine Action urgent hearing to try to stop ban taking effect,125,37,['https://www.theguardian.com/world/2025/jun/30/palestine-action-ban-judge-court-hearing?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/world/2025/jun/30/palestine-action-ban-judge-court-hearing?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Politics,Politics,Foreign Policy
The Guardian,2025-06-30 07:33:08,England wildlife regulator chair ‘enthusiastic’ about Lynx rewilding,116,22,['https://www.theguardian.com/environment/2025/jun/30/lynx-rewilding-england-wildlife-regulator-tony-juniper?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/environment/2025/jun/30/lynx-rewilding-england-wildlife-regulator-tony-juniper?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Environment,Climate & Environment,
The Guardian,2025-06-30 07:15:08,Russia pays young Ukrainians to be unwitting suicide bombers in shadow war,101,65,['https://www.theguardian.com/world/2025/jun/30/russia-pays-ukrainians-suicide-bombers-shadow-war-you-now?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/world/2025/jun/30/russia-pays-ukrainians-suicide-bombers-shadow-war-you-now?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],World News,World,
The Guardian,2025-06-30 07:06:27,I’m obsessed with brittle stars: fish often nip off bits of their arms but they regenerate,45,5,['https://www.theguardian.com/environment/2025/jun/30/martin-solan-obsessed-with-brittle-stars-sea-floor-biodiversity-climate-crisis-warming-oceans?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751276067'],['https://www.theguardian.com/environment/2025/jun/30/martin-solan-obsessed-with-brittle-stars-sea-floor-biodiversity-climate-crisis-warming-oceans?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751276067'],Science/Nature,Science,
The Guardian,2025-06-30 06:39:06,BBC says it ‘should have pulled’ Glastonbury live stream of Bob Vylan anti-IDF chants,40,12,['https://www.theguardian.com/media/2025/jun/30/bbc-should-have-pulled-live-stream-bob-vylan-glastonbury-anti-idf-chants?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/media/2025/jun/30/bbc-should-have-pulled-live-stream-bob-vylan-glastonbury-anti-idf-chants?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Entertainment,Entertainment,
The Guardian,2025-06-30 06:33:26,I was a big orca fan – but their skincare regime is giving me the ick | Emma Beddington,53,6,['https://www.theguardian.com/commentisfree/2025/jun/30/orca-kelp-massage-grooming?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751278614'],['https://www.theguardian.com/commentisfree/2025/jun/30/orca-kelp-massage-grooming?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751278614'],Lifestyle,Lifestyle,
The Guardian,2025-06-30 06:03:07,"UK’s sale of F-35 fighter jet parts to Israel is lawful, high court rules",46,12,['https://www.theguardian.com/uk-news/2025/jun/30/uk-sale-f-35-fighter-jet-parts-israel-lawful-high-court?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/uk-news/2025/jun/30/uk-sale-f-35-fighter-jet-parts-israel-lawful-high-court?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Defense,Defense & Security,
The Guardian,2025-06-30 05:52:36,"The one change that worked: lonely and losing confidence, I was saved by an open-mic night",26,2,['https://www.theguardian.com/lifeandstyle/2025/jun/30/one-change-that-worked-open-mic-night-improved-confidence?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751274985'],['https://www.theguardian.com/lifeandstyle/2025/jun/30/one-change-that-worked-open-mic-night-improved-confidence?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751274985'],Lifestyle,Lifestyle,
The Guardian,2025-06-30 05:45:04,"Man arrested on suspicion of murder after woman, 93, found dead in Cornwall",15,2,['https://www.theguardian.com/uk-news/2025/jun/30/bude-cornwall-woman-found-dead-man-arrested?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/uk-news/2025/jun/30/bude-cornwall-woman-found-dead-man-arrested?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Crime,Crime,
The Guardian,2025-06-30 05:21:48,Zohran Mamdani won by being himself – and his victory has revealed the Islamophobic ugliness of others | Nesrine Malik,1521,385,['https://www.theguardian.com/commentisfree/2025/jun/30/zohran-mamdani-new-york-islamophobia-us-politics?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751264425'],['https://www.theguardian.com/commentisfree/2025/jun/30/zohran-mamdani-new-york-islamophobia-us-politics?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751264425'],Opinion,Opinion,
The Guardian,2025-06-30 04:51:13,"BBC response to Bob Vylan’s IDF chants at Glastonbury ‘not good enough’, says minister",35,7,['https://www.theguardian.com/music/2025/jun/30/bob-vylan-idf-chants-glastonbury-bbc-jacqui-smith?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/music/2025/jun/30/bob-vylan-idf-chants-glastonbury-bbc-jacqui-smith?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Politics,Politics,Foreign Policy
The Guardian,2025-06-30 04:51:12,"Kendall steps up efforts to win over Labour welfare rebels, as Burnham tells MPs to vote against ‘unfair’ bill – UK politics live",17,4,['https://www.theguardian.com/politics/live/2025/jun/30/welfare-bill-keir-starmer-liz-kendall-rebels-labour-latest-politics-live-news?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/politics/live/2025/jun/30/welfare-bill-keir-starmer-liz-kendall-rebels-labour-latest-politics-live-news?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Politics,Politics,Politician
The Guardian,2025-06-30 04:22:45,Lesotho activist arrested after video on unemployment rates angers prime minister,58,10,['https://www.theguardian.com/global-development/2025/jun/30/tsolo-thakeli-sam-maketane-lesotho-activist-unemployment-video?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751256959'],['https://www.theguardian.com/global-development/2025/jun/30/tsolo-thakeli-sam-maketane-lesotho-activist-unemployment-video?utm_term=Autofeed&CMP=bsky_gu&utm_medium=&utm_source=Bluesky#Echobox=1751256959'],Politics,Politics,Democracy
The Guardian,2025-06-30 04:15:13,Bridget Phillipson says she wants more young people in UK to have children,23,6,['https://www.theguardian.com/politics/2025/jun/30/falling-birthrate-bridget-phillipson-education-secretary-labour?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/politics/2025/jun/30/falling-birthrate-bridget-phillipson-education-secretary-labour?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Politics,Politics,Reproductive Rights
The Guardian,2025-06-30 04:15:12,UK households hit by squeeze on living standards despite fastest growth in G7,19,9,['https://www.theguardian.com/business/2025/jun/30/uk-households-living-growth-g7-ons-gdp-savings?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/business/2025/jun/30/uk-households-living-growth-g7-ons-gdp-savings?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Economy,Business & Economy,
The Guardian,2025-06-30 03:57:05,Trump threatens to cut off New York City funds if Mamdani ‘doesn’t behave’,203,60,['https://www.theguardian.com/us-news/2025/jun/29/trump-zohran-mamdani-nyc-funds?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],['https://www.theguardian.com/us-news/2025/jun/29/trump-zohran-mamdani-nyc-funds?utm_source=dlvr.it&utm_medium=bluesky&CMP=bsky_gu'],Politics,Politics,Trump Administration
