username,created_at,text,likes,reposts,section,merged_section
NPR,2025-05-30 13:02:10,"Following his HBO series Succession, Jesse Armstrong's latest project, Mountainhead, is a film about four tech billionaires whose mountain retreat is disrupted by a global catastrophe.",198,15,Entertainment,Entertainment
NPR,2025-05-30 12:40:02,"The U.S. says it will revoke visas for Chinese students who study in ""critical fields"" or have links to China's Communist Party. The move could harm U.S. innovation and science research capacity.",281,67,International Relations,World
NPR,2025-05-30 12:16:51,More than a thousand people who worked to keep American agriculture free of pests and disease have left the federal workforce in President Trump's massive government downsizing.,447,187,Politics,Politics
NPR,2025-05-30 11:59:41,"Harrison Ruffin Tyler was just three generations from the White House, since his father and grandfather both fathered children in their 70s. The chemical engineer helped preserve his family's legacy.",180,39,Obituaries,Obituaries
NPR,2025-05-30 11:34:06,Stay on top of your monthly payments and avoid costly fees and interest charges with these smart credit card strategies.,75,9,Personal Finance,Personal Finance
NPR,2025-05-30 11:13:27,The National Association of the Deaf says the White House's failure to provide ASL interpreters during press briefings leaves some deaf and hard of hearing people without information.,1469,368,Accessibility,Accessibility
NPR,2025-05-30 10:52:37,JUST IN: The Supreme Court allows Trump administration to end humanitarian status for some migrants.,215,94,Politics,Politics
NPR,2025-05-30 10:34:28,"Julie Leon died of hyperthermia in Seattle on June 28, 2021 — the hottest day in the city's history. A lawsuit claims she was a victim of oil companies' ""misrepresentations"" about climate change.",321,61,Environment,Climate & Environment
NPR,2025-05-30 10:15:00,"You no longer need to be a software engineer to build software — you can ""vibe code"" it by prompting chatbots to build apps and websites. Could that put programmers out of a job?",180,36,Technology,Technology
NPR,2025-05-30 10:03:17,"If you weren't playing along at home during Thursday night's final, take our mini-Bee quiz, which uses words from the real thing.",90,8,Entertainment,Entertainment
NPR,2025-05-30 09:47:51,"This week, vaccines took a hit from the Trump administration, some reality TV stars got pardoned, and there was a media frenzy around a certain French interaction. Were you paying attention?",135,18,Entertainment,Entertainment
NPR,2025-05-30 09:32:12,Joe Walsh is the first Alzheimer's patient to be treated with an experimental nasal spray designed to reduce inflammation in the brain.,527,109,Health,Health
NPR,2025-05-30 09:21:53,"On Friday, Brand pleaded not guilty to five counts of rape and assault that date back more than 25 years. He says the charges are politically motivated. His trial is set for 2026.",116,18,Crime News,Crime
NPR,2025-05-30 09:09:08,"Kerik, an Army veteran, was hailed as a hero after the 9/11 attack and eventually nominated to head the U.S. Department of Homeland Security, before a dramatic fall from grace that ended with him behind bars.",124,11,Politics,Politics
NPR,2025-05-30 08:57:46,"Elon Musk is leaving the Department of Government Efficiency effort. His 130 day tenure was marked by legal setbacks, overstated savings claims and little evidence DOGE made things more efficient.",465,75,Business,Business & Economy
NPR,2025-05-30 08:46:27,"The board alleges that CEO Arthur T. Demoulas has been planning a work stoppage at the Massachusetts-based retailer. It also says he has ""resisted an appropriate succession plan for Market Basket.""",103,13,Business News,Business & Economy
NPR,2025-05-30 08:31:28,"UP FIRST: President Trump is heading to Pittsburgh today to celebrate U.S. Steel and Nippon Steel's partnership. And, what's next for DOGE after Elon Musk's exit.",76,7,Business,Business & Economy
NPR,2025-05-30 08:27:03,"Did you file to claim Social Security benefits in the last few months -- earlier than you had planned?

If so, I'd love to hear from you, for a story for @npr.org. Please drop me a line at lwamsley@npr.org with a bit about your situation, and a phone number where I can reach you. Thanks!",99,42,Health,Health
NPR,2025-05-30 08:20:02,"The decision makes it easier to win approval for highways, bridges, pipelines, wind farms, and other infrastructure projects.",137,52,Infrastructure,Infrastructure
NPR,2025-05-30 08:08:47,"The Birch Glacier above the village of Blatten collapsed and caused a landslide that has buried most of the village. Authorities had evacuated residents earlier this month, but one person is missing.",246,66,Breaking News,Breaking News
NPR,2025-05-30 07:54:05,The Justice Department and Google have one final chance to convince a federal judge how the tech giant should change its practices so it can no longer monopolize the search market.,152,33,Business,Business & Economy
NPR,2025-05-30 07:35:45,"As Pride Month approaches, a group of drag artists and their allies are releasing guidelines to help performers navigate a landscape of online harassment and physical violence.",491,139,Arts and Culture,Arts & Culture
NPR,2025-05-30 07:21:30,"Valerie ran off while she was on a camping trip with her owners back in 2023 on a remote island in Australia. They had lost hope until locals spotted her more than a year later, surviving in the wild.",861,91,Human Interest,Human Interest
NPR,2025-05-30 07:03:35,More than a thousand people who worked to keep American agriculture free of pests and disease have left the federal workforce in President Trump's massive government downsizing.,470,184,Politics,Politics
NPR,2025-05-30 06:53:14,"Court rulings against President Trump's tariffs could spell relief for many American importers — if the decisions hold. For now, the uncertainty remains.",253,39,Business,Business & Economy
NPR,2025-05-30 06:39:44,One of the judges stepped down over criticism surrounding her participation in a documentary about the case. Seven health professionals are accused of negligence in the death of the soccer legend.,95,12,Sports News,Sports
NPR,2025-05-30 06:23:15,Canada has seen a surge of American doctors seeking to move north in the months since President Donald Trump returned to the White House.,896,246,Health News,Health
NPR,2025-05-30 06:11:50,"HHS Secretary Robert F. Kennedy Jr.'s ""Make America Healthy Again"" report cited hundreds of studies, but a closer look by the news organization NOTUS found that some of those studies did not exist.",1013,318,Health News,Health
NPR,2025-05-30 05:54:02,"These colorful snakes aren't just works of art. Erected for the World Health Assembly, they're meant to draw attention to an extremely neglected health issue: snakebite.",167,17,Health,Health
NPR,2025-05-30 05:22:32,"Ramy Youssef stays busy, creating shows like Ramy and #1 Happy Family USA, and starring in Poor Things and Mountainhead. He spoke with Rachel Martin about mortality and his gripe with Santa Claus.",80,9,Entertainment,Entertainment
NPR,2025-05-30 01:42:12,"The coming months will bring a 28 Days Later sequel and a new John Wick movie starring Ana de Armas. Midsommar's Ari Aster has a new Western thriller, and Pixar goes intergalactic.",203,15,Entertainment,Entertainment
NPR,2025-05-30 00:14:24,Conservative Political Action Conference chairman Matt Schlapp tells NPR's Leila Fadel in the Hungarian capital Budapest that the group is expanding to cities around the globe.,174,42,Politics,Politics
NPR,2025-05-29 22:12:50,These creative questions are fun to answer and can help reveal people's personalities. Conflict resolution facilitator Priya Parker shares her favorites and explains how to come up with your own.,377,61,Lifestyle,Lifestyle
NPR,2025-05-29 21:11:41,"As the Trump administration slashes the federal workforce, experts say cuts to the USDA, FDA and CDC have left the food supply vulnerable to outbreaks of foodborne illness.",768,294,Health,Health
NPR,2025-05-29 20:32:58,Previous winners say the spelling bee has become much more competitive and credit television with making it a cultural phenomenon each year.,252,27,Education,Education
NPR,2025-05-29 19:22:20,"The decision makes it easier to win approval for highways, bridges, pipelines, wind farms, and other infrastructure projects.",304,70,Infrastructure,Infrastructure
NPR,2025-05-29 18:59:41,Conservative Political Action Conference chairman Matt Schlapp tells NPR's Leila Fadel in the Hungarian capital Budapest that the group is expanding to cities around the globe.,145,32,Politics,Politics
NPR,2025-05-29 17:59:17,The National Association of the Deaf says the White House's failure to provide ASL interpreters during press briefings leaves some deaf and hard of hearing people without information.,4119,1232,Accessibility,Accessibility
NPR,2025-05-29 17:35:59,"The board alleges that CEO Arthur T. Demoulas has been planning a work stoppage at the Massachusetts-based retailer. It also says he has ""resisted an appropriate succession plan for Market Basket.""",142,20,Business News,Business & Economy
NPR,2025-05-29 17:10:49,"These colorful snakes aren't just works of art. Erected for the World Health Assembly, they're meant to draw attention to an extremely neglected health issue: snakebite.",274,31,Health,Health
NPR,2025-05-29 16:40:51,The U.S. Court of Appeals for the Federal District granted the Trump administration's request to temporarily put on hold the New York-based Court of International Trade judgment that struck down President Trump's tariffs.,287,62,Politics,Politics
NPR,2025-05-29 16:14:05,"In 2021, Wallen was caught on video uttering a racial slur. Since then he's become the most commercially successful musician in country and popular music. How? By remaining committed to ambivalence.",157,21,Entertainment News,Entertainment
NPR,2025-05-29 15:43:06,The superbly alert and flexible drummer formed a swirling current in modern jazz for more than 60 years. He was 82.,534,140,Obituaries,Obituaries
NPR,2025-05-29 15:26:01,"Silverman's father and stepmother are buried under one tombstone that reads: ""Janice and Donald, who loved to laugh."" The loss was a starting point for Silverman's ""cathartic"" Netflix comedy special.",326,21,Entertainment,Entertainment
NPR,2025-05-29 15:06:09,The Kenyan author championed local African languages and was imprisoned for his work. His name was often mentioned in discussions about the Nobel Prize in Literature.,443,96,Literature,Arts & Culture
NPR,2025-05-29 14:33:54,"The Birch Glacier above the village of Blatten collapsed and caused a landslide that has buried most of the village. Authorities had evacuated residents earlier this month, but one person is missing.",379,95,Breaking News,Breaking News
NPR,2025-05-29 14:17:46,"As Pride Month approaches, a group of drag artists and their allies are releasing guidelines to help performers navigate a landscape of online harassment and physical violence.",664,207,Arts & Culture,Arts & Culture
NPR,2025-05-29 14:02:07,"Ramy Youssef has a gripe with Santa Claus. On this week’s Wild Card with Rachel Martin, Youssef talks about growing up believing in magic.

 Watch the full interview here: https://n.pr/4jtgk81",47,4,Entertainment,Entertainment
NPR,2025-05-29 13:39:00,"Harrison Ruffin Tyler was just three generations from the White House, since his father and grandfather both fathered children in their 70s. The chemical engineer helped preserve his family's legacy.",283,54,Obituaries,Obituaries
NPR,2025-05-29 13:23:28,The preliminary injunction would prevent the federal government from revoking Harvard's ability to enroll international students.,616,102,Education,Education
NPR,2025-05-29 13:11:41,More than 300 writers from the UK and Ireland have signed a letter calling for immediate aid and a ceasefire in Gaza.,728,136,World News,World
NPR,2025-05-29 12:50:44,Community and culture are two guiding forces in Ruby Ibarra's music. The Filipina American rapper — and 2025 Tiny Desk Contest winner — is joined by rock legend June Millington and an all-Filipino band.,217,25,Music,Entertainment
NPR,2025-05-29 12:20:03,"When President Trump talks about his foreign policy, he often frames it as a business deal. He says much less about conventional diplomacy, like ending the wars in Ukraine and Gaza.",218,35,Politics,Politics
NPR,2025-05-29 11:56:21,"The coming months will bring a 28 Days Later sequel and a new John Wick movie starring Ana de Armas. Midsommar's Ari Aster has a new Western thriller, and Pixar goes intergalactic.",134,13,Entertainment,Entertainment
NPR,2025-05-29 11:10:45,"The Department of Health and Human Services is ending a $766 million contract with the vaccine company Modern to develop an mRNA vaccine for flu strains with pandemic potential, including bird flu.",518,241,Health News,Health
NPR,2025-05-29 10:25:39,A Peruvian farmer has lost a decade-long legal climate case against Germany energy giant RWE. Saúl Luciano Lliuya claimed the company's emissions had contributed to glacial melt threatening his Andean hometown.,262,52,Environment,Climate & Environment
NPR,2025-05-29 09:52:25,"The goal of the changes, which head to the Senate next week, is to save money and send a signal that Republicans are tough on immigration.",136,24,Politics,Politics
NPR,2025-05-29 09:35:50,These creative questions are fun to answer and can help reveal people's personalities. Conflict resolution facilitator Priya Parker shares her favorites and explains how to come up with your own.,198,29,Lifestyle,Lifestyle
NPR,2025-05-29 09:24:27,A small team of researchers responsible for keeping clinicians up to date on contraception research has been cut. Doctors say they rely on the team's guidance when advising women about contraception.,408,171,Health,Health
NPR,2025-05-29 09:13:33,The 17-person team of statisticians and scientists at the National Survey on Drug Use and Health are all out of jobs. Researchers around the country use the data to understand behavioral health.,541,239,Health,Health
NPR,2025-05-29 08:57:21,"But in a mixed ruling, federal Judge Michael Farbiarz declined, for now, to order Khalil released from immigration detention.",237,45,Immigration News,World
NPR,2025-05-29 08:41:50,Canada has seen a surge of American doctors seeking to move north in the months since President Donald Trump returned to the White House.,1049,309,Health News,Health
NPR,2025-05-29 08:20:20,"If the suspect in the recent D.C. case planned to kill people because of their Jewish faith, this would represent a major anomaly in lethal, antisemitic violence.",154,16,Crime News,Crime
NPR,2025-05-29 08:04:09,"Ramy Youssef stays busy, creating shows like Ramy and #1 Happy Family USA, and starring in Poor Things and Mountainhead. He spoke with Rachel Martin about mortality and his gripe with Santa Claus.",113,9,Entertainment,Entertainment
NPR,2025-05-29 07:48:45,"UP FIRST: The stakes are high in the case of a federal court blocking many of President Trump's tariffs this term. And, why Hungary and its leader are inspiring American conservatives.",363,58,Politics,Politics
NPR,2025-05-29 07:33:16,"Hungarian Prime Minister Viktor Orbán has been called ""Trump before there was a Trump."" Here's why his reshaping of Hungary's political institutions inspires U.S. conservatives.",284,81,Politics,Politics
NPR,2025-05-29 07:22:40,Portugal's anti-immigration Chega party notched another political gain for Europe's far right on Wednesday after it was assigned the second-most seats in parliament.,107,26,Politics,Politics
NPR,2025-05-29 07:12:19,The announcement to revoke visas most drastic move yet to curtail the numbers of international students studying in the U.S.,263,87,Education,Education
NPR,2025-05-29 07:00:11,The ruling from a three-judge panel at the New York-based Court of International Trade came after several lawsuits arguing that Trump has exceeded his authority.,841,137,Legal News,Crime
NPR,2025-05-29 06:37:37,"As the Trump administration slashes the federal workforce, experts say cuts to the USDA, FDA and CDC have left the food supply vulnerable to outbreaks of foodborne illness.",658,272,Health,Health
NPR,2025-05-29 06:25:31,Financial markets welcomed a U.S. court ruling that blocks President Donald Trump from imposing sweeping tariffs on imports under an emergency-powers law.,744,103,Economy,Business & Economy
NPR,2025-05-28 18:27:51,"If the suspect in the recent D.C. case planned to kill people because of their Jewish faith, this would represent a major anomaly in lethal, antisemitic violence in the U.S.

""[It] has typically been the violent far right that has conducted attacks against synagogues,"" an expert says.",237,41,National News,Politics
NPR,2025-05-28 18:03:48,"British prosecutors have approved 21 charges against self styled misogynist influencers, brothers Andrew and Tristan Tate, including rape, assault, and human trafficking.",1645,239,Crime,Crime
NPR,2025-05-28 17:39:46,"A Peruvian farmer has lost a landmark climate case against German energy giant RWE. Saul Luciano Lliuya had argued the company should help fund flood defenses near his Andean home, citing its role in global warming.",291,62,Environment,Climate & Environment
NPR,2025-05-28 17:21:42,"As Trump targets elite schools, Harvard's president has a warning for universities: ""We need to be firm in our commitments to what we stand for. And what we stand for … is education, pursuit of the truth, helping to educate people for better futures.""

See the full interview: https://n.pr/4dCUrSF",871,117,Education,Education
NPR,2025-05-28 17:04:42,"Harvard's president tells NPR he finds Trump's recent measures ""perplexing.""

""Why cut off research funding? Sure, it hurts Harvard, but it hurts the country,"" he said, adding that those dollars are awarded to efforts deemed ""high-priority work"" by the government. https://n.pr/43hPDhX",1078,210,Education,Education
NPR,2025-05-28 15:27:57,"The goal of the changes, which head to the Senate next week, is to save money and send a signal that Republicans are tough on immigration.",154,46,Politics,Politics
NPR,2025-05-28 15:00:15,A small team of researchers responsible for keeping clinicians up to date on contraception research has been cut. Doctors say they rely on the team's guidance when advising women about contraception.,429,150,Health,Health
NPR,2025-05-28 14:37:16,"Developing countries owe billions to China, which threatens to undermine poverty reduction efforts and fuel instability, according to a new report from Australia's Lowy Institute.",294,80,Economics/International Relations,Economics/International Relations
NPR,2025-05-28 14:14:02,Far-Flung Postcards is a weekly series in which NPR's international correspondents share snapshots of moments from their lives and work around the world.,223,26,International News,World
NPR,2025-05-28 13:33:57,"NEW: Two tribal nations are asking the full 8th Circuit to review a ruling that struck down a tool to protect minority voters under the federal Voting Rights Act in Arkansas, Iowa, Minnesota, Missouri, Nebraska, North Dakota and South Dakota",303,87,Voting Rights,Voting Rights
NPR,2025-05-28 13:24:30,"When President Trump talks about his foreign policy, he often frames it as a business deal. He says much less about conventional diplomacy, like ending the wars in Ukraine and Gaza.",225,42,Politics,Politics
NPR,2025-05-28 12:36:11,"This week, the album at No. 1 on the charts is one everyone saw coming: With the biggest streaming numbers of 2025 and strong sales to boot, Morgan Wallen's I'm the Problem is the chart-topper it had always seemed destined to become.",64,3,Music,Entertainment
NPR,2025-05-28 12:18:26,"Speaking on Wednesday in the Knesset, Israel's parliament, Netanyahu said that Sinwar was killed in an Israeli airstrike, but did not provide specifics.",111,28,World News,World
NPR,2025-05-28 12:04:22,"In his forthcoming book, 'The Party's Interests Come First,' American University professor Joseph Torigian writes about Xi Jinping's father, Xi Zhongxun, a noted Chinese politician himself.",107,11,Politics,Politics
NPR,2025-05-28 11:47:09,"A judge has denied a request to dismiss a lawsuit alleging Elon Musk and DOGE are wielding unconstitutional power within the government. Separately, Musk also criticized a Trump-backed spending bill.",1023,211,Politics,Politics
NPR,2025-05-28 11:23:54,Mariam Mohammed says her younger son died when she could not get treatment for him at a U.S.-funded clinic that had temporarily closed. Researchers say that are many thousands of cases like his.,791,314,Health,Health
NPR,2025-05-28 11:07:49,"Todd and Julie Chrisley, who rose to fame in a reality show highlighting their lavish lifestyle, had been serving yearslong prison sentences after 2022 convictions on bank and tax fraud offenses.",277,71,Entertainment News,Entertainment
NPR,2025-05-27 10:58:32,"A letter from the U.S. General Services Administration, which is dated Tuesday, tells agencies to submit a list of contracts they have terminated with the university by June 6.",554,209,Government News,Government News
NPR,2025-05-27 08:13:26,BREAKING: NPR and three Colorado public radio stations are suing the Trump administration over the president's executive order seeking to ban the use of federal money for NPR and PBS.,5171,1150,Politics,Politics
NPR,2025-05-27 06:27:38,"Cutting off research funding for Harvard University might hurt the school, its president Alan Garber told NPR, but it also potentially sets back important work that benefits the public.",1910,424,Education,Education
NPR,2025-05-26 12:19:24,"Charles Rangel, 23-term congressman from Harlem and 'Lion of Lenox Avenue,' dies at 94 https://gothamist.com/news/charlie-rangel ",279,44,Obituaries,Obituaries
NPR,2025-05-26 14:36:04,The king's visit is being seen in Canada as an opportunity for the nation to bolster its sovereignty amid threats by President Trump to turn the United States' northern neighbor into the 51st state.,1222,172,Politics,Politics
NPR,2025-05-26 13:02:42,Trump's remarks were a rare rebuke of the Russian president and followed a storm of drone and missile attacks on Ukrainian cities on Sunday evening.,445,66,World News,World
NPR,2025-05-26 12:26:18,This novel stands apart from other tales of mothers stretched too thin. Jessica Stanley weaves family frustrations with British politics and global events because our life and our times are connected.,216,17,Literature,Arts & Culture
NPR,2025-05-26 11:49:00,"Memorial Day, observed on the last Monday in May, is a day to honor and mourn fallen military service members. NPR readers share stories of the loved ones they've lost.
From @suzannenuyen.bsky.social",4072,876,Obituaries,Obituaries
NPR,2025-05-26 11:24:31,"From @rhersher.bsky.social 

A performance of the masterpiece will be transmitted into space on Saturday. The waltz has been associated with space travel since its inclusion in the film 2001: A Space Odyssey.",1612,319,Arts & Entertainment,Arts & Entertainment
NPR,2025-05-26 11:12:41,"Science is an economic driver in Hamilton, Mont., thanks to Rocky Mountain Laboratories, a federal research lab. Now, layoffs and funding cuts are having an impact in this town far from Washington.",11045,3348,Local News,Local News
NPR,2025-05-26 10:46:50,"Under the Biden administration, the Consumer Financial Protection Bureau finalized a rule barring medical debt from appearing on credit reports. Now, the agency is siding with the credit industry groups suing to have the rule vacated.",1186,595,Finance,Business & Economy
NPR,2025-05-26 10:36:11,"President Trump has ordered a Veterans Affairs campus in West Los Angeles to house 6,000 homeless vets by 2028, but details are elusive.",276,65,Veterans Affairs,Veterans Affairs
NPR,2025-05-26 10:31:05,"It's Memorial Day. To honor the fallen military service members this year, the Up First newsletter asked readers to share stories of their loved ones.",2848,641,Obituaries,Obituaries
NPR,2025-05-26 10:23:18,Food apps can help you figure out what's in your food and whether it's nutritious. Just scan the barcode on the packet with your phone. But different apps can give very different results. Here's why.,302,61,Health,Health
NPR,2025-05-26 10:19:43,HBO's hit zombie drama spent much of its second season maneuvering Ellie and Abby together. Critic @edeggans.bsky.social says it has a pacing issue that many streaming shows share.,208,11,Entertainment,Entertainment
NPR,2025-05-26 10:13:11,The 28-year-old rocketed past Andretti Global's Marcus Ericsson in the final laps of the contest and held onto the top position until the end.,280,19,Sports,Sports
NPR,2025-05-25 18:13:54,"The bishop of Rome is one of many titles held by the pope. Duties related to the title are usually delegated to an auxiliary or assistant bishop, known as a vicar.",1764,200,Religion,Religion
NPR,2025-05-25 17:52:45,"Senate Bill 10 now goes back to the Senate for concurrence before advancing to Gov. Greg Abbott, who is expected to sign it into law. via @houstonpublicmedia.bsky.social",975,343,Legislation,Legislation
NPR,2025-05-25 16:54:02,"The Texas House on Sunday passed Senate Bill 10, a measure requiring the display of the Ten Commandments in every public-school classroom in the state.",119,54,Education,Education
NPR,2025-05-25 16:20:51,"What do you get if you add poems that are ""Shel Silverstein meets Rumi for kids"" with pictures of yetis and primordial slime? Words with Wings and Magic Things, a book of illustrated poems for kids.",610,96,Children's Literature,Children's Literature
NPR,2025-05-25 12:45:44,Paula Bomer's dizzying book is a fascinating look at an absurdly stupid young man in the early 1990s who manages to sustain himself despite having no evidence of a soul.,196,22,Book Reviews,Book Reviews
