username,created_at,text,likes,reposts,urls,expanded_urls,section,merged_section,subsection
CNN,2025-06-30 12:08:40,"Authorities identify 20-year-old suspect accused of intentionally starting a brush fire in Idaho and shooting at responding firefighters, killing two",80,28,['https://cnn.it/3TiyDm4'],['https://www.cnn.com/us/live-news/idaho-coeur-dalene-firefighters-shooting#cmcj76v92000e3b6mg83ldjen?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T16:08:18'],Crime,Crime,
CNN,2025-06-30 11:55:06,"Jury begins deliberations in the Sean ""Diddy"" Combs federal sex trafficking trial. Follow live updates: cnn.it/3Gm6gQS",49,6,['https://cnn.it/3Gm6gQS'],['https://www.cnn.com/entertainment/live-news/sean-diddy-combs-trial-06-30-25?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T15:54:45'],Crime,Crime,
CNN,2025-06-30 10:44:17,"Charlize Theron, a naturalized US citizen, spoke out about changing policies in the country she has made her home.

The issue of immigration is very personal to the star, who immigrated from South Africa to the United States and became a US citizen in 2007. cnn.it/44pItHD",331,65,['https://cnn.it/44pItHD'],['https://www.cnn.com/2025/06/30/entertainment/charlize-theron-immigration?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T14:42:25'],Entertainment,Entertainment,
CNN,2025-06-30 10:01:01,Supreme Court agrees to hear a Republican-backed effort to lift caps on campaign spending,80,43,['https://www.cnn.com/2025/06/30/politics/campaign-spending-supreme-court?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T14%3A00%3A29'],['https://www.cnn.com/2025/06/30/politics/campaign-spending-supreme-court?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T14%3A00%3A29'],Politics,Politics,Elections
CNN,2025-06-30 09:22:02,Norway’s national lottery has apologized after thousands of players were mistakenly told that they had won large sums in the Eurojackpot draw due to a coding error.,44,10,['https://www.cnn.com/2025/06/30/europe/norwegian-lottery-winners-error-scli-intl?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T13%3A21%3A44'],['https://www.cnn.com/2025/06/30/europe/norwegian-lottery-winners-error-scli-intl?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T13%3A21%3A44'],Business,Business & Economy,
CNN,2025-06-30 07:59:55,"The decision, which was initiated by the Defense Department, caused an uproar among meteorologists, public officials and the media in the midst of hurricane season.",246,152,['https://www.cnn.com/2025/06/30/weather/hurricanes-satellite-data-outage-delay?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T11%3A58%3A00'],['https://www.cnn.com/2025/06/30/weather/hurricanes-satellite-data-outage-delay?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T11%3A58%3A00'],Weather,Weather,
CNN,2025-06-30 07:33:21,"Joshua Aaron has worked in and around the tech industry for around two decades. He built his first app — a blackjack game — at computer camp when he was 13.

But his newest app is designed for a different purpose: to let users alert people nearby to sightings of ICE agents in their area.",764,267,['https://www.cnn.com/2025/06/30/tech/iceblock-app-trump-immigration-crackdown?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T11%3A29%3A07'],['https://www.cnn.com/2025/06/30/tech/iceblock-app-trump-immigration-crackdown?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T11%3A29%3A07'],Technology,Technology,
CNN,2025-06-30 07:29:12,After recent moves by the US Department of Health and Human Services to restrict the approval and use of some vaccines — and signs that more changes might be coming — some states and private partnerships are scrambling to ensure that vaccines will still be available to those who want them.,94,31,['https://www.cnn.com/2025/06/30/health/vaccine-access-states-nonprofits?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T11%3A09%3A06'],['https://www.cnn.com/2025/06/30/health/vaccine-access-states-nonprofits?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T11%3A09%3A06'],Health,Health,
CNN,2025-06-30 06:49:18,"Warren Buffett donated another $6 billion of Berkshire Hathaway stock, his biggest annual donation since he began giving away his fortune nearly two decades ago.",244,41,['https://www.cnn.com/2025/06/30/business/warren-buffett-donates-record?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T10%3A48%3A41'],['https://www.cnn.com/2025/06/30/business/warren-buffett-donates-record?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T10%3A48%3A41'],Business,Business & Economy,
CNN,2025-06-30 06:16:58,"""Following American airstrikes against Iranian nuclear facilities last week, and then the imposition of a ceasefire, it’s time to step back and assess what has changed in the Middle East, and the chances of translating military success into lasting strategic gains,"" writes Brett McGurk | Analysis",28,7,['https://www.cnn.com/2025/06/30/politics/iran-israel-military-success-path-diplomacy-analysis?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T10%3A16%3A26'],['https://www.cnn.com/2025/06/30/politics/iran-israel-military-success-path-diplomacy-analysis?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T10%3A16%3A26'],Analysis,Analysis,
CNN,2025-06-30 06:15:47,"Zohran Mamdani, the favorite to become New York City's next mayor after winning the Democratic primary, has a contentious plan to create a network of city-owned grocery stores. But it's less radical than critics portray, some food policy and grocery industry experts say. cnn.it/3GkGfS3",814,131,['https://cnn.it/3GkGfS3'],['https://www.cnn.com/2025/06/30/business/zohran-mamdani-grocery-stores?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T10:15:07'],Politics,Politics,Elections
CNN,2025-06-30 01:42:35,"Canada will rescind a digital services tax – a way of taxing online companies – its government said, in a bid to restart trade negotiations with the US. 

Trump on Friday canceled trade talks between the two countries, blaming the tax that he called “a direct and blatant attack on our Country.”",76,18,['https://www.cnn.com/2025/06/29/economy/canada-rescind-digital-tax-us-trade-talks?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T05%3A40%3A38'],['https://www.cnn.com/2025/06/29/economy/canada-rescind-digital-tax-us-trade-talks?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T05%3A40%3A38'],Trade Relations,Trade Relations,
CNN,2025-06-29 21:59:36,"""Trump’s decision to bomb Iran has so far been examined almost exclusively through the lens of politics or military strategy. Yet there is a religious dimension to his decision – and what could happen next – that’s been underexplored,"" writes John Blake. | Analysis",79,20,['https://www.cnn.com/2025/06/29/us/iran-israel-evangelicals-prophecy-cec?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T01%3A25%3A54'],['https://www.cnn.com/2025/06/29/us/iran-israel-evangelicals-prophecy-cec?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T01%3A25%3A54'],Analysis,Analysis,
CNN,2025-06-29 21:23:49,"A ferocious advertising campaign is underway with passage of President Donald Trump’s landmark policy bill hanging in the balance, as political groups and business interests spent at least $35 million just this month to try to sway key members of Congress and their constituents.",428,150,['https://www.cnn.com/2025/06/29/politics/republicans-ad-campaign-trump-bill?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T01%3A00%3A55'],['https://www.cnn.com/2025/06/29/politics/republicans-ad-campaign-trump-bill?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T01%3A00%3A55'],Politics,Politics,Trump Administration
CNN,2025-06-29 20:53:16,Former Brazilian President Jair Bolsonaro attended a public demonstration in Sao Paulo to protest against his ongoing Supreme Court trial in the South American country.,69,10,['https://www.cnn.com/2025/06/29/americas/brazil-bolsonaro-protest-trial-election-intl-latam?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T00%3A10%3A35'],['https://www.cnn.com/2025/06/29/americas/brazil-bolsonaro-protest-trial-election-intl-latam?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-30T00%3A10%3A35'],Politics,Politics,Politician
CNN,2025-06-29 19:58:44,"JUST IN: Two people have been killed in the Coeur d'Alene, Idaho, attack. Police remain under fire by high-powered rifles.",201,83,['https://www.cnn.com/2025/06/29/us/coeur-dalene-idaho-shooter?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T23%3A58%3A16'],['https://www.cnn.com/2025/06/29/us/coeur-dalene-idaho-shooter?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T23%3A58%3A16'],Breaking News,Breaking News,
CNN,2025-06-29 19:40:40,Lionel Messi and Inter Miami were knocked out of the Club World Cup Round of 16 by European champion Paris Saint-Germain in dominant fashion 4-0. It was PSG’s third clean sheet in its last four matches.,53,4,['https://www.cnn.com/2025/06/29/sport/psg-eliminates-lionel-messi-inter-miami-club-world-cup-spt?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T22%3A16%3A38'],['https://www.cnn.com/2025/06/29/sport/psg-eliminates-lionel-messi-inter-miami-club-world-cup-spt?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T22%3A16%3A38'],Sports,Sports,
CNN,2025-06-29 18:35:10,"JUST IN: Multiple firefighters shot in Coeur d'Alene, Idaho, while responding to a brush fire, CNN affiliate reports",621,318,['https://www.cnn.com/2025/06/29/us/coeur-dalene-idaho-shooter?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T22%3A34%3A59'],['https://www.cnn.com/2025/06/29/us/coeur-dalene-idaho-shooter?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T22%3A34%3A59'],Breaking News,Breaking News,
CNN,2025-06-29 18:12:18,"Bob Milgrim’s daughter Sarah was killed leaving an event at the Capital Jewish Museum. Now, he marvels at how much she taught him. cnn.it/3ZWAlgv",157,25,['http://cnn.it/3ZWAlgv'],['https://www.cnn.com/2025/06/29/us/bob-milgrim-remembering-sarah?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T21:41:51'],Obituaries,Obituaries,
CNN,2025-06-29 17:19:38,"Prime Minister Benjamin Netanyahu said “many opportunities have opened up” following Israel’s military operations in Iran, including the possibility of bringing home the remaining hostages held in Gaza.",50,11,['https://www.cnn.com/2025/06/29/middleeast/netanyahu-hostages-opportunity-iran-intl-latam?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T21%3A19%3A18'],['https://www.cnn.com/2025/06/29/middleeast/netanyahu-hostages-opportunity-iran-intl-latam?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T21%3A19%3A18'],International News,World,
CNN,2025-06-29 16:28:43,"""Many Dutch children enjoy a freedom of movement that most American kids don’t, which might be the key to why Dutch kids are the happiest kids in the world, according to a 2025 UNICEF report,"" writes Mary Frances Ruskell. | Essay",538,134,['https://www.cnn.com/2025/06/29/health/dutch-kids-happiest-essay-wellness?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T18%3A50%3A06'],['https://www.cnn.com/2025/06/29/health/dutch-kids-happiest-essay-wellness?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T18%3A50%3A06'],Lifestyle,Lifestyle,
CNN,2025-06-29 15:24:11,"President Donald Trump said in an interview that aired Sunday there is a “buyer for TikTok,” teasing an announcement to come in “about two weeks.”",80,17,['https://www.cnn.com/2025/06/29/politics/trump-tiktok-buyer-bytedance-ban?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T19%3A23%3A50'],['https://www.cnn.com/2025/06/29/politics/trump-tiktok-buyer-bytedance-ban?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T19%3A23%3A50'],Business,Business & Economy,
CNN,2025-06-29 14:27:30,"If you’re someone who clicks on an article about political engagement, you’re probably a person who likes keeping up with the news. You’re not alone — but most of the country doesn’t share your approach to the news.",60,14,['https://www.cnn.com/2025/06/29/politics/political-archetypes-high-attention-voters?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T18%3A26%3A57'],['https://www.cnn.com/2025/06/29/politics/political-archetypes-high-attention-voters?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T18%3A26%3A57'],Politics,Politics,Democracy
CNN,2025-06-29 13:50:52,JUST IN: Republican Sen. Thom Tillis won't seek reelection. The news comes a day after the North Carolina lawmaker voted against Trump's domestic policy bill.,715,107,['https://www.cnn.com/2025/06/29/politics/thom-tillis-not-seeking-reelection?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T17%3A46%3A28'],['https://www.cnn.com/2025/06/29/politics/thom-tillis-not-seeking-reelection?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T17%3A46%3A28'],Politics,Politics,Elections
CNN,2025-06-29 12:30:27,"Israel's attack on Evin Prison in the Iranian capital of Tehran on Monday killed at least 71 people, according to Mizan, the news outlet of the Iranian judiciary.",60,36,['https://www.cnn.com/2025/06/29/middleeast/israel-strike-iran-prison-death-toll-intl?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T15%3A29%3A57'],['https://www.cnn.com/2025/06/29/middleeast/israel-strike-iran-prison-death-toll-intl?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T15%3A29%3A57'],World News,World,
CNN,2025-06-29 11:29:31,"Fairfax County Supervisor James Walkinshaw will be the Democratic nominee in the upcoming special election to replace the late Virginia Democratic Rep. Gerry Connolly, district party officials announced after a party-run primary.",78,11,['https://www.cnn.com/2025/06/29/politics/james-walkinshaw-virginia-democratic-primary-gerry-connolly?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T15%3A28%3A20'],['https://www.cnn.com/2025/06/29/politics/james-walkinshaw-virginia-democratic-primary-gerry-connolly?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T15%3A28%3A20'],Politics,Politics,Elections
CNN,2025-06-29 10:36:09,"All but a few involved with the Cuomo campaign acknowledge, at least privately, how much they did wrong. Despite what longtime aide Melissa DeRosa said, he would call a few short appearances a full schedule and avoided interviews or unscripted interactions with voters. cnn.it/4eoeuo8",61,11,['https://cnn.it/4eoeuo8'],['https://www.cnn.com/2025/06/29/politics/andrew-cuomo-new-york-mayor-zohran-mamdani?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T14:35:14'],Politics,Politics,Politician
CNN,2025-06-29 09:13:39,"President Donald Trump unquestionably secured a big win as the conservative Supreme Court wrapped up its term this past week, but there were signs that the administration’s long-running feud with the federal judiciary is far from over.",72,23,['https://www.cnn.com/2025/06/29/politics/supreme-court-takeaways-trump?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T13%3A13%3A19'],['https://www.cnn.com/2025/06/29/politics/supreme-court-takeaways-trump?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T13%3A13%3A19'],Politics,Politics,Trump Administration
CNN,2025-06-29 06:07:18,"A coalition of groups, ranging from environmental activists to Native Americans advocating for their ancestral homelands, converged outside an airstrip in the Florida Everglades to protest the imminent construction of an immigrant detention center. cnn.it/40sUjzD",416,114,['https://cnn.it/40sUjzD'],['https://www.cnn.com/2025/06/29/us/alligator-alcatraz-protests-immigration-florida-hnk?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T09:49:27'],Environment,Climate & Environment,
CNN,2025-06-28 23:28:05,"President Trump's agenda bill clears key hurdle in the Senate, though Democrats are using a major delay tactic to slow its final passage",115,23,['https://www.cnn.com/2025/06/28/politics/senate-gop-trump-agenda-bill?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T03%3A28%3A01'],['https://www.cnn.com/2025/06/28/politics/senate-gop-trump-agenda-bill?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T03%3A28%3A01'],Politics,Politics,Trump Administration
CNN,2025-06-28 21:21:35,"Thirty years after the O.J. Simpson trial, as the world awaits a verdict in Combs’ federal sex trafficking and racketeering trial, interest in celebrity court cases remains high, but public discourse around race and intimate partner violence has changed.",56,9,['https://www.cnn.com/2025/06/28/entertainment/sean-combs-oj-simpson-trial?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T01%3A20%3A52'],['https://www.cnn.com/2025/06/28/entertainment/sean-combs-oj-simpson-trial?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T01%3A20%3A52'],Entertainment News,Entertainment,
CNN,2025-06-28 20:59:14,"Demonstrators with the ""No Space for Bezos"" group marched through the streets of Venice on the final day of the extravagant wedding celebrations of Jeff Bezos and Lauren Sanchez. CNN's Melissa Bell reports from the protest. cnn.it/44pEvPg",346,58,['https://cnn.it/44pEvPg'],['https://www.cnn.com/2025/06/28/europe/jeff-bezos-wedding-protest-venice-latam-intl?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-29T00:58:46'],Politics,Politics,Democracy
CNN,2025-06-28 20:00:11,"Dave Parker, a hard-hitting outfielder who was set to be inducted into the Baseball Hall of Fame next month, has died, the Pittsburgh Pirates announced. He was 74.",86,6,['https://www.cnn.com/2025/06/28/sport/baseball-dave-parker-dies-spt?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T23%3A59%3A36'],['https://www.cnn.com/2025/06/28/sport/baseball-dave-parker-dies-spt?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T23%3A59%3A36'],Obituaries,Obituaries,
CNN,2025-06-28 19:28:29,"Three years since Thailand became the first country in Asia to decriminalize cannabis, the government this week imposed new rules designed to rein in the country’s “green rush.”",59,20,['https://cnn.it/4lyS9qv'],['https://www.cnn.com/2025/06/28/travel/thailand-cannabis-laws-tourism-intl-hnk?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T23:27:58'],Health,Health,
CNN,2025-06-28 17:46:26,"After Jeff Bezos and Lauren Sanchez tied the knot in Venice, a few hundred protesters gathered Saturday at a city train station for a march, united with one message for the Amazon billionaire and his bride: go away.",366,71,['https://www.cnn.com/2025/06/28/europe/jeff-bezos-wedding-protest-venice-latam-intl?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T21%3A45%3A58'],['https://www.cnn.com/2025/06/28/europe/jeff-bezos-wedding-protest-venice-latam-intl?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T21%3A45%3A58'],Local News,Local News,
CNN,2025-06-28 16:32:47,"A Mexican drug cartel hired a hacker to surveil the movements of a senior FBI official in Mexico City in 2018 or earlier, gathering information from the city’s camera system that allowed the cartel to kill potential FBI informants, the Justice Department inspector general said in a new report.",125,46,['https://www.cnn.com/2025/06/28/politics/mexican-drug-cartel-fbi-hack-informants?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T20%3A32%3A27'],['https://www.cnn.com/2025/06/28/politics/mexican-drug-cartel-fbi-hack-informants?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T20%3A32%3A27'],Crime,Crime,
CNN,2025-06-28 15:58:12,"Hundreds of flights have been canceled at Atlanta’s Hartsfield-Jackson International Airport – the busiest airport in the world – after a severe storm overnight, just as a busy travel period ahead of the Fourth of July gets started.

Read more: cnn.it/40usCX4",80,20,['https://cnn.it/40usCX4'],['https://www.cnn.com/2025/06/28/us/atlanta-airport-flight-cancellations-storm?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T19:32:56'],Travel News,Food & Lifestyle,
CNN,2025-06-28 15:31:17,"Catherine Tondelli won a trip to Rome in the summer of 1999. On her first night, she threw three coins in the Trevi Fountain and came to face-to-face with her future husband. 

Here’s how an Italian vacation romance turned into a love story spanning 25 years and counting.",74,6,['https://www.cnn.com/travel/trevi-fountain-romance-chance-encounters?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T19%3A29%3A49'],['https://www.cnn.com/travel/trevi-fountain-romance-chance-encounters?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T19%3A29%3A49'],Lifestyle,Lifestyle,
CNN,2025-06-28 15:08:20,Pinpointing the combined wealth of this closely guarded guest list would be a painstaking and exhausting exercise but an estimate of their total net worth would likely be in the neighborhood of $435 billion.,87,31,['https://www.cnn.com/2025/06/28/business/wedding-guests-bezos-sanchez-venice?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T18%3A24%3A29'],['https://www.cnn.com/2025/06/28/business/wedding-guests-bezos-sanchez-venice?utm_medium=social&utm_source=blueskyCNN&utm_content=2025-06-28T18%3A24%3A29'],Business,Business & Economy,
