username,created_at,text,likes,reposts,urls,expanded_urls,section,merged_section,subsection
NBC News,2025-06-30 13:00:22,"Democratic groups are kicking off a new community organizing effort this summer, taking aim at Republican priorities and widening their scope to include ""non-political spaces"" like book clubs and sports forums.",46,10,['https://nbcnews.to/4l8a33y'],['https://www.nbcnews.com/politics/elections/democratic-groups-target-non-political-spaces-new-campaign-ahead-fall-rcna215922?link_source=ta_bluesky_link&taid=6862c2a520991e000130ddc1&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Democracy
NBC News,2025-06-30 12:40:08,A Pennsylvania judge orders three people whose testimony has been requested by defense attorneys will have to travel to Idaho to appear at the trial of a man accused of stabbing to death four college students in 2022.,12,4,['https://nbcnews.to/4lqPpv6'],['https://www.nbcnews.com/news/crime-courts/judge-says-3-witnesses-sought-kohberger-must-testify-trial-idaho-stude-rcna215976?link_source=ta_bluesky_link&taid=6862bde720991e000130dd7d&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime News,Crime,
NBC News,2025-06-30 12:20:30,President Trump says he’s found a buyer for TikTok’s U.S. operations.,15,6,[],[],Business News,Business & Economy,
NBC News,2025-06-30 12:00:56,Court records show that the Trump administration has agreed to spare from deportation a key witness in the federal prosecution of Kilmar Abrego Garcia in exchange for his cooperation in the case.,27,13,['https://nbcnews.to/4eN2k8N'],['https://www.nbcnews.com/news/latino/key-witness-abrego-garcia-case-spared-deportation-rcna215950?link_source=ta_bluesky_link&taid=6862b4b620991e000130dd12&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Legal News,Crime,
NBC News,2025-06-30 11:53:55,"Deliberations are officially underway in the sex trafficking and racketeering case against Sean ""Diddy"" Combs as the judge turns the case over to the jury.",13,1,['https://nbcnews.to/4kAebbz'],['https://www.nbcnews.com/news/us-news/jury-begins-deliberations-sean-diddy-combs-trial-rcna215985?link_source=ta_bluesky_link&taid=6862b31220991e000130dcd8&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime,Crime,
NBC News,2025-06-30 11:40:09,"Home Depot says it is buying GMS, a building-products distributor, for about $4.3 billion as the retailer moves to draw more sales from contractors and other home professionals.",17,3,['https://nbcnews.to/3GlsAKu'],['https://www.nbcnews.com/business/business-news/home-depot-buying-gms-4point3-billion-retailer-chases-home-pros-rcna215945?link_source=ta_bluesky_link&taid=6862afd720991e000130dcb8&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Business News,Business & Economy,
NBC News,2025-06-30 11:20:08,The Scandinavian country is seeking to increase the number of young people in the military by extending compulsory enlistment to women for the first time.,49,11,['https://nbcnews.to/4ns1LVv'],['https://www.nbcnews.com/world/europe/women-can-drafted-danish-military-russian-aggression-military-investme-rcna215883?link_source=ta_bluesky_link&taid=6862ab2720991e000130dc88&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Military News,Defense & Security,
NBC News,2025-06-30 10:01:06,"Here’s why shopping early is essential, and how Amazon Prime Day deals compare.",6,1,['https://nbcnews.to/3Ti4O4V'],['https://www.nbcnews.com/select/shopping/4th-of-july-shopping-guide-rcna215613?link_source=ta_bluesky_link&taid=686298a120991e000130dbb9&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Shopping/Consumer News,Shopping/Consumer News,
NBC News,2025-06-30 11:00:08,"Caitlin Clark's version of a popular Nike sneaker drops, etching her name next to the late NBA icon Kobe Bryant.",19,1,['https://nbcnews.to/4ep1leq'],['https://www.nbcnews.com/sports/wnba/nike-rolls-wnba-star-caitlin-clarks-version-kobe-bryants-sneaker-rcna215921?link_source=ta_bluesky_link&taid=6862a67720991e000130dc38&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Sports,Sports,
NBC News,2025-06-30 09:21:49,"AFL-CIO is launching a summer bus tour, hitting up a number of battleground states and meeting with workers who are organizing and on strike, helping with contract fights, conducting trainings and planning for Labor Day events. 

www.nbcnews.com/politics/tru... by @megan-lebowitz.bsky.social",34,6,['https://www.nbcnews.com/politics/trump-administration/live-blog/trump-agenda-bill-senate-tillis-medicaid-immigration-live-updates-rcna215837#rcrd83970'],['https://www.nbcnews.com/politics/trump-administration/live-blog/trump-agenda-bill-senate-tillis-medicaid-immigration-live-updates-rcna215837#rcrd83970'],Labor News,Labor News,
NBC News,2025-06-30 10:00:28,"The Connecticut Democrat said Trump's conduct during his second term is ""much more lawless.""",33,4,['https://nbcnews.to/4eq08DH'],['https://www.nbcnews.com/politics/congress/chris-murphy-says-clear-trumps-strikes-iran-are-illegal-rcna215794?link_source=ta_bluesky_link&taid=6862987b20991e000130dba5&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Trump Administration
NBC News,2025-06-30 10:22:19,"NEWS:

The Supreme Court today delivered another blow to the ability of people to sue federal officials for constitutional violations by ruling against a prison inmate who claims he was viciously assaulted:
www.nbcnews.com/politics/sup...",398,199,['https://www.nbcnews.com/politics/supreme-court/supreme-court-rules-prison-inmate-cannot-sue-federal-officers-alleged-rcna213333'],['https://www.nbcnews.com/politics/supreme-court/supreme-court-rules-prison-inmate-cannot-sue-federal-officers-alleged-rcna213333'],Politics,Politics,Crime
NBC News,2025-06-30 10:44:58,"NEW: Senate begins votes on Trump's massive bill as Republicans race toward final passage

Watch this space; we'll update through vote-a-rama.

www.nbcnews.com/politics/con...",46,16,['https://www.nbcnews.com/politics/congress/senate-begins-votes-trumps-massive-bill-republicans-race-final-passage-rcna215843'],['https://www.nbcnews.com/politics/congress/senate-begins-votes-trumps-massive-bill-republicans-race-final-passage-rcna215843'],Politics,Politics,Trump Administration
NBC News,2025-06-30 10:30:08,"LATEST: Senate expected to begin voting on amendments to the Republican domestic policy bill, known on Capitol Hill as a ""vote-a-rama.""",30,7,['https://nbcnews.to/46igg8k'],['https://www.nbcnews.com/politics/trump-administration/live-blog/trump-agenda-bill-senate-tillis-medicaid-immigration-live-updates-rcna215837?link_source=ta_bluesky_link&taid=68629f6f20991e000130dbe3&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Taxes
NBC News,2025-06-30 10:20:06,"A group of EPA employees publish a declaration of dissent from the agency’s policies under the Trump administration, saying they “undermine the EPA mission of protecting human health and the environment.”",145,58,['https://nbcnews.to/4lpEHow'],['https://www.nbcnews.com/science/science-news/epa-employees-put-names-declaration-dissent-agency-moves-trump-rcna215925?link_source=ta_bluesky_link&taid=68629d1620991e000130dbd2&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Environment,Climate & Environment,
NBC News,2025-06-30 09:56:24,NEW: Supreme Court takes up a new challenge to campaign finance restrictions in a case brought by Republicans seeking to overturn limits on party committees spending money in coordination with individual candidates.,17,6,['https://nbcnews.to/3TjJX1g'],['https://www.nbcnews.com/politics/supreme-court/supreme-court-takes-major-new-challenge-campaign-finance-restrictions-rcna214523?link_source=ta_bluesky_link&taid=6862978820991e000130db80&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Elections
NBC News,2025-06-30 09:41:02,"Former Minnesota House Speaker Melissa Hortman was laid to rest alongside her husband on Saturday, weeks after she was killed in what’s been called a politically motivated assassination.",111,19,[],[],Obituaries,Obituaries,
NBC News,2025-06-30 09:20:06,Three of Erin Patterson's four lunch guests died in the hospital after the 2023 meal at her home. She is also accused of attempting to murder a fourth man who was ill but survived.,24,4,['https://nbcnews.to/4kZ3xMi'],['https://www.nbcnews.com/world/australia/australia-mushroom-poisoning-case-verdict-due-murder-trial-rcna215888?link_source=ta_bluesky_link&taid=68628f0520991e000130db44&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime,Crime,
NBC News,2025-06-30 09:07:26,"""We do believe ... that the suspect started the fire, and we do believe that it was an ambush, and it was intentional,"" Kootenai County Sheriff Bob Norris says. ",37,11,['https://nbcnews.to/44uQyuN'],['https://www.nbcnews.com/news/us-news/2-firefighters-killed-idaho-suspected-gunman-started-fire-ambush-autho-rcna215860?link_source=ta_bluesky_link&taid=68628c0e20991e000130db31&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime,Crime,
NBC News,2025-06-30 09:03:05,"Two teenage girls were shot near the Stonewall Inn as NYC Pride celebrations winded down on Sunday night, police say.",35,22,['https://nbcnews.to/4l8Qjg8'],['https://www.nbcnews.com/news/us-news/2-teens-shot-stonewall-inn-nyc-pride-march-police-say-rcna215881?link_source=ta_bluesky_link&taid=68628b0920991e000130db2b&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Crime,Crime,
NBC News,2025-06-30 09:00:36,"An investigation is underway after authorities say a lone gunman started a fire and ambushed firefighters who responded to it in northwest Idaho on Sunday, allegedly shooting and killing two and seriously injuring another.

Read more: nbcnews.app.link/zZZUcifBCUb",21,10,['https://nbcnews.app.link/zZZUcifBCUb'],['https://nbcnews.app.link/zZZUcifBCUb'],Breaking News,Breaking News,
NBC News,2025-06-30 07:57:06,"Footage of Dr. Hussam Abu Safiya walking down a road toward Israeli tanks, taken in late December and verified by NBC News, is the last time the director of the Kamal Adwan Hospital in northern Gaza was seen before he was taken into custody by Israeli soldiers. ",51,24,['https://nbcnews.to/45HXB5E'],['https://www.nbcnews.com/world/middle-east/video-gaza-doctor-arrest-israeli-soldiers-safety-concerns-rcna215175?link_source=ta_bluesky_link&taid=68627b9120991e000130da4b&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],World News,World,
NBC News,2025-06-30 06:35:31,"Dozens of Israeli settlers rampaged around a military base in the Israeli-occupied West Bank, setting fires, vandalizing military vehicles, spraying graffiti and attacking soldiers, the Israeli military says. ",80,38,['https://nbcnews.to/4eMuS2d'],['https://www.nbcnews.com/world/israel/israeli-settlers-rampage-military-base-west-bank-rcna215891?link_source=ta_bluesky_link&taid=6862687320991e000130d9c6&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],World News,World,
NBC News,2025-06-30 05:00:17,"A person at a baseball game who ridiculed the dead mother of the Arizona Diamondbacks' Ketel Marte has been banned by the Chicago White Sox and MLB indefinitely, the league confirms.",52,5,['https://nbcnews.to/3Gokxwk'],['https://www.nbcnews.com/sports/baseball/man-taunted-ketel-marte-late-mother-banned-mlb-white-sox-rcna215142?link_source=ta_bluesky_link&taid=6862522120991e000130d92e&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Sports News,Sports,
NBC News,2025-06-29 21:49:14,"Vote-a-rama for the One Big Beautiful Bill Act is pushed to 9am tomorrow, per a new whip notice from Senate Republican leaders. This is later than they had expected to get the process going.",178,61,[],[],Politics,Politics,Democracy
NBC News,2025-06-29 20:48:13,"We have running coverage of the firefighter ambush in Idaho up at @nbcnews.com 

www.nbcnews.com/news/us-news...",23,3,['https://www.nbcnews.com/news/us-news/live-blog/2-dead-firefighters-ambushed-coeur-dalene-idaho-live-updates-rcna215857'],['https://www.nbcnews.com/news/us-news/live-blog/2-dead-firefighters-ambushed-coeur-dalene-idaho-live-updates-rcna215857'],Breaking News,Breaking News,
NBC News,2025-06-29 20:17:37,"BREAKING: Two people are dead after firefighters responding to a fire were ambushed in northern Idaho, authorities say.

Sheriff’s department officers responding to the scene are taking active sniper fire, a county sheriff says. ",173,80,['https://nbcnews.to/3ThzFyI'],['https://www.nbcnews.com/news/us-news/live-blog/2-dead-firefighters-ambushed-coeur-dalene-idaho-live-updates-rcna215857?link_source=ta_bluesky_link&taid=6861d7a1ea31db0001e40585&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Breaking News,Breaking News,
NBC News,2025-06-29 18:00:37,"Elon Musk launches a series of attacks against a massive spending bill that would fund much of President Trump’s agenda, renewing his criticisms.",161,42,['https://nbcnews.to/3I40ofE'],['https://www.nbcnews.com/politics/congress/elon-musk-resumes-attacks-trumps-big-beautiful-bill-rcna215755?link_source=ta_bluesky_link&taid=6861b784ea31db0001e404b3&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Trump Administration
NBC News,2025-06-29 17:00:23,"Dave Parker, a hard-hitting outfielder who was set to be inducted into the Baseball Hall of Fame next month, has died at age 74, the Pittsburgh Pirates announce.",49,9,['https://nbcnews.to/3TT3Ax6'],['https://www.nbcnews.com/sports/mlb/dave-parker-hall-fame-outfielder-nicknamed-cobra-dies-74-rcna215762?link_source=ta_bluesky_link&taid=6861a966ea31db0001e40445&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Obituaries,Obituaries,
NBC News,2025-06-29 16:00:17,"A coalition of groups, ranging from environmental activists to Native Americans advocating for their ancestral homelands, converge outside an airstrip in the Florida Everglades to protest the imminent construction of an immigrant detention center.",136,43,['https://nbcnews.to/448kkGU'],['https://www.nbcnews.com/politics/immigration/protesters-line-highway-florida-everglades-oppose-alligator-alcatraz-rcna215767?link_source=ta_bluesky_link&taid=68619b50ea31db0001e403df&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Environment,Climate & Environment,
NBC News,2025-06-29 15:00:18,"The former chief of staff to the late Rep. Gerry Connolly clinches the Democratic nomination to fill Connolly’s seat a Northern Virginia district, according to the local Democratic Party.",101,23,['https://nbcnews.to/44bFnbG'],['https://www.nbcnews.com/politics/elections/former-chief-staff-late-rep-gerry-connolly-wins-democratic-nomination-rcna215521?link_source=ta_bluesky_link&taid=68618d40ea31db0001e4037b&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Elections
NBC News,2025-06-29 14:47:54,GOP Sen. Thom Tillis won't seek re-election in North Carolina after drawing Trump's ire www.nbcnews.com/politics/202...,142,21,['https://www.nbcnews.com/politics/2026-election/gop-sen-thom-tillis-not-running-re-election-north-carolina-rcna215819'],['https://www.nbcnews.com/politics/2026-election/gop-sen-thom-tillis-not-running-re-election-north-carolina-rcna215819'],Politics,Politics,Elections
NBC News,2025-06-29 14:40:11,"Zohran Mamdani says that he doesn't believe billionaires should exist in an interview with 'Meet the Press.'

""Frankly, it is so much money in a moment of such inequality, and ultimately, what we need more of is equality across our city and across our state and across our country.""",546,90,['https://nbcnews.to/46jFGCs'],['https://www.nbcnews.com/politics/elections/zohran-mamdani-says-dont-think-billionaires-rcna215821?link_source=ta_bluesky_link&taid=68618889ea31db0001e4034a&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Politician
NBC News,2025-06-29 14:00:17,"As President Donald Trump reveled in a major Supreme Court victory that curbed the ability of judges to block his policies nationwide, he had special praise for one of the justices: Amy Coney Barrett.",31,17,['https://nbcnews.to/3GkjsFY'],['https://www.nbcnews.com/politics/supreme-court/maga-world-criticism-amy-coney-barrett-trump-rcna215622?link_source=ta_bluesky_link&taid=68617f30ea31db0001e402fb&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Trump Administration
NBC News,2025-06-29 13:28:40,THOM TILLIS SAYS HE'S NOT RUNNING FOR RE-ELECTION,751,134,[],[],Politics,Politics,Elections
NBC News,2025-06-29 13:42:15,"Sen. Thom Tillis announces that he would not run for re-election, one day after he opposed a sweeping bill for President Trump's agenda.",107,31,['https://nbcnews.to/44FtVFa'],['https://www.nbcnews.com/politics/2026-election/gop-sen-thom-tillis-not-running-re-election-north-carolina-rcna215819?link_source=ta_bluesky_link&taid=68617af6ea31db0001e402e9&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Elections
NBC News,2025-06-29 13:00:13,"Pollution in the Vietnamese capital of Hanoi, home to almost 9 million people, reflects the environmental cost of the Southeast Asian nation’s explosive growth.",16,6,['https://nbcnews.to/3GqCRVD'],['https://www.nbcnews.com/world/asia/vietnam-hanoi-air-pollution-concrete-rcna208466?link_source=ta_bluesky_link&taid=6861711bea31db0001e402a2&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Environment,Climate & Environment,
NBC News,2025-06-29 12:00:38,"New York City mayoral candidate Zohran Mamdani talks about his campaign promises, criticisms over his tax plan and charges of antisemitism, during an exclusive interview with Meet the Press.",65,15,['https://nbcnews.to/465PsZ5'],['https://www.nbcnews.com/meet-the-press/video/zohran-mamdani-says-i-don-t-think-that-we-should-have-billionaires-full-interview-242434117989?utm_campaign=trueanthem&utm_medium=social&utm_source=facebook'],Politics,Politics,Elections
NBC News,2025-06-29 12:00:21,Democratic legislators mostly in blue states are attempting to fight back against President Trump’s efforts to withhold funding from their states with bills that aim to give the federal government a taste of its own medicine.,155,47,['https://nbcnews.to/3Gm1we0'],['https://www.nbcnews.com/politics/politics-news/trumps-funding-freezes-states-new-gambit-withholding-federal-money-rcna215212?link_source=ta_bluesky_link&taid=68616314ea31db0001e4024b&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Trump Administration
NBC News,2025-06-29 11:30:11,"In an exclusive interview with Meet the Press, Sen. Chris Murphy (D-Conn.) discusses the American attack on Iranian nuclear facilities, the Trump administration’s immigration policies, and New York mayoral candidate Zohran Mamdani’s win in the Democratic primary.",26,6,['https://nbcnews.to/44vQvyX'],['https://www.nbcnews.com/meet-the-press/video/-it-is-clear-that-this-is-illegal-sen-murphy-reacts-to-iran-attack-full-interview-242436165682?utm_campaign=trueanthem&utm_medium=social&utm_source=facebook'],Politics,Politics,Foreign Policy
NBC News,2025-06-29 11:00:17,"At least 71 people were killed in Israel’s attack on Tehran’s Evin prison, a notorious facility where many political prisoners and dissidents have been held, Iran’s judiciary says.",14,8,['https://nbcnews.to/3GczKRh'],['https://www.nbcnews.com/world/middle-east/irans-judiciary-says-least-71-killed-israels-attack-tehrans-notorious-rcna215782?link_source=ta_bluesky_link&taid=686154ffea31db0001e401e0&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],World News,World,
NBC News,2025-06-29 10:41:22,Sen. Chris Murphy says that President Trump’s military strikes on Iranian nuclear facilities are ‘illegal.',110,21,['https://nbcnews.to/3I6btwH'],['https://www.nbcnews.com/politics/congress/chris-murphy-says-clear-trumps-strikes-iran-are-illegal-rcna215794?link_source=ta_bluesky_link&taid=68615091ea31db0001e401c8&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Foreign Policy
NBC News,2025-06-29 10:24:37,"Rep. Rich McCormick defended the White House's, now rescinded, federal aid freeze on school lunch programs by suggesting that some children should be working instead of receiving free lunch.",101,79,['https://nbcnews.to/45N4Adv'],['https://www.nbcnews.com/politics/congress/republican-congressman-suggests-children-receiving-free-school-lunches-rcna189614?link_source=ta_bluesky_link&taid=68614ca5ea31db0001e401ae&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Education
NBC News,2025-06-29 10:00:42,The image of an abandoned ice cream cart has become a rallying cry for Los Angeles residents and a symbol of opposition to President Trump’s aggressive immigration policies.,82,24,['https://nbcnews.to/3I6VJJV'],['https://www.nbcnews.com/news/us-news/protesters-los-angeles-are-shifting-tactics-ice-detentions-spread-fear-rcna214807?link_source=ta_bluesky_link&taid=68614709ea31db0001e40199&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Immigration
NBC News,2025-06-29 09:00:15,"Dan Linden developed a new table game and worked with suppliers in China to bring it to life. Now, he's unsure just how much tariffs will hit his bottom line.",10,3,['https://nbcnews.to/40xwsyL'],['https://www.nbcnews.com/business/business-news/trump-tariffs-toys-games-offshoots-dan-linden-checkbook-chronicles-rcna212932?link_source=ta_bluesky_link&taid=686138deea31db0001e40117&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Business,Business & Economy,
NBC News,2025-06-29 08:02:15,"NEW: 

Conservative Justice Amy Coney Barrett, who faced vitriolic criticism from MAGA world a few months ago, is now back in Trump's favor.

""Sometimes feeling the heat helps people see the light,” said one MAGA lawyer.

www.nbcnews.com/politics/sup...",189,87,['https://www.nbcnews.com/politics/supreme-court/maga-world-criticism-amy-coney-barrett-trump-rcna215622'],['https://www.nbcnews.com/politics/supreme-court/maga-world-criticism-amy-coney-barrett-trump-rcna215622'],Politics,Politics,Trump Administration
NBC News,2025-06-29 08:00:27,"Humanoid robots waddled, stumbled, and occasionally face-planted their way through a 3-against-3 soccer tournament in Beijing.",16,5,['https://nbcnews.to/44twWap'],['https://www.nbcnews.com/world/china/bumbling-game-robot-soccer-was-breakthrough-embodied-ai-rcna215780?link_source=ta_bluesky_link&taid=68612adaea31db0001e400cd&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Technology,Technology,
NBC News,2025-06-29 00:09:00,"51-49, Senate votes to move forward with the mega-bill.

Ron Johnson flipped to yes after voting to oppose the motion today. Mike Lee, Rick Scott and Cynthia Lummis all voted YES.

Tillis and Paul are the only Republican NOs.

All Democrats vote NO.

www.nbcnews.com/politics/con...",209,107,['https://www.nbcnews.com/politics/congress/senate-republican-bill-trump-agenda-vote-rcna215713'],['https://www.nbcnews.com/politics/congress/senate-republican-bill-trump-agenda-vote-rcna215713'],Politics,Politics,Biden Administration
NBC News,2025-06-29 07:27:01,"NEW: The Republican-led Senate on Saturday night advances a sweeping domestic policy package for President Trump’s agenda, moving it one step closer to passage.",25,18,['https://nbcnews.to/4ltuRSH'],['https://www.nbcnews.com/politics/congress/senate-republican-bill-trump-agenda-vote-rcna215713?link_source=ta_bluesky_link&taid=68612305ea31db0001e40095&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Politics,Politics,Trump Administration
NBC News,2025-06-29 04:00:20,"A person at a baseball game who ridiculed the dead mother of the Arizona Diamondbacks' Ketel Marte has been banned by the Chicago White Sox and MLB indefinitely, the league confirms.",78,4,['https://nbcnews.to/3TLQ26z'],['https://www.nbcnews.com/sports/baseball/man-taunted-ketel-marte-late-mother-banned-mlb-white-sox-rcna215142?link_source=ta_bluesky_link&taid=6860f293ea31db0001e3ffe8&utm_campaign=trueanthem&utm_medium=social&utm_source=bluesky'],Sports News,Sports,
NBC News,2025-06-28 15:37:16,"GOP Sen. Thom Tillis says Trump's mega-bill is bad for North Carolina: ""This will force the state to make painful decisions like eliminating Medicaid coverage for hundreds of thousands in the expansion population, and even reducing critical services for those in the traditional Medicaid population.""",262,74,[],[],Politics,Politics,Healthcare
NBC News,2025-06-28 15:52:10,Sheehy’s rebellion lasted under an hour. He’s now a YES on the motion to proceed.,206,46,[],[],Politics,Politics,Democracy
