username,created_at,text,likes,reposts,section,merged_section
MSNBC,2025-05-28 12:45:23,"Ari Melber on Trump losing at SCOTUS, and MAGA’s due process double standard 

@arimelber.bsky.social breaks down President Trump’s attacks on core rights and liberty protections and reports on MAGA’s due process double standard. 

WATCH:",57,13,Politics,Politics
MSNBC,2025-05-28 12:33:15,"OPINION:

Reality splashes cold water on Patel, Bongino, conspiracy theorists now White House insiders 

@jenpsaki.msnbc.com: How roles at the FBI have changed the tune of conspiracy theorists Kash Patel and Dan Bongino, alienating them from their base of supporters who expected revelations.",71,17,Opinion,Opinion
MSNBC,2025-05-28 12:19:02,"OPINION:

Rogue pardon spree exposes Trump's political games and actual indifference to crimes 

@jenpsaki.msnbc.com pairs Donald Trump's political rhetoric about crimes like fraud against his abusive use of the president's pardon power to absolve criminals convicted of those very same crimes.",88,24,Opinion,Opinion
MSNBC,2025-05-28 12:04:41,"‘Just kill it’: Sen. Peter Welch (D-VT) on Trump's budget bill 

Sen. Peter Welch, who just met with Canadian Prime Minister Mark Carney to repair the U.S.-Canada partnership, joins The Weeknight to discuss the fallout from Trump’s budget bill.

WATCH:",66,10,Politics,Politics
MSNBC,2025-05-28 11:50:40,"War powers? @arimelber.bsky.social delivers a special report on the core rights and liberty protections the Trump administration has been attacking and testing in court.

WATCH:",26,10,Politics,Politics
MSNBC,2025-05-28 11:49:21,"OPINION by @stevebenen.com:

“As the political world pauses to wonder who might be next on the president’s get-out-of-jail-free list, it’s hard not to marvel at the sheer brazenness of Trump’s gambit.”

READ MORE:
www.msnbc.com/rachel-maddo...",55,22,Opinion,Opinion
MSNBC,2025-05-28 11:38:04,"OPINION:

Trump backs off EU tariffs: 'TACO trade' aka 'Trump always chickens out' 

The president pushed back his self-imposed deadline to levy 50% tariffs on the European Union -- causing the stock market to soar. @stephruhle.bsky.social breaks it down

WATCH:",66,20,Business,Business & Economy
MSNBC,2025-05-28 11:31:41,BREAKING: The Trump administration is now restricting visas of foreign officials they say have censored Americans,49,27,Politics,Politics
MSNBC,2025-05-28 11:25:57,"OPINION:

'Utter and shameless transaction': How Trump has normalized profiting off of the White House  

Staff writer for the New Yorker Evan Osnos joins @nicollewallace.bsky.social to discuss Trump's pay-to-play attitude when it comes to the Oval Office

WATCH:",51,16,Politics,Politics
MSNBC,2025-05-28 11:11:37,"OPINION:

Hayes: We are more powerful than ‘one petty, addled man’

“All these institutions and the people that power them,” says @chrislhayes.bsky.social, “altogether are more powerful than this one petty, addled man—and Donald Trump knows it,” says Hayes on Trump’s attack on institutions.",106,26,Opinion,Opinion
MSNBC,2025-05-28 10:58:31,"OPINION:

‘Not even remotely normal’: New concern over Trump’s rambling speeches, posts

“On any given day, Donald Trump is just an endless stream of addled nonsense,” says @chrislhayes.bsky.social. 

WATCH:",132,42,Opinion,Opinion
MSNBC,2025-05-28 10:45:40,"OPINION:

‘Death by a thousand cuts approach’: Nicolle Wallace on the impact of Donald Trump’s tariff whiplash

@nicollewallace.bsky.social and panel discuss Trump pulling the rug on his planned tariff implementation this time delaying increased tariffs to the European Union to July 9.

WATCH:",51,12,Politics,Politics
MSNBC,2025-05-28 10:41:16,"Trump to pardon reality TV stars Todd and Julie Chrisley, convicted of fraud and tax evasion 

www.nbcnews.com/politics/politics-news/trump-pardon-reality-tv-couple-convicted-federal-fraud-charges-rcna209349",32,11,Politics,Politics
MSNBC,2025-05-28 10:34:24,"OPINION:

Lawrence: Trump, most cowardly president in American history, backed down again 

@lawrenceodonnell.msnbc.com examines yet another tariff policy reversal by Donald Trump, which has created a new phrase: “Trump Always Chickens Out” or “TACO.”

WATCH:",233,72,Opinion,Opinion
MSNBC,2025-05-28 10:25:30,"BREAKING: Prime Minister Benjamin Netanyahu says Israel has killed Hamas leader Mohammed Sinwar

www.nbcnews.com/world/gaza/h...",33,10,World News,World
MSNBC,2025-05-28 09:33:00,"OPINION by @stevebenen.com:

“Time will tell what, if anything, comes of the investigation, but if you’re thinking it seems as if there have been a lot of these kinds of probes lately, it’s not your imagination.”

READ MORE:
www.msnbc.com/rachel-maddo...",75,28,Opinion,Opinion
MSNBC,2025-05-28 09:09:14,"OPINION by @zeeshanaleem.bsky.social:

Zeeshan on why Melania Trump’s bizarre memoir decision is so fitting.

It’s “entirely in keeping with the former model’s desire to keep the public at a distance even while benefiting from its attention.”

READ MORE:
www.msnbc.com/opinion/msnb...",31,8,Opinion,Opinion
MSNBC,2025-05-28 08:08:17,"OPINION by @levinsonjessica.bsky.social:

Jessica notes Trump told the truth about his NPR vendetta, but now that honesty could haunt him.

“There’s subject matter discrimination, which is bad. And there’s viewpoint discrimination, which is even worse.”

READ MORE:
www.msnbc.com/opinion/msnb...",148,46,Opinion,Opinion
MSNBC,2025-05-28 07:19:05,"OPINION by @hayesbrown.bsky.social:

Hayes highlights how a crafty move from Senate Majority Leader John Thune may ensure even more of the pet policy projects stuffed inside the House’s “big, beautiful bill” make it to President Trump’s desk than would have previously been possible.

READ MORE:",30,19,Politics,Politics
MSNBC,2025-05-28 07:10:48,"The pressure the Trump administration has been putting on ICE for arrests and deportations and ICE’s nationwide arrest operations do appear to be yielding results.
www.nbcnews.com/politics/nat...",18,10,Politics,Politics
MSNBC,2025-05-27 18:47:24,NEW: Trump to pardon reality TV couple convicted on federal fraud charges,61,24,Politics,Politics
MSNBC,2025-05-27 17:09:28,"BREAKING: A federal judge in Washington D.C. has blocked President Trump's executive order against law firm WilmerHale, calling the order ""unconstitutional.""",262,43,Politics,Politics
MSNBC,2025-05-27 16:45:32,Trump administration asks Supreme Court to lift limits on deportations to 'third countries',46,26,Immigration,World
MSNBC,2025-05-27 16:03:32,Sen. Tommy Tuberville launches run for governor of Alabama,31,7,Politics,Politics
MSNBC,2025-05-27 16:00:43,"NPR and three other public radio stations sue Trump over his executive order cutting federal funding.

The suit claims Trump's order violates the First Amendment’s protections for speech and the press and steps on Congress’ authority. MSNBC legal correspondent @lawofruby.bsky.social reports.",192,35,Legal News,Crime
MSNBC,2025-05-27 14:50:01,"OPINION by @jordan-s-rubin.bsky.social:

“Thomas and Alito each wrote dissents. Both are notable, especially since both justices have (in different ways) previously ruled against students in First Amendment cases.”

READ MORE:
www.msnbc.com/deadline-whi...",35,8,Legal News,Crime
MSNBC,2025-05-27 13:44:07,"OPINION by @stevebenen.com:

“Much of the world has waited for Trump to adopt a stronger and more effective posture. Will he ever overcome his affection for the Russian leader and try following through on his rhetoric for a change?”

READ MORE:
www.msnbc.com/rachel-maddo...",44,12,Opinion,Opinion
MSNBC,2025-05-27 12:36:36,"OPINION by Steve Benen:

“As Trump prepared to leave the White House after his 2020 election defeat, the Republican issued some of the most controversial pardons in American history. After his second inaugural, he wasted no time in picking up where he left off.”",85,29,Opinion,Opinion
MSNBC,2025-05-27 12:19:20,"'Art of the deal' or 'real business threats'?: Trump tariffs continue to cause uncertainty

President Trump has delayed the start of his 50% tariffs on the European Union until July 9th. @yamiche.bsky.social reports more. 

WATCH:",41,10,Business,Business & Economy
MSNBC,2025-05-27 12:09:52,"Major ‘uncertainty’ from Trump’s EU and Apple tariff threats: What to expect

Courtenay Brown, senior economics reporter at Axios, and Melissa Repko, retail and consumer reporter for CNBC, join Alex Witt to break down Trump’s tariff threats.",20,2,Economics,Business & Economy
MSNBC,2025-05-27 12:01:38,"OPINION:

'Forgot how to talk to normal people': Dem strategist on why party lost working class voters

Democrats are weighing a $20 million effort to gain support of young male voters, according to the New York Times. This comes amid a broader effort to rebuild the party.",35,3,Politics,Politics
MSNBC,2025-05-27 11:51:03,"BREAKING: CDC ends COVID vaccine recommendation for healthy kids and pregnant women 

www.nbcnews.com/health/healt...",46,18,Health,Health
MSNBC,2025-05-27 11:49:17,"Rep. Crockett slams ‘transfer of wealth’ from Trump agenda bill

Texas representative @repjasmine.bsky.social joins Alex Witt to discuss how the GOP bill would impact her constituents, shares her thoughts on DHS Secretary Kristi Noem’s visit to Israel, and more.

WATCH:",119,26,Politics,Politics
MSNBC,2025-05-27 11:45:00,"OPINION by @stevebenen.com:

“Alas, this is part of an indefensible pattern.”

READ MORE:
www.msnbc.com/rachel-maddo...",97,44,Opinion,Opinion
MSNBC,2025-05-27 11:40:51,"OPINION:

‘Profoundly dangerous’: Fmr. CIA official reacts to NSC mass layoffs

Former senior State Department and CIA official Ned Price joins Alex Witt to discuss the implications of the NSC’s mass layoffs, reacts to the fifth round of U.S.-Iran nuclear talks, and more.

WATCH:",55,12,Politics,Politics
MSNBC,2025-05-27 11:28:51,"OPINION by @raybrescia.bsky.social:

Ray notes Trump’s desperate new strategy in his fight with Harvard.

“Similar missteps took place under Trump’s first presidency.”

READ MORE:
www.msnbc.com/opinion/msnb...",51,6,Opinion,Opinion
MSNBC,2025-05-27 11:26:22,"Trump delays 50 percent tariffs on E.U. to July 9 

President Donald Trump said Sunday that he agreed to an extension on the 50 percent tariff deadline on the European Union until July 9.

WATCH:",24,2,Economy,Business & Economy
MSNBC,2025-05-27 11:15:34,"OPINION:

'Unlike anything we've seen from a president': How Trump profits off of presidency 'like no other'

The NYT says President Trump profits off of being in the White House ""like no other president."" Katy Tur and panel share their thoughts.

WATCH:",81,21,Politics,Politics
MSNBC,2025-05-27 11:06:17,"The Supreme Court rejected a last-minute plea from Native Americans seeking to challenge a massive copper mining project in Arizona that would destroy a sacred site used for tribal ceremonies, a weighty dispute that pitted religious rights against business interests.

www.nbcnews.com/politics/sup...",38,19,Politics,Politics
MSNBC,2025-05-27 11:04:18,"Dems push to strip Trump of authority over law enforcement agency that protects judges

Sen. Cory Booker (D-NJ) introduced legislation to move control of the Marshals Service from the executive branch to the judicial branch amid President Trump's criticism of federal judges. 

WATCH:",213,57,Politics,Politics
MSNBC,2025-05-27 11:01:15,"The Supreme Court declined to hear a Massachusetts student's challenge to his middle school’s prohibition on him wearing a T-shirt bearing the slogan “There are only two genders.”

www.nbcnews.com/politics/sup...",38,7,Politics,Politics
MSNBC,2025-05-27 10:54:20,"Harvard professor Laurence Tribe reacts to Trump’s latest attacks on Harvard University

@lawrenceodonnell.msnbc.com is joined by Harvard Constitutional Law Professor Laurence Tribe who sounds off on Trump’s attempts to block international students from the university.

WATCH:",56,19,Politics,Politics
MSNBC,2025-05-27 10:19:40,"BREAKING: The Trump administration aims to cut all remaining ties with Harvard University and will ask federal agencies today to find ways to end their contracts with the Ivy League school

@garretthaake.bsky.social has the latest

www.nbcnews.com/news/us-news...",60,17,Politics,Politics
MSNBC,2025-05-27 09:56:33,"BREAKING: Dow rallies 400 points after Trump delays steep EU tariff until July

WATCH U.S. MARKETS BOARD LIVE:",36,6,Finance,Business & Economy
MSNBC,2025-05-27 09:32:08,BREAKING: National Public Radio sued President Donald Trump over his executive order to cease all federal funding for the nonprofit broadcaster.,304,53,Politics,Politics
MSNBC,2025-05-27 08:22:46,"OPINION by Susan Del Percio:

Susan notes Trump’s megabill is inevitable. But Democrats’ terrible approval ratings aren’t. 

“They should hammer the GOP on easy targets. Take, for example, the FAA.”

READ MORE:
www.msnbc.com/opinion/msnb...",84,23,Opinion,Opinion
MSNBC,2025-05-27 08:03:23,"BREAKING: Trump administration seeks to end all Harvard contracts
www.nbcnews.com/politics/tru...",40,13,Politics,Politics
MSNBC,2025-05-27 07:49:51,"If President Trump doesn’t want international students at Harvard, there are plenty of foreign governments and universities happy to take them — along with their talents that have helped make the United States a global tech and scientific leader.
www.nbcnews.com/world/asia/h...",172,52,International News,World
MSNBC,2025-05-27 07:12:51,"OPINION by @ryanbeckwith.bsky.social:

Ryan writes the GOP’s plan to give babies $1000 ‘Trump accounts’ is far from perfect - but it’s a start. 

“The fact that it's an obvious political gimmick doesn't really affect whether or not it's a good idea.”

READ MORE: 
www.msnbc.com/opinion/msnb...",27,5,Opinion,Opinion
MSNBC,2025-05-27 07:03:21,"More Democrats are openly criticizing Obama strategists and consultants, who were long treated as the high priests of their party’s politics.
www.nbcnews.com/politics/ele...",38,7,Politics,Politics
MSNBC,2025-05-27 06:56:03,At least 27 hurt as van hits pedestrians at parade celebrating soccer win in England www.youtube.com/watch?v=Fx5w...,20,7,Breaking News,Breaking News
MSNBC,2025-05-27 06:56:39,"Go beyond the headlines with the @msnbc.com app. Read, listen and watch live breaking news and analysis, anytime, anywhere!

Download the app now at msnbc.com/app or click here: smart.link/2ae2q1ckqc5bx",13,2,Technology,Technology
MSNBC,2025-05-26 14:54:13,DEVELOPING: Car collides with pedestrians at parade celebrating soccer win in Liverpool,54,8,Breaking News,Breaking News
MSNBC,2025-05-26 13:10:24,Trump leads Memorial Day ceremony at Arlington National Cemetery,18,1,Politics,Politics
MSNBC,2025-05-26 12:18:29,"Charles Rangel, former longtime N.Y. congressman who represented Harlem, dies at 94",158,33,Obituaries,Obituaries
MSNBC,2025-05-25 19:27:17,Trump delays 50% tariffs on E.U. to July 9,84,16,Economy,Business & Economy
MSNBC,2025-05-25 17:26:31,"Sen. Ron Johnson says there's enough opposition in the Senate to hold up Trump's 'big, beautiful' bill",291,44,Politics,Politics
MSNBC,2025-05-25 15:59:44,Texas bill requiring Ten Commandments in public schools headed to governor's desk,60,21,Education,Education
MSNBC,2025-05-25 15:06:39,U.S. citizen arrested after he allegedly planned to bomb office of U.S. Embassy in Israel,52,17,National Security,Defense & Security
MSNBC,2025-05-24 19:06:18,Former President Joe Biden makes first public appearance since cancer diagnosis,485,59,Health,Health
MSNBC,2025-05-24 16:08:03,"Sunday, MSNBC Films presents the fifth episode of ""David Frost Vs."" The six-part documentary series explores the legacy of legendary host David Frost through his iconic interviews.

The next episode of ""David Frost Versus,” featuring Elton John, airs Sunday at 9pm ET on MSNBC.",57,11,Television,Entertainment
MSNBC,2025-05-23 18:41:12,"Trump executive order targeting Jenner law firm unconstitutional, judge rules",381,75,Legal News,Crime
MSNBC,2025-05-23 14:55:56,Trump signs executive orders aimed at easing regulations on and expanding nuclear energy production www.nbcnews.com/politics/tru...,33,12,Politics,Politics
MSNBC,2025-05-23 14:44:32,"MOMENTS AGO: After threatening to impose 25% tariffs on Apple if it won't make iPhones in the U.S., Trump says it would apply to any company that manufactures smartphones outside the country, not only Apple.

“Otherwise it wouldn’t be fair,"" Trump told reporters.",97,37,Business News,Business & Economy
MSNBC,2025-05-23 14:14:16,BREAKING: Verdict reached for 10 charged with armed robbery in Kim Kardashian's hotel suite  www.nbcnews.com/world/europe...,16,1,Crime,Crime
MSNBC,2025-05-23 13:44:58,BREAKING: Billy Joel cancels his upcoming concerts after being diagnosed with a brain disorder.,252,64,Entertainment,Entertainment
MSNBC,2025-05-23 13:15:57,Victim's body returned to Israel as Jewish Americans reel from museum attack www.nbcnews.com/news/us-news...,32,3,National News,Politics
MSNBC,2025-05-23 12:37:12,"BREAKING: Judge blocks Trump admin effort to terminate Harvard’s ability to enroll foreign students
www.msnbc.com/top-stories/...",267,57,Politics,Politics
MSNBC,2025-05-23 12:27:25,BREAKING: A federal judge has blocked the Trump administration from revoking Harvard University’s ability to enroll or keep its international students.,297,42,Education,Education
MSNBC,2025-05-23 10:30:44,NEW: Russia and Ukraine have completed phase one of a major prisoner swap. @anacabrera.bsky.social reports.,80,13,World News,World
MSNBC,2025-05-23 09:34:16,"Harvard is suing the Trump administration after the DOJ moved to revoke its Exchange Visitor Program, citing a “hostile” campus. 

Harvard calls the move unconstitutional and warns of “devastating” impact on its 7,000 international students.",171,39,Education,Education
