username,created_at,text,likes,reposts,section,merged_section
The New York Times,2025-05-31 13:35:21,How did you do in Connections today? Players must select four groups of four words without making more than three mistakes. www.nytimes.com/games/connec...,63,2,Games,Games
The New York Times,2025-05-31 13:25:52,"Breaking News: Iran has ramped up production of near-bomb-grade uranium even as it seeks a nuclear deal with the U.S., according to a confidential UN report.",310,132,International News,World
The New York Times,2025-05-31 12:23:29,"The Trump administration on Friday unveiled fuller details of its proposal to slash about $163 billion in federal spending next fiscal year, offering a more intricate glimpse into the vast array of education, health, housing and labor programs that would be hit by the deepest cuts.",282,128,Politics,Politics
The New York Times,2025-05-31 12:09:46,"The Trump administration deported a 31-year-old Salvadoran man minutes after a federal appeals court barred his removal while his case proceeded, the government admitted in a court filing this week.",839,408,Immigration,World
The New York Times,2025-05-31 11:24:30,"Étienne-Émile Baulieu, the French biochemist and physician who was often called the father of the abortion pill — and who was also known for his pioneering studies on the role of steroid hormones in human reproduction and aging — died on Friday. He was 98. www.nytimes.com/2025/05/31/h...",5648,893,Obituaries,Obituaries
The New York Times,2025-05-31 10:47:31,"“As with President Trump’s tariffs, DOGE has created more volatility than value,” our columnist Maureen Dowd writes.",192,32,Business,Business & Economy
The New York Times,2025-05-31 10:16:05,"Miley Cyrus’s life has been shaped by fame. She discussed how she worked through her complicated feelings about stardom, including the therapy she said had saved her, on “The Interview.” Read more: nyti.ms/3HkMcyz

Watch the full conversation: nyti.ms/4jtFe7F",231,27,Entertainment,Entertainment
The New York Times,2025-05-31 10:00:39,"A salmonella outbreak linked to cucumbers has sickened at least 45 people across 18 states, health officials said Friday and they warned that the number of people infected was likely higher.",1098,542,Health,Health
The New York Times,2025-05-30 21:27:27,A union representing 300 video game workers at Microsoft said on Friday that it had reached a tentative agreement with the tech company on the terms of the first union contract in the gaming industry.,526,93,Business,Business & Economy
The New York Times,2025-05-30 21:17:23,"Breaking News: The Trump administration has dealt a sharp blow to work on HIV vaccines, terminating a $258 million program critical to the research.",423,262,Health,Health
The New York Times,2025-05-30 20:47:38,"In the 19th century, a New Orleans doctor sent the skulls of 19 Black Americans to a doctor in Germany, where they were used as part of now discredited racial science. The remains were recently returned to the city, where they will be laid to rest on Saturday.",6383,1421,Local News,Local News
The New York Times,2025-05-30 20:35:40,"President Trump said on Friday that he had fired the director of the National Portrait Gallery in Washington, calling her “a highly partisan person, and a strong supporter of DEI.” It is unclear if the president has legal grounds to fire the director, Kim Sajet.",319,103,Politics,Politics
The New York Times,2025-05-30 20:21:11,The Energy Department announced on Friday that it was terminating $3.7 billion in Biden-era awards to companies trying to demonstrate technologies that might one day help tackle global warming.,185,122,Energy,Climate & Environment
The New York Times,2025-05-30 20:05:39,"At least 10 people were killed in a landslide at a quarry mine in West Java, Indonesia, according to the country’s national disaster management agency.",75,22,Breaking News,Breaking News
The New York Times,2025-05-30 19:46:43,"President Trump said on Friday that he would double the tariffs he had levied on foreign steel, increasing them to 50%.",117,37,Economy,Business & Economy
The New York Times,2025-05-30 19:38:38,"Elon Musk is leaving Washington after a tenure in government marked by controversy. On Friday, President Trump gave him a send-off in the Oval Office. See six takeaways from the joint news conference: www.nytimes.com/2025/05/30/u...",101,21,Politics,Politics
The New York Times,2025-05-30 19:22:18,A federal grand jury indicted a former New Hampshire businessman this week on charges that he orchestrated attacks on the homes of journalists who had investigated claims of sexual misconduct against him.,1549,486,Crime,Crime
The New York Times,2025-05-30 19:16:02,"Former President Biden said on Friday that he was feeling good after beginning his treatment for an aggressive form of prostate cancer. “The prognosis is good,” he said.",404,46,Health News,Health
The New York Times,2025-05-30 17:42:07,"Elon Musk turned up with a black eye at the White House on Friday, his last day as a “special government employee.”",436,92,Politics,Politics
The New York Times,2025-05-30 17:11:28,"After the pandemic and remote work hollowed out downtown San Francisco, the city realized that skaters might offer a way to bring people back. Made quickly and with minimal fuss, here’s how a park for skateboarders revived a central plaza. nyti.ms/43PkS49",287,45,Urban Development,Urban Development
The New York Times,2025-05-30 16:46:34,"“250 million bees are now loose.” A tractor-trailer carrying 70,000 pounds of pollinator hives rolled over on a country road in Washington State on Friday, releasing an eye-popping number of honeybees, the authorities said.",1237,315,Environment,Climate & Environment
The New York Times,2025-05-30 16:33:42,"Breaking News: PBS sued President Trump to block an executive order that would cut federal funding for public television and radio, arguing that it was unconstitutional.",761,126,Politics,Politics
The New York Times,2025-05-30 16:08:47,"Breaking News: Loretta Swit, who played Maj. Margaret Houlihan on the hit TV series “M*A*S*H,” has died at 87.",3026,520,Obituaries,Obituaries
The New York Times,2025-05-30 15:50:23,"Breaking News: The CDC kept Covid shots on an updated vaccination schedule for children, days after Health Secretary Robert F. Kennedy Jr. said they would be taken off.",11429,2135,Health,Health
The New York Times,2025-05-30 15:49:26,"From @theathletic.bsky.social: New Orleans Pelicans star Zion Williamson has been accused of rape and domestic violence in a civil lawsuit filed by a woman who said she dated him for almost five years, beginning when he was a freshman at Duke.",31,4,Sports News,Sports
The New York Times,2025-05-30 15:42:19,"Nathan Fielder, the creator of the HBO series “The Rehearsal,” went on CNN to discuss the recent season’s focus on pilot safety, responding to an FAA statement and criticizing training standards.",199,21,Entertainment News,Entertainment
The New York Times,2025-05-30 15:41:50,"Verdant and herbaceous, this spicy cucumber margarita is perfect for a hot weekend. Choose your jalapeño adventure. nyti.ms/4mzCcBv",84,9,Food,Food & Lifestyle
The New York Times,2025-05-30 15:37:09,"In Opinion

“The leading A.I. giants are no longer merely multinational corporations; they are growing into modern-day empires. With the full support of the federal government, soon they will be able to reshape most spheres of society as they please,” Karen Hao writes in a guest essay.",168,61,Opinion,Opinion
The New York Times,2025-05-30 15:30:29,"Until last week, Israel had blocked all food, fuel and medicine from entering the Gaza Strip for 80 days. Aid began to trickle into the territory this week, but humanitarian officials said it did little to alleviate the territory’s enormous needs.",228,127,International News,World
The New York Times,2025-05-30 15:28:15,"Smoke from wildfires in Canada has begun drifting across the border into the U.S., raising concerns on Friday about possible health hazards in Michigan, Wisconsin and Minnesota, the authorities said.",119,34,Health,Health
The New York Times,2025-05-30 15:11:36,"The CNN anchor Christiane Amanpour is no stranger to conflict zones. Now, in a new podcast, she mulls crises with James Rubin, whom she divorced in 2018.",76,9,Media,Entertainment
The New York Times,2025-05-30 14:57:21,"A new DOGE tally claims that reversing rules on credit card fees, health insurance, appliance efficiency standards and other areas saves the American people money. Data show the opposite.",314,118,Economy,Business & Economy
The New York Times,2025-05-30 14:40:13,"President Trump held an Oval Office news conference on Friday to bid farewell to Elon Musk, who slashed his way through the federal government via his Department of Government Efficiency. Follow live updates. nyti.ms/4dJ2DRt",85,14,Politics,Politics
The New York Times,2025-05-30 14:31:38,"If you’ve seen Ryan Coogler’s movie “Sinners,” then you’re probably still talking about “the scene.” You know the one. Our critic Wesley Morris and the writer Rembert Browne break it down and more: nyti.ms/4kCuhCl",62,8,Arts,Arts & Culture
The New York Times,2025-05-30 14:18:22,A former spy watched “Mission: Impossible — The Final Reckoning” and shared what Tom Cruise gets right and wrong in the franchise.,55,4,Entertainment,Entertainment
The New York Times,2025-05-30 14:02:31,An aggressive new initiative by Immigration and Customs Enforcement to detain migrants at immigration courts is the latest escalation in the Trump administration’s effort to ramp up deportations.,68,25,Immigration,World
The New York Times,2025-05-30 14:02:17,"The unemployment rate for recent college graduates has jumped as companies try to replace entry-level workers with artificial intelligence. “I’m convinced that what’s showing up in the economic data is only the tip of the iceberg,” our tech columnist writes.",112,28,Economy,Business & Economy
The New York Times,2025-05-30 13:51:30,"Miraculously, Conan O’Brien manages to fit everything in a single carry-on, thanks to his philosophy of underpacking, bringing versatile and comfortable multipurpose clothes, and sticking to a single color palette. “Pretend you’re Steve Jobs,” he says. nyti.ms/3Sppac9",187,19,Lifestyle,Lifestyle
The New York Times,2025-05-30 13:45:44,"“I have no words except please make this. It is perfection in food form.”

Instead of regular pasta, this pasta salad recipe uses cheese-filled tortellini for soft, creamy bites. nyti.ms/43y1yad",82,8,Food,Food & Lifestyle
The New York Times,2025-05-30 13:42:50,"From @theathletic.bsky.social: Still only 25, Sydney McLaughlin-Levrone has won four Olympic golds. She explained how faith helped her overcome anxiety and how she feared her value was wrapped up solely in winning and losing races.  nyti.ms/3SoCYUe",68,6,Sports,Sports
The New York Times,2025-05-30 13:39:24,Strands is a word search with a unique twist. Can you uncover the theme? Play here: nyti.ms/49sIJIk,15,0,Games,Games
The New York Times,2025-05-30 13:38:30,"From @theathletic.bsky.social: After leaving ESPN, Pablo Torre is carving out a spot in the sports media landscape. He has his own show and a recurring seat on MSNBC’s “Morning Joe.” But none of it happens if Torre doesn’t bomb the LSAT his senior year of college.",31,3,Sports Media,Sports
The New York Times,2025-05-30 10:01:24,"Skateboarding? Check. 
Urban Planning? Check. 
Referring to not one but TWO skaters as ""Dr.""? Check. 

Aside from video games and Bosch, this story I wrote, on how skateboarding revived an urban plaza in San Francisco, hits all my buttons. 
www.nytimes.com/2025/05/30/b...",147,28,Arts,Arts & Culture
The New York Times,2025-05-30 12:26:22,"The elimination of Native American mascots from public schools has re-emerged as a contentious political issue, and New York again finds itself at the center of a firestorm.",56,16,Politics,Politics
The New York Times,2025-05-30 12:26:03,"Breaking News: One person was killed and at least seven were injured when a tornado struck central Kentucky this morning, officials said.",166,65,Breaking News,Breaking News
The New York Times,2025-05-30 12:16:57,"The Trump administration has quietly spread Palantir’s technology through U.S. agencies, paving the way to easily compile data on Americans. The company has received more than $113 million in federal government spending since President Trump took office. nyti.ms/4dJfR0o",353,264,Politics,Politics
The New York Times,2025-05-30 12:07:12,President Trump said that China was not honoring the terms of a temporary agreement to lower tariffs that the countries had imposed on each other and warned of further confrontation. The accusations threatened to derail hopes of a broader agreement between the world’s largest economies.,87,20,Economy,Business & Economy
The New York Times,2025-05-30 12:04:08,"In rural New York, immigrant laborers are now in hiding. Some have been briefly detained and then released, while others with legal papers languish in custody, leaving many confused about who is being forced out of the country and who gets to remain.",135,52,Immigration,World
The New York Times,2025-05-30 11:55:54,Taylor Swift announced on Friday that she had bought back the rights to her first six albums. Swift said that her record-breaking Eras Tour helped make her acquisition of the masters. She did not disclose the price. nyti.ms/3FgfXzZ,11428,1297,Entertainment,Entertainment
The New York Times,2025-05-30 11:36:03,Palestinians fled parts of northern Gaza on Friday after the latest evacuation order from Israel’s military. Many in the area have already been displaced at least once during the war and little humanitarian aid is arriving amid widespread hunger.,68,22,World News,World
The New York Times,2025-05-30 11:30:24,"Floyd Brown, a longtime right-wing activist, said on Thursday that he had been fired from the Kennedy Center because of his views on same-sex marriage.",94,13,Politics,Politics
The New York Times,2025-05-30 11:18:18,"A transgender girl is set to compete at the California high school track and field championships on Friday, arguably the most competitive state meet in the country. President Trump threatened to withhold federal funding if the state did not bar the athlete from competition.",98,21,Sports News,Sports
The New York Times,2025-05-30 11:11:27,From @theathleticfc.bsky.social: Trent Alexander-Arnold has been announced as a Real Madrid player. The Spanish club paid Liverpool over $11 million so he could join them a month early and play in the Club World Cup. nyti.ms/43DZQEe,30,1,Sports,Sports
The New York Times,2025-05-30 11:06:29,"For decades, U.S. consumers were leery of bidets. But now, nearly half of renovating homeowners in the country are choosing to install toilets with specialty features, including bidet toilet seats. 

How did the Japanese toilet take over? nyti.ms/4dF8DdC",390,61,Home & Garden,Lifestyle
The New York Times,2025-05-30 11:01:41,"From @nytopinion.nytimes.com 

“It proved an American misstep, fueled by xenophobia, that would forever alter the global balance of power.”

Kathleen Kingsbury, the editor of Times Opinion, tells the cautionary story of a Chinese scientist who was deported from the U.S. during the Cold War.",142,46,Opinion,Opinion
The New York Times,2025-05-30 11:01:05,"A former assistant to Sean Combs resumed testimony at his federal trial on Friday, describing a pattern of threats by a demanding boss. She said that he berated her, threw objects at her and sexually assaulted her. Combs denies sexually assaulting anyone.",54,2,Crime,Crime
The New York Times,2025-05-30 10:45:14,"Breaking News: The Supreme Court let the Trump administration, for now, revoke a Biden-era program designed to give temporary residence to some immigrants.",55,19,Politics,Politics
The New York Times,2025-05-30 10:12:54,"From @nytopinion.nytimes.com: 
 
Elon Musk “apparently did not anticipate that it would be bad PR for the world’s richest man to take food and medicine from the world’s poorest children,” our columnist Michelle Goldberg writes.",1674,497,Opinion,Opinion
The New York Times,2025-05-30 10:10:33,"This is grown-up banana pudding in pie form. One bite, and you may never want banana pudding any other way. nyti.ms/3SZgDwB",175,17,Food,Food & Lifestyle
The New York Times,2025-05-30 10:02:35,"Northern Europeans have a mantra: “There is no bad weather, only bad clothes.” These rain pants prove them right.",115,9,Lifestyle,Lifestyle
The New York Times,2025-05-30 09:57:30,"Paul Doyle, a 53-year-old British man accused of deliberately driving his vehicle into crowds and injuring nearly 80 people in Liverpool, appeared in court on Friday. He is said to be a father of three and a former Royal Marine.",47,9,Crime,Crime
The New York Times,2025-05-30 09:54:21,"From @theathletic.bsky.social: The Knicks sent a message to the Pacers: We’re not lying down. If the Pacers let it get to Game 7 inside Madison Square Garden? Against Brunson? With that crowd? ""My money is on the Knicks,"" our columnist writes. nyti.ms/3FxMf9x",99,13,Sports,Sports
The New York Times,2025-05-30 09:48:49,"Haribo on Thursday recalled a batch of cola-flavored sweets in the Netherlands after a sample of the candy tested positive for cannabis. Several people, including children, had fallen ill after eating the contaminated candy, the authorities said.",206,45,Health,Health
The New York Times,2025-05-30 09:33:55,How did you do in Connections today? Players must select four groups of four words without making more than three mistakes. Play here: nyti.ms/3B7faPM,25,2,Games,Games
The New York Times,2025-05-30 09:24:58,"From @theathletic.bsky.social: In Game 5, the Knicks looked like a team that not only didn’t want their season to end, but a team that could pull off the impossible, recover from a 3-1 series deficit and then go into finals and make something of it. nyti.ms/4dEZ7Hq",84,11,Sports,Sports
The New York Times,2025-05-30 09:19:23,"President Trump said he would hold a news conference on Friday afternoon in the Oval Office with Elon Musk, who is stepping away from his role as Trump’s cost-cutter-in-chief. Here are the latest updates.",44,9,Politics,Politics
The New York Times,2025-05-30 08:43:30,"Bernard Kerik, the New York City police commissioner who was hailed as a hero for overseeing the department’s response to the Sept. 11 attacks on the World Trade Center, only to fall from grace after he pleaded guilty to an ethics violation and felony tax fraud, died at 69. nyti.ms/450gCjj",156,27,Obituaries,Obituaries
The New York Times,2025-05-30 08:19:35,"A sweeping new evacuation order by Israel’s military covers much of northern Gaza, warning residents that these areas will soon turn into dangerous combat zones.",35,18,World News,World
The New York Times,2025-05-30 07:43:00,"A panel of federal judges ruled on Wednesday that many of President Trump’s tariffs were illegal, a decision that has threatened to derail his trade agenda.

We spoke with the wine importer at the center of the case. Listen to ""The Daily.""",208,31,Business,Business & Economy
The New York Times,2025-05-30 07:22:27,"In public, Elon Musk was rising to political power as one of President Trump’s key allies. In private, Musk was taking drugs and facing an increasingly turbulent family life amid overlapping romantic relationships and legal battles over his children. 

Read more: nyti.ms/4mDTEVr",641,216,Politics,Politics
The New York Times,2025-05-30 07:04:00,A 12-year-old girl escaped her village in eastern Ukraine just before Russian troops overran it. But her personal fight was only beginning.,88,20,World News,World
The New York Times,2025-05-30 06:32:38,"Listen to ""The Headlines,"" which brings you the biggest stories of the day from the New York Times reporters who are covering them, all in about 10 minutes.",73,19,News,General News
The New York Times,2025-05-30 06:21:58,"The 1970s era of academic exchange between China and the U.S. began as a form of diplomacy. ""People were curious about us, inviting us to their homes,"" one former student remembers. 

It now stands in sharp contrast to the Trump administration’s recent stance toward the country.",88,18,International Relations,World
The New York Times,2025-05-30 05:50:45,"Russell Brand, the comedian, actor and YouTuber, pleaded not guilty on Friday to multiple charges of rape and sexual assault.",35,5,Entertainment News,Entertainment
The New York Times,2025-05-30 05:26:21,The plight of temporary workers in South Korea is sharply dividing candidates campaigning for the presidential election​ next Tuesday.,62,23,Politics,Politics
The New York Times,2025-05-30 04:16:40,"Student visas are a powerful tool the Trump administration can wield against universities, if federal judges allow it. Here's what to know about why the White House is targeting international students.",103,28,Education,Education
The New York Times,2025-05-29 23:33:48,"The Boeing 737 that logged thousands of miles last year as JD Vance’s campaign plane before he was elected vice president is being used by the federal government to deport migrants to several Central American countries, according to public aviation logs and a group that tracks the flights.",305,144,Politics,Politics
The New York Times,2025-05-29 23:25:20,Elon Musk is leaving his government position after weeks of declining influence and increasing friction with both President Trump and shareholders of his own private companies. He created disruption and fear before giving up on revamping government. But his companies will now face less oversight.,252,56,Politics,Politics
The New York Times,2025-05-29 23:19:06,"Harrison Ruffin Tyler, the last surviving grandson of John Tyler, the 10th president of the U.S., died on Sunday at age 96. He was the last of three generations spanning nearly the entire history of the country. When his grandfather was born, George Washington had just become president.",1016,201,Obituaries,Obituaries
The New York Times,2025-05-29 23:13:12,"President Trump on Thursday nominated Paul Ingrassia, a former far-right podcast host now serving as the White House liaison to the Department of Homeland Security, to a new key role: head of the Office of Special Counsel, which examines public corruption.",142,70,Politics,Politics
The New York Times,2025-05-29 22:34:41,"Breaking News: Faizan Zaki, a 13-year-old from Texas, won the Scripps National Spelling Bee after finishing second in last year’s competition.",3018,329,Education,Education
The New York Times,2025-05-29 22:04:25,"Breaking News: Bernard Kerik, the New York City police commissioner who was hailed as a hero for overseeing the department’s response to the Sept. 11 attacks on the World Trade Center, only to fall from grace after he pleaded guilty to an ethics violation and felony tax fraud, has died at 69.",334,70,Obituaries,Obituaries
The New York Times,2025-05-29 22:01:16,The Trump administration's retreat on crypto enforcement continued on Thursday as the SEC announced that it was dismissing a lawsuit it filed two years ago against the giant cryptocurrency exchange Binance and its founder.,128,51,Finance,Business & Economy
The New York Times,2025-05-29 20:38:18,"Rhode, the beauty brand founded by Hailey Bieber, has been acquired by E.L.F. Beauty for $800 million in cash and stock.",81,6,Business,Business & Economy
The New York Times,2025-05-29 20:31:59,"Several Immigration and Customs Enforcement leaders are leaving their roles, the agency announced on Thursday, in the third major change among its leadership in recent months.",729,211,Politics,Politics
The New York Times,2025-05-29 20:04:26,"The Scripps National Spelling Bee is underway. Follow live updates as the finalists compete for a chance to win $50,000.",90,12,Education,Education
The New York Times,2025-05-29 20:02:26,"A judge in South Africa sentenced a woman to life in prison on Thursday after she was convicted of selling her 6-year-old daughter, who is still missing.",168,25,Crime,Crime
The New York Times,2025-05-29 19:37:58,"A federal judge on Thursday sentenced a Colorado man who threatened to kill Democratic election officials in Colorado and Arizona and blamed his actions on exposure to far-right political rhetoric to more than three years in prison, officials said.",2437,551,Crime,Crime
The New York Times,2025-05-29 19:27:48,"NEW: Trump and his team are making a second run at trying to decouple the US from China. He talked about it his first term, but is taking a bigger swing now by revoking Chinese student visas, starting a bigger trade war and imposing export controls. Story: www.nytimes.com/2025/05/29/u...",65,24,Politics,Politics
The New York Times,2025-05-29 17:52:58,"The Trump administration released a report last week that it billed as a “clear, evidence-based foundation” for action on a range of children’s health issues. But the report, from the Make America Healthy Again Commission, cited studies that did not exist. www.nytimes.com/2025/05/29/w...",1870,747,Health,Health
The New York Times,2025-05-29 16:48:19,"An accidental trip over the Peace Bridge in Buffalo, New York, typically means a toll and a loss of time. But for one man, crossing an international border into Canada carried a higher cost. nyti.ms/3HjToe9",492,178,National News,Politics
The New York Times,2025-05-29 16:27:54,"From @theathletic.bsky.social: A cohort of top tennis players born in the 1990s hoped they would inherit the mantle of the Big Three: Roger Federer, Rafael Nadal and Novak Djokovic. That didn’t happen. Only two men born in the 1990s have won a Grand Slam.",50,6,Sports,Sports
The New York Times,2025-05-29 16:24:09,The average rental prices for studio apartments in New York and Miami are two to three times what one person earning the median income in those cities can afford. Here's a look at where else renters will struggle to find budget-friendly studios. nyti.ms/3HuI2E8,227,68,Real Estate,Infrastructure
The New York Times,2025-05-29 16:02:42,"Breaking News: An appeals court temporarily preserved many of President Trump’s sweeping tariffs, freezing a court order to halt the taxes.",112,29,Economy,Business & Economy
The New York Times,2025-05-29 15:58:06,"The NYPD is investigating a detective who provided security at a luxurious Manhattan townhouse where two cryptocurrency investors are accused of torturing a man for three weeks, according to city officials with knowledge of the matter.",220,63,Crime,Crime
The New York Times,2025-05-29 15:21:33,"In @nytopinion.nytimes.com 

“Racist Americans have murdered Black lives and tried to murder Black afterlives, Black stories and Black history,” Ibram X. Kendi writes. So when Black people die, “what we contributed, what we changed, what we documented dies, too. No funeral. Just gone from memory.”",220,50,Opinion,Opinion
The New York Times,2025-05-29 11:13:21,"President Trump “now has an opportunity to display strength and push Russia and Ukraine toward a settlement that would allow him to claim success and, far more important, end this gruesome war,” the editorial board writes.",113,21,Editorial,Opinion
The New York Times,2025-05-29 14:44:19,"Breaking News: A company is reviving plans to build natural gas pipelines into New York State, a reversal that amounts to a bet on Trump administration support.",74,16,Business,Business & Economy
The New York Times,2025-05-29 14:36:33,"Knicks fans have taken over some of New York City’s iconic venues to watch their team’s deepest playoff run in 25 years, riding the waves of joy and pain together. Will the party end tonight? nyti.ms/43DEBCL",57,6,Sports,Sports
The New York Times,2025-05-29 14:08:16,"The National Weather Service warned of “dangerously hot conditions” from Friday through Sunday in parts of the Western U.S., with the worst of the heat centered over California before shifting east to Nevada and Utah. nyti.ms/43KNUAW",189,71,Weather,Weather
The New York Times,2025-05-29 14:02:18,"Charleston, South Carolina, a city intensely vulnerable to the effects of climate change, is suing oil companies over global warming. President Trump says lawsuits like these threaten national security. The judge wants to hear what both sides think.",209,56,Environment,Climate & Environment
The New York Times,2025-05-29 13:55:13,"From @theathletic.bsky.social: Can one game ruin an entire season? Probably not, but the Minnesota Timberwolves' Game 5 meltdown was so complete and so embarrassing that it bears asking, our columnist writes.",28,4,Sports,Sports
The New York Times,2025-05-29 13:53:01,Breaking News: The police filed seven charges against a 53-year-old man after a car hit a packed crowd in Liverpool earlier this week.,83,12,Crime,Crime
The New York Times,2025-05-29 13:41:42,The Trump administration is canceling a nearly $600-million contract to the drugmaker Moderna that was intended to develop a shot for humans against bird flu.,484,265,Health,Health
The New York Times,2025-05-29 13:35:04,"From @theathletic.bsky.social: We’ve ranked every five-star quarterback of the modern recruiting era. There are some exceptions, but for the most part this ranking values career accomplishments over one great season. nyti.ms/4jl7OIf",27,5,Sports,Sports
The New York Times,2025-05-29 13:33:41,Strands is a word search with a unique twist. Can you uncover the theme? Play here: nyti.ms/49sIJIk,24,3,Games,Games
The New York Times,2025-05-29 13:27:31,"President Trump issued a flurry of clemency actions on Wednesday, wiping the convictions or cutting sentences for more than two dozen people, including those who have expressed political support or echoed the president in claiming they had been unfairly targeted.",100,38,Politics,Politics
The New York Times,2025-05-29 13:03:59,"A judge on Wednesday declined to release Mahmoud Khalil from an immigration facility in Louisiana, even though he found that the government’s use of a foreign policy law in Khalil’s detention was most likely unconstitutional.",380,133,Immigration News,World
The New York Times,2025-05-29 12:51:18,"A judge on Thursday said she would issue an order blocking the Trump administration’s efforts to prevent Harvard from enrolling international students. The ruling was a win, at least temporarily, for the university in its ongoing confrontation with the White House. nyti.ms/3Huo3FC",488,95,Politics,Politics
The New York Times,2025-05-29 12:40:04,"Breaking News: A woman sued oil and gas companies over her mother’s death in a heat wave. It's the first wrongful death case targeting fossil fuel companies over their role in global warming, experts said.",9880,2010,Environment,Climate & Environment
The New York Times,2025-05-29 12:20:06,"Forest rangers rescue almost every hiker who gets lost or injured in New York’s Adirondack Mountains. But Léo Dufour, a 22-year-old Canadian university student and experienced hiker who disappeared more than five months ago, was the rare exception.",68,12,Local News,Local News
The New York Times,2025-05-29 11:42:31,"President Trump and his administration on Thursday petitioned a court to allow it to continue imposing its tariffs, a day after a federal court declared many of them to be illegal.",147,39,Politics,Politics
The New York Times,2025-05-29 11:40:12,Breaking News: A federal judge said she would block the Trump administration’s efforts to prevent Harvard from enrolling international students.,624,125,Politics,Politics
The New York Times,2025-05-29 11:33:09,"The Trump administration’s threat to impose certain steep tariffs on critical U.S. trading partners hung in limbo on Thursday after a panel of judges blocked a set of across-the-board charges. But both experts and trading partners around the world greeted the news with caution, not celebration.",105,25,Economy,Business & Economy
The New York Times,2025-05-29 11:22:49,“I don’t even know if they can give me this visa that I just got.” We spoke with student visa applicants in Beijing following the Trump administration’s announcement that it would begin “aggressively” revoking the visas of Chinese students.,74,15,Immigration News,World
The New York Times,2025-05-29 11:16:11,"""This was a great idea for those who enjoy Ruben sandwiches, but who are reducing their meat consumption.""

This vegetarian sandwich relies mostly on condiments and pantry staples and is within reach any day.",145,27,Food,Food & Lifestyle
The New York Times,2025-05-29 11:12:35,"You should lock your phone with a passcode or facial recognition. But that wouldn’t stop wireless companies, law enforcement, or hackers from reading your most mundane SMS missives—even without physical access to your phone.",87,28,Privacy and Security,Privacy and Security
The New York Times,2025-05-29 10:42:37,"Israel bombarded Gaza again on Thursday and more than 60 people had been killed in the attacks over the past day, local health officials said. This comes as Palestinians scramble for food under a new Israeli-backed aid operation that is insufficient to meet basic survival needs, the UN said.",138,81,World News,World
