username,created_at,text,likes,reposts,section,merged_section
HuffPost,2025-05-30 14:37:04,“Inaccurately claiming to be a sex worker feels disrespectful to people who experience discrimination and sometimes even violence just to do their jobs.”,7,5,Social Issues,Social Issues
HuffPost,2025-05-30 14:36:53,Musk did not address the alleged drug use.,13,2,Entertainment News,Entertainment
HuffPost,2025-05-30 14:32:11,"Trump continued to praise Musk, saying he “willingly accepted the outrageous abuse and slander and lies and attacks because he does love our country.”",5,3,Politics,Politics
HuffPost,2025-05-30 14:31:11,The two did not find out about their secret sister until 2023.,3,0,Human Interest,Human Interest
HuffPost,2025-05-30 14:18:29,"Musk let out a little ""Woo"" and encouraged everyone to clap: ""Come on, guys!""",7,0,Entertainment,Entertainment
HuffPost,2025-05-30 13:40:44,"Staffing for wage theft enforcement was already at a historic low before DOGE came along, according to a new analysis.",19,9,Labor Issues,Labor Issues
HuffPost,2025-05-30 13:29:22,"of all the swift announcements i was prepared for, it wasn't this one!! www.huffpost.com/entry/taylor...",18,2,Entertainment,Entertainment
HuffPost,2025-05-30 13:29:00,"“All of the music I’ve ever made ... now belongs ... to me,” the singer wrote, also teasing how far along she is in rerecording ""Reputation"" and her self-titled debut.",61,9,Entertainment,Entertainment
HuffPost,2025-05-30 13:07:44,Clear the air in your home for less before this deal disappears.,2,0,Home & Garden,Lifestyle
HuffPost,2025-05-30 13:01:47,Noor Abdalla tells The Cut that no one from the school's administration has reached out in the months since her husband's detention.,8,1,Education,Education
HuffPost,2025-05-30 13:01:46,"”I don’t think anybody in America really takes her seriously on a matter of substance,” former White House lawyer Ty Cobb said.",27,9,Politics,Politics
HuffPost,2025-05-30 11:56:07,The actor said reprising Daniel LaRusso is about more than nostalgia — it's about passing on the wisdom that shaped a generation.,4,0,Entertainment,Entertainment
HuffPost,2025-05-30 11:56:06,The newest star of the beloved franchise opens up about the surreal — and nerve-wracking — experience of working alongside two martial arts icons.,2,0,Entertainment,Entertainment
HuffPost,2025-05-30 10:54:16,"In the entirety of Joe Biden’s presidency, there was no judicial nominee who endured more partisan ugliness and cruelty than Adeel Mangi.

He was an objectively impressive and qualified pick. He also happened to be Muslim.

Senate GOPers subjected him to a disgusting monthslong smear campaign. (1/x)",553,165,Politics,Politics
HuffPost,2025-05-30 11:32:49,"“This little powerhouse is perfect for camping trips, outdoor adventures and even as a backup during power outages.",2,0,Lifestyle,Lifestyle
HuffPost,2025-05-30 11:10:20,"NEW -- Donald Trump's self image as a Great Dealmaker  and his obsession with plane size have not just led to soliciting a $400 million gift from Qatar.

They have already left America with a severely degraded wartime command post for future presidents.

www.huffpost.com/entry/trump-...",35,13,Politics,Politics
HuffPost,2025-05-30 11:09:42,The president said he is nominating the far-right Paul Ingrassia to lead the Office of Special Counsel.,9,5,Politics,Politics
HuffPost,2025-05-30 10:58:09,She had a 1-word answer for days when her youngest doesn't sleep well at night.,1,0,Lifestyle,Lifestyle
HuffPost,2025-05-30 10:58:08,"“Severely improved my sleep comfort,” one user raves.",1,0,Health,Health
HuffPost,2025-05-30 10:58:04,Sen. Joni Ernst (R-Iowa) dismissed concerns that planned Republican cuts to health care for vulnerable Americans will lead to people dying.,18,8,Politics,Politics
HuffPost,2025-05-30 10:52:53,You don't have to be a watch expert to know that this is a solid value.,2,1,Lifestyle,Lifestyle
HuffPost,2025-05-30 09:06:56,"Last week, when a soldier emerged from one of the 50,000-pound, eight-wheeled armored vehicles President Donald Trump has sent to the US-Mexico border, armed with a pair of binoculars and a grimace, he briefly turned his attention away from the border – and to me.

www.huffpost.com/entry/milita...",120,65,Politics,Politics
HuffPost,2025-05-30 09:06:09,Take all the hard work out of watering your green space.,1,0,Gardening,Gardening
HuffPost,2025-05-30 08:54:27,Think beyond the disposable bandages.,1,3,Health,Health
HuffPost,2025-05-29 21:51:36,"Pam Bondi told the American Bar Assn she's ending its role in vetting Trump's judicial nominees b/c it “no longer functions as a fair arbiter of nominees’ qualifications.""

Did she forget how woefully unqualified Trump's court picks were in his first term? I didn't!
www.huffpost.com/entry/pam-bo...",97,38,Politics,Politics
HuffPost,2025-05-30 08:02:20,"By inserting himself into the contracting process, Trump is saddling future presidents with a command platform lacking the ability to refuel in midair, a key feature.",19,15,Politics,Politics
HuffPost,2025-05-30 07:57:10,“My body knew before my mind that something was wrong.”,4,0,Health,Health
HuffPost,2025-05-30 07:36:04,"""These cannot be the same men that Dolly begged Jolene not to take.""",6,0,Entertainment,Entertainment
HuffPost,2025-05-30 07:36:00,"""Day 2 of summer break and my kids are loudly attempting British accents""",4,1,Lifestyle,Lifestyle
HuffPost,2025-05-30 07:24:24,"Trump has given soldiers the authority to detain migrants for domestic criminal violations. In person, it’s overwhelming.",9,11,Politics,Politics
HuffPost,2025-05-30 07:03:58,"A dermatologist weighs in on one of the serum's main ingredients, peptide Argireline — and explains how it works.",4,1,Health,Health
HuffPost,2025-05-30 07:03:57,Tempur-Pedic was one of the first companies to use this iconic responsive memory foam.,1,0,Business,Business & Economy
HuffPost,2025-05-30 07:03:55,"“You never know when you will get that knock on the door,” says self-reliance educator Donald Dust.",3,0,Lifestyle,Lifestyle
HuffPost,2025-05-30 07:03:54,"These gentle, derm-approved vitamin C serums brighten, protect and soothe sans irritation.",0,0,Beauty,Lifestyle
HuffPost,2025-05-30 07:03:53,Turns out these products can actually make a huge difference.,1,0,Health,Health
HuffPost,2025-05-30 07:03:52,"""I love that my clothing is so much softer without adding any liquid softener products.""",0,1,Lifestyle,Lifestyle
HuffPost,2025-05-30 05:06:54,The MSNBC host warned the president that the next major court decision won't go his way.,28,12,Politics,Politics
HuffPost,2025-05-30 03:20:10,The late night host also found a way to make it even worse for the president.,17,3,Entertainment,Entertainment
HuffPost,2025-05-30 02:46:35,Rep. Greg Steube threatened to withhold federal funding from one of America's largest transit agencies until his MAGA concept hits the rails.,11,3,Politics,Politics
HuffPost,2025-05-30 01:44:56,The president's latest filing contains two words that have his critics howling.,31,8,Politics,Politics
HuffPost,2025-05-30 00:49:00,Alan Garber got a massive ovation from thousands of graduates in attendance and reportedly upset the White House in the process.,107,27,Education,Education
HuffPost,2025-05-29 23:09:20,"It's a term popularized by far-right activists in Europe and white nationalists who want to remove all immigrants, regardless of citizenship status.",38,24,Politics,Politics
HuffPost,2025-05-29 22:41:37,Liz Claman wasn't having it with Peter Navarro as he tried to dismiss a court's ruling on the president's trade policy.,35,7,Business News,Business & Economy
HuffPost,2025-05-29 22:25:15,The president reportedly turned down a $15 million settlement offer from CBS because he's seeking millions more and an apology.,32,9,Politics,Politics
HuffPost,2025-05-29 22:07:49,"The 42-year-old host of Netflix's ""Everybody's Live"" had been hyping up his man-versus-minor wrestling match for weeks.",5,3,Entertainment,Entertainment
HuffPost,2025-05-29 21:50:26,"Nathan Fielder flagged his major ""issue"" with the agency's criticism of ""The Rehearsal,"" which explores pilot communication breakdowns in its new season.",14,0,Entertainment,Entertainment
HuffPost,2025-05-29 21:27:15,"""The ABA no longer functions as a fair arbiter of nominees' qualifications,"" Trump's attorney general said. Did she forget how unqualified his past court picks were, though?",29,6,Politics,Politics
HuffPost,2025-05-29 20:04:46,"“People ask all the time, 'Do you like it?' No. I don’t,” the FBI deputy director told “Fox & Friends” Thursday.",26,6,Politics,Politics
HuffPost,2025-05-29 20:04:44,"Social media users called the incident ""evil"" and ""sad.""",7,1,Opinion,Opinion
HuffPost,2025-05-29 19:30:50,"Body language experts say the president's nonverbal response to learning that he's inspired the ""TACO"" acronym was quite telling.",27,9,Politics,Politics
HuffPost,2025-05-29 19:25:03,The Minnesota governor is just calling it like he sees it.,56,6,Politics,Politics
HuffPost,2025-05-29 19:07:24,"Craig Miceli, 54, allegedly told police he was upset that his daughter was being bullied when he shot at an SUV carrying three high school boys.",11,2,Crime,Crime
HuffPost,2025-05-29 18:39:33,"""Scandal"" star Kerry Washington is executive producing an upcoming revival, appropriately titled “Wisteria Lane.”",5,0,Entertainment,Entertainment
HuffPost,2025-05-29 18:17:01,More than 300 animals were relocated. Two had to be euthanized.,19,5,Animal Welfare,Animal Welfare
HuffPost,2025-05-29 18:11:12,"The 19-year-old fantasized about making bombs and becoming a ""romanticized"" serial killer with love letters and a Netflix documentary, according to charges.",7,3,Crime News,Crime
HuffPost,2025-05-29 18:05:44,"“Guess who found her old swimsuit…,” the actor, 57, captioned a photo of herself looking incredible.",5,0,Entertainment,Entertainment
HuffPost,2025-05-29 17:48:49,"Danan, 46, died Jan. 15 at his Bristol, England, home. The ""Hollyoaks"" star was also known for his ""Celebrity Big Brother"" stint in 2017.",3,3,Obituaries,Obituaries
HuffPost,2025-05-29 17:27:47,The CEO of Anthropic suggested a number of solutions to mitigate AI from eliminating half of all entry-level white-collar jobs.,3,6,Business,Business & Economy
HuffPost,2025-05-29 17:07:49,"At the ABA Conference on Professional Responsibility tonight: ABA president Bill Bay says the judiciary remains under significant stress by the Trump admin's actions targeting law firms, courts. Bay says he personally feels pressure, too: police come by his house ""twice a week"" due to threats.",128,35,Legal News,Crime
HuffPost,2025-05-29 17:09:04,"Navarro came out to speak to reporters after an appeals court temporarily reinstated most of Trump’s tariffs on Thursday following a trade court’s decision to pause them.
www.huffpost.com/entry/trump-...",7,0,Business,Business & Economy
HuffPost,2025-05-29 17:02:10,"Sen. Patty Murray condemned HHS Secretary RFK Jr. for abruptly canceling a $776 million Moderna contract to develop pandemic flu vaccines.
www.huffpost.com/entry/trump-...",269,92,Politics,Politics
HuffPost,2025-05-29 16:55:10,"""If we were sitting here 50 years ago ... instead of talking about trans women going into bathrooms, you'd be talking about Black women going into white bathrooms.""",70,20,Social Issues,Social Issues
HuffPost,2025-05-29 16:22:25,"Now, more than half a century since the show first aired, Howard is reflecting on their first meeting.",9,2,Entertainment,Entertainment
HuffPost,2025-05-29 16:00:49,"Last year, a handful of Democrats tanked Joe Biden's impressive judicial nominee Adeel Mangi out of cowardice.

Now Trump is ready to fill this U.S. appeals court seat with his pick: his own criminal defense attorney and ""hatchet man"" at DOJ. www.huffpost.com/entry/trump-...",628,229,Politics,Politics
HuffPost,2025-05-29 16:02:16,Now leading HuffPost:,7,1,Media,Entertainment
HuffPost,2025-05-29 16:00:24,"“No one wants anyone to go through what they’ve been through,"" Australian TV and radio personality Gus Worland said.",3,0,Human Interest,Human Interest
HuffPost,2025-05-29 15:55:30,"Democrats tanked Joe Biden's pick for this U.S. appeals court seat out of cowardice. Now Trump is nominating Emil Bove, his hatchet man at DOJ.",21,5,Politics,Politics
HuffPost,2025-05-29 15:50:03,But her celebrity didn't win her any favors with TSA on one trip.,4,1,Entertainment,Entertainment
HuffPost,2025-05-29 15:38:17,"""In the past, when lovers expressed their interest in going down on me, I’d let it happen even though it wasn’t what I wanted.""",6,1,Relationships,Lifestyle
HuffPost,2025-05-29 15:17:21,"under the Trump administration, it has become nearly impossible for undocumented people to sponsor unaccompanied migrant children — as a result kids are trapped in government shelters, despite having parents and siblings desperate to care for them at home www.huffpost.com/entry/trump-...",272,172,Immigration,World
HuffPost,2025-05-29 15:21:25,"The father of the groom announced the happy news during an appearance on ""The Jennifer Hudson Show"" on Thursday.",3,0,Entertainment,Entertainment
HuffPost,2025-05-29 15:21:24,A spokesperson for first lady Melania Trump set the record straight in a statement to E! News.,9,1,Entertainment,Entertainment
HuffPost,2025-05-29 15:15:32,The Tesla mogul's inability to find a fraction of the fraud he originally promised made his thank-you to Trump a ripe target for internet snark.,20,8,Politics,Politics
HuffPost,2025-05-29 15:15:31,LuPone's allusion to a feud between the two Broadway actors was among several eyebrow-raising comments made in a bombshell New Yorker profile.,3,0,Entertainment,Entertainment
HuffPost,2025-05-29 15:10:29,"In recent years, kids stayed in Office of Refugee Resettlement shelters for about a month. By April, that had climbed to 217 days, with many kids stranded indefinitely.",14,15,Immigration,World
HuffPost,2025-05-29 14:48:53,"You can’t plan for a life-threatening medical emergency. But depending on where you live and if you’re pregnant, the tiny bit of control you do have can be taken away.",10,4,Health,Health
HuffPost,2025-05-29 14:36:51,Thousands braved monsoon-like conditions to see Queen Bey — and one fan came ready to lasso a once-in-a-lifetime moment.,5,0,Entertainment,Entertainment
HuffPost,2025-05-29 14:31:09,"Karoline Leavitt downplayed credibility concerns with the MAHA report and blamed ""formatting issues.""",20,4,Politics,Politics
HuffPost,2025-05-29 14:30:50,“He’s the president of the United States. You’re defending that?” podcaster Jennifer Welch said on the panel.,13,1,Politics,Politics
HuffPost,2025-05-29 14:28:36,An analysis predicts the Trump tax bill will add $3.8 trillion to the deficit and negatively impact households at the lowest end of the income scale.,24,14,Economy,Business & Economy
HuffPost,2025-05-29 14:23:57,"Steve Davis, a longtime lieutenant of Elon Musk's and a top leader at DOGE, is leaving the department.",26,12,Business,Business & Economy
HuffPost,2025-05-29 13:51:26,"The ""Shark Tank"" gem will ensure you never again prematurely toss your lotions, moisturizers, sauces or anything else you need every drop of.",4,2,Lifestyle,Lifestyle
HuffPost,2025-05-29 13:39:42,"“Voters won’t blame foreign countries for higher prices or fewer goods. They’ll blame Donald Trump and his Republican Party,” Karl Rove said.",57,10,Politics,Politics
HuffPost,2025-05-29 13:28:11,Republicans say Trump’s obvious corruption is OK because it’s so... obvious.,56,15,Politics,Politics
HuffPost,2025-05-29 12:59:07,"The ""F1"" actor didn't waste any words while addressing the end of the eight-year divorce drama.",3,1,Entertainment,Entertainment
HuffPost,2025-05-29 12:31:09,"Stiller, Timothée Chalamet and Spike Lee all got booed during McAfee's ""sons of bitches"" trash talk.",6,2,Entertainment,Entertainment
HuffPost,2025-05-29 12:13:49,This buzzy line is gaining momentum with product alternatives that deliver.,0,0,Business,Business & Economy
HuffPost,2025-05-29 12:02:52,"“I never leave this behind,” raves one user.",1,1,Technology,Technology
HuffPost,2025-05-29 11:05:57,"She also addressed a core cast and crew ""belief"" about Steve Carell's exit.",7,0,Entertainment,Entertainment
HuffPost,2025-05-29 10:49:11,"One user raves, “this hand massager has done wonders.” It can soothe carpal tunnel, joint pain, inflammation and tired palms.",1,2,Health,Health
HuffPost,2025-05-29 10:38:26,"The president is eyeing a much higher figure, according to The Wall Street Journal.",6,3,Politics,Politics
HuffPost,2025-05-29 10:04:02,"For all the intraparty finger-pointing, Democrats are still reluctant to impose any consequences for Biden's disastrous second run for the presidency.",5,2,Politics,Politics
HuffPost,2025-05-29 09:19:54,One editor swears that you can “walk all day without any soreness or blisters.”,3,1,Health & Wellness,Health
HuffPost,2025-05-29 09:09:16,"We compiled all of the essentials in one place, from socks and underwear to clothes for the gym and the office.",1,0,Lifestyle,Lifestyle
HuffPost,2025-05-29 08:24:59,"""Even though he is here legally and abides by the law, my boyfriend lives with the constant fear of being sent home.""",17,6,Immigration,World
HuffPost,2025-05-29 07:57:35,"“As I’ve said, this is only the beginning,” the celebrity wrote on social media.",2,1,Entertainment,Entertainment
HuffPost,2025-05-29 07:35:25,"The hallmarks featured within a toxic dynamic are there, she says.",20,3,Health,Health
HuffPost,2025-05-29 07:25:23,Grab a pack of 200 wipes on sale now before the price hikes up.,0,0,Sales Promotions,Sales Promotions
HuffPost,2025-05-29 07:03:52,G.I. docs share the best ways to keep it from happening.,4,2,Health,Health
HuffPost,2025-05-29 07:03:51,Here's how to navigate this situation with care and clarity while protecting your own emotional safety.,2,0,Health and Wellness,Health and Wellness
HuffPost,2025-05-29 07:03:49,Lost the toothbrushing battle with your dog or cat? Vets say you can add this plaque-reducing powder to their food.,2,1,Health,Health
HuffPost,2025-05-29 07:03:48,"And it’s somehow just $22, if you can believe it.",0,0,Lifestyle,Lifestyle
HuffPost,2025-05-29 07:03:48,"Not only are they adored by hikers, but everyone from nurses to retail workers are incorporating them into their wardrobe.",1,0,Fashion,Arts & Culture
HuffPost,2025-05-29 07:03:48,These creams target everything from lines to dark circles — and people are ordering them in multiples.,2,0,Beauty,Lifestyle
HuffPost,2025-05-29 06:53:15,"""I want Harvard to be great again,"" he said.",15,5,Politics,Politics
HuffPost,2025-05-29 05:52:30,The drama unfolded on Cascade Mountain in upstate New York’s Adirondack High Peaks.,5,2,Local News,Local News
HuffPost,2025-05-29 05:12:38,The president did not like this question at all.,33,6,Politics,Politics
HuffPost,2025-05-29 05:02:24,"""I mean, come on man,"" the former president told Matt Friend.",8,2,Politics,Politics
HuffPost,2025-05-29 04:06:38,The president's waffle missed one key ingredient.,5,4,Politics,Politics
HuffPost,2025-05-29 03:29:46,"The MSNBC host called Trump's plan ""completely illegal"" and ""constitutionally insane.""",40,12,Politics,Politics
HuffPost,2025-05-29 03:29:43,The constitutional law scholar also warned of the wider fallout of the president's targeting of Harvard University.,20,7,Politics,Politics
HuffPost,2025-05-29 02:50:36,"Harry Enten revealed how the president saw an ""opportunity"" with a venture that's been ""good for him politically.""",8,5,Politics,Politics
HuffPost,2025-05-29 02:27:39,The New York Times journalist predicted what's next for the president and the world's richest person.,11,3,Politics,Politics
HuffPost,2025-05-29 01:43:30,The late night host spotted a shift in strategy by the president.,16,4,Politics,Politics
HuffPost,2025-05-29 00:19:02,"David Axelrod explained why a federal court striking down Trump's sweeping tariffs plan may not be a ""black eye"" for his administration.",12,3,Politics,Politics
HuffPost,2025-05-28 23:39:20,"A senior adviser alleged a ""judicial coup"" in renewed broadsides against the courts.",17,9,Politics,Politics
HuffPost,2025-05-28 22:59:32,Robinson also filed a motion to get their suit dismissed on the basis of the women being granted anonymity.,4,2,Legal News,Crime
HuffPost,2025-05-28 22:48:09,Rep. Ashley Hinson's defense of the president was just the latest instance of GOP lawmakers being shouted down by their constituents.,33,10,Politics,Politics
HuffPost,2025-05-28 22:32:21,"J. Thomas Manger, who took the top post on the force following the deadly Capitol riot, called out the president for sending a ""chilling message"" to officers.",75,34,Politics,Politics
HuffPost,2025-05-28 22:21:31,"In his rant against Taylor Swift, Jennifer Lopez and Theo Von, the podcast host also admitted he's been a ""grumpy old man"" since he was a teen.",7,4,Entertainment,Entertainment
HuffPost,2025-05-28 22:05:19,"The 27-year-old dedicated a podcast and a speech at the Republican National Convention to advocate for her reality star parents, who were found guilty of bank fraud and tax evasion.",9,6,Politics,Politics
HuffPost,2025-05-28 21:38:53,"LuPone's shocking response to Broadway veteran Kecia Lewis, who accused her of microaggressive behaviors, spurred a lot of chatter — and experts have thoughts.",7,5,Entertainment,Entertainment
HuffPost,2025-05-28 20:59:21,"""They're all corrupt,"" Kennedy claimed of publications like The Lancet, the New England Journal of Medicine and JAMA.",17,5,Health News,Health
HuffPost,2025-05-28 20:53:05,"Trump’s team is demanding more than $25 million — plus an apology — as part of a settlement in response to his lawsuit against CBS News, The Wall Street Journal reports.
www.huffpost.com/entry/trump-...",24,8,Politics,Politics
HuffPost,2025-05-28 19:53:13,"""It was so scary and brutal to go through,” confessed Kroll, who first met his longtime comic collaborator when they were both students at Georgetown.",10,0,Entertainment,Entertainment
HuffPost,2025-05-28 19:25:47,"U2's frontman also tried to figure out on ""Jimmy Kimmel Live!"" how he got accused of being paid to back Kamala Harris... despite never endorsing a candidate in 2024.",36,7,Entertainment News,Entertainment
HuffPost,2025-05-28 18:55:26,"President Donald Trump is once again attempting to stack the courts in his favor, this time by appointing one of his former personal attorneys to a prestigious judgeship.
www.huffpost.com/entry/trump-...",9,9,Politics,Politics
HuffPost,2025-05-28 18:40:57,"“He is really out here scribble scrabbling,” one person joked.",2,0,Entertainment,Entertainment
HuffPost,2025-05-28 18:30:03,A frustrated U.S. district judge lambasted one of the president’s pettier executive orders in a way that even Trump could understand.,30,10,Politics,Politics
HuffPost,2025-05-28 18:07:29,"The performer also appeared in ""O Brother, Where Art Thou?,” “Baywatch,” “3rd Rock From the Sun” and “Bill & Ted’s Bogus Journey.”",15,4,Entertainment,Entertainment
HuffPost,2025-05-28 18:01:29,Many people on social media thought Linda McMahon's comments on CNBC Thursday sounded un-American and authoritarian.,31,12,Politics,Politics
HuffPost,2025-05-28 17:55:07,"The president has reportedly pardoned former Connecticut Gov. John Rowland, a Republican twice convicted on corruption charges.
www.huffpost.com/entry/trump-...",21,18,Politics,Politics
HuffPost,2025-05-28 17:45:55,"The Fox News host deemed CBS's Scott Pelley ""a tool"" and criticized his speech, which warned of threats to press freedoms without naming Trump.",48,22,Media,Entertainment
HuffPost,2025-05-28 17:40:47,Meester and Brody officially tied the knot in 2014.,4,1,Entertainment,Entertainment
HuffPost,2025-05-28 17:34:46,The actor-director has denied the allegations.,8,7,Entertainment,Entertainment
HuffPost,2025-05-28 17:02:17,"The family's lawyer said deporting them under these conditions is unlawful and ""constitutes a moral failure that violates the basic tenets of humanity and decency.”",62,30,Immigration Law,World
HuffPost,2025-05-28 16:39:52,"Speaking from the White House Wednesday, Trump griped about the luxury plane controversially gifted to the U.S. by Qatar.
www.huffpost.com/entry/trump-...",14,4,Politics,Politics
HuffPost,2025-05-28 16:29:16,The travel writer and television personality said the president reminds him of Hitler and Mussolini.,67,18,Politics,Politics
HuffPost,2025-05-28 16:24:03,"The singer is also mom to two daughters, Sunny and Frankie.",7,0,Entertainment,Entertainment
HuffPost,2025-05-28 16:14:50,Now leading HuffPost:,45,6,Media,Entertainment
