create_time,username,video_description,view_count,like_count,share_count,comment_count,region_code,id,section,merged_section,subsection
2025-06-01 15:30:29,foxnews,"""We did it because someone has to say this isn't right."" Girls' track and field athletes Alexa Anderson and Reese Eckhard promptly hop off the medal podium after an event when a trans athlete stands next to them. The girls, who finished in third and fourth place, beat the trans athlete who finished fifth in the high jump event.",1875722,105531,1505,1540,US,7511003621463461150,Sports News,Sports,
2025-06-01 15:02:19,foxnews,"CALLING TIMEOUT: @Orlando Magic star Jonathan Isaac weighs in on the trans athlete debate. The @NBA forward, a father to two daughters, tells FOX News Digital he's willing to use his voice to ""stand on the truth of men and women are different.""",165557,16093,108,669,US,7510996344379641118,Sports News,Sports,
2025-06-01 13:54:46,foxnews,"""Maybe this should not be the standard bearer of the male problem that they have in the Democrat Party."" Rachel Campos-Duffy calls out @democrats over their explicit-laced tirades against @realdonaldtrump and questions whether the strategy is backfiring with voters. Do you think Democrats have learned their lesson after the 2024 election?",60575,1339,21,213,US,7510978894812515615,Politics,Politics,Elections
2025-06-01 13:49:11,foxnews,"BABY BUMPED: Michelle Obama is taking heat from moms across the country after saying on her recent podcast episode that ""the least"" of what a woman's reproductive system does is create life. @danielledsouzagill and @Isabel Brown scolded the former first lady over her take on women's bodies.",315714,16491,508,1965,US,7510977476718333214,Politics,Politics,Reproductive Rights
2025-06-01 11:20:58,foxnews,"'BE A LITTLE MEANER': Failed Democratic vice presidential candidate @timwalz goes scorched earth against @realdonaldtrump, calling the president a ""wannabe dictator"" and lecturing fellow liberals to ""ferociously push back"" against Trump's agenda.",209130,4681,390,1827,US,7510939126066089246,Politics,Politics,Trump Administration
2025-06-01 10:33:28,foxnews,"STAR-STUDDED SCANDAL: Sean 'Diddy' Combs' ties to some of entertainment's most wealthy and powerful figures came to light during explosive rounds of testimony in the disgraced music mogul's trial, which capped off its third week. Several victims exposed how working conditions under the producer were starkly different than under other famous bosses.",1290800,29283,571,1002,US,7510926826965929247,Entertainment News,Entertainment,
2025-06-01 01:18:17,foxnews,"“This is not the end of DOGE, but really the beginning.” Elon Musk reflects on the end of his time at DOGE after helping to cut an estimated $175 billion in waste, fraud and abuse in federal spending. What do you think the future holds for DOGE?",124806,2771,122,480,US,7510784050273979678,Cryptocurrency,Technology,
2025-06-01 00:08:22,foxnews,"""We're going into a whole new level of fraud. I think it's going to be really, really crazy."" @Mr. Wonderful issues warning after reports that an unknown suspect impersonated White House Chief of Staff Susie Wiles to big time Republicans over phone and text.",76827,1322,27,90,US,7510766022513675551,Politics,Politics,Crime
2025-06-03 23:58:40,foxnews,"People who followed the MIND eating plan - which focuses on ""brain-healthy foods"" like leafy green vegetables, berries, nuts and olive oil - were ""significantly less likely"" to develop Alzheimer's disease or other forms of dementia, according to research presented at NUTRITION 2025.",16186,197,10,36,US,7511876752126348575,Health,Health,
2025-06-03 23:22:48,foxnews,"CLOCK IS TICKING: A former California state Democratic leader says time is running out for the party she once belonged to, accusing its members of favoring identity politics over common sense and the core American values backed by President @realdonaldtrump.",262212,6526,30,435,US,7511867429086203182,Politics,Politics,Trump Administration
2025-06-03 23:45:00,foxnews,"Italy’s Mount Etna violently erupted on Monday, sending toxic ash and smoke into the sky as people ran to escape danger.",72814,375,25,43,US,7511862961661644063,Breaking News,Breaking News,
2025-06-03 23:02:06,foxnews,"""Roseanne Barr Is America"" star opens up about being trapped for an hour on her Texas property after a tractor accident.",132785,2571,76,190,US,7511862202639322399,Entertainment,Entertainment,
2025-06-03 22:44:29,foxnews,"The Army surpassed its annual recruiting goal for the first time in over a decade, bringing in 61,000 recruits for the fiscal year 2025, with four month left to blow past the goal even more.",49548,2986,45,351,US,7511857627970800927,Military News,Defense & Security,
2025-06-03 22:24:11,foxnews,"""This is one big, beautiful bill, and he's sticking to it."" Karoline Leavitt tells Peter Doocy that President Trump is not backing away from the legislation, despite Elon Musk calling it a ""disgusting abomination.""",2973718,114554,1783,3593,US,7511852393970126110,Politics,Politics,Trump Administration
2025-06-03 21:14:22,foxnews,DHS Sec Kristi Noem announces the Trump administration is taking swift action against not only the suspect in the Boulder terror attack but also his family after it was revealed he came here on a visa during the Biden administration and then stayed in the country illegally.,1042118,35252,759,4824,US,7511834410988096799,Politics,Politics,Immigration
2025-06-03 21:11:13,foxnews,"Following a morning recess, Judge Beverly Cannone ruled against Karen Read’s defense team's request for a mistrial with prejudice. The motion came after special prosecutor Hank Brennan asked Dr. Marie Russell, an expert in dog bites, about the absence of animal DNA on John O’Keefe’s sleeve.",151943,1109,14,78,US,7511833615639039263,Legal News,Crime,
2025-06-03 20:54:11,foxnews,Peter Doocy brought receipts — literally! He came to the White House press briefing with copies of documents allegedly signed with an autopen during the Biden era.,532931,23314,431,761,US,7511829221598072095,Politics,Politics,Biden Administration
2025-06-03 20:20:25,foxnews,The Washington Post ran a headline calling the drop in border fentanyl seizures “mysterious” — but Karoline Leavitt says there’s no mystery.,1085784,92726,3563,3868,US,7511820496552348959,Politics,Politics,Immigration
2025-06-03 20:10:00,foxnews,Golf star Bryson DeChambeau pays @realdonaldtrump a visit at the White House — and finds a way to get some practice swings in.,328935,16141,358,208,US,7511813388356406559,Sports,Sports,
2025-06-03 19:32:57,foxnews,"""Immigration security is national security."" The White House blames the Biden administration's immigration policies for the antisemitic terrorist attack that injured a dozen people, including a Holocaust survivor.",262814,11665,384,1860,US,7511808284798504222,Politics,Politics,Immigration
2025-06-03 19:25:14,foxnews,"""He's sticking to it."" The White House defended the @President Donald J Trump-endorsed ""big, beautiful bill"" after outgoing DOGE chief Elon Musk slammed it as a ""massive, outrageous, pork-filled Congressional spending."" The bill passed the House last month and heads to the Senate.",105200,1679,34,444,US,7511806271742430495,Politics,Politics,Trump Administration
2025-06-03 19:00:00,foxnews,"BEHIND THE CURTAIN: Who is Anthony Bernal? Miranda Devine gives the inside scoop on the ""protector of Biden's secrets"" and his close ties to former first lady Jill Biden, as lawmakers crack down on the inner circle of Joe Biden who shielded America from his mental decline.",65497,1035,16,82,US,7511788670467247390,Politics,Politics,Biden Administration
2025-06-03 18:10:48,foxnews,"FIT TO PRINT: @We are a newspaper. gets flamed online after reporting that the drop in fentanyl crossing the border ""represents something of a mystery."" Rep. Tom Tiffany, @Charlie Kirk and Abigail Jackson all say the liberal newspaper is completely missing the point — that it means @President Donald J Trump’s plan to fix the border crisis is working.",166023,4852,64,292,US,7511787074324942110,Politics,Politics,Immigration
2025-06-03 17:12:45,foxnews,"WATCH: An alleged escaped New Orleans inmate makes a passionate plea for help to @realdonaldtrump. In the viral video, the man who claims to be Antoine Massey says he ""couldn't even afford a lawyer"" to prove his innocence and that he didn't break out of the jail, but that he was ""let out.""",1801894,111523,3910,1550,US,7511772101783735582,Crime,Crime,
2025-06-03 15:26:34,foxnews,'EAGLE' EYE: Kid Rock praises @President Donald J Trump for the steps he's taken to make America great again in the White House. The iconic singer tells Steve Doocy that he was hesitant to get into politics — until Trump rode down the escalator in 2015 to launch his first presidential campaign and changed the course of history.,44035,1402,18,422,US,7511744737834061086,Entertainment News,Entertainment,
2025-06-03 14:21:04,foxnews,"STRIKE ZONE: @redsox legend Kevin Youkilis calls out @aoc after she claimed to be “horrified” by the antisemitic terror attack in Boulder. The former @mlb star slammed the ‘Squad’ lawmaker, saying she’s failed to live up to the same “moral responsibility” to stop antisemitism she demanded from Americans in her statement.",264105,3952,96,323,US,7511727907690007838,Politics,Politics,Politician
2025-06-03 13:04:29,foxnews,"""We're trying to fix the damage done by Biden."" Tom Homan spells out the serious threat Americans still face as a result of the ""chaos"" Joe Biden, @kamalaharris and the prior administration let explode at the southern border — as @realdonaldtrump aims to clean up the mess they made.",193165,6698,202,1140,US,7511708083719097631,Politics,Politics,Immigration
2025-06-03 12:15:07,foxnews,"'TRULY MAGICAL': A family's holiday festivities suddenly became a nightmare as their son collapsed at the dinner table the story doesn't end there — thanks to his father's quick thinking and the heroic actions of his doctors, the 6-year-old was saved from being potentially paralyzed for the rest of his life and is back to doing his favorite activities again.",39890,524,8,66,US,7511695362948713759,Health,Health,
2025-06-03 11:22:08,foxnews,OPERATION PATRIOT: ICE made history in the deep-blue state of Massachusetts—brushing off outrage from its Democrat governor to carry out the agency’s largest-ever operation in support of @President Donald J Trump’s agenda to remove criminal illegal aliens from the streets and keep Americans safe.,872523,42961,1201,6714,US,7511681635813805343,Politics,Politics,Immigration
2025-06-03 02:12:41,foxnews,"Former Mumford & Sons guitarist Winston Marshall slams the music industry's failure to condemn Hamas after an antisemitic attack left several people seriously wounded in Boulder, Colorado, over the weekend.",104508,3952,167,304,US,7511540211076140318,Entertainment News,Entertainment,
2025-06-03 01:04:11,foxnews,Former President Joe Biden’s daughter Ashley fired back at ongoing reports about her father’s cognitive decline while in office in a scathing social media post.,79071,1379,19,911,US,7511522551898688799,Politics,Politics,Biden Administration
2025-06-03 00:58:18,foxnews,White House Deputy Chief of Staff Stephen Miller slammed the Biden administration for granting the suspect in the Colorado terror attack a work permit in 2023 after he overstayed on a tourist visa.,163148,3547,83,470,US,7511521030536563999,Politics,Politics,Immigration
2025-06-03 00:57:32,foxnews,"""Let’s be clear: NPR and the federally funded Public Broadcasting Service (PBS) aren’t neutral media institutions. They are propaganda machines forcing a worldview that sneers at middle America, celebrates fringe ideology and defends the very institutions that have failed everyday Americans.” - Rep. Brandon Gil",87832,3076,30,422,US,7511520844707908895,Opinion,Opinion,
2025-06-04 23:41:55,foxnews,FOX News senior White House correspondent Peter Doocy has the receipts as the Justice Department reviews former President Joe Biden's pardons and his alleged AutoPen usage.,311161,6086,156,407,US,7512243506992188703,Politics,Politics,Biden Administration
2025-06-04 23:27:43,foxnews,"Transportation Secretary Sean Duffy has released a scathing report, threatening to pull the plug on California's long-troubled high-speed rail project, which he blasted as a ""boondoggle,"" as zero miles of high-speed track have been laid since ground was broken 10 years ago — and the cost continues to balloon.",168642,2829,39,345,US,7512239855611497758,Transportation News,Infrastructure,
2025-06-04 22:57:46,foxnews,"“Elon wants us to go back to the drawing board. There's no time to do that.” Speaker Mike Johnson responds to Elon Musk’s intense criticism of President @realdonaldtrump's ‘Big, Beautiful Bill’. Musk has called the bill a ‘disgusting abomination’ that would only drive up the national debt.",19467,312,8,86,US,7512232144823946527,Politics,Politics,Trump Administration
2025-06-04 22:30:39,foxnews,"Rocky Cole, former NSA analyst and co-founder of iVerify, warns that without strict supply chain regulations, China could infiltrate American infrastructure.",23503,242,6,39,US,7512225124934896926,National Security,Defense & Security,
2025-06-04 22:19:49,foxnews,"In an emergency ruling, a Biden administration-appointed federal judge in Colorado halted the deportation of the wife and five children of Mohamed Soliman, the Egyptian national under federal investigation for the Boulder firebombing attack.",218458,2825,155,884,US,7512222393369152798,Immigration News,World,
2025-06-04 21:46:33,foxnews,Looking for love in Mexico? The U.S. Embassy says it could be a trap. Kidnappers are using dating apps to target tourists. Bryan Llenas breaks down the chilling threat.,31346,344,32,46,US,7512213742344572191,Crime,Crime,
2025-06-04 21:35:47,foxnews,“President Trump wants us to find even more cuts.” Senator Tim Scott praises @realdonaldtrump and Elon Musk for finding billions of dollars in wasted spending and says all of DOGE’s work will become official thanks to Republicans in Congress.,92178,1065,30,185,US,7512211024632696095,Politics,Politics,Trump Administration
2025-06-04 21:35:34,foxnews,"Karen Read's defense started the day with Brian ""Lucky"" Loughran, a Department of Public Works employee and a plow driver, on the witness stand. He testified that he didn't see the body of John O'Keefe in the snow as prosecutors allege Read hit her boyfriend outside and drove off, leaving him to die amid blizzard conditions.",118112,504,13,39,US,7512210976188419358,Crime News,Crime,
2025-06-04 20:18:08,foxnews,Karine Jean-Pierre didn’t have an answer for Peter Doocy on who the leader of the Democratic Party was — and now we know why. 👀 ,597228,10485,199,450,US,7512190998710193439,Politics,Politics,Biden Administration
2025-06-04 19:35:29,foxnews,"Former Biden White House press secretary revealed she is switching her party affiliation to Independent, and is urging Americans to step outside harsh party lines in her new book.",311113,14130,1958,928,US,7512180036858809631,Politics,Politics,Biden Administration
2025-06-04 17:08:16,foxnews,"MAJOR MONEY: A brand new report from the Congressional Budget Office shows what @President Donald J Trump’s landmark economic agenda would mean for Americans. By the numbers, the legislation would cut taxes by $3.7 trillion, while adding $2.4 trillion to the national debt.",210891,4313,102,3151,US,7512142069310278943,Economy,Business & Economy,
2025-06-04 18:00:00,foxnews,"Authorities arrested 23-year-old Anthony Thomas Reyes after he scaled the fence at @realdonaldtrump's Mar-a-Lago estate. Police say the man wanted to ""spread the gospel"" to the president and marry his teenage granddaughter, Kai.",699682,29710,901,676,US,7512141461022936351,Crime News,Crime,
2025-06-04 15:50:00,foxnews,WHAT THE TRUNK! Shoppers at a grocery store in Thailand are left stunned when a massive customer busts in and steals delicious treats all for itself.,41789,608,212,82,US,7512117887100800286,Odd News,Odd News,
2025-06-04 15:20:05,foxnews,"‘UTTERLY INSANE’: Arizona’s Democrat Governor Katie Hobbs faces fierce backlash, ripped as a “total disgrace” after vetoing a bill aimed at restricting Chinese land ownership near U.S. military bases.",48747,1122,24,181,US,7512114148780641566,Politics,Politics,Foreign Policy
2025-06-04 14:15:00,foxnews,"""What are you guys f------ laughing about?"" @stoolpresidente doesn't mince words after his popular pizza review video gets interrupted by a vulgar, antisemitic comment.",1952339,79370,2127,1438,US,7512089974204910879,Entertainment,Entertainment,
2025-06-04 13:31:40,foxnews,"SANCTUARY NO MORE: New Dallas PD chief delivers a clear message to violent criminals, vowing to FOX News Digital that he will work with federal agencies to remove dangerous illegal aliens from the streets.",1042445,45898,3321,1419,US,7512086160349629727,Crime,Crime,
2025-06-04 13:21:01,foxnews,"SHIPWRECKED: Pete Hegseth is dealing another blow to DEI in the military with his latest order to rename the USNS Harvey Milk, named after the late San Francisco gay rights activist. The move rankled Nancy Pelosi, who called it ""spiteful"" and urged the Navy to reconsider the ""egregious decision.""",382292,10440,122,1020,US,7512083435817618718,Politics,Politics,LGBTQ
2025-06-04 11:55:45,foxnews,"TICKING TIME BOMB: Outgoing DOGE chief Elon Musk doubles down on his criticisms of @President Donald J Trump’s ""big, beautiful bill."" Press secretary @Karoline Leavitt said while the president ""already knows where Elon Musk stood"" on the legislation, the White House is sticking to its guns and aiming to pass it.",1662759,20095,957,2313,US,7512061463268265246,Politics,Politics,Trump Administration
2025-06-04 02:04:32,foxnews,"Anthony Thomas Reyes, 23, was arrested early Tuesday after allegedly attempting to unlawfully enter the president's resort, claiming he wanted to ""spread the gospel"" and marry Trump's granddaughter Kai.",811874,24320,1627,1000,US,7511909188113583391,Crime News,Crime,
2025-06-04 01:57:18,foxnews,"Neama Rahmani, a former federal prosecutor, says the hotel security guard's testimony in Diddy's trial shows ""evidence of guilt.""",141137,946,19,71,US,7511907310579633438,Crime News,Crime,
2025-06-04 01:21:00,foxnews,"Elon Musk is doubling down on his criticism of @President Donald J Trump’s spending bill, which he called a ""disgusting abomination,"" while Senate Republicans debate changes to the legislation.",331600,7161,399,1177,US,7511897950658907423,Politics,Politics,Trump Administration
2025-06-04 00:25:57,foxnews,"Sen. Jim Banks wants to hold people who overstay their visas to the same standard as illegal immigrants who sneak into the US in the wake of the terror attack in Boulder, Colorado.",184853,4861,47,229,US,7511883782123818270,Immigration Policy,World,
2025-06-04 00:16:32,foxnews,"Leftist filmmaker Michael Moore rewrote the words of the Pledge of Allegiance, asking his supporters to unite against President @realdonaldtrump and ""MAGA-heads"" in the country. What do you think about Michael Moore's decision to use the pledge as an anti-MAGA rallying cry?",112968,1221,10,224,US,7511881342737452330,Politics,Politics,Trump Administration
2025-06-04 00:45:00,foxnews,Bodycam footage shows a police officer in hot pursuit of a suspect who bolts across a busy highway to evade arrest.,40124,396,10,53,US,7511866657162251551,Crime News,Crime,
2025-06-05 23:44:49,foxnews,"“Free trade, open markets are the best thing for mutual wealth of our countries.” German Chancellor Friedrich Merz talks the importance of coming to a trade deal with President @realdonaldtrumpduring an exclusive interview with Aishah Hasnie on ‘Special Report’.",3462611,198097,20217,7314,US,7512615374311935263,Economy/Trade,Business & Economy,
2025-06-05 23:16:51,foxnews,"The Department of Homeland Security is ending the Quiet Skies program, which left some Americans subject to additional screenings at airport security, saying the agency was overly politicized to either benefit or hurt specific people and cost US taxpayers roughly $200 million annually",1004067,35749,2033,5072,US,7512608198562450718,National Security,Defense & Security,
2025-06-05 22:37:32,foxnews,"Immigration and Customs Enforcement made a record-setting 2,368 arrests of illegal aliens in a single day on Wednesday, breaking the record from just one day prior as the White House pursues a goal of 3,000 arrests daily.",380669,12369,254,1603,US,7512598055317802271,Immigration,World,
2025-06-05 22:18:25,foxnews,Former DOGE head Elon Musk issues a stark warning that President @realdonaldtrump’s tariffs will send the economy into a recession. Do you agree with Elon Musk's prediction? Ya in,936857,12096,488,2725,US,7512593122975698207,Economy,Business & Economy,
2025-06-05 21:48:21,foxnews,"The Department of Homeland Security slammed Boston Mayor Wu (D) for her ""sickening"" remarks comparing ICE agents to neo-Nazis as ICE officers are facing a major increase in assaults.",162539,4003,56,1877,US,7512585375920016670,Politics,Politics,Immigration
2025-06-05 21:30:35,foxnews,"Elon Musk dropped a serious bomb on social media on Thursday when he made allegations that @President Donald J Trump was in the Jeffrey Epstein files saying, ""That is the real reason they have not been made public."" ",675017,7712,357,2317,US,7512580814354287902,Politics,Politics,Crime
2025-06-05 20:43:38,foxnews,"Following court, Karen Read made a striking remark about the relationship between John O'Keefe and ATF Agent Brian Higgins.",57978,339,5,58,US,7512568695768599839,Crime News,Crime,
2025-06-05 20:39:00,foxnews,"President @realdonaldtrump says he’s “very disappointed” with Elon Musk over his opposition to the ""Big, Beautiful Bill.""",1565387,83260,3683,2362,US,7512567513448828190,Politics,Politics,Trump Administration
2025-06-05 20:27:58,foxnews,Dolly Parton shares with her fans how her mother taught her to lean on her faith to stay positive throughout her life.,59148,948,34,52,US,7512564678107598111,Entertainment,Entertainment,
2025-06-05 18:30:00,foxnews,"LAWSUIT BLOCKED: The Supreme Court's decision was unanimous, finding that Mexico cannot sue seven American gun manufacturers over allegations they aided violent cartels, who the @President Donald J Trump administration has been charging as terrorists over their alleged crimes.",135067,4415,49,387,US,7512523659613981983,Legal News,Crime,
2025-06-05 17:47:18,foxnews,"‘SUCH INGRATITUDE': Elon Musk responds to @President Donald J Trump as feud over the ""Big, Beautiful Bill"" ramps up between the billionaire and the president.",880084,50289,2502,7176,US,7512523273175862559,Politics,Politics,Trump Administration
2025-06-05 16:35:44,foxnews,"""The knives are out!"" Peter Doocy and Jacqui Heinrich open up about their time in the White House briefing room with former Joe Biden press secretary Karine Jean-Pierre, and the ripple effects of her new, tell-all book on the ""broken"" Biden administration after she ditched @democrats.",267592,12043,471,940,US,7512504831672667422,Politics,Politics,Biden Administration
2025-06-05 15:58:22,foxnews,"THE 'RIGHT' SIDE: Female high school athletes praise @President Donald J Trump for taking action to protect girls' sports, calling out failed Democratic presidential candidate @Kamala Harris for ""not doing anything"" on the issue while she served with Joe Biden. The girls suggested to FOX News Digital that the transgender athlete debate will be a key issue that will play heavily into how they vote in future elections.",242843,3596,49,511,US,7512495203664530719,Politics,Politics,Elections
2025-06-05 13:42:14,foxnews,"""Gag me with a spoon!"" Sen. John Kennedy (R-LA) confronts Ivy League law professor with blistering questions over her past comments about ""evil"" Supreme Court justices.",117827,7292,306,355,US,7512460117472726303,Politics,Politics,Politician
2025-06-05 12:36:27,foxnews,"SIGNATURE SCANDAL: Former president Joe Biden responds to his administration's alleged autopen use, as Republicans crack down on what his inner circle really knew about his mental fitness and if Biden indeed was making the key decisions affecting Americans. Biden slammed the investigations, claiming they are ""nothing more than a distraction"" by @realdonaldtrump and GOP leaders as they aim to pass Trump's ""big, beautiful bill.""",185464,1258,31,1157,US,7512443141362896158,Politics,Politics,Biden Administration
2025-06-05 11:52:56,foxnews,"'PRESSED' SECRETARY: Karine Jean-Pierre is breaking up with @democrats ahead of her new tell-all book about the ""broken"" Joe Biden administration and his ouster from the 2024 Democratic ticket. But is it really a surprise? White House reporters share their thoughts with FOX News Digital on the former press secretary's ""desperate"" attempt to revive her career.",104105,750,20,143,US,7512431931703774494,Politics,Politics,Biden Administration
2025-06-05 03:00:00,foxnews,"FBI Deputy Director Dan Bongino warns of the threats the United States faces from China, AI, drones and more on 'Hannity.'",610451,24984,1973,1561,US,7512287393135856926,National Security,Defense & Security,
2025-06-05 02:28:46,foxnews,"WATCH: FBI Deputy Director Dan Bongino tells Sean Hannity that Jeffrey Epstein died by suicide, based on the bureau's files — and video evidence shows no one entered Epstein's cell area before his death in 2019.",310780,6439,243,1332,US,7512286407713443114,Crime News,Crime,
2025-06-05 05:05:00,foxnews,Actor Arnold Schwarzenegger delivers a stern message to climate activists telling them to quit complaining about the United States' climate change policy.,61089,1120,19,195,US,7512277552468086047,Environment,Climate & Environment,
2025-06-05 01:11:22,foxnews,"Dan Rubin, a criminal defense attorney, says the prosecution in Diddy's case has ""a lot of work to do"" after the cross-examination of Bryana ""Bana"" Bongolan.",32213,244,3,47,US,7512266621679848735,Legal News,Crime,
2025-06-05 00:51:38,foxnews,"President Donald Trump has signed a sweeping order blocking travel to the U.S. from several countries identified as high-risk for terrorism, visa abuse and failure to share security information.",507811,23700,3541,1632,US,7512261454213647662,Politics,Politics,Immigration
2025-06-05 00:32:14,foxnews,"The Department of Justice filed a complaint against Texas to block the state’s two-decade-old law that provides in-state tuition to illegal immigrants. Under federal law, higher education institutions are prohibited from providing benefits to illegal aliens not offered to U.S. citizens. ",679318,15955,268,828,US,7512256515533720863,Legal News,Crime,
2025-06-05 00:22:29,foxnews,"BREAKING: The new travel restrictions apply to nationals from 12 countries — including Afghanistan, Iran, Somalia, Libya and Yemen — all deemed ""very high risk"" due to terrorist activity, weak or hostile governments and high visa overstay rates. Seven more countries face partial restrictions.",557828,6018,178,558,US,7512253994065038622,Politics,Politics,Immigration
2025-06-06 23:36:02,foxnews,"Defense Secretary Pete Hegseth expressed his gratitude to United States veterans while in Normandy, France, for the 81st anniversary of the D-Day landings.",139740,6748,43,410,US,7512984171803954462,Military,Defense & Security,
2025-06-06 23:28:32,foxnews,"Jane's testimony in the ongoing sex trafficking case regarding Diddy's alleged financial control during their relationship shows a ""real power imbalance"" and can be considered a form of abuse, family law attorney, Kara Chrobak of Buchalter, told Fox News Digital.",49918,281,7,51,US,7512982253203442974,Legal News,Crime,
2025-06-06 23:11:16,foxnews,Riley Gaines calls out WNBA for denying media credentials to @outkick as she raises questions about Brittney Griner's controversial comment.,312774,15148,96,724,US,7512977792976358686,Sports News,Sports,
2025-06-06 21:44:06,foxnews,"White House Press Secretary Karoline Leavitt blasts left-wing media and Democrats after deportee Kilmar Abrego Garcia, who lawmakers traveled to El Salvador to visit, was charged with human trafficking and returned to the US.",140016,3464,45,921,US,7512955298705968414,Politics,Politics,Immigration
2025-06-06 21:05:06,foxnews,"Kilmar Abrego Garcia, the deportee Democrats traveled to El Salvador to visit, has been returned to the U.S. to face justice for allegedly transporting women, children, and MS-13 gang-affiliated individuals throughout the country, AG Pam Bondi announced on Friday.",335046,6103,212,1911,US,7512945258758540575,Crime,Crime,
2025-06-06 13:46:25,foxnews,"“June the 6th, is the price of freedom.” Defense Secretary Pete Hegseth honored the brave Americans who stormed the beaches of Normandy 81 years ago today — “We remember the losses. We celebrate the victories. We rededicate ourselves to the fight for liberty, security and peace.“",155320,6567,133,417,US,7512832180821806367,National News,Politics,War and International Conflict
2025-06-06 12:55:27,foxnews,"WHERE’S THE BEEF?: Chaos descended on a livestock auction in Decatur, Arkansas this week when a cow escaped from the sale ring and walked right up into the bleachers, leaving torn ceiling tiles in its trail.",5586720,145384,14642,1231,US,7512818936572923167,Local News,Local News,
