create_time,username,video_description,view_count,like_count,share_count,comment_count,region_code,id,section,merged_section
2025-06-05 17:53:57,nytimes,"Before Addison Rae became part of TikTok’s first wave of superstars, she remembers promoting popular songs on the app for $20 a video. Watch or listen to the full interview on @popcast at the link above where @addisonre talks about redefining her public image, finding her artistic voice, and the long road from viral fame to debut album. Video by Pat Gunther, Jamie Hefetz, Mark Zemel, Dave Mayers and Sophie Erickson #AddisonRae #Popcast #music",12852,395,4,6,US,7512524966877908270,Entertainment,Entertainment
2025-06-05 16:51:16,nytimes,"New Zealand’s Parliament on Thursday suspended three opposition lawmakers over their performance of the haka, a traditional Māori dance, as a protest while the body was considering a contentious bill last year. #NewZealand #Parliament #Haka",1264923,36540,1826,1294,US,7512508817976905003,Politics,Politics
2025-06-05 14:05:30,nytimes,"Video of a child escaping a burning building after an Israeli airstrike garnered widespread attention online. We found her in a hospital in Gaza and pieced together what had happened. Video by Nader Ibrahim, Saher Alghorra, Bilal Shbair, Axel Boada, Sanjana Varghese, Laura Salaberry, Jon Hazell and Monika Cvorak/The New York Times",983503,175081,19244,5098,US,7512466081882180907,World News,World News
2025-06-06 21:26:12,nytimes,An interstate has been closed. A drone has been deployed. Professional tracking groups and trained dogs have been dispatched. They’re all on the case of this missing zebra that has been running wild in Tennessee. #zebra #wildlife #tennessee,90194,3846,508,112,US,7512950693741759790,Wildlife News,Wildlife News
2025-06-06 16:22:03,nytimes,"Ryan Mac has covered Elon Musk for years and was co-author of a book about him, but he’s never seen anything quite like this. He describes what set off the meltdown in Musk and President Trump’s relationship, and its potential effects. Video by Ryan Mac, Gabriel Blanco and Nikolay Nikolov/The New York Times #trump #elonmusk",206889,10802,362,376,US,7512872250429672750,Politics,Politics
2025-06-06 15:45:59,nytimes,"Hamed Aleaziz, who covers the Department of Homeland Security and immigration policy for The New York Times, explains the new travel ban President Trump signed this week — and how it differs from the one from Trump's first term. #trump #travel #travelban",20397,589,40,12,US,7512862971979124014,Politics,Politics
2025-06-06 14:26:12,nytimes,"From @theathletic: Tyrese Haliburton, the new king of the playoff winner, hit a jumper with 0.3 seconds left to give the Indiana Pacers an improbable win over the Oklahoma City Thunder in Game 1 of the NBA Finals. #NBA #Playoffs #TyreseHaliburton #NBAFinals",9432,171,5,7,US,7512842276960439598,Sports,Sports
2025-06-06 12:49:51,nytimes,"Before Addison Rae’s rise to fame on TikTok, she got her start on social media creating fan pages for One Direction and a “Dance Moms” star, Brooke Hyland. Read, watch or listen to the full interview on ""Popcast"" at the link above. Video by Pat Gunther, Jamie Hefetz, Mark Zemel, Dave Mayers and Sophie Erickson/The New York Times #AddisonRae #Popcast #DanceMoms",9427,430,2,6,US,7512817451243949354,Entertainment,Entertainment
2025-06-06 10:00:59,nytimes,"Russia on Friday launched one of the largest barrages of missiles and drones of the war at targets across Ukraine, killing at least four people and damaging buildings in Kyiv, two days after Moscow vowed retaliation for Ukraine’s recent audacious assault on Russian strategic bomber bases. #Ukraine #Kyiv #Russia",53241,2246,35,288,US,7512773867127967018,World News,World News
2025-06-06 02:09:34,nytimes,"Miley Cyrus’s new album, “Something Beautiful,” is her attempt to reclaim and reimagine what “beautiful” means. To watch @Miley Cyrus’s full conversation with Lulu Garcia-Navarro and see more clips, follow “The Interview” on YouTube: youtube.com/@theinterviewpodcast. Video by Eddie Costas, Alfredo Chiarappa, Pat Gunther, Felice León and Brooke Minters/The New York Times #mileycyrus #somethingbeautiful  ",6847,255,16,14,US,7512652584998653230,Entertainment,Entertainment
2025-06-07 20:20:40,nytimes,"The mayor of Kharkiv, Ukraine, described an overnight Russian air assault as “the most powerful attack” since the beginning of the war. At least four people were killed on Saturday, according to the local authorities. #kharkiv #ukraine #russia",128756,4083,61,505,US,7513304863405542698,World News,World News
2025-06-07 15:41:02,nytimes,"Misty Copeland is retiring from American Ballet Theatre after a groundbreaking career. In an in-depth conversation with The New York Times, she discussed preparing for her final performance, her unstable childhood, after-parties with Prince and more. Watch our full conversation with @mistycopeland for “The Interview” at the link in our bio. Video by Pat Gunther, Eddie Costas, Alfredo Chiarappa, Abhita Austin, Felice León and Brooke Minters #mistycopeland #americanballettheater #ballet",8382,427,4,5,US,7513232756646612267,Arts,Arts
2025-06-08 15:01:25,nytimes,"Kilmar Abrego Garcia, who was wrongly deported to El Salvador, was flown back to the U.S. on Friday to face federal criminal charges. Devlin Barrett, who covers the Justice Department, explains the charges and what may come next for Garcia. Video by Devlin Barrett, Laura Bult, Alexandra Ostasiewicz #kilmarabregogarcia #trump ",156514,11546,401,493,US,7513593628242070830,Crime,Law & Order
2025-06-08 00:39:28,nytimes,"Federal immigration officials on Saturday squared off with hundreds of protesters in Paramount, California, using tear gas, rubber bullets and flash-bang grenades to disperse people. The standoff followed a series of immigration raids that swept through Los Angeles on Friday. #losangeles #immigration #ice #california",2104090,117757,10375,9041,US,7513371552210095406,National News,National News
2025-06-09 23:10:00,nytimes,"Brianna Vargas, 24, stood on an overpass above a highway in Los Angeles with a megaphone in hand. She said she was protesting against recent federal immigration raids for her parents, who had emigrated from Mexico and El Salvador, and for others who were too afraid to leave their homes. Reposting messages of solidarity with victims of immigration enforcement raids on social media is one thing, she said. “It’s different when you’re actually here.” #losangeles#protests #immigration",16162,816,8,24,US,7514081774553828654,Local News,Local News
2025-06-09 21:49:48,nytimes,"The app Yuka, which Robert F. Kennedy Jr., the U.S. health secretary, has called “invaluable,” assigns health scores to food. But can it actually help people make better choices? Caroline Hopkins Legaspi, a reporter for Well, explains. Video by Caroline Hopkins Legaspi and Theodore Tae/The New York Times #Yuka #YukaApp",65123,2819,460,111,US,7514070003193253163,Health,Health
2025-06-09 19:10:04,nytimes,"The New York City mayoral primary is just under three weeks away. Our City Hall bureau chief, Emma Fitzsimmons, highlights the two front-runners, Andrew Cuomo and Zohran Mamdani, and their plans for the three main issues for voters. Video by Emma G. Fitzsimmons, Karen Hanley and James Surdam #nyc #nycmayor #AndrewCuomo #ZohranMamdani",1091707,132190,3595,1803,US,7514028782328548654,Politics,Politics
2025-06-09 18:32:14,nytimes,"A federal judge on Monday dismissed a lawsuit that the actor Justin Baldoni had filed against his former co-star Blake Lively and her husband, Ryan Reynolds, as well as his defamation lawsuit against The New York Times. This is a developing story. Photo by Cindy Ord/Getty Images ",9568,149,9,15,US,7514019086183976234,Entertainment,Entertainment
2025-06-09 17:54:16,nytimes,"California officials will sue President Trump for taking control of the state’s National Guard and deploying troops to the streets of Los Angeles. The legal challenge, announced by Gov. Gavin Newsom, was expected to be filed on Monday morning, as protests were planned in more cities over federal immigration enforcement. Photos by Gabriela Bhaskar/The New York Times, Eric Thayer/Associated Press and Jae Hong/Associated Press #LosAngeles #ICE #ICEraids #NationalGuard ",217976,8368,65,393,US,7514009363783126302,Politics,Politics
2025-06-09 14:40:30,nytimes,"Waymo, the robot taxi company, cut off service to the downtown Los Angeles area after people protesting President Trump's immigration policies set multiple self-driving vehicles on fire on Sunday. #LA #immigration #fire",40599,1000,70,87,US,7513959181624380715,Local News,Local News
2025-06-09 11:30:22,nytimes,"Footage from the Freedom Flotilla Coalition and the Israeli authorities shows what happened when Israel diverted a civilian ship, with Greta Thunberg onboard, that was headed to Gaza.",52812,3210,125,178,US,7513910150453857582,International News,International News
2025-06-09 07:46:12,nytimes,"Law enforcement officers in Los Angeles clashed for a third day on Sunday with crowds of people demonstrating against the Trump administration’s crackdown on immigration. But even as tear gas wafted over pockets of downtown, the rest of the sprawling city kept to its usual sunlit rhythms. #LosAngeles #Protests #NationalGuard",68000,4082,272,298,US,7513852313669340459,National News,National News
2025-06-09 02:29:07,nytimes,"Misty Copeland made history as the first Black woman ever to be named a principal dancer with the American Ballet Theater. She recently reflected on her groundbreaking career, motherhood and growing up in near poverty. Watch our full conversation with @Misty Copeland for “The Interview” at the link in our bio. Video by Pat Gunther, Eddie Costas, Alfredo Chiarappa, Abhita Austin, Felice León and Brooke Minters. #mistycopeland #americanballettheater #ballet #journaling ",4849,151,5,5,US,7513770948709879086,Arts,Arts
2025-06-09 01:49:02,nytimes,"Saturday’s WorldPride parade was part of the three-week WorldPride festival, one of the biggest celebrations for the LGBTQ community in the world. Amid the joy and celebration, there was an undercurrent of anger and worry. Video by Amy Harmon, Claire Hogan and Karen Hanley/The New York Times #WorldPride #pride #trump ",20966,950,19,14,US,7513760548014673194,LGBTQ+ News,LGBTQ+ News
2025-06-10 22:17:13,nytimes,The police in Northern Ireland have condemned an outbreak of disorder in the town of Ballymena on Monday night in which 15 officers were injured and houses and shops were set on fire. The police said the attacks were being investigated as racially motivated. #northernireland #ballymena,102121,6161,412,218,US,7514448233565850926,Crime,Law & Order
2025-06-10 22:00:00,nytimes,"Experts say that some aggressive measures used by the authorities in the Los Angeles protests have violated polices as well as injunctions put into place after the George Floyd protests. Livia Albeck-Ripka, a New York Times reporter based in Los Angeles, describes how she was one of the reporters struck by crowd control munitions. Video by Livia Albeck-Ripka, Gabriel Blanco, Christina Shaman and Nikolay Nikolov/The New York Times #LosAngeles #ICE #ICEraids #NationalGuard",68750,13581,900,208,US,7514427567613529387,Breaking News,Breaking News
2025-06-10 20:29:04,nytimes,RM and V of the K-pop boy band BTS emerged from a base in South Korea on Wednesday and gave fans a brief saxophone performance. Three other members of the group will finish their national service this month. #BTS #KPop #RM #V,19080,554,40,10,US,7514420188431928618,Entertainment,Entertainment
2025-06-10 15:05:00,nytimes,"The protests against the Trump administration’s immigration policies that started in Los Angeles have spread to at least two dozen cities, including San Francisco, Dallas, Austin and New York City. Follow live updates. #immigration #LosAngeles #NYC #SanFrancisco #Dallas #Austin #Trump #ICE",22900,2094,98,47,US,7514332363392830763,Politics,Politics
2025-06-11 21:26:46,nytimes,"A wildfire that started on Tuesday afternoon north of the San Bernardino Mountains in Southern California had exploded to more than 4,200 acres by Wednesday morning, officials said.  #California #Wildfire #SanBernadino",37786,619,60,40,US,7514806216766393642,Breaking News,Breaking News
2025-06-11 20:55:00,nytimes,"California has sued the Trump administration over its move to deploy troops to Los Angeles. Eric Schmitt, our national security correspondent, explains the laws governing the use of American troops on U.S. soil. #LosAngeles #California #NationalGuard #Marines #Trump",16341,561,15,23,US,7514793079161851178,National News,National News
2025-06-11 18:58:27,nytimes,"Three paramedics and a photographer with them were killed late Monday in Gaza. Among the medics killed was Hussein Mohsen, who was interviewed by The New York Times last month after rescuing two 5-year-old girls from the aftermath of an Israeli strike. #Palestine #Gaza #Israel",19148,425,33,13,US,7514767970468482350,World News,World News
2025-06-11 15:51:43,nytimes,"A New York Times immigration reporter traveled to Miami to observe how immigrant arrest operations have changed under pressure from the Trump administration. Here’s what he found. Video by Hamed Aleaziz, Nicole Salazar, Carlos Prieto and Mark Boyer. #Miami #ICE #DonaldTrump #Immigration",21555,740,52,40,US,7514719859503123758,Immigration,Immigration
2025-06-11 16:05:00,nytimes,"A second night of rioting struck the town of Ballymena in Northern Ireland on Tuesday, as anti-immigrant protests spread to several other areas and the police warned of “hate-fueled acts.” #Ballymena #NorthernIreland #Ireland",95030,2454,263,132,US,7514719185063333166,News,News
2025-06-11 10:25:55,nytimes,Cities across the U.S. are bracing for a new round of immigration protests on Wednesday after the Los Angeles mayor imposed an overnight curfew downtown and Governor Gavin Newsom of California blamed President Trump for unrest that began with deportation raids last week. Follow live updates at the link in our bio. #losangeles #LA #protests #california #curfew,128914,11948,130,308,US,7514636018503453994,Politics,Politics
2025-06-11 07:59:43,nytimes,"Hamed Aleaziz, a New York Times immigration reporter, traveled to Miami to observe how immigrant arrest operations have changed under pressure from the Trump administration. Video by: Hamed Aleaziz, Nicole Salazar, Carlos Prieto and Mark Boyer #Miami #ICE #Deportations",102292,8132,1187,322,US,7514598338310802730,Immigration,Immigration
2025-06-11 03:16:51,nytimes,Gov. Gavin Newsom made the case in a televised address Tuesday evening that President Trump’s decisions to send military forces to immigration protests in Los Angeles have put the U.S. at the precipice of authoritarianism. #newsom #california #losangeles #trump,1562177,236639,4826,3134,US,7514525467731299627,Politics,Politics
2025-06-12 21:51:31,nytimes,"Senator Alex Padilla, Democrat of California, was forcibly removed from a news conference being held by Kristi Noem, the Homeland Security secretary, and handcuffed on Thursday after he pushed past guards at a federal building in West Los Angeles. #AlexPadilla #KristiNoem #California #LosAngeles #immigration",593138,35399,3607,1975,US,7515183775098375470,Politics,Politics
2025-06-12 20:12:24,nytimes,"Gov. Gavin Newsom of California sat down with Michael Barbaro to discuss President Trump, illegal immigration, the protests and how he thinks the standoff in Los Angeles will end. Listen to ""The Daily.""  #Newsom#TheDaily#LosAngeles#california#Trump",37492,7041,55,124,US,7515158247322455342,Politics,Politics
2025-06-12 16:59:21,nytimes,"Rescuers were combing the wreckage of an Air India passenger jet bound for London that crashed moments after takeoff Thursday in Ahmedabad, searching for survivors. More than 200 people had died and dozens remained unaccounted for, according to officials. It was not immediately clear what had caused the plane to crash. #AirIndia #Ahmedabad #India",1544841,20331,672,345,US,7515108492445895982,Breaking News,Breaking News
2025-06-12 15:22:18,nytimes,"From @theathletic: Game 3 of the NBA Finals revealed what the Indiana Pacers look like at their best: dogged, determined and dominant when it matters most.  Click the link above to read our game recap. #nbafinals #nba #playoffs",102044,402,5,6,US,7515083466988457258,Sports,Sports
2025-06-12 13:58:41,nytimes,"More than 200 people were killed when an Air India flight bound for London crashed into a medical college shortly after taking off in the western Indian city of Ahmedabad on Thursday, the city police commissioner said. #Ahmedabad #India",17948,333,19,11,US,7515061907158781230,Breaking News,Breaking News
2025-06-12 11:35:10,nytimes,"Aid agencies say Gaza faces the threat of widespread starvation in the wake of the 80-day Israeli blockade on food deliveries that ended in mid-May. Two young Gazans, Salem Madhat Alaydi and Aya Ehab Zaid, describe what it is like to fight hunger.",60257,5653,211,89,US,7515024920708009259,World News,World News
2025-06-12 01:10:00,nytimes,"Brian Wilson, the leader and chief songwriter of The Beach Boys, wrote several hits in the 1960s, a musical counterpart to the myth of Southern California as paradise. He has died at 82. #BrianWilson #BeachBoys",8052,194,5,10,US,7514854597589060906,Obituaries,Obituaries
2025-06-13 23:40:00,nytimes,"Iran fired ballistic missiles that struck at least seven sites around Tel Aviv on Friday night, injuring dozens of Israelis. The move was in retaliation to the Israeli attacks on Iranian nuclear sites and military leaders. #Iran #Israel",93393,4185,267,131,US,7515576688898510126,World News,World News
2025-06-13 22:40:44,nytimes,"The seven New York City mayoral candidates sparred over immigration, affordability and President Trump’s policies in the final Democratic debate ahead in the primary. #nyc #nycmayor #AndrewCuomo #ZohranMamdani ",99245,1430,552,73,US,7515567400922860846,Politics,Politics
2025-06-13 20:40:14,nytimes,Viswash Kumar Ramesh was one of 242 people on the Air India plane that went down shortly after takeoff from the international airport in Ahmedabad. He's also the only known survivor.  #AirIndia #plane #Ahmedabad #India,19094,205,11,3,US,7515536382870179118,News,News
2025-06-13 19:29:24,nytimes,"“I still can’t believe how I got out alive.” When the Air India plane with 242 people on board crashed into a building moments after taking off from the international airport in Ahmedabad, India, it burst into flames. Viswash Kumar Ramesh was the only passenger who survived. Photo: Still image taken from Narendra Modi Youtube Channel, via Agence France-Presse — Getty Images #AirIndia #Flight171 #ViswashKumarRamesh ",183983,1469,48,30,US,7515518190957464862,Breaking News,Breaking News
2025-06-13 14:00:06,nytimes,"From @The Athletic: Some Stanley Cup Final games are not easily forgotten. If the Edmonton Oilers go on to win two more games and end Canada’s 32-year Cup drought, everyone will remember where they were on June 12, 2025. Click the link above to read more. #stanleycup #stanleycupfinal #EdmontonOilers #Canada ",16779,314,8,8,US,7515433368813767982,Sports,Sports
2025-06-13 06:40:39,nytimes,"Israel launched a stunning series of strikes against Iran on Friday morning, targeting the country’s nuclear program and killing three of the nation’s security chiefs. The wide-ranging attack prompted fears that long-simmering tensions between the heavily armed rivals were spiraling into a full-blown regional war. #Israel #Iran",24175,693,38,53,US,7515320132143566126,World News,World News
2025-06-13 05:22:55,nytimes,"The Trump administration is facing legal challenges to its deployment of Marines and National Guard troops to Los Angeles. Shawn Hubler, the Los Angeles bureau chief for The New York Times, talks with Katrin Bennhold, a senior writer, about what she’s seen on the ground in the city. #Trump #LAProtests #Deportations",46719,5167,317,158,US,7515300101326196011,Politics,Politics
2025-06-14 21:15:00,nytimes,"In sweeping attacks that started Friday, Israel struck at the regime in Tehran, hitting Iranian nuclear and military assets. Iran retaliated with barrages of ballistic missiles and drones. It is the most intense fighting in decades between the two heavily armed countries. To understand what’s happening in the region, Katrin Bennhold, a New York Times senior writer, spoke with Patrick Kingsley, the Jerusalem bureau chief. Video by Katrin Bennhold, Patrick Kingsley, Melanie Bencosme, Nikolay Nikolov, Christina Thornell, Christina Shaman and Laura Salaberry/The New York Times #iran #israel",117184,6220,185,122,US,7515908444675853614,World News,World News
2025-06-14 20:43:38,nytimes,"Officials in Minnesota were searching for the person who shot and killed State Representative Melissa Hortman and her husband in their home, in what Gov. Tim Walz described as a politically motivated attack. The suspect also shot and injured another Democratic lawmaker and his wife. Follow live updates. #minnesota #melissahortman #timwalz",23558,829,30,16,US,7515908306083417390,Breaking News,Breaking News
2025-06-14 17:36:38,nytimes,"From The Athletic: The Pacers had made it a habit of pulling off stunning victories in these playoffs. But in Game 4 of the NBA Finals, it was the Thunder who pulled off a comeback. #nba #pacers #okc #thunder #nbafinals",89941,202,5,10,US,7515860177741188398,Sports,Sports
2025-06-14 17:06:11,nytimes,"A person pretending to be a police officer assassinated a Democratic state legislator in Minnesota and killed the lawmaker’s husband in “an act of targeted political violence,” Gov. Tim Walz said Saturday.  Photos by Tim Gruber for The New York Times and Dan Haugen for The New York Times #minnesota #timwalz #melissahortman",40765,1656,23,125,US,7515852345159257387,Politics,Politics
2025-06-14 14:37:55,nytimes,"Rizwan Vahora lost three relatives in the Air India flight that crashed on Thursday, killing more than 260 people. He joined other grieving family members at the hospital in Ahmedabad to give DNA samples to help identify the badly damaged bodies. Video by Nailah Morgan, Karan Deep Singh, Meg Felling and Raunaq Chopra/The New York Times #AirIndia #Ahmedabad",126611,3306,86,32,US,7515814061142019374,Breaking News,Breaking News
2025-06-14 01:00:35,nytimes,"Business owners and locals in the Little Tokyo neighborhood of Los Angeles say they are conflicted: frustrated as they scrub graffiti and clean up after looting, but also holding a deep sense of solidarity with anti-immigration raid protesters and their cause. #LittleTokyo #LosAngeles #immigration #protests",227134,21923,1601,338,US,7515603510113750315,Local News,Local News
2025-06-15 23:32:08,nytimes,"President Trump appointed Amy Coney Barrett to the Supreme Court to clinch a conservative legal revolution. But as soon as she arrived, she began surprising her colleagues. Jodi Kantor, our investigative reporter who has spent the past three years reporting on the Supreme Court, explains. Video by Jodi Kantor, Christina Shaman, Claire Hogan and Laura Salaberry/The New York Times #AmyConeyBarrett #SupremeCourt #Trump ",693023,61127,2980,1080,US,7516322885565304110,Politics,Politics
2025-06-15 23:12:31,nytimes,"Israel and Iran traded attacks late into Sunday night, as the three days of fighting intensified on both sides despite international pleas for de-escalation. Iranians and Israelis have been bracing for further violence. Read more at the link in our bio. #israel #iran ",300910,6805,126,387,US,7516317826815167790,World News,World News
2025-06-15 09:10:35,nytimes,"Protesters organizing under the slogan ""No Kings,"" calling for protecting American democracy from President Trump, filled plazas, streets and parks across the U.S. on Saturday, the same day that Trump held a military parade in Washington. Read more at the link in our bio. #NoKings #Trump #Protest",202489,24827,660,473,US,7516100340186467626,Politics,Politics
2025-06-16 23:10:00,nytimes,"State and federal officials announced charges, including murder, stalking and firearms offenses against a man who has been accused of assassinating a Minnesota state lawmaker and injuring another during multiple shootings. #minnesota",19534,648,5,38,US,7516681945686740267,Crime,Law & Order
2025-06-16 17:30:00,nytimes,"Iran’s deadly strike on Monday hit Israeli residential buildings and energy infrastructure, and Israel has since expanded its attacks on Iran. The war is in its fourth day now, with civilian casualties climbing on both sides. #Iran #Israel #middleeast",53066,1630,42,130,US,7516596644280945934,World News,World News
2025-06-16 16:15:00,nytimes,"At least five people, including a toddler, died in West Virginia after flash floods destroyed homes and washed away roads over the weekend. A flood watch remained in the hardest-hit parts of the state on Monday, officials said. Three people were missing.  #WestViriginia #flooding #weather",3940,50,0,3,US,7516577327799651626,Breaking News,Breaking News
2025-06-16 15:45:00,nytimes,"President Trump has lumped together violent and peaceful protesters when speaking about the demonstrations in Los Angeles. David Sanger, a White House correspondent for The New York Times, explains how that is a break from history. #LosAngeles #immigration #protests #Trump",2333217,222041,5389,6163,US,7516569160520846605,Politics,Politics
2025-06-17 22:00:00,nytimes,"Akash Patni, 14, was dropping off lunch for his mother, Sitaben, who ran a tea stall, when an Air India plane crashed into a nearby building. While she is receiving treatment for burns, he did not make it. Read more about the lives lost in the disaster.  An earlier version of this video included an incorrect translation for remarks by the aunt of a deceased teenager. The video has been re-edited to include the correct remarks and translation.  #AirIndia #plane #Ahmedabad #India",856683,60245,2703,584,US,7517037369527143735,Breaking News,Breaking News
2025-06-17 21:55:00,nytimes,"Watch as Sen. Alex Padilla spoke on the Senate floor about his removal from a news conference held by Kristi Noem, the homeland security secretary, and President Trump's immigration enforcement. Senate Democrats have called on her to testify at a hearing.  #AlexPadilla #LosAngeles #California #immigration #Trump",24012,1685,16,31,US,7517035497064025399,Politics,Politics
