create_time,username,video_description,view_count,like_count,share_count,comment_count,region_code,id,section,merged_section,subsection
2025-06-02 11:39:10,reuters,"From walking La Rambla to eating delicious faina, spend a day exploring Uruguay's capital with Reuters Correspondent Lucinda Elliott. 🔗 Find out more at our link in bio #montevideo #uruguay #larambla #faina #tourism #travel",4603,44,1,11,US,7511314865844210990,Travel,Food & Lifestyle,
2025-06-02 10:00:00,reuters,"President Trump wants lower interest rates. He summoned Fed chair Jerome Powell to a meeting in the Oval Office and told him to cut them, the White House says – but can he force the Fed to take action? Elena Casas explains. #trump #usa #politics #fed #powell #economy",13978,185,3,20,US,7511282957865241902,Politics,Politics,Trump Administration
2025-06-02 09:00:00,reuters,"Thousands gathered in West Hollywood for the annual Pride Parade, showcasing vibrant costumes, colorful floats, and passionate advocacy. #WeHoPride #PrideParade #PrideMonth #Pride #WestHollywood #California",15329,502,21,60,US,7511255724945673515,Lifestyle,Lifestyle,
2025-06-02 05:55:59,reuters,"Paris Saint-Germain held a victory celebration at their packed Parc des Princes stadium on June 1, 24 hours after crushing Inter Milan 5-0 to win their first Champions League title and in the process, become the first French club to clinch the treble. #PSG #ChampionsLeague #ParcdesPrinces #ParisSaintGermain #football #soccer",9427,103,4,11,US,7511226367766416686,Sports,Sports,
2025-06-02 04:09:46,reuters,"Six people were injured when a 45-year-old man yelled ‘Free Palestine’ and threw incendiary devices into a crowd in Boulder, Colorado, where a demonstration to remember the Israeli hostages who remain in Gaza was taking place, said FBI special agent in charge of the Denver Field Office Mark Michalek. #attack #Boulder #MohamedSoliman #Colorado #FBI #MarkMichalek",19641,218,16,44,US,7511199312605465899,Breaking News,Breaking News,
2025-06-02 12:00:00,reuters,"Canada's Drag Race, a drag queen competition series, dominated the Canadian Screen Awards, nabbing eight wins, including best reality program. On the first day of pride month, the show's host Brooke Lynn Hytes spoke about the impact the Drag Race franchise has on the queer community. #dragrace #dragqueen #cdnscreenawards #pride #queer #brookelynnhytes #tv #television",18158,1421,117,62,US,7511188704132648235,Entertainment,Entertainment,
2025-06-02 01:36:33,reuters,"🎞️ The Canadian Screen Awards capped off a days-long celebration of film, television and digital storytelling in Toronto on June 1. Reuters caught up with rapper Kardinal Offishall, actor Boman Martinez-Reid and others on the red carpet to find out their Canadian favourites. #kardinaloffishall #bomanmartinezreid #emilyle #lamarjohnson #trevorboris #jasmeetraina #maikaharper #canada #film #television #entertainment",2518,32,1,9,US,7511159846117477678,Entertainment,Entertainment,
2025-06-02 02:30:00,reuters,"South African authorities have returned an elephant seal to the ocean after it was found in a Cape Town suburb this week, the Department of Forestry, Fisheries and the Environment said on May 28. #seal #Elephantseal #CapeTown #SouthAfrica",17333,172,3,10,US,7511159205894556970,Environment,Climate & Environment,
2025-06-02 00:36:38,reuters,U.S. Defense Secretary Pete Hegseth warned on May 31 that the threat from China was real and potentially imminent as he pushed allies in the Indo-Pacific to spend more on their own defense needs. #PeteHegseth #China #Taiwan #Hegseth #defensespending #defense,44458,767,59,433,US,7511144307110333742,Defense,Defense & Security,
2025-06-01 13:00:00,reuters,"A building brick made almost entirely from recycled rubble could help solve one of the construction industry’s biggest environmental challenges — managing its significant waste. Unlike traditional clay bricks, the K-BRIQ, made by Kenoteq in Edinburgh, Scotland, produces 95% fewer carbon emissions. #brick #construction #rubble #environment #climatechange #building",22365,490,8,17,US,7509918645586349358,Environment,Climate & Environment,
2025-06-03 19:03:42,reuters,"Portuguese and German police launched joint searches of a ""vast"" area in Portugal's southern Algarve region for new evidence related to the 2007 disappearance of three-year-old British child Madeleine McCann. The scale of the searches could be the most extensive since the initial investigation was closed in 2008, a year after Madeleine went missing while on holiday with her family in the Algarve town of Praia da Luz. 🔗 Learn more at our link in bio. #MadeleineMcCann #Portugal #Algarve #Police #Reuters #News",34654,175,11,9,US,7511800644290792750,Crime News,Crime,
2025-06-03 13:52:46,reuters,"Authorities in China's southwestern Yunnan province mobilized rescue and disaster relief efforts for severe flooding, landslides and damaged roads, following several days of heavy rainfall, state broadcast CCTV reported. #china #rain #weather #landslide #rescue #climate",12769,150,5,12,US,7511720352477908270,Weather,Weather,
2025-06-03 10:27:45,reuters,"South Korea's ousted former president Yoon Suk Yeol and his wife Kim Keon Hee cast their ballots in Seoul for the country's next president. South Koreans turned out in force to vote in the election, seeking to restore stability after six months of turmoil triggered by a brief shock of martial law imposed by Yoon. #politics #yoon #southkorea #election #democracy #martiallaw",226941,4914,103,105,US,7511667239003786542,Politics,Politics,Elections
2025-06-03 05:33:17,reuters,"At a keynote conversation during the Snowflake Summit in San Francisco, OpenAI CEO Sam Altman predicted that by next year AI systems will begin helping businesses solve complex problems and even uncover new knowledge. #SamAltman #OpenAI #AI #SnowflakeSummit #ArtificialIntelligence #SanFrancisco",5924,122,4,23,US,7511591724184046891,Technology,Technology,
2025-06-03 16:00:00,reuters,"LaTanya Richardson Jackson told Reuters that acting in Tony-nominated — and Pulitzer Prize-winning — ""Purpose"" was the most challenging thing she's done in her life because, among other things, the play wasn't locked until three days before it opened. The story follows an upper-middle-class family's legacy in Black American politics and the impact of scandal on its faith and identity. #LaTanyaRichardsonJackson #Tonys #Pulitzer #Purpose #Broadway #entertainment",25339,62,3,13,US,7511428293548150062,Entertainment,Entertainment,
2025-06-03 00:00:00,reuters,"📷 Pictures of the month: Electing a new Pope, Memorial Day in the US, the war in the Middle East, a teenage Spelling Bee champ, red carpet styles from Cannes and more of our best photography from May 2025. 🔗 See more at our link in bio. #photography #pope #memorialday #war #spellingbee #redcarpet",8910,159,6,12,US,7511373106309516587,Photography,Arts & Culture,
2025-06-04 19:00:00,reuters,"Bulgarian lawmakers clashed during a parliamentary session after the European Commission approved the country's entry into the euro zone next year, sparking protests by the far-right Revival Party outside parliament in the capital Sofia. #bulgaria #eurozone #currency #parliament #europeancommission #europe #lawmakers",674220,11735,1267,961,US,7512148401237069099,Politics,Politics,Democracy
2025-06-04 17:03:20,reuters,"U.S. House Speaker Mike Johnson called Elon Musk's comments on Donald Trump's tax-cut and spending bill ""flat wrong,"" a day after the billionaire called the bill a ""disgusting abomination."" 🔗 Click our link in bio to find out how much the Congressional Budget Office estimates the bill could add to the national debt. #bill #elonmusk #mikejohnson #tax #trump #budget #congress",28117,359,11,126,US,7512140733025897774,Politics,Politics,Taxes
2025-06-04 18:00:00,reuters,"In April, China decided to suspend exports of a wide range of rare earths and related magnets. As Ramzan Karmali explains, that decision is already having an impact on the car industry. #china #car #metal #rareearth #trade #export",13504,195,3,51,US,7512138840090381610,Business,Business & Economy,
2025-06-04 14:28:20,reuters,"Airlines from around the world are feeling the pinch of global conflicts as missiles and drones, airspace closures and location spoofing cause canceled flights and expensive re-routings.   The Israeli-Palestinian conflict in the Middle East since October 2023 led to commercial aviation sharing the skies with short-notice barrages of drones and missiles across major flight paths – some of which were reportedly close enough to be seen by pilots and passengers.   Russian airports, including in Moscow, are now regularly shut down for brief periods due to drone activity, while interference with navigation systems, known as GPS spoofing or jamming, is surging around political fault lines worldwide.   When hostilities broke out between India and Pakistan last month, the neighbours blocked each other's aircraft from their respective airspace.   Isidre Porqueras, chief operating officer at Indian carrier IndiG said the recent diversions were undoing efforts to reduce emissions and increase airline efficiencies. 🔗 Read the full report at the link in bio.",56647,95,11,19,US,7512100729474108718,Aviation News,Infrastructure,
2025-06-04 12:46:50,reuters,"Billionaire Elon Musk plunged into the congressional debate over President Donald Trump's sweeping tax and spending bill, calling it a ""disgusting abomination"" that will increase the federal deficit. The White House said Trump was aware of Musk's latest posts blasting the bill. ""It doesn't change the president's opinion. This is one big, beautiful bill, and he's sticking to it,"" White House Press Secretary Karoline Leavitt told reporters at a briefing. #musk #trump #politics #bill #taxes #whitehouse",5743314,141448,2067,7867,US,7512074394148015403,Politics,Politics,Taxes
2025-06-04 09:00:00,reuters,"A heavy police presence was seen at Beijing’s Tiananmen Square on the 36th anniversary of the 1989 crackdown on pro-democracy protests, while Hong Kong tightened security around Victoria Park, the site of past mass candlelight vigils. #Tiananmen #TiananmenSquare #security #China #VictoriaPark #HongKong",29485,307,23,118,US,7511999586303708462,World News,World,
2025-06-04 07:13:00,reuters,"Beta Technologies became the first U.S. company to land an all-electric aircraft at an airport in the New York-New Jersey region, the company and port authorities said. #aircraft #electric #BetaTechnologies #JFKairport #NYC",270119,9288,1625,624,US,7511988305995582763,Aviation,Infrastructure,
2025-06-04 16:00:00,reuters,"Mia Farrow stars in Broadway play ""The Roommate"" alongside Patti LuPone. The Tony-nominated actor shares the importance of Broadway and artist expression in what she calls today's ""troubling"" climate. #Tonys #MiaFarrow #TheRoommate #PattiLuPone #Broadway #Entertainment",5904,55,3,13,US,7511434441789623595,Entertainment,Entertainment,
2025-06-05 21:08:40,reuters,"Nationals of 12 countries have been banned from entering the United States from June 9, 2025, following a proclamation signed by President Donald Trump.  🔗 Read the full article at the link in bio. ",19579,163,2,19,US,7512575145978989867,Politics,Politics,Immigration
2025-06-05 20:00:00,reuters,"A large fire erupted at a bus depot in the Nicetown neighborhood of Philadelphia, Pennsylvania. Local media reported the buses were not in use and had been decommissioned. #fire #philadelphia #bus #busdepot #pennsylvania #usa",28043,362,12,14,US,7512537259292396846,Local News,Local News,
2025-06-05 18:34:04,reuters,"President Donald Trump lashed out against his ally Elon Musk, saying he was ""disappointed"" by the billionaire's public opposition to the sweeping tax-cut and spending bill that is at the heart of his agenda. Even as Trump was speaking, Tesla CEO Musk unleashed a series of critical responses on X. ""Without me, Trump would have lost the election,"" he wrote. 🔗 Live updates of the public feud at our link in bio. #trump #musk #tax #spending #bill #usa #tesla",52471,866,95,107,US,7512535300128771370,Politics,Politics,Taxes
2025-06-05 15:47:05,reuters,Multiple explosions rocked Ukraine's Kharkiv on June 5 as Russia attacked the city with several drones. The Kremlin said Russia will respond to Ukraine's latest attacks as and when its military sees fit after Ukraine used drones to strike Russian heavy bomber planes at air bases in Siberia and the far north. #ukraine #russia #kharkiv #drone #attack #war,136563,3701,89,493,US,7512492258760101166,World News,World,
2025-06-05 12:55:49,reuters,"Donald Trump signed a proclamation on June 4 banning the citizens of 12 countries from entering the United States, saying the move was needed to protect against ""foreign terrorists"" and other security threats. The directive is part of an immigration crackdown Trump launched this year at the start of his second term, which has included the deportation to El Salvador of hundreds of Venezuelans suspected of being gang members, as well as efforts to deny enrollments of some foreign students and deport others. 🔗 Read the full list of countries affected at our link in bio #trump #travel #ban #politics #usa #immigration",12032,236,25,72,US,7512448130558725418,Immigration Policy,World,
2025-06-05 12:00:06,reuters,"Muslim pilgrims set off at dawn to gather at Mount Arafat as they mark what is considered the annual hajj’s most important day, Arafat Day. Once arriving at Mount Arafat, pilgrims climb the landmark and perform prayers. #hajj #muslim #religion #pilgrim #pray #saudiarabia",60670,4355,131,99,US,7512433773644959019,Religion,Religion,
2025-06-05 11:29:43,reuters,"Nintendo's Switch 2 hits stores globally - but unless you've preordered, it's sold out everywhere. Elena Casas explains how tariffs have caused problems in Nintendo's supply chain. #nintendo #switch2 #gaming #console #tariffs #trump",11350,191,7,25,US,7512425938643127594,Technology,Technology,
2025-06-05 16:00:00,reuters,"Audra McDonald, who this year became the most Tony-nominated performer in history, says it's an ""incredible honor"" to be the first Black woman to play ""Rose"" in ""Gypsy."" The Broadway revival is also nominated for a Tony Award. #Gypsy #AudraMcDonald #Tonys #Broadway #Musical #Entertainment",37033,1135,9,20,US,7511467002691587374,Entertainment,Entertainment,
2025-06-06 23:00:00,reuters,"In a Cantonese opera inspired by U.S. President Trump, a Chinese actor donning a blond wig spars on stage with a man playing a double of Ukrainian President Zelenskiy, ridiculing his outfit and fighting with him in the White House. 🔗 Read more about the sold-out show 'Trump, The Twins President' at our link in bio. #opera #hongkong #trump #zelenskiy #ukraine #theatre #cantonese",463589,40175,12481,952,US,7512945680126659886,Entertainment,Entertainment,
2025-06-06 22:00:00,reuters,"President Donald Trump and billionaire Elon Musk's once-close relationship imploded this week, amid a bitter feud over the president's sweeping tax-cut bill. Here's a look back at some of the key moments in their relationship. #trump #musk #elonmusk #donaldtrump #tesla #bill #washington #feud",30342,568,20,49,US,7512933633267600686,Politics,Politics,Taxes
2025-06-06 19:51:19,reuters,"President Donald Trump and billionaire Elon Musk battled openly this week in an extraordinary display of hostilities that marked a stark end to a close alliance, rattling U.S. politics and markets. Here's a look at how we got here. 🔗 Follow live updates of the fallout at our link in bio. #trump #musk #elonmusk #donaldtrump #tesla #bill #washington #feud",26169,400,19,25,US,7512926207713905966,Politics,Politics,Trump Administration
2025-06-06 21:00:00,reuters,"Survivors of Catholic moral rehabilitation institutes in Spain, where thousands of women and girls endured harsh treatment during Francisco Franco's dictatorship and beyond, are seeking recognition and a national apology for their suffering as the country marks the 50th anniversary of the dictator's death. #CatholicChurch #Spain #Survivor #Rehab #news #Reuters",25051,531,14,16,US,7512925876749831470,National News,Politics,Crime
2025-06-06 17:21:11,reuters,"After Donald Trump, the world's most powerful leader, and Elon Musk, the world's richest man, battled openly in an extraordinary day of hostilities, some Americans said it was ""predictable"" that ""two rich men with two big egos"" would fall out. 🔗 Click our link in bio for live developments. #trump #musk #tesla #washington #feud #bill #american #usa",13919,239,2,18,US,7512887506086399278,Politics,Politics,Trump Administration
2025-06-06 15:30:00,reuters,"Warning: This video contains profane language throughout. Missiles hit the western Ukrainian city of Lutsk on June 6, where prosecutors said an attack damaged private homes, educational institutions and a government building. Ukrainian President Volodymyr Zelenskiy said 49 people nationwide were injured in Russian air attacks, which also struck several other towns and cities, as he called on Ukraine's Western allies to ramp up pressure on Russia. #russia #ukraine #lutsk #war #missile #attack #putin #zelenskiy",191333,5956,398,517,US,7512849030242684202,World News,World,
2025-06-06 14:12:42,reuters,"Since Elon Musk became more active in politics, Tesla's sales and share price have suffered. Ramzan Karmali looks into whether shareholders could remove him as the company's CEO.   🔗 Keep up with Tesla's shares at our link in bio. #elonmusk #musk #trump #tesla #politics",23116,343,9,26,US,7512838839292005674,Business,Business & Economy,
2025-06-06 09:33:22,reuters,"Leaders of the New Zealand Te Pati Maori said that they ""stood their ground"" following their historically lengthy suspension from parliament, and emphasized that they would not allow “colonialist views” to put them down. Three members of parliament performed the haka last November ahead of a vote on a controversial bill that would have reinterpreted a 185-year-old treaty between the British and Indigenous Maori that still guides the country's policy and legislation. #NewZealand #Maori #haka #protest #politics",174282,5551,82,735,US,7512767057901915434,Politics,Politics,Democracy
2025-06-06 05:11:43,reuters,"US President Donald Trump's directive banning citizens from 12 countries from entering the United States includes a key carve out for athletes, LA28 CEO Reynold Hoover told Reuters. #travelban #LA28 #Olympic #athletes #ReynoldHoover #Trump",29140,494,8,280,US,7512699445818035502,Politics,Politics,Immigration
2025-06-06 03:32:22,reuters,"Guatemalan authorities ordered preventive evacuations in communities near the ‘Fuego’ Volcano after heightened ash and lava emissions, expected to persist for several hours. #FuegoVolcano #ash #evacuation #Guatemala #volcano",54349,1643,191,81,US,7512673903094025518,Breaking News,Breaking News,
2025-06-06 16:00:00,reuters,"Joy Woods, who at 25 is nominated for a Tony Award for her role as ""Louise"" in the Broadway revival of ""Gypsy,"" speaks to Reuters about the parallels of growing up alongside her character. #Tonys #Gypsy #JoyWoods #Broadway #Musical #Entertainment",23214,864,13,11,US,7512193750488075562,Entertainment,Entertainment,
2025-06-07 20:30:00,reuters,"👜 Sotheby's is set to auction the original prototype of the Hermès Birkin bag, famously crafted for and carried by actor, Jane Birkin. The auction is planned for July. #Birkin #JaneBirkin #Hermes #Auction #Sothebys #BirkinBag",94401,1702,182,56,US,7512948449143180590,Fashion,Arts & Culture,
2025-06-07 17:00:00,reuters,"The Mid-Ohio Food Collective feeds around 35,000 families every week across the state, which handed Republican President Donald Trump three straight victories. But his government cuts have sharply reduced the funds it has to supply pantries, and more austerity could be coming. #UnitedStates #FoodBank #FoodInsecurity #Trump #News #Reuters",80436,1260,25,43,US,7512919679502175534,Politics,Politics,Trump Administration
2025-06-07 16:00:00,reuters,"Tony-nominated actors share the shows they loved and most look forward to seeing on Broadway – once they have the time. Here are your tips from experts Bob Odenkirk, Conrad Ricamora, Marjan Neshat, Jak Malone and Joy Woods. #Broadway #Purpose #Boop #Tonys #Gypsy #English",8291,133,4,11,US,7512549129214774574,Entertainment,Entertainment,
2025-06-07 15:00:00,reuters,"Martina Kia is breaking new ground in Uganda's wildlife conservation efforts, caring for nearly 1,000 animals from over 40 species at the CTC Conservation Center near Kampala. #uganda #vet #animal #wildlife #conservation #zebra #lemur #lion",27547,1984,18,45,US,7512075267079179563,Environment,Climate & Environment,
2025-06-07 05:00:00,reuters,"In the heart of Kyiv, amid the constant air-raid sirens, aid-defense sounds, and drones flying overhead, there is a cafe where distressed residents of the capital find solace in the company of playful piglets.    #pig #cafe #therapy #kyiv #ukraine #war #mentalhealth",9780,180,8,12,US,7511369409626131754,Human Interest,Human Interest,
2025-06-08 13:00:00,reuters,"Jak Malone talks about acting in Broadway show 'Operation Mincemeat' and how Americans will enjoy its Britishness. To prepare for his Tony-nominated role, Malone cuddles with his Italian Greyhound Dracula 🐶 #Broadway #Tonys #OperationMincemeat #JakMalone #Entertainment #News",11121,137,7,17,US,7512574720215207214,Entertainment,Entertainment,
2025-06-08 15:00:00,reuters,"A Swiss-led team developed an AI-driven, four-legged robot that can play badminton against human opponents. It uses reinforcement learning, a type of artificial intelligence that improves decision-making through repeated attempts. #ai #artificialintelligence #robot #badminton #sports #tech",12067,152,7,13,US,7511774612267732270,Technology,Technology,
2025-06-08 05:00:00,reuters,"A newly isolated marine-derived fungus that can degrade polypropylene, discovered by Australian researchers, could represent a breakthrough in the battle against plastic waste. #plastic #waste #environment #fungus #research #science",14676,165,3,16,US,7511743282674732334,Environment,Climate & Environment,
2025-06-09 18:03:38,reuters,"Swedish activist Greta Thunberg recorded a video before Israeli naval forces boarded and seized pro-Palestinian charity vessel Freedom Flotilla Coalition (FCC). ""If you see this video, we have been intercepted and kidnapped in international waters by Israeli occupational forces or forces that support Israel,"" Thunberg, 22, said in a video released by the FCC, filmed before the vessel was captured. ""I urge all my friends, family and comrades to put pressure on the Swedish government to release me and the others as soon as possible."" The British-flagged yacht had aimed to deliver a symbolic amount of aid to Gaza later on Monday and raise international awareness of the humanitarian crisis there. 🔗 Read more at our link in bio. #gretathunberg #freedomflotillacoalition #fcc #gaza #israelhamaswar #sweden #israel #idf",51505,1900,66,125,US,7514011726996639022,International News,World,
2025-06-09 16:30:00,reuters,"Apple is set to unveil new products at its annual software developer conference, but its stock is down more than 18% this year — well below other Big Tech companies. Elena Casas explains why investors aren't currently betting on Apple. #apple #tech #stock #market #wwdc #artificialintelligence #ai",35602,649,20,58,US,7513977728647859502,Business,Business & Economy,
2025-06-09 15:30:00,reuters,"The battle between Donald Trump and Elon Musk was triggered by months of intense stress on both sides and needs to stop, Musk's father told Reuters at a conference in Moscow organized by conservative Russian tycoons. Asked whether he thought his son had made a mistake by engaging in a public clash with the president, Errol Musk said people were sometimes unable to think as clearly as they should ""in the heat of the moment."" 🔗 Read how he thinks the feud will end at our link in bio. #elonmusk #donaldtrump #trump #musk #tesla #usa #politics",264661,2841,176,396,US,7513956609610206510,Politics,Politics,Trump Administration
2025-06-09 14:07:47,reuters,"President Donald Trump deployed National Guard troops onto protests in California on June 8, 2025, after two days of protests by hundreds of demonstrators against immigration raids.   California state and local officials, mainly Democrats, accuse Trump of inflaming initially small-scale protests by mounting a federal response. He calls the protesters insurrectionists.    The unrest in Los Angeles has become a major flashpoint in Trump's signature effort to clamp down on illegal immigration. 🔗 Follow Reuters live coverage of the protests at the link in bio",301423,5801,113,3630,US,7513950779284278570,Politics,Politics,Immigration
2025-06-09 11:15:00,reuters,"A runaway zebra was captured and airlifted back to its owner after a week on the loose in Tennessee, local officials said. #zebra #animal #tennessee #helicopter #rescue #usa",41495,429,29,28,US,7513899855870250283,Local News,Local News,
2025-06-09 09:56:31,reuters,"Israeli naval forces boarded and seized a charity vessel that had tried to break a naval blockade of the war-torn Gaza Strip and the boat with its crew of 12, including activist Greta Thunberg, is now heading to a port in Israel. The British-flagged yacht, Madleen, which is operated by the pro-Palestinian Freedom Flotilla Coalition, was aiming to deliver a symbolic amount of aid to Gaza later on Monday and raise international awareness of the humanitarian crisis there. #aid #gaza #israel #GretaThunberg",46575,543,8,38,US,7513885801009204522,World News,World,
2025-06-09 10:00:00,reuters,"Join Reuters' Chief Correspondent for Thailand and Myanmar Devjyot Ghoshal for a day in bustling Bangkok – exploring Benjakitti Park, riding a passenger boat down the Chao Phraya River and finishing the day with a delicious Kra pao dish. #bangkok #thailand #travel #tourism #chaophraya #krapao",21714,124,1,9,US,7513873053776940330,Travel,Food & Lifestyle,
2025-06-09 04:35:20,reuters,Broadway stars at the Tony Awards tell us their red-carpet secrets. #tonyawards #broadway #redcarpet #theater,18866,114,1,16,US,7513803352833150254,Entertainment,Entertainment,
2025-06-09 04:20:50,reuters,Footage showed flames and thick smoke as demonstrators set Waymo cars on fire during an anti-ICE protest in Los Angeles. #ICEprotest #Waymo #LosAngeles #protest #immigrationraid #California,228543,8393,1563,805,US,7513799669961674030,Breaking News,Breaking News,
2025-06-09 04:05:46,reuters,'Hamilton' original cast members tell us what it was like to reunite to perform at the Tony Awards. #tonyawards #broadway #hamilton #redcarpet #theater,25480,1439,21,21,US,7513795804189019434,Entertainment,Entertainment,
2025-06-09 03:11:44,reuters,"This or that, Tony Awards edition: Theater stars tell us if they prefer high camp or high drama, dollar slice or fancy pizza, and more. #tonyawards #thisorthat #broadway #westend #theater Featuring: Michelle Williams Adam Lambert Kristin Chenoweth Sara Bareilles Joy Woods Alex Edelman Eli Rallo James Monroe Iglehart Bonnie Milligan Jason Laks Tala Ashe Sanaz Toossi Daveed Diggs Emmy Raver-Lampman Camille A. Brown Jessica Hecht Tom Felton Okieriete 'Oak' Onaodowan Marg Horwell",12426,58,7,12,US,7513781888272583982,Entertainment,Entertainment,
2025-06-09 02:57:06,reuters,"Anti-ICE protesters and police officers faced off on the 101 Freeway, a major thoroughfare in downtown Los Angeles. #ICEprotest #LosAngeles #lafreeway #protest #immigrationraid #California",130520,3500,220,268,US,7513778144424267050,Local News,Local News,
2025-06-09 03:30:00,reuters,"Cole Escola, star and writer of the hit comedy ""Oh, Mary!"" explains their Bernadette Peters-inspired look on the red carpet at the Tony Awards. #tonyawards #coleescola #ohmary #redcarpet #Broadway #theater ",38869,1680,40,222,US,7513773120352914734,Entertainment,Entertainment,
2025-06-09 02:30:00,reuters,"Broadway stars including Jasmine Amy Rogers, Bonnie Milligan, Jessica Hecht and others on The Tony Awards red carpet talk about whether theater is political. #tonyawards #jasmineamyrogers #bonniemilligan #jessicahecht #TomFelton #AdamLambert",17387,403,14,17,US,7513764114896899371,Entertainment,Entertainment,
2025-06-09 01:26:58,reuters,"WARNING: STRONG LANGUAGE People in Los Angeles, California, protest against raids carried out as part of U.S. President Donald Trump's strict immigration policy being pushed back by National Guard troops and federal agents. #ICEprotest #LosAngeles #protest #NationalGuard #California #immigration",489590,61852,3439,2381,US,7513754883015658795,Politics,Politics,Immigration
2025-06-10 14:09:32,reuters,"At least nine people were reported killed and a number of others injured in a shooting at a school in the southern Austrian city of Graz, the city's mayor said. The 21-year old sole suspect in a school shooting in the Austrian city of Graz was a pupil at the school but did not graduate, Interior Minister Gerhard Karner. 🔗 Read more at the link in bio #austria #school #shooting #graz #police",38493,419,14,28,US,7514322355775130923,Breaking News,Breaking News,
2025-06-10 13:18:42,reuters,"Swedish activist Greta Thunberg said she was kidnapped on international waters by Israeli forces, as she arrived at Paris Charles de Gaulle airport after being deported from Israel. Thunberg, 22, arrived in Paris a day after the Israeli navy prevented her and a group of fellow pro-Palestinian activists from sailing to Gaza. Israeli forces boarded the charity vessel as it neared Gaza early on Monday, trying to break through a years-old naval blockade of the coastal enclave, and seized the 12-strong crew, including Thunberg. Israel dismissed the voyage as a pro-Hamas publicity stunt.  ""The tiny amount of aid that was on the yacht and not consumed by the ‘celebrities’ will be transferred to Gaza through real humanitarian channels,"" the Foreign Ministry said. 🔗 Read more at our link in bio #greta #thunberg #war #israel #gaza #aid #boat",6003608,1072641,16942,4009,US,7514309200324005166,World News,World,
2025-06-10 10:55:43,reuters,"Russia launched another prolonged drone attack on Kyiv on June 10, injuring people and damaging swathes of the Ukrainian capital. The overnight strikes followed Russia's biggest drone assault of the war on Ukraine on June 9 and were part of intensified bombardments, which Moscow says are retaliation for attacks by Ukrainian forces on Russia. #ukraine #kyiv #russia #war #drone #strike",537419,22719,500,1523,US,7514272256994872618,World News,World,
