username,created_at,text,likes,reposts,section
The Washington Post,2025-05-29 16:05:05,"Breaking news: President Donald Trump’s tariffs can continue for now, after an appeals court granted the Trump administration's request to temporarily stay a lower court’s order.",63,24,Politics
The Washington Post,2025-05-29 15:26:02,"Three women and two doctors are suing Kansas over a law that nullifies a person’s decisions about end-of-life care if they are pregnant, arguing that it violates the right to personal autonomy and equal protection under the state constitution.",2499,621,Legal News
The Washington Post,2025-05-29 14:51:53,"Billionaire Elon Musk is formally leaving the Trump administration after months of overseeing contentious federal spending.

While DOGE team’s status and legacy remain up in the air, we took a look back on Musk’s major moments:",68,15,Business News
The Washington Post,2025-05-29 14:21:44,"A new partnership will link United’s MileagePlus and JetBlue’s TrueBlue loyalty programs, allowing members of each to earn and redeem points on either carrier’s flights, as soon as this fall.",58,13,Business
The Washington Post,2025-05-29 13:24:55,Irreversible tipping points in the climate system — like the melting of Arctic ice sheets or the wide-scale collapse of coral reefs — are closer than scientists previously believed.,526,286,Environment
The Washington Post,2025-05-29 13:14:51,"The 2-year-old, native-born U.S. citizen, removed by ICE in February, is now stuck in Poté on a soon-to-expire tourist visa without a Brazilian citizen’s access to routine pediatric checkups, day care or school @terrencemccoy.bsky.social and Marina Dias report
www.washingtonpost.com/world/2025/0...",125,68,World News
The Washington Post,2025-05-29 12:31:02,Breaking news: A federal judge blocked the Trump administration’s attempt to bar international students from enrolling at Harvard. The ruling grants Harvard a win in one of the most high-stakes battles in its ongoing war with the administration.,631,162,Politics
The Washington Post,2025-05-29 12:00:03,"The federal Court of International Trade ruled that President Trump exceeded his authority in imposing broad tariffs on goods imported from around the world.

We explain what the Court of International Trade is, which tariffs have been halted and what happens next.",93,12,Legal News
The Washington Post,2025-05-29 11:28:46,"A marine heat wave has formed near Florida, the Caribbean and Bahamas, which can enhance the level of moisture and fuel available for storms, heighten humidity and help lock in unusually high temperatures for weeks.",211,65,Weather
The Washington Post,2025-05-29 10:08:06,"An underappreciated aspect of the new WMO report -- if the temperature predictions are correct, the world will pass 1.5C in as a long-term average (i.e., the _actual_ Paris goal) in 2027. 

In just two years. 

www.washingtonpost.com/climate-envi...",196,119,Climate Change
The Washington Post,2025-05-29 10:43:34,your dose of joy and hope this morning: our feature on the effort to adopt dogs on the Ukrainian front lines. www.washingtonpost.com/world/intera...,67,13,Human Interest
The Washington Post,2025-05-29 10:45:48,"President Trump extended relief to at least 11 people whose crimes spanned decades and included tax evasion and extortion, according to a White House official.

The pardon recipients confirmed by the official all had felony convictions, like Trump, and could see an array of benefits.",96,56,Politics
The Washington Post,2025-05-29 10:19:46,"Breaking news: The Supreme Court narrowed the scope of government-required environmental reviews for major infrastructure projects, overturning a lower-court block on a controversial rail line in Utah that would carry billions of gallons of oil.",45,19,Politics
The Washington Post,2025-05-29 10:02:51,"""I studied in the U.S. because I loved what America is about: it’s open, inclusive and diverse. Now my students and I feel slapped in the face"" www.washingtonpost.com/immigration/... @davidnakamura.bsky.social",112,28,Immigration
The Washington Post,2025-05-29 09:56:14,"A relocation of Newtok, Alaska, residents highlights how ill-prepared the United States is to respond to the way climate change is making some places uninhabitable, according to an investigation by The Post, ProPublica and KYUK radio.",863,299,Environment
The Washington Post,2025-05-29 09:28:43,"Elon Musk, a key adviser to President Donald Trump who oversaw the U.S. DOGE Service, said Wednesday that he is leaving the administration after leading a contentious effort to reshape the federal bureaucracy and slash government spending. wapo.st/3ZzCGO3",63,15,Politics
The Washington Post,2025-05-29 09:03:34,"Wildfires in the Canadian province of Manitoba, which shares a border with the United States, have prompted authorities to declare a state of emergency and order tens of thousands of people to leave their homes.

Winds will likely blow wildfire smoke into Midwestern states.",1812,699,Breaking News
The Washington Post,2025-05-29 08:34:07,"Rep. Jamie Raskin, the top Democrat on the House Judiciary Committee, opened a probe into the private dinner that President Trump hosted for top investors in his meme coin, seeking to highlight the ethical and legal concerns raised by the president’s willingness to profit while in office.",623,138,Politics
The Washington Post,2025-05-29 08:08:00,Analysis by Ben Golliver: Oklahoma City’s 124-94 victory over the Minnesota Timberwolves in Game 5 of the Western Conference finals returned the franchise to the Finals for the first time since 2012 and avenged a heartbreaking West finals loss to the Golden State Warriors in 2016.,49,5,Sports
The Washington Post,2025-05-29 07:44:13,"Lawyers for the Trump administration said officials are complying with a federal judge’s orders to return a wrongly deported Guatemalan man to the United States, one of the first public signs of a turnaround by a government that has aggressively resisted returning deportees.",158,47,Immigration
The Washington Post,2025-05-29 07:09:23,"A specialized federal court in New York ruled that most of President Trump’s tariffs — including those on Chinese goods — are illegal, upending negotiations with more than a dozen nations and creating fresh uncertainty for countless American businesses.",255,64,Economy
The Washington Post,2025-05-28 22:00:07,"Elon Musk, a key adviser to President Trump who oversaw the U.S. DOGE Service, said he is leaving the administration.

A day earlier, in a huge break with Trump and Republicans, Musk said he did not approve of the president's major spending bill.",188,45,Politics
The Washington Post,2025-05-28 21:03:57,"A New Jersey federal judge ruled that the detention of Mahmoud Khalil, a student activist from Columbia University, was unconstitutional.

But the judge declined to issue a preliminary injunction in the case, so Khalil must remain in detention.",232,58,Legal News
The Washington Post,2025-05-28 20:31:33,Breaking news: Secretary of State Marco Rubio has announced that the State Department will ‘aggressively revoke’ visas for Chinese students with ties to the Chinese Communist Party and those studying in “critical fields.”,67,28,Politics
The Washington Post,2025-05-28 20:17:57,"Breaking news: Qatar has asked the U.S. to clarify that the pending transfer of a luxury jetliner President Trump wants for Air Force One was initiated by the administration and that Qatar was not responsible for any future transfers, officials said.",1757,514,Politics
The Washington Post,2025-05-28 19:47:01,Breaking news: The Court of International Trade ruled that President Donald Trump exceeded his authority in imposing tariffs on all imported goods. The president invoked a 1977 law that granted him emergency powers over the economy.,398,113,Politics
The Washington Post,2025-05-28 19:15:13,"Health and Human Services Secretary Robert F. Kennedy Jr.’s surprise announcement ending coronavirus vaccine recommendations for healthy children and pregnant women blindsided the agency, according to officials.",2127,764,Health News
The Washington Post,2025-05-28 18:38:03,"Tracking Trump, Day 129:

• Republicans reject a ""millionaire tax""
• RFK Jr.'s attack on scientific journals
• Elon Musk disapproves of Trump's bill

Plus more to know for May 28: www.washingtonpost.com/the-seven-tr...

📥 Get the newsletter: www.washingtonpost.com/newsletters/...",45,13,Politics
The Washington Post,2025-05-28 16:31:48,A federal judge in New York cleared a path for the Treasury Department’s DOGE team to access data systems that contain sensitive financial information on millions of Americans.,89,57,Finance
The Washington Post,2025-05-28 16:12:06,A group of activist Tesla shareholders are calling on CEO Elon Musk to devote at least 40 hours a week to the company after he spent much of the past year focused on federal politics.,210,39,Business
The Washington Post,2025-05-28 15:10:29,"Researchers have developed new tools that can deliver genes and selectively activate them in hundreds of different cell types in the brain and spinal cord. Scientists hope this could help treat ALS, Parkinson’s disease and Alzheimer’s.",991,262,Health
The Washington Post,2025-05-28 14:19:00,Planned Parenthood has paused abortions in Missouri after the state Supreme Court ruled a judge used the wrong standard to block abortion restrictions. The decision comes after voters approved a constitutional right to reproductive freedom last November.,220,92,Health News
The Washington Post,2025-05-28 12:50:59,"Yes, double-dipping can transmit bacteria and viruses from your mouth to the shared bowl. And yes, in theory, those microorganisms can be spread to other eaters. But in most cases, that might not be as risky as it seems.",119,15,Health
The Washington Post,2025-05-28 12:22:11,"International students contributed $44 billion to the U.S. economy in the 2023-2024 school year. Economists warn that the loss of international students would affect not just the schools that depend on their tuition but local and state economies, as well.",207,93,Economy
The Washington Post,2025-05-28 12:13:10,The New York Fed estimates that more than 9 million borrowers will see their credit scores nosedive as their history of missed student loan payments will return to their credit. The good news is they can fix it.   www.washingtonpost.com/business/202...,28,9,Business
The Washington Post,2025-05-28 11:54:05,A Venezuelan artist who was part of a viral song begging President Trump not to deport him hopes to make the same case in immigration court that he made in the song: that he deserves a shot at the American Dream.,74,19,Immigration
The Washington Post,2025-05-28 11:26:42,"DC Streetcars will be phased out after just a little over a decade in service, a little longer than it took to build. In its place Mayor Muriel Bowser promises a “next generation streetcar,” otherwise known as an electric bus www.washingtonpost.com/dc-md-va/202...",121,20,Transportation
The Washington Post,2025-05-28 11:31:36,Analysis by Glenn Kessler: There is no dispute that people have died because the Trump administration abruptly suspended foreign aid. One might quibble over how many people have died. But you can’t call it a lie.,739,220,Fact Check
The Washington Post,2025-05-28 09:29:48,"A great story from Anahad O'Connor. 

What to look for and avoid in a protein bar --> wapo.st/4k9zOzT",22,3,Health
The Washington Post,2025-05-28 09:30:47,"After a flurry of offseason moves, the Fever’s depth will be tested without Caitlin Clark as she misses her first regular season game since high school. www.washingtonpost.com/sports/2025/...",7,1,Sports
The Washington Post,2025-05-28 10:51:17,House Republicans rejected a push by some allies of President Donald Trump to include tax hikes on the rich in sweeping legislation they passed last week — a decision that could carry repercussions into next year’s elections.,71,28,Politics
The Washington Post,2025-05-28 10:06:08,"Elon Musk said in an interview that slashing the size of federal government proved far tougher than he expected and lamented the intense criticism leveled at the U.S. DOGE Service, which he has led. wapo.st/4kFrCY1",165,27,Business
The Washington Post,2025-05-28 09:38:17,Column by Michelle Singletary: Here’s the truth about navigating the aftermath of student loan delinquency if your score dropped dramatically.,28,6,Finance
The Washington Post,2025-05-28 08:53:05,"A federal judge ruled that the Treasury Department’s DOGE team could access sensitive financial information on millions of Americans, but they must be vetted and trained first.",59,43,Finance
The Washington Post,2025-05-28 08:21:40,"President Donald Trump lashed out at the Kremlin on Tuesday for its unwillingness to negotiate a ceasefire with Ukraine as he continued to consider increased sanctions against Russia.

In perhaps his harshest rhetoric yet against Vladimir Putin, Trump declared that Putin is “playing with fire.”",68,20,Politics
The Washington Post,2025-05-28 07:52:46,"Trump’s pick to investigate waste, fraud and abuse at the Labor Department, Anthony D’Esposito, is a former Republican congressman who lost his New York seat after he was accused of putting his mistress and fiancée’s daughter on his payroll.",210,101,Politics
The Washington Post,2025-05-28 07:16:04,"Health and Human Services Secretary Robert F. Kennedy Jr. said that he could bar government scientists from publishing in the world’s leading medical journals, instead proposing the creation of “in-house” publications by his agency.",5421,2166,Health News
The Washington Post,2025-05-27 21:55:41,"Several times a month, if not multiple times a week, Wings of Rescue flies pets from precarious situations, such as overcrowded shelters or natural disaster zones, to safety.

Since its founding in 2012, the nonprofit has transported nearly 79,000 animals.",1778,349,Animal Welfare
The Washington Post,2025-05-27 21:22:24,"After launching into space, SpaceX loses another Starship in test flight.

The spacecraft came apart midflight Tuesday evening after a successful launch to space. There was no crew aboard the test flight.",480,125,Space News
The Washington Post,2025-05-27 20:52:20,The State Department on Tuesday suspended foreign students’ visa appointments as it weighs expanded guidelines for screening applicants’ social media accounts.,74,32,Politics
The Washington Post,2025-05-27 15:11:14,"After not participating in the past two Winter Olympics, NHL players will play in Milan. But Alex Ovechkin will not be among them.",50,11,Sports
The Washington Post,2025-05-27 19:42:26,"President Donald Trump will soon pardon Todd and Julie Chrisley, the former stars of USA Network’s “Chrisley Knows Best,” who were found guilty of fraud and tax evasion, the White House confirmed on Tuesday.",180,61,Politics
The Washington Post,2025-05-27 18:48:34,"Tracking Trump, Day 128:

• A rift in Pete Hegseth's inner circle
• RFK's new covid vaccine recommendations
• NPR sues Trump administration

Plus more to know for May 27: www.washingtonpost.com/the-seven-tr...

📥 Get the newsletter: www.washingtonpost.com/newsletters/...",63,17,Politics
The Washington Post,2025-05-27 18:18:39,"Michael “Mike” Nedd, a 30-year veteran of Bureau of Land Management who serves as deputy director for administration and programs, was removed Tuesday.

He had reportedly told career employees to ignore a memo from an appointee of the U.S. DOGE Service.",599,255,Politics
The Washington Post,2025-05-27 17:01:49,"Charles didn’t mention Trump in his Speech from the Throne. Given all its references to Canada‘s independence, sovereignty and new friends, he didn’t have to

Amanda Coletta reports from Toronto

www.washingtonpost.com/world/2025/0...",152,32,Politics
The Washington Post,2025-05-27 15:34:16,"A former assistant to Sean Combs testified that the rapper showed up at her home with a gun and told her he was going to Kid Cudi’s house “to kill him"" after learning about Cudi's relationship with Casandra Ventura.

Follow more from the trial:",60,16,Entertainment News
The Washington Post,2025-05-27 15:24:56,"The Trump administration is directing federal agencies to cancel or redirect contracts with Harvard University, an effort that affects roughly $100 million in federal agreements with the Ivy League institution.",51,26,Politics
The Washington Post,2025-05-27 13:26:17,"The Supreme Court declined to take the case of a Massachusetts middle school student who said his free speech rights were violated when school administrators forbid him to wear a T-shirt that read, “There Are Only Two Genders.”",100,17,Legal News
The Washington Post,2025-05-27 11:58:36,Breaking news: Health and Human Services Secretary Robert F. Kennedy Jr. is ending his agency's recommendation that healthy pregnant women and healthy children receive the coronavirus vaccine.,2889,1083,Health
The Washington Post,2025-05-27 11:31:18,"Millions of Americans are suddenly facing dramatically lower credit scores from delinquent student loans, making it tougher for them to secure housing, insurance, car loans, even employment at a vulnerable time for the U.S. economy.",162,81,Economy
The Washington Post,2025-05-27 10:59:46,"NPR sued the Trump administration on Tuesday, saying that a May 1 executive order violates the news organization’s First Amendment rights.

“This is not about politics — it is about principle,” the member stations wrote in a joint statement.",302,55,Legal News
The Washington Post,2025-05-27 10:05:22,"North Korea blasted President Donald Trump’s plans for a defense shield designed to track and intercept missiles on Tuesday, calling it a “very dangerous” and “threatening” move that could be used for offensive purposes. 
www.washingtonpost.com/world/2025/0...",44,8,World News
The Washington Post,2025-05-27 10:26:28,"More than 32,000 low-paid AmeriCorps service workers were terminated in a sweeping budget cut last month that gutted the national service program.

The April 25 move was one of the biggest government cutbacks since the Trump administration took office, but went largely unnoticed.

Here’s why:",161,93,Politics
The Washington Post,2025-05-27 09:52:00,"☀️ Summer is on the way. ☀️

Find out where it will be unusually hot, humid, wet and sunny — and what parts of the country might see drought intensify.",27,2,Weather
The Washington Post,2025-05-27 09:12:12,"Border czar Tom Homan, captain of the ""zero tolerance"" policy that split migrant parents from their kids, was paid money by the private-prison company that profits off detaining immigrants. Drain the swamp www.washingtonpost.com/business/202... @douglasmac.bsky.social @aaronschaffer.com",572,277,Politics
The Washington Post,2025-05-27 09:17:19,"At the Pentagon, personality conflicts persist and inexperience reigns, fueling internal speculation about Defense Secretary Pete Hegseth’s long-term viability in President Trump’s Cabinet.",351,83,Politics
The Washington Post,2025-05-27 08:44:01,Deputy Director Dan Bongino said the FBI will reexamine the leaked Supreme Court draft decision to overturn Roe v. Wade and the discovery of cocaine at the White House.,220,76,Politics
The Washington Post,2025-05-27 08:16:51,"The third week of testimony in Sean “Diddy” Combs’s sex-trafficking and racketeering case will bring more government witnesses to the stand, including Combs’s former assistant Capricorn Clark. 

Follow for live updates here:",47,7,Crime
The Washington Post,2025-05-27 08:11:33,"Border czar Tom Homan earned at least $5,000 in fees consulting for a division of the GEO Group, one of two companies that operates the vast majority of the nation’s immigrant detention facilities, per a financial disclosure obtained by The Post. wapo.st/4jrr9Yv",151,77,Politics
The Washington Post,2025-05-27 07:45:20,"The Department of Veterans Affairs, the government’s second-largest agency, serving some of America’s most vulnerable citizens, is set to lose 83,000 employees under the Trump administration’s cutbacks.",292,160,Politics
The Washington Post,2025-05-27 07:18:28,"House Republicans barely passed a massive bill containing much of President Trump’s domestic agenda after months of tense negotiations between feuding factions. Now it’s the Senate’s turn.

Here are seven ways Republican senators are pressing to change the bill:",66,16,Politics
The Washington Post,2025-05-27 06:49:41,"Liverpool police detained a man in connection with an incident in which a car was driven through a crowd as thousands celebrated Liverpool’s soccer championship Monday on the city’s streets, sending the celebration into chaos. wapo.st/3H8q9et",169,31,Local News
The Washington Post,2025-05-22 13:28:56,"On a new live recording, BRUCE SPRINGSTEEN isn’t warning us of what’s coming, he’s speaking out against what’s here

wapo.st/4dAgxFu",278,53,Music
The Washington Post,2025-05-26 13:59:15,"Twice a day, every day, meteorologists around the world simultaneously release weather balloons. But in recent months, fewer balloons are being launched in many corners of the United States.

In some cases, helium or hydrogen shortages are to blame.",378,121,Science/Environment
The Washington Post,2025-05-26 13:38:27,Sgt. Quandarius Stanley suffered a brain injury in last year’s Gaza pier mission. His recovery was cut short by his unexpected and mysterious death.,116,42,Obituaries
The Washington Post,2025-05-26 13:03:58,"From failing to publicize a major outbreak to scaling back safety alert specialists and rules, the Trump administration’s anti-regulatory and cost-cutting push risks unraveling a critical system that helps ensure the safety of the U.S. food supply, according to experts.",361,196,Health
The Washington Post,2025-05-26 09:01:07,"Nothing makes sense with these two teams. Not the Pacers taking the first two games inside rowdy Madison Square Garden, and not New York then spoiling Indy’s advantage by winning Game 3. 

Column by @candacedbuckner.bsky.social",15,2,Sports
The Washington Post,2025-05-26 10:48:43,"The head of the Gaza Humanitarian Foundation abruptly resigned Sunday, expressing concern that the newly formed group’s plans were impossible to carry out without compromising what he called “humanitarian principles of humanity, neutrality, impartiality, and independence.”",127,46,World News
The Washington Post,2025-05-26 09:59:39,"President Donald Trump said Sunday that he would delay tariffs that were set to be imposed next week on the European Union until July 9.

Trump said that he and the Europeans intend to “rapidly get together and see if we can work something out.”",66,15,Economy
The Washington Post,2025-05-26 09:29:34,"A New York City crypto investor kidnapped a 28-year-old man and tortured him for weeks by electrocuting him with wires, beating him with a gun and forcing him to smoke cocaine to extort cryptocurrency from him, prosecutors and police say.",161,56,Crime
The Washington Post,2025-05-25 16:08:50,Need a backpack big enough for a weekend trip that's not too bulky? Our travel team has their top recommendations.,35,5,Travel
The Washington Post,2025-05-25 15:14:31,People are uploading selfies to ChatGPT and asking how they can glow up. Some say they have spent thousands of dollars following the artificial intelligence’s suggestions.,66,12,Lifestyle
The Washington Post,2025-05-25 14:24:59,"Doctors who treat patients for obesity are being forced to develop what amounts to a subspecialty in navigating health coverage for the most popular class of weight-loss medications, known as GLP-1 drugs.",259,53,Health
The Washington Post,2025-05-25 13:27:44,"85 percent of children diagnosed with cancer are alive at least five years later, according to the National Cancer Institute. Survivors can face lifelong complications from their treatments — something oncologists are working to improve.",971,203,Health
The Washington Post,2025-05-25 12:56:06,"Flag football will make its debut in the 2028 Olympics. Quarterback Darrell Doucette III believes players with flag experience have subtle but substantial advantages over NFL athletes, who are eligible to play.",52,9,Sports
The Washington Post,2025-05-25 12:26:11,"Anne Valerie Ter, 14, lost her mother and sister in the DCA plane crash. After their deaths, she pounded her grief into the piano keys as she prepared for a concert.",211,39,Obituaries
The Washington Post,2025-05-25 11:51:47,"Jennifer Aniston credits her next-level fitness to Pvolve, a low-impact exercise program. 

Andrea Sachs tested the travel kit and a free month of classes to see if it really works.",31,0,Health & Fitness
The Washington Post,2025-05-25 10:40:36,"The Trump administration’s move to end deportation protections for wartime allies who fled to the U.S. after the fall of Afghanistan has infuriated veterans, who say the U.S. government is betraying a sacred promise.",390,158,Politics
The Washington Post,2025-05-25 09:46:29,"Millions of Americans are suddenly facing dramatically lower credit scores from delinquent student loans, making it tougher for them to secure housing, insurance, car loans and even employment.",154,65,Finance
The Washington Post,2025-05-24 16:41:49,"Analysis by Will Oremus: Over the past two weeks, Elon Musk's Grok committed a string of bizarre blunders that might make it difficult for the AI to gain mainstream credibility.",156,39,Technology
The Washington Post,2025-05-24 15:52:59,"While tariff-fueled inflation has yet to show up broadly in the economy, it could be driving a noticeable uptick in the cost of furniture and other household furnishings, according to experts.",86,15,Economy
The Washington Post,2025-05-24 15:16:23,"Madison Hubbell and Gabriella Papadakis, two Olympic gold medal ice dancers, want to change figure skating — ice dance, in particular.",1008,158,Sports
The Washington Post,2025-05-24 14:17:50,"Politics has been central to Elon Musk’s identity over much of the past year, but his latest obsession has faded into disenchantment over the personal costs and difficulties in producing results, said two people familiar with his thinking in recent months.",205,36,Business
