username,created_at,text,likes,reposts,urls,expanded_urls,section
MSNBC,2025-06-30 12:45:50,"NBC News reports Lara Trump is considering a North Carolina Senate bid to replace Sen. Thom Tillis

www.msnbc.com/rachel-maddo...",43,16,['https://www.msnbc.com/rachel-maddow-show/maddowblog/mondays-campaign-63025-lara-trump-eyes-senate-race-nc-rcna215969?icid=latestpost_bot'],['https://www.msnbc.com/rachel-maddow-show/maddowblog/mondays-campaign-63025-lara-trump-eyes-senate-race-nc-rcna215969?icid=latestpost_bot'],Politics
MSNBC,2025-06-30 12:33:25,"OPINION by @zeeshanaleem.bsky.social:

“Trump’s ATF has also canned former President Joe Biden’s zero tolerance policy for gun dealers who have committed violations such as selling a gun without a background check.”

READ MORE:
www.msnbc.com/opinion/msnb...",54,21,['https://www.msnbc.com/opinion/msnbc-opinion/doge-trump-atf-gun-control-47-rules-rcna215614'],['https://www.msnbc.com/opinion/msnbc-opinion/doge-trump-atf-gun-control-47-rules-rcna215614'],Opinion
MSNBC,2025-06-30 11:58:11,"OPINION by @stevebenen.com:

Steve writes the right-wing senator’s record on racist rhetoric was already indefensible. Then he made it worse.

READ MORE:
www.msnbc.com/rachel-maddo...",72,28,['https://www.msnbc.com/rachel-maddow-show/maddowblog/tommy-tuberville-governor-inner-city-rats-alabama-rcna215914'],['https://www.msnbc.com/rachel-maddow-show/maddowblog/tommy-tuberville-governor-inner-city-rats-alabama-rcna215914'],Opinion
MSNBC,2025-06-30 11:45:59,"NEW EPISODE: Best-selling author Glennon Doyle and American soccer legend Abby Wambach join @nicollewallace.bsky.social on her podcast “The Best People,” to talk about why fighting for democracy needs to be a team sport, and much more. 

LISTEN NOW: podcasts.apple.com/us/podcast/t...",29,7,['https://podcasts.apple.com/us/podcast/the-best-people-with-nicolle-wallace/id1817225413'],['https://podcasts.apple.com/us/podcast/the-best-people-with-nicolle-wallace/id1817225413'],Entertainment
MSNBC,2025-06-30 10:44:17,"OPINION by Ja’han Jones:

“Indeed, this administration has spent its opening months seemingly grooming the MAGA movement to be OK with blatant racism.”

READ MORE:
www.msnbc.com/top-stories/...",113,41,['https://www.msnbc.com/top-stories/latest/trump-racism-bigotry-ogles-zohran-mamdani-maga-rcna215644'],['https://www.msnbc.com/top-stories/latest/trump-racism-bigotry-ogles-zohran-mamdani-maga-rcna215644'],Opinion
MSNBC,2025-06-30 10:28:22,"The Supreme Court on Monday turned away without comment a claim brought by the group formerly run by Robert F. Kennedy Jr. alleging that its anti-vaccine speech was censored by the social media company Meta Platforms.
www.nbcnews.com/politics/sup...",78,24,['https://www.nbcnews.com/politics/supreme-court/supreme-court-turns-away-online-censorship-claim-rfk-jrs-anti-vaccine-rcna215932'],['https://www.nbcnews.com/politics/supreme-court/supreme-court-turns-away-online-censorship-claim-rfk-jrs-anti-vaccine-rcna215932'],Politics
MSNBC,2025-06-30 10:27:32,"BREAKING: Supreme Court takes up major new challenge to campaign finance restrictions 

www.nbcnews.com/politics/sup...",114,47,['https://www.nbcnews.com/politics/supreme-court/supreme-court-takes-major-new-challenge-campaign-finance-restrictions-rcna214523'],['https://www.nbcnews.com/politics/supreme-court/supreme-court-takes-major-new-challenge-campaign-finance-restrictions-rcna214523'],Politics
MSNBC,2025-06-30 09:29:25,"HAPPENING NOW: Awaiting Senate ""vote-a-rama"" on Trump's domestic policy bill. NBC News' @ryanobles.bsky.social breaks it all down.
www.nbcnews.com/politics/tru...",47,16,['https://www.nbcnews.com/politics/trump-administration/live-blog/trump-agenda-bill-senate-tillis-medicaid-immigration-live-updates-rcna215837'],['https://www.nbcnews.com/politics/trump-administration/live-blog/trump-agenda-bill-senate-tillis-medicaid-immigration-live-updates-rcna215837'],Politics
MSNBC,2025-06-30 09:01:23,"OPINION by @stevebenen.com:

“Tillis was punished for telling the truth: The GOP megabill, if approved and implemented, really would cost his constituents dearly. His party didn’t want to hear these facts, and so the senator was effectively forced into retirement.” 

www.msnbc.com/rachel-maddo...",188,72,['https://www.msnbc.com/rachel-maddow-show/maddowblog/gops-thom-tillis-slams-partys-megabill-trump-forces-retirement-rcna215897'],['https://www.msnbc.com/rachel-maddow-show/maddowblog/gops-thom-tillis-slams-partys-megabill-trump-forces-retirement-rcna215897'],Opinion
MSNBC,2025-06-30 08:42:04,"OPINION by @jamescdownie.bsky.social:

“Republican leaders entered the weekend without even knowing what parts of the bill will survive the Senate vote.”

READ MORE:
www.msnbc.com/opinion/msnb...",44,17,['https://www.msnbc.com/opinion/msnbc-opinion/senate-republicans-big-beautiful-bill-vote-rcna215558'],['https://www.msnbc.com/opinion/msnbc-opinion/senate-republicans-big-beautiful-bill-vote-rcna215558'],Politics
MSNBC,2025-06-30 08:15:22,"Trump admin. LIVE updates: The Senate is expected to begin voting on unlimited amendments to the Republican domestic policy bill, known on the Hill as a ""vote-a-rama,"" this morning.
www.nbcnews.com/politics/tru...",39,11,['https://www.nbcnews.com/politics/trump-administration/live-blog/trump-agenda-bill-senate-tillis-medicaid-immigration-live-updates-rcna215837'],['https://www.nbcnews.com/politics/trump-administration/live-blog/trump-agenda-bill-senate-tillis-medicaid-immigration-live-updates-rcna215837'],Politics
MSNBC,2025-06-29 20:24:06,"BREAKING: 2 dead after firefighters are ambushed in Coeur d'Alene, Idaho
www.nbcnews.com/news/us-news...",78,27,['https://www.nbcnews.com/news/us-news/live-blog/2-dead-firefighters-ambushed-coeur-dalene-idaho-live-updates-rcna215857'],['https://www.nbcnews.com/news/us-news/live-blog/2-dead-firefighters-ambushed-coeur-dalene-idaho-live-updates-rcna215857'],Breaking News
MSNBC,2025-06-29 20:14:45,"BREAKING: Two have been killed after firefighters were ambushed in an active shooter situation in Coeur d’Alene, Idaho. This is a developing story.",160,47,[],[],Breaking News
MSNBC,2025-06-29 18:31:46,Trump expected to visit the 'Alligator Alcatraz' detention facility this week,84,29,['https://www.nbcnews.com/politics/immigration/trump-likely-visit-alligator-alcatraz-rcna215851'],['https://www.nbcnews.com/politics/immigration/trump-likely-visit-alligator-alcatraz-rcna215851'],Politics
MSNBC,2025-06-29 09:49:32,"From the Supreme Court’s recent ruling on gender-affirming care for youth to efforts to reverse a landmark same-sex marriage ruling, a new special digital series from MSNBC Daily explores the value of community and celebration during this year’s Pride. 

Read now:",54,15,['https://www.msnbc.com/finding-pride'],['https://www.msnbc.com/finding-pride'],LGBTQ+ News
MSNBC,2025-06-28 23:29:01,"Senate advances massive bill for Trump's domestic policy agenda after GOP leaders sway holdouts
www.nbcnews.com/politics/con...",97,42,['https://www.nbcnews.com/politics/congress/senate-republican-bill-trump-agenda-vote-rcna215713'],['https://www.nbcnews.com/politics/congress/senate-republican-bill-trump-agenda-vote-rcna215713'],Politics
MSNBC,2025-06-28 22:53:00,Senate Republicans scramble for votes to advance a massive bill for Trump's agenda,88,17,['https://www.nbcnews.com/politics/congress/senate-republican-bill-trump-agenda-vote-rcna215713'],['https://www.nbcnews.com/politics/congress/senate-republican-bill-trump-agenda-vote-rcna215713'],Politics
MSNBC,2025-06-28 18:56:53,"Democratic state AGs have filed dozens of lawsuits against the Trump admin. and are showing no signs of stopping. 

MSNBC's @lawofruby.bsky.social sits down with three of them to discuss their role in combating Trump 2.0 in a new episode of ""Can They Do That?""

WATCH: www.youtube.com/watch?v=yIz_...",224,57,['https://www.youtube.com/watch?v=yIz_63JRI-c'],['https://www.youtube.com/watch?v=yIz_63JRI-c'],Politics
MSNBC,2025-06-28 17:18:29,"DEVELOPING: As the Senate prepares for a procedural vote on Trump’s budget megabill, Sen. Chuck Schumer announced he plans to force a full reading of the bill on the floor — a move that could add hours to the process, @sahilkapur.bsky.social reports.",556,101,[],[],Politics
MSNBC,2025-06-28 12:36:28,"TONIGHT: Palestinian activist Mahmoud Khalil joins The Weekend: Primetime alongside his wife Dr. Noor Abdalla in an exclusive interview following his release from immigration detention.

Watch The Weekend: Primetime tonight at 6pm ET on MSNBC.",78,13,[],[],Politics
MSNBC,2025-06-28 12:17:09,Senate Republicans release 940-page bill for Trump's agenda as they race to vote this weekend,53,29,['https://www.nbcnews.com/politics/congress/senate-republican-bill-trump-agenda-vote-rcna215713'],['https://www.nbcnews.com/politics/congress/senate-republican-bill-trump-agenda-vote-rcna215713'],Politics
MSNBC,2025-06-28 11:57:31,"Democratic state AGs have filed dozens of lawsuits against the Trump admin. and are showing no signs of stopping.

MSNBC's @lawofruby.bsky.social sits down with three of them to discuss their role in combating Trump 2.0 in a new episode of ""Can They Do That?""

WATCH:",159,42,['https://www.youtube.com/watch?v=yIz_63JRI-c'],['https://www.youtube.com/watch?v=yIz_63JRI-c'],Politics
MSNBC,2025-06-27 21:15:05,"Democratic state AGs have filed dozens of lawsuits against the Trump admin. and are showing no signs of stopping. 

MSNBC's @lawofruby.bsky.social sits down with three of them to discuss their role in combating Trump 2.0 in a new episode of ""Can They Do That?""

WATCH: www.youtube.com/watch?v=yIz_...",365,80,['https://www.youtube.com/watch?v=yIz_63JRI-c'],['https://www.youtube.com/watch?v=yIz_63JRI-c'],Politics
MSNBC,2025-06-27 21:02:38,"EXCLUSIVE: Palestinian activist Mahmoud Khalil joins The Weekend: Primetime alongside his wife Dr. Noor Abdalla in an exclusive interview following his release from immigration detention. 

Watch the full interview on The Weekend: Primetime, Saturday at 6 p.m. ET on MSNBC.",159,38,[],[],Politics
MSNBC,2025-06-27 19:55:02,"BREAKING: The Senate voted against a war powers resolution that would've required congressional approval before further military action in Iran, roughly a week after the U.S. bombed nuclear sites there. The vote was 47-53.",263,127,[],[],Politics
MSNBC,2025-06-27 14:50:58,"BREAKING: President Donald Trump said that he had terminated trade discussions with Canada, citing an incoming Canadian tax on tech companies including ones based in the U.S..",99,31,[],[],Business News
MSNBC,2025-06-27 14:47:52,NEW: Groups file nationwide class-action lawsuit over Trump’s birthright citizenship order. NBC News' Julia Ainsley reports.,263,65,[],[],Politics
MSNBC,2025-06-27 14:28:51,"NEW EPISODE: The real-life brothers behind the @meidastouch.com — Ben, Brett, and Jordy Meiselas — join @nicollewallace.bsky.social on her podcast “The Best People.""

WATCH NOW: www.msnbc.com/thebestpeople",95,23,['https://www.msnbc.com/thebestpeople'],['https://www.youtube.com/playlist?list=PLDIVi-vBsOEwuoEi_YVSlPt_yGf1xsoa6'],Entertainment
MSNBC,2025-06-27 11:48:52,"WATCH LIVE: Trump news conference after key Supreme Court rulings

www.youtube.com/live/R93w6Lk...",23,7,['https://www.youtube.com/live/R93w6Lkj1tQ'],['https://www.youtube.com/live/R93w6Lkj1tQ'],Politics
MSNBC,2025-06-27 11:08:33,"BREAKING: Supreme Court backs parents seeking to opt their kids out of LGBTQ books in elementary schools.

Parents sued Montgomery County, Maryland, schools after it said they couldn't opt their children out of exposure to LGBTQ books in the classroom.

@lawofruby.bsky.social explains.",41,14,[],[],Education
MSNBC,2025-06-27 10:59:52,"BREAKING: The Supreme Court limits courts' ability to issue nationwide injunctions leaving the future of birthright citizenship unclear.

@anacabrera.bsky.social and is joined by former U.S. attorney and MSNBC legal analyst Barbara McQuade.",54,19,[],[],Legal News
MSNBC,2025-06-27 10:43:35,"""They have dealt a death blow to the rule of law.""

MSNBC legal analyst @profmmurray.bsky.social reacts to the Supreme Court's decision siding with the Trump administration in curbing nationwide injunctions granted against his birthright citizenship order.",134,66,[],[],Legal News
MSNBC,2025-06-27 10:23:22,"BREAKING: Divided Supreme Court sides with Trump on birthright citizenship injunctions 

www.msnbc.com/deadline-whi...",58,22,['https://www.msnbc.com/deadline-white-house/deadline-legal-blog/supreme-court-birthright-citizenship-ruling-injunctions-trump-rcna207129'],['https://www.msnbc.com/deadline-white-house/deadline-legal-blog/supreme-court-birthright-citizenship-ruling-injunctions-trump-rcna207129'],Politics
MSNBC,2025-06-27 08:53:02,"Supreme Court set to issue final rulings, as birthright citizenship and other cases remain

www.msnbc.com/deadline-whi...",38,14,['https://www.msnbc.com/deadline-white-house/deadline-legal-blog/supreme-court-rulings-birthright-citizenship-lgbtq-porn-sites-rcna215328'],['https://www.msnbc.com/deadline-white-house/deadline-legal-blog/supreme-court-rulings-birthright-citizenship-lgbtq-porn-sites-rcna215328'],Politics
MSNBC,2025-06-27 08:28:06,"Democratic state AGs have filed dozens of lawsuits against the Trump admin. and are showing no signs of stopping. 

MSNBC's @lawofruby.bsky.social sits down with three of them to discuss their role in combating Trump 2.0 in a new episode of ""Can They Do That?""

WATCH: www.youtube.com/watch?v=yIz_...",175,49,['https://www.youtube.com/watch?v=yIz_63JRI-c'],['https://www.youtube.com/watch?v=yIz_63JRI-c'],Politics
MSNBC,2025-06-26 16:21:05,"WATCH Live: Trump hosts ""Everyday Americans"" event to promote GOP bill",22,7,['https://www.youtube.com/live/b1qvcDSDik8'],['https://www.youtube.com/live/b1qvcDSDik8'],Politics
MSNBC,2025-06-26 15:58:45,"Coming out of a classified briefing with top Cabinet officials, Sen. Chris Murphy (D-CT) said it ""still appears that we have only set back the Iranian nuclear program by a handful of months.""",305,79,[],[],National Security
MSNBC,2025-06-26 15:39:23,"American Vogue to hire new head of editorial, role held by Anna Wintour for 40 years.",35,6,['https://www.nbcnews.com/business/media/american-vogue-hire-new-head-editorial-role-held-anna-wintour-40-years-rcna215334'],['https://www.nbcnews.com/business/media/american-vogue-hire-new-head-editorial-role-held-anna-wintour-40-years-rcna215334'],Fashion
MSNBC,2025-06-26 14:58:39,The DOJ says definitively: Kilmar Abrego Garcia will be taken into ICE Custody for deportation proceedings as soon as he's out of federal custody,69,32,[],[],Immigration News
MSNBC,2025-06-26 14:56:25,"NYC mayoral candidate Zohran Mamdani shares insights on navigating political disagreement 

@zohrankmamdani.bsky.social talks with @jenpsaki.msnbc.com and assures Jewish New Yorkers he takes antisemitism seriously, and how he engages with critics and skeptics.

WATCH:",67,11,['https://www.youtube.com/watch?v=m099C41UGRs'],['https://www.youtube.com/watch?v=m099C41UGRs'],Politics
MSNBC,2025-06-26 14:43:52,"OPINION:

'The lamest excuse I've ever heard': Trump lawyer falls flat at Senate Judiciary hearing

Senator Adam Schiff talks with @jenpsaki.msnbc.com about the Senate Judiciary Hearing for Emil Bove, Donald Trump's former criminal defense lawyer.

WATCH:",78,22,['https://www.youtube.com/watch?v=p_rl4yDeLbc'],['https://www.youtube.com/watch?v=p_rl4yDeLbc'],Politics
MSNBC,2025-06-26 14:30:46,"Trump admin has done ‘extraordinary job’ of scaring people through mass deportations: Soboroff 

@jacobsoboroff.bsky.social joins Katy Tur to break down the profound impact of the Trump administration’s immigration crackdown and how it has changed the politics around the issue.

WATCH:",69,25,['https://www.youtube.com/watch?v=USINdyYMytU'],['https://www.youtube.com/watch?v=USINdyYMytU'],Politics
MSNBC,2025-06-26 14:20:06,"Trump deports man with one lung, no criminal record to CECOT in possible 'death sentence' 

Wladimir Vera Villamizar is among the more than 200 Venezuelans sent to El Salvador’s CECOT by the Trump admin. Just weeks before his deportation, his entire right lung was removed. David Noriega reports.",112,55,['https://www.youtube.com/watch?v=ztfsfkDIBII'],['https://www.youtube.com/watch?v=ztfsfkDIBII'],Immigration
MSNBC,2025-06-26 14:09:55,"'From lecturing to listening': Mamdani explains how he drew votes from Trump supporters in NYC race

Zohran Mamdani talks with @jenpsaki.msnbc.com about the principles of his campaign and how he reached out to voters who had previously chosen Trump.",63,17,['https://www.youtube.com/watch?v=aXKZwz_JmDM'],['https://www.youtube.com/watch?v=aXKZwz_JmDM'],Politics
MSNBC,2025-06-26 13:59:55,"OPINION:

‘Brilliant campaign’: Bernie Sanders reacts to Zohran Mamdani’s primary win 

“It was one of the great political victories in modern history,” says Sen. Bernie Sanders on Zohran Mamdani defeating Andrew Cuomo in the NYC mayoral primary. “Zohran ran a brilliant campaign.”

WATCH:",388,58,['https://www.youtube.com/watch?v=YHjMOQ_luvY'],['https://www.youtube.com/watch?v=YHjMOQ_luvY'],Politics
MSNBC,2025-06-26 13:50:35,"OPINION:

MAGA’s nightmare wins NY: Dem socialist SHOCKS establishment, liberal decodes win on MSNBC 

@arimelber.bsky.social reports on what Zohran Mamdani’s win in The New York City mayoral primary means for the future of the Democratic Party. 

WATCH:",34,7,['https://www.youtube.com/watch?v=NowudF02zWI'],['https://www.youtube.com/watch?v=NowudF02zWI'],Politics
MSNBC,2025-06-26 13:49:50,"Ben, Brett, and Jordy Meiselas, the real-life brothers behind the @meidastouch.com, join @nicollewallace.bsky.social on her podcast “The Best People,” to discuss Trump’s playbook of distraction, the FOX News effect & much more.

WATCH the full episode on YouTube here: www.msnbc.com/thebestpeople",586,112,['https://www.msnbc.com/thebestpeople'],['https://www.youtube.com/playlist?list=PLDIVi-vBsOEwuoEi_YVSlPt_yGf1xsoa6'],Politics
MSNBC,2025-06-26 13:37:46,"OPINION:

Wallace slams GOP on Medicaid cuts: 'Mitch McConnell doesn't give a you-know-what' 

Senator Mitch McConnell says that people will ""get over"" Medicaid cuts.' @nicollewallace.bsky.social and panel discuss the political impacts that choice will have on the GOP.

WATCH:",83,13,['https://www.youtube.com/watch?v=sCwgfSneTFo'],['https://www.youtube.com/watch?v=sCwgfSneTFo'],Politics
MSNBC,2025-06-26 13:35:51,NYC Mayor Eric Adams announces re-election campaign,17,2,[],[],Politics
MSNBC,2025-06-26 13:22:57,"OPINION by @ryanbeckwith.bsky.social:

Ryan notes that buried in the GOP megabill is a nasty surprise for high school students.

“The megabill would take the war on college to the next level by targeting the students of tomorrow.”

READ MORE:
www.msnbc.com/opinion/msnb...",45,21,['https://www.msnbc.com/opinion/msnbc-opinion/megabill-student-loans-congress-project-47-rcna215054'],['https://www.msnbc.com/opinion/msnbc-opinion/megabill-student-loans-congress-project-47-rcna215054'],Opinion
MSNBC,2025-06-26 13:22:21,"OPINION:

‘Seismic’: Zohran Mamdani’s primary win is a ‘wake up call’ for Democrats, says Hayes 

“Today, every Democrat who holds office in this country woke up to the possibility of a primary challenge next year because of what happened last night in New York City,” says @chrislhayes.bsky.social.",82,12,['https://www.youtube.com/watch?v=d8CKXLa1R1o'],['https://www.youtube.com/watch?v=d8CKXLa1R1o'],Politics
MSNBC,2025-06-26 13:09:25,"WATCH LIVE: White House briefs amid ongoing questions about Iran damage assessment from U.S. airstrikes

youtube.com/live/3fwIIM7...",20,5,['https://youtube.com/live/3fwIIM7qXSQ?feature=share'],['https://www.youtube.com/live/3fwIIM7qXSQ?feature=share'],Breaking News
MSNBC,2025-06-26 12:18:26,"OPINION by @michaelsteele.bsky.social:

“The administration's solution is to send them to places where they may not speak the language or know a single person.”

READ MORE:
www.msnbc.com/opinion/msnb...",55,34,['https://www.msnbc.com/opinion/msnbc-opinion/supreme-court-trump-deportations-third-country-rcna214852'],['https://www.msnbc.com/opinion/msnbc-opinion/supreme-court-trump-deportations-third-country-rcna214852'],Opinion
MSNBC,2025-06-26 11:19:37,"Iran's supreme leader claims 'victory' in his first comments after U.S. strikes.

www.nbcnews.com/world/iran/i...",51,18,['https://www.nbcnews.com/world/iran/iran-suspends-cooperation-iaea-nuclear-watchdog-khamenei-rcna215169'],['https://www.nbcnews.com/world/iran/iran-suspends-cooperation-iaea-nuclear-watchdog-khamenei-rcna215169'],World News
MSNBC,2025-06-26 10:32:02,"Supreme Court rules for South Carolina over bid to defund Planned Parenthood. @lawofruby.bsky.social explains

www.nbcnews.com/politics/sup...",48,23,['https://www.nbcnews.com/politics/supreme-court/supreme-court-rules-south-carolina-bid-defund-planned-parenthood-rcna206796'],['https://www.nbcnews.com/politics/supreme-court/supreme-court-rules-south-carolina-bid-defund-planned-parenthood-rcna206796'],Politics
MSNBC,2025-06-26 09:33:13,"Courtney Kube, Senior NBC News Correspondent covering National Security & the Pentagon, breaks down Hegseth’s news conference on U.S. strikes in Iran",39,12,[],[],National Security
MSNBC,2025-06-26 09:29:30,Hegseth dodges question about whether enriched uranium had been moved in Iran before U.S. strikes,82,23,[],[],Politics
MSNBC,2025-06-26 08:13:16,"OPINION by @chrislhayes.bsky.social:

“Every day, we are seeing stories of immigration enforcement that truly shock the conscience.”

READ MORE:
www.msnbc.com/top-stories/...",104,47,['https://www.msnbc.com/top-stories/latest/trump-ice-raids-california-marine-betrayed-rcna215053'],['https://www.msnbc.com/top-stories/latest/trump-ice-raids-california-marine-betrayed-rcna215053'],Opinion
MSNBC,2025-06-26 08:04:14,"WATCH LIVE: Secretary Pete Hegseth holds news conference at the Pentagon about U.S. strikes in Iran

youtube.com/live/_Mc50OS...",25,3,['https://youtube.com/live/_Mc50OSeDBM?feature=share'],['https://www.youtube.com/live/_Mc50OSeDBM?feature=share'],Breaking News
MSNBC,2025-06-25 22:14:04,"""...one of the hopes that we had from the very beginning of this campaign was to move our political instinct from lecturing to listening."" @zohrankmamdani.bsky.social talks with @jenpsaki.msnbc.com about lessons for Democrats from his campaign.",208,49,[],[],Politics
MSNBC,2025-06-26 07:39:50,"OPINION by @raybrescia.bsky.social:

“Bove isn’t the first lawyer accused of violating his ethical obligations to promote Trump’s agenda.”

READ MORE:
www.msnbc.com/opinion/msnb...",67,20,['https://www.msnbc.com/opinion/msnbc-opinion/emile-bove-senate-hearing-trump-rcna215134'],['https://www.msnbc.com/opinion/msnbc-opinion/emile-bove-senate-hearing-trump-rcna215134'],Opinion
MSNBC,2025-06-26 07:36:52,"Trump admin. LIVE updates: Top Trump admin. officials will brief senators today on the U.S. airstrikes on Iran's nuclear enrichment sites, but Director of National Intelligence Tulsi Gabbard will not be among them.
www.nbcnews.com/politics/tru...",29,13,['https://www.nbcnews.com/politics/trump-administration/live-blog/trump-administration-congress-iran-israel-immigration-live-updates-rcna214380'],['https://www.nbcnews.com/politics/trump-administration/live-blog/trump-administration-congress-iran-israel-immigration-live-updates-rcna214380'],Politics
MSNBC,2025-06-25 21:59:48,"EXCLUSIVE: Zohran Mamdani speaks with Jen Psaki about the possibility of former Gov. Andrew Cuomo reentering the NYC mayoral race as an independent candidate.

“We are prepared for taking on whomever our opponents may be in November,"" Mamdani said.",347,47,[],[],Politics
MSNBC,2025-06-25 16:46:58,"OPINION by @jenpsaki.msnbc.com:

“The administration granted Palantir a $30 million contract to develop ImmigrationOS, which would effectively allow ICE to target and surveil migrants.”

READ MORE:
www.msnbc.com/top-stories/...",189,91,['https://www.msnbc.com/top-stories/latest/stephen-miller-palantir-profit-ice-raids-rcna215021'],['https://www.msnbc.com/top-stories/latest/stephen-miller-palantir-profit-ice-raids-rcna215021'],Politics
MSNBC,2025-06-25 16:41:45,"OPINION by Ja’han Jones:

“The DOJ lawsuit is the latest of several moves by the Trump administration that stand to harm efforts to combat child abuse.”

READ MORE:
www.msnbc.com/top-stories/...",56,26,['https://www.msnbc.com/top-stories/latest/washington-clergy-report-child-abuse-doj-rcna215060'],['https://www.msnbc.com/top-stories/latest/washington-clergy-report-child-abuse-doj-rcna215060'],Opinion
MSNBC,2025-06-25 15:35:14,"TONIGHT: New York City Mayoral Candidate @zohrankmamdani.bsky.social joins @jenpsaki.msnbc.com to discuss Governor Andrew Cuomo’s concession from the Democratic mayoral primary, polling results, and his vision for the city. 

Watch @briefingwithpsaki.bsky.social tonight at 9pm ET on MSNBC.",136,24,[],[],Politics
MSNBC,2025-06-25 14:14:19,"OPINION:

‘They are voting to starve your children!’: Symone slams GOP budget bill 

Americans might be more polarized than ever, but five different polls show overwhelming opposition to the Republican budget bill. @theweekendprime.bsky.social hosts respond.

WATCH:",137,50,['https://www.youtube.com/watch?v=E2VhFoTsHMs'],['https://www.youtube.com/watch?v=E2VhFoTsHMs'],Politics
MSNBC,2025-06-25 13:53:09,"OPINION:

'We haven't quite seen full effect of tariffs': Fed Chair rebuffs Trump, warns tariffs could worsen 

Fed Chair Jerome Powell warns that the U.S. economy still faces a rocky road ahead thanks to tariffs. @11thhourmsnbc.bsky.social @stephruhle.bsky.social and panel discuss.",91,30,['https://www.youtube.com/watch?v=TtVaQtPs-VY'],['https://www.youtube.com/watch?v=TtVaQtPs-VY'],Economy
MSNBC,2025-06-25 13:45:20,"OPINION by Dr. Omer Awan, physician and public health expert:

“How many children need to die before government officials promote promote sound, evidence-based science again?”

www.msnbc.com/opinion/msnb...",158,54,['https://www.msnbc.com/opinion/msnbc-opinion/flu-shot-kids-deaths-rfk-jr-vaccine-conspiracies-rcna214839'],['https://www.msnbc.com/opinion/msnbc-opinion/flu-shot-kids-deaths-rfk-jr-vaccine-conspiracies-rcna214839'],Opinion
