create_time,username,video_description,view_count,like_count,share_count,comment_count,region_code,id,section,merged_section
2025-06-03 16:51:48,cnn,"Acting ICE Director Todd Lyons is defending federal immigration agents for wearing masks during raids across the US, citing safety concerns. The tactic has sparked backlash and raised questions about transparency and accountability. #immigration #ICEraids #deportations #cnn #news",237448,8347,266,1199,US,7511766654338993450,Politics,Politics
2025-06-03 15:39:11,cnn,"Around 20,000 revellers gathered in Sutamarchán, Colombia, to throw over 45 tonnes of tomatoes at each other. The Gran Tomatina festival, now in its 15th year, is hosted to celebrate the economy of Sutamarchán, which is centred around tomato production. Mayor Miguel Andrés Rodríguez said ""between 70 and 80 percent of families [in Sutamarchán] live off tomatoes. This is a tribute to them."" The festival uses tomatoes which are overripe, or otherwise not suitable for consumption. #cnn #news #foodfight #colombia #tiktokcolombia #colombia #tomato ",149389,5497,747,133,US,7511747854910901550,Lifestyle,Lifestyle
2025-06-03 15:15:00,cnn,"CNN’s Bianna Golodryga breaks down the three high-profile recent attacks on Jewish elected officials, diplomats and community events that are putting American Jews and government officials on edge. #cnn #cnnnews",24628,852,23,229,US,7511741527505390890,Politics,Politics
2025-06-03 14:37:04,cnn,"CNN will air the penultimate performance of this 5x Tony-nominated play LIVE for one night only - you won’t want to miss this historic live event on June 7 at 7p ET on CNN’s cable channel, digital platforms and streaming live on Max. #goodnightandgoodluck #broadway",20445,732,58,46,US,7511731900168342827,Entertainment,Entertainment
2025-06-03 14:02:42,cnn,"The All-American Rejects played a backyard gig in Columbia, Missouri, as part of their House Party Tour protesting against expensive arena shows. Police eventually shut it down, but not before letting the band play one final song. #cnn #news",2303529,386568,15026,1271,US,7511723195741818158,Entertainment,Entertainment
2025-06-03 10:00:17,cnn,Eliana DeVos received a dressing made with fish skin to help her recover from a serious bacterial infection that left an open wound on her neck. CNN’s Jacqueline Howard spoke with Eliana’s mom and her health team at Driscoll Children’s Hospital about the healing process. #CNN #health,53787,2925,86,47,US,7511660236240031022,Health,Health
2025-06-03 09:36:52,cnn,"After Ukraine’s shocking drone assault on Russian air bases, CNN’s Erin Burnett talks with Former Russian Deputy Minister of Energy Vladimir Milov about how Vladimir Putin might respond. #cnn #news",369482,6935,98,315,US,7511654283826302254,World News,World
2025-06-04 23:42:43,cnn,"Bryana Bongolan, a friend of Cassie Ventura who goes by Bana, testified today about an incident with Sean “Diddy” Combs in 2016 when she said that she was “held over a 17-story balcony” by the music mogul. CNN’s Elizabeth Wagmeister reports.",31111,396,10,28,US,7512243638001241387,Entertainment News,Entertainment
2025-06-04 22:37:47,cnn,"Angry crowds clashed with ICE agents after ICE raided a restaurant in San Diego on May 30, as part of an investigation into whether it was knowingly employing undocumented immigrants. #CNN #News",292749,16096,764,534,US,7512226965030473006,Immigration,World
2025-06-04 22:36:06,cnn,The family of a teenager from Massachusetts who was detained recorded an emotional plea asking ICE officials to release Marcelo Gomes da Silva. The 18-year-old is currently being held in an immigration detention center after being pulled over by police. Students at Milford High School staged a walk-out wearing white to show their support while the community launched a fundraiser to assist Gomes da Silva with legal expenses.,2178982,198916,5351,1598,US,7512226550691941674,Local News,Local News
2025-06-04 21:01:33,cnn,"Thousands of people converged outside a cricket stadium in India on Wednesday to celebrate the Royal Challengers Bengaluru’s first Indian Premier League title win, officials said, before a crowd pushed through a gate, causing a crowd surge. #cnn #news #india #bengaluru #cricket #indianpremierleague #royalchallengersbengaluru #crowd ",1135075,34411,2897,1185,US,7512202125800344878,Sports,Sports
2025-06-04 20:12:18,cnn,US tariffs on steel and aluminum just doubled to 50%. CNN’s Matt Egan breaks down what products could get more expensive and why the manufacturing industry is worried these tariffs could lead to job losses. #cnn #news #trump #tariffs #steel #aluminum,30982,535,18,69,US,7512189377909443883,Economy,Business & Economy
2025-06-04 18:45:55,cnn,CNN's Hadas Gold interviews anti-democracy author Curtis Yarvin about his argument for an all-powerful executive in the White House. #cnn #news ,131564,4245,523,773,US,7512167124236799278,Politics,Politics
2025-06-04 18:12:55,cnn,"Scenic Designer Scott Pask recreated the CBS newsroom and Edward R. Murrow’s set for ""Good Night, and Good Luck,"" the play that brings the 1950s McCarthy-era drama to life. Pask tells CNN why architectural accuracy is important for a play that’s about “speaking truth to power.” Tune in to CNN on Saturday, June 7 at 7pm to watch the play broadcast live from Broadway’s Winter Garden Theatre.",15348,237,6,16,US,7512158623452187947,Entertainment,Entertainment
2025-06-04 16:50:00,cnn,The Trump administration updated its MAHA report on children’s health after citation errors were reported. Epidemiologist Katherine Keyes speaks to CNN's Jacqueline Howard about discovering her name was included in research she never wrote. #CNN #health #mahareport,77319,5278,245,89,US,7512137215544233259,Health News,Health
2025-06-04 15:42:15,cnn,The San Diego Humane Society took in a 2-month-old black bear cub after it was discovered alone in Los Padres National Forest. Caretakers at the wildlife center are dressing in bear costumes to prevent the bear from bonding with humans so it can ultimately be returned to the wild. #cnn #news #blackbear #blackbearcub #sandiego #humanesociety,13381,422,12,23,US,7512119738521242926,Animals/Wildlife,Animals/Wildlife
2025-06-04 15:30:39,cnn,"On Monday a large, wild, Asian elephant lumbered in on an unexpecting store owner in Thailand. The hungry mammal went straight for the sweet counter, and also devoured bananas and peanuts. The 27-year-old male was eventually ushered out by park rangers, no one was hurt.",27874,612,31,31,US,7512116735215177006,Wildlife News,Climate & Environment
2025-06-04 14:38:16,cnn,"Film director Wes Anderson tells CNN’s Christiane Amanpour his films’ signature visual style is like “handwriting,” and evident in his latest, “The Phoenician Scheme.” #cnn #wesanderson #christianeamanpour ",39541,1737,83,51,US,7512103259125992750,Entertainment,Entertainment
2025-06-04 14:20:28,cnn,"Ukraine said on Tuesday that it had hit the bridge connecting Russia and the occupied Crimean Peninsula with explosives planted underwater, in its third attack on the vital supply line for Moscow’s forces since the full-scale war began in 2022. CNN's Matthew Chance breaks down what could happen next if Russia responds. #ukraine #russia #crimea",237171,5698,153,435,US,7512098649157979435,World News,World
2025-06-04 12:59:51,cnn,"Flash flood emergencies were declared in Wichita and El Dorado, Kansas after a month’s worth of rain fell on Tuesday alone. The heavy rain flooded roads and submerged cars, breaking Wichita’s June 3 rainfall record set in 1932, according to the National Weather Service. #cnn #news",173535,10670,1459,270,US,7512077742725287210,Weather,Weather
2025-06-04 11:31:50,cnn,CNN’s Harry Enten tells @Erin Burnett OutFront that MyPillow CEO Mike Lindell’s infomercial aired about 181 times per day at its peak in 2012. Lindell is on trial in a defamation case brought by a former Dominion Voting Systems employee. #cnn #news ,246990,8872,177,809,US,7512055397235100974,Politics,Politics
2025-06-04 10:00:15,cnn,"CNN's Kristie Lu Stout reports on the vulnerability of US consumers to the threats of pharmaceutical tariffs against China, which could impede the supply and price of essential drugs to the US. #cnn #pharma #us #china",21559,657,33,52,US,7512031156821577006,Business,Business & Economy
2025-06-04 03:59:35,cnn,"Lee Jae-myung of the Democratic Party has been elected as South Korea's new president, following months of political turmoil. The snap election came after the removal of former president Yoon Suk Yeol, who declared martial law last December. CNN's Mike Valerio reports from Seoul on what the country's new leader would mean for South Korea's democracy, economy and trade ties with the US. #cnn #news #southkorea",1605806,105527,1856,805,US,7511938767167474986,Politics,Politics
2025-06-04 01:17:05,cnn,"CNN's Anderson Cooper interviews actor George Clooney on the set of his Broadway play, ""Good Night, and Good Luck"" which is focused on Edward R. Murrow's famous battle with Senator Joseph McCarthy. Watch CNN’s special presentation of George Clooney’s “Good Night, and Good Luck” on Saturday, June 7 at 7pm ET streaming live on CNN.com.",44635,1730,34,91,US,7511896903982861611,Entertainment,Entertainment
2025-06-04 00:40:26,cnn,TRUMP IN A CHICKEN SUIT: DNC TROLLS TRUMP WITH A TACO TRUCK,1725693,257252,36843,5590,US,7511887468837227822,Politics,Politics
2025-06-05 23:00:00,cnn,"President Donald Trump signed a proclamation to ban travel from several countries to the US, citing security risks, with one of the countries being Venezuela. Venezuelans in Florida reacted to the ban, with one worrying about their visa.",42136,752,16,59,US,7512603683637644590,Politics,Politics
2025-06-05 22:39:08,cnn,"In an interview with CNN’s Jake Tapper, German Chancellor Friedrich Merz talks about the impact President Trump's tariffs are having on the auto industry.",208780,4096,52,221,US,7512598343277677866,Politics,Politics
2025-06-05 19:36:56,cnn,"US District Judge Arun Subramanian warned the defense team for Sean ‘Diddy’ Combs that he will be removed from the New York City court room where he is on trial facing charges that include racketeering, sex trafficking and transportation to engage in prostitution.",155700,4540,217,107,US,7512551509544996139,Legal News,Crime
2025-06-05 17:41:30,cnn,"President Trump said he was “very disappointed” with Elon Musk, as the tech billionaire and former adviser continues to blast Trump’s massive tax and spending cuts package. The bill is estimated to add $2.4 trillion to the deficit over the next decade. Musk responded on X in real-time saying that he never saw the bill before it passed and said the elimination of America’s electric vehicle tax incentives has nothing to do with his opposition to Trump's bill.",898334,42430,3005,1101,US,7512521758151331118,Politics,Politics
2025-06-05 16:44:33,cnn,"Texas lawmakers passed a bill with bipartisan support to ban THC products in Texas, arguing they’re too dangerous for consumers. Industry leaders say it could essentially eliminate a multi-billion-dollar industry in the state. Both sides are waiting to see if Gov. Greg Abbott will sign or veto the bill. CNN’s Ed Lavandera reports. #cnn #texas #thc ",198222,10280,307,1209,US,7512507075956755758,Politics,Politics
2025-06-05 16:44:20,cnn,Eager gaming fans lined up for hours to buy the Nintendo Switch 2 after it hit shelves around the world on June 5. It’s Nintendo’s first major console launch since the original Switch arrived roughly eight years ago. #cnn #news #nintendoswitch,47204,576,138,62,US,7512507021334154539,Technology,Technology
2025-06-05 15:44:04,cnn,Some economists are questioning the accuracy of recent US inflation data amid federal staffing shortages impacting the Bureau of Labor Statistics. Federal Reserve Bank of Minneapolis President & CEO Neel Kashkari discusses how he’s looking at other data sets beyond BLS with CNN’s @Erin Burnett OutFront #cnn #news ,75734,1110,41,106,US,7512491503575436590,Economy,Business & Economy
2025-06-05 15:23:20,cnn,"The Chelan County Sheriff's Office released footage of Travis Decker, the Washington father wanted on suspicion of murder of his three young daughters, days before they were reported missing. #cnn #news #chelanwa",527659,14633,228,250,US,7512486150439750954,Crime,Crime
2025-06-05 15:01:30,cnn,"The Trump administration is taking hundreds of migrant children already residing in the United States out of their homes and into government custody, at times separating them from their families and making it more difficult for them to be released, according to multiple sources familiar with the matter.",302921,20582,552,603,US,7512480527060847914,Immigration,World
2025-06-05 14:05:48,cnn,CNN's Chief Medical Correspondent Dr. Sanjay Gupta answers your questions about filtering out fluoride from your tap water and explains why it's not really necessary. #cnn #health #fluoride #water ,15885,197,8,15,US,7512466156326784298,Health,Health
2025-06-05 13:58:55,cnn,"Two Chinese researchers have been charged with smuggling a ""potential agroterrorism weapon"" into the US in a wad of tissues, according to an FBI affidavit. CNN's Max Foster explains how laboratory testing discovered a sample containing a DNA sequence with the potential to cause a fungal disease that could decimate crops, and impact human health. #cnn #news",45843,971,113,71,US,7512464391745391914,National News,Politics
2025-06-05 13:42:42,cnn,Around 10 decommissioned public transit buses caught fire at Southeastern Pennsylvania Transportation Authority’s largest facility early Thursday. #cnn #news,32045,459,17,32,US,7512460218148637995,Local News,Local News
2025-06-05 09:22:10,cnn,"President Donald Trump announced a new travel ban, blocking several countries from entry to the US. The ban will fully restrict entry of nationals from Afghanistan, Myanmar, Chad, Republic of the Congo, Equatorial Guinea, Eritrea, Haiti, Iran, Libya, Somalia, Sudan and Yemen. It will also partially restrict nationals from Burundi, Cuba, Laos, Sierra Leone, Togo, Turkmenistan and Venezuela. The proclamation signed does include exceptions for lawful permanent residents, existing visa holders, certain visa categories and individuals whose entry serves US national interests. #CNN #news",1824701,73639,5788,3409,US,7512393060098182446,Politics,Politics
2025-06-05 02:51:56,cnn,"CNN's Anderson Cooper interviewed actor George Clooney on the set of his Broadway play, ""Good Night, and Good Luck,"" which is focused on Edward R. Murrow's famous battle with Senator Joseph McCarthy. Clooney discussed whether he personally fears being targeted by the Trump administration. Watch CNN’s special presentation of George Clooney’s “Good Night, and Good Luck” on Saturday, June 7 at 7pm ET streaming live on CNN.com.",254477,33988,545,258,US,7512292423800753454,Entertainment News,Entertainment
2025-06-05 00:12:18,cnn,"Greta Thunberg has set sail with eleven other activists to Gaza. The activist group they're part of, The Freedom Flotilla Coalition, is attempting to bring aid and raise international awareness over the ongoing humanitarian crisis in the territory.",342439,22393,582,816,US,7512251292266302766,World News,World
2025-06-06 23:31:08,cnn,"A former romantic partner for Sean ‘Diddy’ Combs using the pseudonym “Jane” described feeling financially coerced and revealed Combs is still paying for her rent, even as she testified against him at trial. Prosecutors hope the testimony by “Jane” will drive home charges that include sex trafficking, racketeering conspiracy and transportation to engage in prostitution. Combs has pleaded not guilty to all charges.",273756,8107,332,460,US,7512982821892377899,Crime,Crime
2025-06-06 21:21:22,cnn,CNN's Fareed Zakaria discusses the bitter feud between President Donald Trump and tech billionaire Elon Musk and who he predicts Republicans will side with in the end.,378541,9563,521,616,US,7512949399987752235,Politics,Politics
2025-06-06 18:35:40,cnn,"Surveillance video shows a delivery driver accidentally entering a “unauthorized secured area” at Chicago O’Hare Airport, pulling up near parked planes before being stopped by airport staff, according to police. #cnn #news #doordash #ohare",591294,31990,2600,353,US,7512906660860448043,Local News,Local News
2025-06-06 18:30:01,cnn,"Author Sarah Hoover says post-partum depression made her feel 'monstrous' in unforeseen ways. She joined Isa's Book Club for an honest and unfiltered conversation about motherhood and her new memoir, 'The Motherload.' @sarahhoov ",73393,2901,53,49,US,7512905231798242606,Lifestyle,Lifestyle
2025-06-06 18:29:45,cnn,"Greta Thunberg, Yasemin Acar and other activists are sailing to Gaza. The activist group they’re apart of, The Freedom Flotilla Coalition, is attempting to bring aid and raise international awareness over the ongoing humanitarian crisis. In response, Israel says it is prepared for a “wide range of scenarios.”",3167081,304550,5768,3818,US,7512905148771945770,International News,World
2025-06-06 18:28:56,cnn,"Amid a constantly changing reproductive landscape, West Virginia prosecutor Tom Truman is warning women who have miscarriages in his state that they could get in trouble with the law. Truman tells CNN’s Pam Brown that although he personally wouldn’t prosecute someone for a miscarriage, he made the suggestion out of an abundance of caution after hearing from other prosecutors and looking at the laws in West Virginia.",961997,95414,13936,2909,US,7512904976612511018,Legal News,Crime
2025-06-06 18:06:32,cnn,What else is there to say about President Donald Trump and Elon Musk's feud? CNN’s @Abby Phillip uses GIFS and memes to break down their very public breakup.,224770,11571,970,492,US,7512899167736417578,Entertainment,Entertainment
2025-06-06 17:55:36,cnn,CNN meteorologist Brandon Miller shares 4 tips on how to avoid hurricanes during your beach vacation this summer. #cnn #news #weather,74417,865,35,26,US,7512896358051745070,Weather,Weather
2025-06-06 15:47:55,cnn,"In response to hints of “biosignatures” found on a world called K2-18b, new research suggests there’s a lot of uncertainty surrounding the exoplanet. CNN’s Ashley Strickland reports on the ongoing scientific discourse around the search for extraterrestrial life. #cnn #space #exoplanet ",69026,2090,26,87,US,7512863399752109355,Science,Science
2025-06-06 15:31:37,cnn,"In a phone call with CNN's Dana Bash, President Donald Trump said he is “not even thinking about” billionaire Elon Musk and won’t be speaking to him in the near future. The comments come a day after Trump and Musk traded barbs on social media as their relationship deteriorated in spectacular public fashion. #cnn #news #trump #elon #musk",1178707,27481,796,2947,US,7512859372612029742,Politics,Politics
2025-06-06 14:25:33,cnn,"See some reactions to the intense public feud that erupted between President Donald Trump and his one-time ally, billionaire Elon Musk. #CNN #News",237999,28904,1147,436,US,7512842148874603818,Politics,Politics
2025-06-06 09:19:25,cnn,Russia launched waves of drones and ballistic missiles at multiple targets across a broad swath of Ukraine overnight killing at least four people in the capital Kyiv and wounding around 40 across the country. #CNN #news,3716969,106951,2775,6257,US,7512763032913644843,World News,World
2025-06-06 03:15:04,cnn,CNN’s Erin Burnett talks with Forbes Magazine’s Dan Alexander about President Donald Trump’s stunning ownership of billions of dollars worth of crypto.,1061236,26848,3195,1995,US,7512669478904368430,Business,Business & Economy
2025-06-06 02:50:30,cnn,CNN’s Anderson Cooper talks with Kara Swisher about the stunning public feud between President Donald Trump and Elon Musk.,346360,11456,205,467,US,7512663147782655275,Politics,Politics
2025-06-06 02:27:33,cnn,"An intense public feud erupted between President Donald Trump and his one-time ally, billionaire Elon Musk, with an argument about Trump’s massive tax and domestic policy bill raging across social media and in the Oval Office. CNN’s senior White House correspondent Kristen Holmes reports. #CNN #News ",147622,5214,263,334,US,7512657229397626158,Politics,Politics
2025-06-06 01:01:17,cnn,"High school senior Mykale Baker went to his high school graduation, and after, decided to get some food for his family at Burger King, which is where he works. After seeing how short staffed they were, he decided to help out the team. Maria Mendoza saw him at work and started a GoFundMe page for him, which has raised almost $200 thousand dollars towards his college fund.",422158,67431,1352,459,US,7512635002987892014,Human Interest,Human Interest
2025-06-07 21:32:43,cnn,"A new study shows young men have moved away from Democrats in 2024. Ilyse Hogue, co-founder of the Speaking with American Men Project, tells Michael Smerconish that while many men still support progressive values, they don’t always see themselves represented in the Democratic party. #youngmen #democrats #republicans #cnn #news",369421,21556,559,2659,US,7513323403257056558,Politics,Politics
2025-06-07 18:20:52,cnn,"The 50th anniversary of Pride celebrations has kicked off in the nation’s capital this weekend with World Pride 2025. CNN's Julia Benbrook spoke to members and supporters of the LGBTQ community as they gathered in Washington, DC, to hear why some traveled hundreds of miles to attend. #cnn #news #pride #worldpride #lgbtq #lgtbtiktok ",70824,2741,81,173,US,7513273940748373291,Lifestyle,Lifestyle
2025-06-07 13:35:16,cnn,"Soccer fans celebrated as Uzbekistan qualified for its first ever FIFA World Cup, after a goalless draw with the United Arab Emirates. The victory makes Uzbekistan the first ever central Asian country to qualify for the World Cup. Uzbekistan goalkeeper Utkir Yusupov’s six saves, including a last-second stop, guaranteed his team a priceless point, to proceed with one game of qualifying remaining. Fans celebrated the news across the soccer-obsessed nation, with people taking to the streets to cheer and march, with traditional music and songs. #cnn #news #worldcup #worldcup2025 #fifa #uzbekistan #uae #ubzek #soccer #futbol #footballtiktok #soccertiktok ",864869,56986,1626,736,US,7513200285561425198,Sports,Sports
2025-06-07 10:37:05,cnn,A breakthrough in adaptive optics technology captured the clearest images to date of the sun’s corona. The incredible resolution of the new images could provide new insights on some of the mysteries surrounding our star. #cnn #news #sun #science #space #technology #tech,24298,471,27,31,US,7513153830994054446,Science,Science
2025-06-07 05:49:26,cnn,Federal immigration operations in Los Angeles were met by protests. ICE declined to discuss the details of its operations. #cnn #news #losangeles,847101,67107,2551,3270,US,7513080253573532970,Local News,Local News
2025-06-07 02:19:19,cnn,"CNN’s Erin Burnett talks with Simon Sandoval-Moshenberg, attorney for Kilmar Abrego Garcia, the Maryland man mistakenly deported to El Salvador in March, who has been returned to the United States to face federal criminal charges.",315377,14390,683,1158,US,7513026196125355307,National News,Politics
2025-06-07 00:48:16,cnn,CNN's Ben Hunte breaks down how the Trump Administration has targeted the LGBTQ+ community with its policies in just the first few days of Pride Month.,101835,6640,131,426,US,7513002694626331950,Politics,Politics
2025-06-08 21:30:40,cnn,Democratic Rep. Maxine Waters of California was denied entry to the Metropolitan Detention Center in Los Angeles while trying to speak with David Huerta. The leader of the Service Employees International Union California was arrested by federal agents after prosecutors say he tried to obstruct their access to a worksite. He has called actions taken against protesters an “injustice.”,2094383,126295,6975,15252,US,7513693975602056490,Politics,Politics
2025-06-08 19:18:16,cnn,"Palestinians at the Netzarim aid distribution point in Gaza shared their frustrations with the system, telling CNN they don’t think the aid boxes are being distributed fairly. The Gaza Humanitarian Foundation has said the aid boxes are designed to feed one family in Gaza for 3.5 days. #cnn #news #gaza #palestinians #aid #humanitarianaid",637017,34341,444,1247,US,7513659833942428971,World News,World
2025-06-08 15:34:17,cnn,"Senator Bernie Sanders (I-VT) criticized President Donald Trump’s decision to deploy National Guard troops in Los Angeles, claiming that Trump “wants all of the power” and is rapidly moving the US “into authoritarianism.” #berniesanders #donaldtrump #losangeles #immigration #protest #nationalguard #cnn #news",7445861,757631,27130,18204,US,7513602058491088170,Politics,Politics
2025-06-08 14:31:49,cnn,"On World Oceans Day, Prince William pleaded to an international audience to “think big in your actions,” as the Prince of Wales outlined an agreement that seeks to protect 30% of land and sea by 2030. It comes after a conversation between the prince and Sir David Attenborough was shared this weekend in which the biologist said that what humans have done to oceans ""is just unspeakably awful."" #cnn #news #worldoceansday #princewilliam #ocean #climatechange #climate #environment #british ",258401,9855,202,476,US,7513585946428886318,Environment,Climate & Environment
2025-06-08 13:00:33,cnn,"As the 250th anniversary celebration for the US Army approaches, a freight train of tanks was seen making its way into the nation's capital. The long-planned celebration in Washington will coincide with Trump's 79th birthday and include thousands of troops. The Army had said it has no plans to recognize the president's birthday. #cnn #news #trump #usarmy",996853,35537,3175,3903,US,7513562234652757294,Politics,Politics
2025-06-08 07:33:18,cnn,"A Colombian senator and presidential hopeful is in a critical condition after being shot twice at an event in Bogota, according to national police and prosecutors. Police arrested a 15-year-old carrying a Glock pistol, according to the Attorney General’s Office. Miguel Uribe expressed intentions to run in the 2026 presidential election for the country’s largest opposition party, the center-right Centro Democrático, or Democratic Center. #cnn #news #colombia #migueluribe",549945,12748,607,206,US,7513477956996648238,Politics,Politics
