username,created_at,text,likes,reposts,urls,expanded_urls,section
Los Angeles Times,2025-06-30 20:27:03,"Trump's megabill nears Senate passage, but some Republicans fear buyer's remorse",9,3,['https://www.latimes.com/politics/story/2025-06-30/trumps-megabill-on-verge-of-senate-passage'],['https://www.latimes.com/politics/story/2025-06-30/trumps-megabill-on-verge-of-senate-passage'],Politics
Los Angeles Times,2025-06-30 20:07:05,Ryan Gosling reluctantly goes to space in 'Project Hail Mary' trailer,13,1,['https://www.latimes.com/entertainment-arts/story/2025-06-30/project-hail-mary-trailer-ryan-gosling-space-alien'],['https://www.latimes.com/entertainment-arts/story/2025-06-30/project-hail-mary-trailer-ryan-gosling-space-alien'],Entertainment
Los Angeles Times,2025-06-30 19:47:04,U.S. military asks Trump administration to return some National Guard troops to California command,14,6,['https://www.latimes.com/california/story/2025-06-30/military-requests-200-national-guard-troops-return-to-ca-command'],['https://www.latimes.com/california/story/2025-06-30/military-requests-200-national-guard-troops-return-to-ca-command'],Military News
Los Angeles Times,2025-06-30 19:27:03,Contributor: Taxing remittances is a big risk for very little reward,13,3,['https://www.latimes.com/opinion/story/2025-06-30/house-senate-budget-tax-remittances'],['https://www.latimes.com/opinion/story/2025-06-30/house-senate-budget-tax-remittances'],Economics
Los Angeles Times,2025-06-30 19:07:03,Kayleigh McEnany of Fox News has a new baby. Big sis is thrilled; big bro not so much,3,1,['https://www.latimes.com/entertainment-arts/story/2025-06-30/kayleigh-mcenany-baby-girl-fox-news-channel'],['https://www.latimes.com/entertainment-arts/story/2025-06-30/kayleigh-mcenany-baby-girl-fox-news-channel'],Entertainment
Los Angeles Times,2025-06-30 18:47:03,Alec Baldwin and other 'Rust' producers settle crew members' lawsuit,6,1,['https://www.latimes.com/entertainment-arts/business/story/2025-06-30/rust-producers-alec-baldwin-settle-crew-members-lawsuit'],['https://www.latimes.com/entertainment-arts/business/story/2025-06-30/rust-producers-alec-baldwin-settle-crew-members-lawsuit'],Entertainment News
Los Angeles Times,2025-06-30 18:27:03,John Travolta crashes 'Grease' sing-along at Hollywood Bowl in full Danny Zuko flair,16,4,['https://www.latimes.com/entertainment-arts/movies/story/2025-06-30/john-travolta-grease-sing-along-hollywood-bowl-danny-zuko'],['https://www.latimes.com/entertainment-arts/movies/story/2025-06-30/john-travolta-grease-sing-along-hollywood-bowl-danny-zuko'],Entertainment
Los Angeles Times,2025-06-30 18:06:55,"The Writers Guild of America West has removed Randall Emmett from its “strike list” after the film producer paid $630,000 to resolve a judgment in a long-standing dispute over unpaid compensation.
",11,2,['https://www.latimes.com/entertainment-arts/business/story/2025-06-30/randall-emmett-pays-wga-debt-off-strike-list?utm_medium=social&utm_source=bluesky_'],['https://www.latimes.com/entertainment-arts/business/story/2025-06-30/randall-emmett-pays-wga-debt-off-strike-list?utm_medium=social&utm_source=bluesky_'],Entertainment News
Los Angeles Times,2025-06-30 18:05:04,NPR's Felix Contreras opened minds to Latin alternative music. He's finally getting his due,18,3,['https://www.latimes.com/delos/story/2025-06-30/npr-felix-contreras-journalism-hispanic-heritage-awards-2025'],['https://www.latimes.com/delos/story/2025-06-30/npr-felix-contreras-journalism-hispanic-heritage-awards-2025'],Music
Los Angeles Times,2025-06-30 17:24:16,"The DOJ said Trump won the 2024 election on a platform of deporting ""millions of illegal immigrants."" By passing a sanctuary city law, L.A. politicians sought to “thwart the will of the American people,"" the lawsuit said.

w/Brittny Mejia & @noahmgoldberg.bsky.social

www.latimes.com/california/s...",17,6,['https://www.latimes.com/california/story/2025-06-30/department-of-justice-sues-los-angeles'],['https://www.latimes.com/california/story/2025-06-30/department-of-justice-sues-los-angeles'],Politics
Los Angeles Times,2025-06-30 17:35:04,"After outspoken Glastonbury performances, Bob Vylan and Kneecap face U.K. criminal investigation",8,0,['https://www.latimes.com/entertainment-arts/music/story/2025-06-30/after-outspoken-glastonbury-performances-bob-vylan-and-kneecap-face-u-k-criminal-investigation'],['https://www.latimes.com/entertainment-arts/music/story/2025-06-30/after-outspoken-glastonbury-performances-bob-vylan-and-kneecap-face-u-k-criminal-investigation'],Entertainment
Los Angeles Times,2025-06-30 17:15:03,'Jurassic World Rebirth' is a cold-blooded clone in which wonder has gone extinct,14,0,['https://www.latimes.com/entertainment-arts/movies/story/2025-06-30/jurassic-world-rebirth-review-scarlett-johansson-mahershala-ali-rupert-friend-jonathan-bailey'],['https://www.latimes.com/entertainment-arts/movies/story/2025-06-30/jurassic-world-rebirth-review-scarlett-johansson-mahershala-ali-rupert-friend-jonathan-bailey'],Entertainment
Los Angeles Times,2025-06-30 15:48:25,"Hold on to your water glasses because you can hear the plot of JURASSIC WORLD REBIRTH coming a mile away. All that's new is the cast. 

Gauging by the response every time it's come up in conversation, it should have been subtitled: “This Time There’s No Chris Pratt.”

www.latimes.com/entertainmen...",26,2,['https://www.latimes.com/entertainment-arts/movies/story/2025-06-30/jurassic-world-rebirth-review-scarlett-johansson-mahershala-ali-rupert-friend-jonathan-bailey'],['https://www.latimes.com/entertainment-arts/movies/story/2025-06-30/jurassic-world-rebirth-review-scarlett-johansson-mahershala-ali-rupert-friend-jonathan-bailey'],Entertainment
Los Angeles Times,2025-06-30 16:50:03,"Teen Mt. Whitney hiker who walked off 120-foot cliff in delirium makes slow recovery, family says",11,3,['https://www.latimes.com/california/story/2025-06-30/teen-mt-whitney-hiker-who-walked-off-120-foot-cliff-in-delirium-makes-slow-recovery-family-says'],['https://www.latimes.com/california/story/2025-06-30/teen-mt-whitney-hiker-who-walked-off-120-foot-cliff-in-delirium-makes-slow-recovery-family-says'],Health
Los Angeles Times,2025-06-30 16:30:15,"Blue Shield's restructuring is reviving a long-standing debate about whether one of the state's largest insurers is reinvesting enough of its profits to lower its rates, better serve low-income residents and provide coverage for underserved areas of the state. ",9,2,['https://www.latimes.com/business/story/2025-06-30/blue-shield-of-california-delaware-restructuring-charitable-obligations?utm_medium=social&utm_source=bluesky_'],['https://www.latimes.com/business/story/2025-06-30/blue-shield-of-california-delaware-restructuring-charitable-obligations?utm_medium=social&utm_source=bluesky_'],Health News
Los Angeles Times,2025-06-30 16:10:05,NASA's next frontier: A Netflix streaming deal,9,2,['https://www.latimes.com/entertainment-arts/business/story/2025-06-30/nasa-netflix-streaming'],['https://www.latimes.com/entertainment-arts/business/story/2025-06-30/nasa-netflix-streaming'],Entertainment
Los Angeles Times,2025-06-30 15:50:00,"You can’t always stop wildfires from starting, but you can prepare for them. In this seven-part newsletter series, breaking news reporter Karen Garcia will guide you through preparing your home, property and loved ones for wildfires.",8,3,['https://www.latimes.com/archives/sign-up-for-in-case-of-fire-our-fire-preparation-newsletter-course?utm_medium=social&utm_source=bluesky_'],['https://www.latimes.com/archives/sign-up-for-in-case-of-fire-our-fire-preparation-newsletter-course?utm_medium=social&utm_source=bluesky_'],Environment
Los Angeles Times,2025-06-30 14:39:27,"California fire season off to a furious start and experts say it’s just the beginning.

Weather conditions this weekend weren’t ripe for wildfire but several fires broke out due to dry landscape.

Grace Toohey

www.latimes.com/california/s...",18,14,['https://www.latimes.com/california/story/2025-06-30/california-fire-season-off-to-hot-start'],['https://www.latimes.com/california/story/2025-06-30/california-fire-season-off-to-hot-start'],Environment
Los Angeles Times,2025-06-30 15:01:05,Tow truck driver's spectacular fail caught on doorbell camera,1,0,['https://www.latimes.com/california/story/2025-06-30/tow-truck-spectacular-fail-caught-on-doorbell-camera'],['https://www.latimes.com/california/story/2025-06-30/tow-truck-spectacular-fail-caught-on-doorbell-camera'],Local News
Los Angeles Times,2025-06-30 14:41:03,California fire season off to a furious start and experts say it's just the beginning,25,11,['https://www.latimes.com/california/story/2025-06-30/california-fire-season-off-to-hot-start'],['https://www.latimes.com/california/story/2025-06-30/california-fire-season-off-to-hot-start'],Environment
Los Angeles Times,2025-06-30 14:21:03,More than the glasses: How a lightbulb moment made Max Muncy a 'complete hitter' again,4,1,['https://www.latimes.com/sports/dodgers/story/2025-06-30/dodgers-max-muncy-hitting-tear-glasses-swing'],['https://www.latimes.com/sports/dodgers/story/2025-06-30/dodgers-max-muncy-hitting-tear-glasses-swing'],Sports
Los Angeles Times,2025-06-30 14:01:05,"U.S. Department of Justice sues L.A. Mayor Karen Bass, City Council over sanctuary policy",7,4,['https://www.latimes.com/california/story/2025-06-30/department-of-justice-sues-los-angeles'],['https://www.latimes.com/california/story/2025-06-30/department-of-justice-sues-los-angeles'],Politics
Los Angeles Times,2025-06-30 13:01:07,www.latimes.com/california/s...,9,1,['https://www.latimes.com/california/story/2025-06-29/lion-cub-struck-by-vehicle-nursed-back-to-health-returned-to-wild'],['https://www.latimes.com/california/story/2025-06-29/lion-cub-struck-by-vehicle-nursed-back-to-health-returned-to-wild'],California News
Los Angeles Times,2025-06-29 17:06:31,"🚨Sen. Mike Lee's proposal to sell off up to more than a million acres of public land in Western states is OFF. 

The provision was removed from the reconciliation bill last night after facing bipartisan blowback. www.latimes.com/environment/...",49,15,['https://www.latimes.com/environment/story/2025-06-29/senator-mike-lee-scraps-plan-to-sell-public-land-fierce-backlash'],['https://www.latimes.com/environment/story/2025-06-29/senator-mike-lee-scraps-plan-to-sell-public-land-fierce-backlash'],Politics
Los Angeles Times,2025-06-29 10:25:25,"NEW: By stooping to conquer, Sacramento Democrats show their pettiness and arrogance.

Hazing and silencing a GOP assemblyman also showed contempt for the San Diego voters he represents.

The juvenile behavior highlights a downside of one-party rule in California.

www.latimes.com/politics/sto...",3,2,['https://www.latimes.com/politics/story/2025-06-29/california-politics-democrats-legislature-carl-demaio'],['https://www.latimes.com/politics/story/2025-06-29/california-politics-democrats-legislature-carl-demaio'],Politics
Los Angeles Times,2025-06-30 13:08:04,Rising motocross star Aidan Zingg dies at 16 from crash at Mammoth Lakes race,2,2,['https://www.latimes.com/sports/story/2025-06-30/motocross-star-aidan-zingg-dies-at-16-crash-at-mammoth-lakes-race'],['https://www.latimes.com/sports/story/2025-06-30/motocross-star-aidan-zingg-dies-at-16-crash-at-mammoth-lakes-race'],Sports
Los Angeles Times,2025-06-30 12:48:03,"Dick Van Dyke, 99, has to skip fan event due to illness: 'Today is not a good day for him'",30,6,['https://www.latimes.com/entertainment-arts/story/2025-06-30/dick-van-dyke-sick-arlene-silver'],['https://www.latimes.com/entertainment-arts/story/2025-06-30/dick-van-dyke-sick-arlene-silver'],Entertainment
Los Angeles Times,2025-06-30 12:20:54,ICYMI,9,3,[],[],News Highlights
Los Angeles Times,2025-06-30 12:27:03,"Ex-Lakers player Malik Beasley under investigation for gambling allegations, reports say",1,0,['https://www.latimes.com/sports/story/2025-06-30/beasley-gambling-investigation'],['https://www.latimes.com/sports/story/2025-06-30/beasley-gambling-investigation'],Sports News
Los Angeles Times,2025-06-30 12:04:35,"“Our industry doesn’t exist without immigrants, and it is morally wrong to not be there for those that have created the opportunities that we are able to realize at this point.”
The restaurant industry is finding creative solutions to support fearful staff.
www.latimes.com/food/story/2...",76,26,['https://www.latimes.com/food/story/2025-06-30/los-angeles-restaurant-owners-protect-immigrant-workers-ice-raids'],['https://www.latimes.com/food/story/2025-06-30/los-angeles-restaurant-owners-protect-immigrant-workers-ice-raids'],Food
Los Angeles Times,2025-06-30 12:03:03,The Angels have used only five starting pitchers this season. Why that's significant,3,0,['https://www.latimes.com/sports/angels/story/2025-06-30/angels-five-starting-pitchers-team-record'],['https://www.latimes.com/sports/angels/story/2025-06-30/angels-five-starting-pitchers-team-record'],Sports
Los Angeles Times,2025-06-30 11:42:42,"Quintero is described in the records and interviews with gang members and police as a ghost-like presence, seemingly everywhere but impossible to catch in a provable act of wrongdoing.",2,0,['https://www.latimes.com/california/story/2025-06-29/manuel-quintero-snuffy-mexican-mafia'],['https://www.latimes.com/california/story/2025-06-29/manuel-quintero-snuffy-mexican-mafia'],Crime News
Los Angeles Times,2025-06-30 10:55:04,Supreme Court turns down claim from L.A. landlords over COVID evictions ban,3,1,['https://www.latimes.com/politics/story/2025-06-30/supreme-court-turns-down-la-landlords-claim-on-covid-evictions-ban'],['https://www.latimes.com/politics/story/2025-06-30/supreme-court-turns-down-la-landlords-claim-on-covid-evictions-ban'],Legal News
Los Angeles Times,2025-06-30 09:26:03,Insurer Blue Shield of California's new parent company alarms consumer advocates,15,4,['https://www.latimes.com/business/story/2025-06-30/blue-shield-of-california-delaware-restructuring-charitable-obligations'],['https://www.latimes.com/business/story/2025-06-30/blue-shield-of-california-delaware-restructuring-charitable-obligations'],Business News
Los Angeles Times,2025-06-30 09:06:03,L.A. County firefighters to receive Pat Tillman Award at ESPYs,22,4,['https://www.latimes.com/sports/story/2025-06-30/la-county-firefighters-to-receive-pat-tillman-award-at-espys'],['https://www.latimes.com/sports/story/2025-06-30/la-county-firefighters-to-receive-pat-tillman-award-at-espys'],Sports
Los Angeles Times,2025-06-30 08:46:03,Plaschke: The Candace Curse was on full display in another Sparks debacle,3,0,['https://www.latimes.com/sports/sparks/story/2025-06-30/plaschke-candace-parker'],['https://www.latimes.com/sports/sparks/story/2025-06-30/plaschke-candace-parker'],Sports
Los Angeles Times,2025-06-30 08:26:11,"There's an art to bathroom art: anything goes, except potty humor",3,0,['https://www.latimes.com/lifestyle/story/2025-06-30/bathroom-art-inspiration'],['https://www.latimes.com/lifestyle/story/2025-06-30/bathroom-art-inspiration'],Lifestyle
Los Angeles Times,2025-06-30 08:06:04,I taste tested the viral cakes that look like fruit and nuts. Which L.A. bakeries make the best ones?,4,0,['https://www.latimes.com/food/story/2025-06-30/trompe-lil-fruit-desserts-los-angeles-taste-test'],['https://www.latimes.com/food/story/2025-06-30/trompe-lil-fruit-desserts-los-angeles-taste-test'],Food
Los Angeles Times,2025-06-30 07:45:03,Undocumented workers power L.A.'s restaurants. Will the industry protect them?,16,3,['https://www.latimes.com/food/story/2025-06-30/los-angeles-restaurant-owners-protect-immigrant-workers-ice-raids'],['https://www.latimes.com/food/story/2025-06-30/los-angeles-restaurant-owners-protect-immigrant-workers-ice-raids'],Labor
Los Angeles Times,2025-06-30 07:15:10,"AI is controversial in Hollywood. For China's film business, it's no holds barred",5,3,['https://www.latimes.com/entertainment-arts/business/story/2025-06-30/china-reviving-martial-arts-classics-with-ai-as-controversial-tech-surges-overseas'],['https://www.latimes.com/entertainment-arts/business/story/2025-06-30/china-reviving-martial-arts-classics-with-ai-as-controversial-tech-surges-overseas'],Entertainment
Los Angeles Times,2025-06-30 06:45:03,Skelton: Lake Tahoe tragedy provides a life-or-death lesson,6,1,['https://www.latimes.com/california/story/2025-06-30/tahoe-tragedy-provides-a-life-or-death-lesson'],['https://www.latimes.com/california/story/2025-06-30/tahoe-tragedy-provides-a-life-or-death-lesson'],Opinion
Los Angeles Times,2025-06-30 06:15:15,Testimony against Sean Combs was shocking and graphic. But was it enough to convict?,5,0,['https://www.latimes.com/california/story/2025-06-30/la-me-sean-combs-trial'],['https://www.latimes.com/california/story/2025-06-30/la-me-sean-combs-trial'],Crime News
Los Angeles Times,2025-06-30 03:30:10,"Teen allegedly killed by soccer coach died of acute alcohol poisoning, family's attorney says",7,2,['https://www.latimes.com/california/story/2025-06-29/oscar-omar-hernandez-cause-of-death-alcohol-poisoning-soccer-coach-suspect'],['https://www.latimes.com/california/story/2025-06-29/oscar-omar-hernandez-cause-of-death-alcohol-poisoning-soccer-coach-suspect'],Crime
Los Angeles Times,2025-06-30 03:00:10,"Wolf fire explodes amid other blazes in Riverside County, causing hundreds of residents to flee",12,6,['https://www.latimes.com/california/story/2025-06-29/mandalay-fire-city-of-riverside'],['https://www.latimes.com/california/story/2025-06-29/mandalay-fire-city-of-riverside'],Breaking News
Los Angeles Times,2025-06-30 02:20:04,Dodgers pursue record for most MLB All-Star starters as voting resumes for 48 hours,7,1,['https://www.latimes.com/sports/dodgers/story/2025-06-29/dodgers-pursue-record-for-most-mlb-all-star-starters-voting-resumes'],['https://www.latimes.com/sports/dodgers/story/2025-06-29/dodgers-pursue-record-for-most-mlb-all-star-starters-voting-resumes'],Sports
Los Angeles Times,2025-06-30 00:57:04,"Plan to sell off public land in the West nixed from 'big, beautiful bill' amid GOP backlash",46,10,['https://www.latimes.com/environment/story/2025-06-29/senator-mike-lee-scraps-plan-to-sell-public-land-fierce-backlash'],['https://www.latimes.com/environment/story/2025-06-29/senator-mike-lee-scraps-plan-to-sell-public-land-fierce-backlash'],Politics
Los Angeles Times,2025-06-29 21:50:04,"Teen allegedly killed by soccer coach died of acute alcohol poisoning, family's attorney says",12,6,['https://www.latimes.com/california/story/2025-06-29/oscar-omar-hernandez-cause-of-death-alcohol-poisoning-soccer-coach-suspect'],['https://www.latimes.com/california/story/2025-06-29/oscar-omar-hernandez-cause-of-death-alcohol-poisoning-soccer-coach-suspect'],Crime
Los Angeles Times,2025-06-29 20:38:05,"James Harden to sign two-year, $81.5 million deal with the Clippers",2,2,['https://www.latimes.com/sports/clippers/story/2025-06-29/james-harden-to-sign-two-year-81-5-million'],['https://www.latimes.com/sports/clippers/story/2025-06-29/james-harden-to-sign-two-year-81-5-million'],Sports
Los Angeles Times,2025-06-29 20:18:04,Riverside firefighters battle Mandalay fire; residents ordered to flee,23,19,['https://www.latimes.com/california/story/2025-06-29/mandalay-fire-city-of-riverside'],['https://www.latimes.com/california/story/2025-06-29/mandalay-fire-city-of-riverside'],Local News
Los Angeles Times,2025-06-29 19:58:03,"Lion cub struck by vehicle nursed back to health, returned to wild",32,0,['https://www.latimes.com/california/story/2025-06-29/lion-cub-struck-by-vehicle-nursed-back-to-health-returned-to-wild'],['https://www.latimes.com/california/story/2025-06-29/lion-cub-struck-by-vehicle-nursed-back-to-health-returned-to-wild'],Wildlife News
Los Angeles Times,2025-06-29 19:38:04,"Angels miss chance to move above .500, losing to Nationals",3,0,['https://www.latimes.com/sports/angels/story/2025-06-29/angels-nationals-sunday'],['https://www.latimes.com/sports/angels/story/2025-06-29/angels-nationals-sunday'],Sports
Los Angeles Times,2025-06-29 18:53:04,Sparks fall to Chicago Sky on day of Candace Parker's jersey retirement ceremony,7,3,['https://www.latimes.com/sports/sparks/story/2025-06-29/la-sparks-chicago-sky-wnba-game-recap'],['https://www.latimes.com/sports/sparks/story/2025-06-29/la-sparks-chicago-sky-wnba-game-recap'],Sports
Los Angeles Times,2025-06-29 18:22:04,Dodgers pursue record for most MLB All-Star starters as voting resumes for 48 hours,6,2,['https://www.latimes.com/sports/dodgers/story/2025-06-29/dodgers-pursue-record-for-most-mlb-all-star-starters-voting-resumes'],['https://www.latimes.com/sports/dodgers/story/2025-06-29/dodgers-pursue-record-for-most-mlb-all-star-starters-voting-resumes'],Sports
Los Angeles Times,2025-06-29 18:02:04,Pitcher Justin Wrobleski gives Dodgers a surprising boost during win over Royals,9,2,['https://www.latimes.com/sports/dodgers/story/2025-06-29/dodgers-royals-sunday'],['https://www.latimes.com/sports/dodgers/story/2025-06-29/dodgers-royals-sunday'],Sports
Los Angeles Times,2025-06-29 17:23:10,Vin Diesel says Paul Walker's Brian O'Conner could return in 'Fast & Furious 11',10,1,['https://www.latimes.com/entertainment-arts/movies/story/2025-06-29/vin-diesel-says-paul-walker-brian-oconner-could-return-in-fast-furious-11'],['https://www.latimes.com/entertainment-arts/movies/story/2025-06-29/vin-diesel-says-paul-walker-brian-oconner-could-return-in-fast-furious-11'],Entertainment
Los Angeles Times,2025-06-29 16:58:04,"Plan to sell off public land in the West nixed from 'big, beautiful bill' amid GOP backlash",55,13,['https://www.latimes.com/environment/story/2025-06-29/senator-mike-lee-scraps-plan-to-sell-public-land-fierce-backlash'],['https://www.latimes.com/environment/story/2025-06-29/senator-mike-lee-scraps-plan-to-sell-public-land-fierce-backlash'],Politics
Los Angeles Times,2025-06-29 15:51:04,"D. Wayne Lukas, Hall of Fame trainer who shaped horse racing, dies",6,4,['https://www.latimes.com/obituaries/story/2025-06-29/d-wayne-lukas-obituary-horse-racing-hall-of-famer'],['https://www.latimes.com/obituaries/story/2025-06-29/d-wayne-lukas-obituary-horse-racing-hall-of-famer'],Obituaries
Los Angeles Times,2025-06-29 14:30:01,"A sneak peek of LACMA’s new David Geffen building reprises concerns about the plan to hang ever-rotating art by drilling holes in all that concrete.
https://www.latimes.com/entertainment-arts/story/2025-06-27/new-lacma-david-geffen-galleries-building-review?utm_medium=social&utm_source=bluesky_   
",7,0,['https://www.latimes.com/entertainment-arts/story/2025-06-27/new-lacma-david-geffen-galleries-building-review?utm_medium=social&utm_source=bluesky_'],['https://www.latimes.com/entertainment-arts/story/2025-06-27/new-lacma-david-geffen-galleries-building-review?utm_medium=social&utm_source=bluesky_'],Arts
Los Angeles Times,2025-06-29 14:10:04,An earthquake devastated Santa Barbara 100 years ago. It holds urgent lessons for the next 'Big One',16,5,['https://www.latimes.com/california/story/2025-06-29/santa-barbara-earthquake-1925-100-years'],['https://www.latimes.com/california/story/2025-06-29/santa-barbara-earthquake-1925-100-years'],Science/Environment
Los Angeles Times,2025-06-29 13:50:05,Win over Chávez makes Jake Paul feel like a 'real fighter' and not just a YouTuber,2,0,['https://www.latimes.com/sports/story/2025-06-29/win-over-julio-cesar-chavez-jr-makes-jake-paul-feel-like-a-real-fighter'],['https://www.latimes.com/sports/story/2025-06-29/win-over-julio-cesar-chavez-jr-makes-jake-paul-feel-like-a-real-fighter'],Sports
Los Angeles Times,2025-06-29 12:40:03,LeBron James exercises $52.6 million option and will be first to play 23 NBA seasons,11,2,['https://www.latimes.com/sports/lakers/story/2025-06-29/lebron-james-exercises-player-option-sets-nba-record'],['https://www.latimes.com/sports/lakers/story/2025-06-29/lebron-james-exercises-player-option-sets-nba-record'],Sports
Los Angeles Times,2025-06-29 12:18:04,Brad Pitt and 'F1 The Movie' zoom to $55.6 million in Apple's biggest box office debut,15,2,['https://www.latimes.com/entertainment-arts/business/story/2025-06-29/brad-pitt-and-f1-the-movie-zoom-to-55-million-in-apples-biggest-box-office-debut'],['https://www.latimes.com/entertainment-arts/business/story/2025-06-29/brad-pitt-and-f1-the-movie-zoom-to-55-million-in-apples-biggest-box-office-debut'],Entertainment
Los Angeles Times,2025-06-29 11:57:16,"Through police records and interviews, The Times offers a portrait of a new kind of gangster with hands in different worlds, a savvy operator who parlayed the Mexican Mafia’s power behind bars into widening influence on the street.",4,1,['https://www.latimes.com/california/story/2025-06-29/manuel-quintero-snuffy-mexican-mafia'],['https://www.latimes.com/california/story/2025-06-29/manuel-quintero-snuffy-mexican-mafia'],Crime
Los Angeles Times,2025-06-29 11:14:04,"If you want to bring L.A. to Paris Fashion Week, you're going to have to drop a pin",4,1,['https://www.latimes.com/lifestyle/image/story/2025-06-29/an-l-a-picnic-paris-fashion-week'],['https://www.latimes.com/lifestyle/image/story/2025-06-29/an-l-a-picnic-paris-fashion-week'],Fashion
Los Angeles Times,2025-06-29 09:26:03,Candace Parker: From top prospect to WNBA champion with three teams,7,0,['https://www.latimes.com/sports/sparks/story/2025-06-29/candace-parker-jersey-retirement-look-back-at-her-career'],['https://www.latimes.com/sports/sparks/story/2025-06-29/candace-parker-jersey-retirement-look-back-at-her-career'],Sports
Los Angeles Times,2025-06-29 09:06:04,Plaschke: Rob Pelinka and JJ Redick should be safe under Dodgers regime … for now,2,0,['https://www.latimes.com/sports/lakers/story/2025-06-29/rob-pelinka-jj-redick-should-be-safe-under-dodgers-regime'],['https://www.latimes.com/sports/lakers/story/2025-06-29/rob-pelinka-jj-redick-should-be-safe-under-dodgers-regime'],Sports
Los Angeles Times,2025-06-29 08:46:03,"Abcarian: RFK Jr. is dismantling trust in vaccines, the crown jewel of American public health",30,10,['https://www.latimes.com/opinion/story/2025-06-29/robert-kennedy-jr-vaccine-cdc-thimerosal-autism'],['https://www.latimes.com/opinion/story/2025-06-29/robert-kennedy-jr-vaccine-cdc-thimerosal-autism'],Health
Los Angeles Times,2025-06-29 08:26:03,'Nautilus' gives Capt. Nemo a swashbuckling origin story,5,0,['https://www.latimes.com/entertainment-arts/tv/story/2025-06-29/nautilus-review-amc-captain-nemo-jules-verne'],['https://www.latimes.com/entertainment-arts/tv/story/2025-06-29/nautilus-review-amc-captain-nemo-jules-verne'],Entertainment
Los Angeles Times,2025-06-29 08:06:03,"Barabak: By stooping to conquer, Sacramento Democrats show their pettiness and arrogance",5,2,['https://www.latimes.com/politics/story/2025-06-29/california-politics-democrats-legislature-carl-demaio'],['https://www.latimes.com/politics/story/2025-06-29/california-politics-democrats-legislature-carl-demaio'],Opinion
