date,content,tweet_url,embedded_links,section,merged_section,subsection
2025-07-01 19:11:44+00:00,"President Trump told reporters Tuesday his administration will ""have to take a look"" at deporting Elon Musk after the billionaire reignited the feud with the president over his spending bill.",https://x.com/ABC/status/1940126189433110922,"['https://abcnews.go.com/Politics/trump-hell-deporting-musk-feud-reignites/story?id=123372908&cid=social_twitter_abcn', 'https://abcnews.go.com/Politics/trump-hell-deporting-musk-feud-reignites/story?id=123372908&cid=social_twitter_abcn']",Politics,Politics,Immigration
2025-07-01 18:49:24+00:00,K-pop superstars BTS announced Tuesday they'll be returning with new music and a world tour in 2026 after all seven members completed their mandatory military service in South Korea.,https://x.com/ABC/status/1940120571238355149,"['https://www.goodmorningamerica.com/culture/story/bts-members-reunite-after-military-service-announce-new-123377852?cid=social_twitter_abcn', 'https://www.goodmorningamerica.com/culture/story/bts-members-reunite-after-military-service-announce-new-123377852?cid=social_twitter_abcn']",Entertainment,Entertainment,
2025-07-01 18:26:03+00:00,President Trump's tax cut and spending bill came down to the wire as Senate Republican leaders scrambled to get all GOP members on board before the final vote Tuesday.,https://x.com/ABC/status/1940114695416844712,"['https://abcnews.go.com/Politics/republican-senators-voted-trumps-agenda-bill/story?id=123380416&cid=social_twitter_abcn', 'https://abcnews.go.com/Politics/republican-senators-voted-trumps-agenda-bill/story?id=123380416&cid=social_twitter_abcn']",Politics,Politics,Taxes
2025-07-01 18:17:59+00:00,A federal judge has ruled that recent mass layoffs at the U.S. Department of Health and Human Services were likely unlawful and ordered the Trump administration to halt plans to downsize and reorganize the nation's health workforce.,https://x.com/ABC/status/1940112663075340593,"['https://abcnews.go.com/Health/wireStory/hhs-layoffs-unlawful-halted-us-judge-123383428?cid=social_twitter_abcn', 'https://abcnews.go.com/Health/wireStory/hhs-layoffs-unlawful-halted-us-judge-123383428?cid=social_twitter_abcn']",Politics,Politics,Trump Administration
2025-07-01 18:07:04+00:00,"U.S. job openings rose unexpectedly in May, a sign that the American labor market remains resilient in the face of high borrowing costs and uncertainty over U.S. economic policy.",https://x.com/ABC/status/1940109916988989576,"['https://abcnews.go.com/US/wireStory/us-job-openings-hit-78-million-continuing-display-123374679?cid=social_twitter_abcn', 'https://abcnews.go.com/US/wireStory/us-job-openings-hit-78-million-continuing-display-123374679?cid=social_twitter_abcn']",Economy,Business & Economy,
2025-07-01 18:04:53+00:00,"A deputy trying to arrest a suspect in a South Carolina home was ambushed, shot and killed early Tuesday while a second officer was hurt, authorities said.",https://x.com/ABC/status/1940109368537600490,"['https://abcnews.go.com/US/wireStory/south-carolina-deputy-shot-killed-sheriff-ambush-123381263?cid=social_twitter_abcn', 'https://abcnews.go.com/US/wireStory/south-carolina-deputy-shot-killed-sheriff-ambush-123381263?cid=social_twitter_abcn']",Crime,Crime,
2025-07-01 17:41:18+00:00,"A rare roll cloud, a huge horizontal cloud advancing from the horizon, was seen during the heatwave near Cabo da Roca, Portugal.

Read more: https://abcnews.link/v5I1g8e",https://x.com/ABC/status/1940103434629202225,['https://abcnews.go.com/International/wireStory/europe-swelters-punishing-heat-wave-paris-forecast-hit-123364858?cid=social_twitter_abcn'],Weather,Weather,
2025-07-01 17:33:02+00:00,"In the wake of the deadly ambush on responding firefighters in Coeur d'Alene, Idaho, the suspect's grandfather spoke to 
@ABC
 News on Monday, sharing his grief for those killed and injured in the attack.",https://x.com/ABC/status/1940101354015387854,"['https://abcnews.go.com/US/grandfather-suspect-deadly-idaho-firefighter-ambush-speaks/story?id=123358271&cid=social_twitter_abcn', 'https://abcnews.go.com/US/grandfather-suspect-deadly-idaho-firefighter-ambush-speaks/story?id=123358271&cid=social_twitter_abcn']",Local News,Local News,
2025-07-01 17:32:04+00:00,"A North Carolina detention officer was fatally shot during a ""scuffle"" at a medical facility after a federal inmate who had been taken to the facility for treatment managed to seize his weapon, authorities said.",https://x.com/ABC/status/1940101110758252627,"['https://abcnews.go.com/US/north-carolina-cherokee-county-detention-officer-shot-killed-inmate-medical-visit/story?id=123357979&cid=social_twitter_abcn', 'https://abcnews.go.com/US/north-carolina-cherokee-county-detention-officer-shot-killed-inmate-medical-visit/story?id=123357979&cid=social_twitter_abcn']",Crime,Crime,
2025-07-01 17:24:04+00:00,"American tennis star Taylor Fritz is off to a strong start at Wimbledon, securing his first win on the iconic grass court after returning the fastest serve ever recorded at the tournament.",https://x.com/ABC/status/1940099094963265905,"['https://www.goodmorningamerica.com/culture/story/wimbledon-taylor-fritz-record-serve-tennis-123376684?cid=social_twitter_abcn', 'https://www.goodmorningamerica.com/culture/story/wimbledon-taylor-fritz-record-serve-tennis-123376684?cid=social_twitter_abcn']",Sports,Sports,
2025-07-01 17:16:02+00:00,President Trump on Monday announced a new addition to his personal line of merchandise: Trump-branded perfume and cologne that costs $249.,https://x.com/ABC/status/1940097072725717190,"['https://abcnews.go.com/US/trumps-latest-business-venture-fragrance-winning/story?id=123376093&cid=social_twitter_abcn', 'https://abcnews.go.com/US/trumps-latest-business-venture-fragrance-winning/story?id=123376093&cid=social_twitter_abcn']",Business,Business & Economy,
2025-07-01 16:57:00+00:00,"“The American people will remember the Republican betrayal and Americans will pay the price for this perfidy for generations.”

Senate Minority Leader Chuck Schumer held a press conference after Pres. Trump’s megabill passed in the chamber.

Read more: https://abcnews.link/brr2qqc",https://x.com/ABC/status/1940092285917553075,['https://abcnews.go.com/US/live-updates/trump-admin-live-updates-senate-begin-big-beautiful/?utm_source=facebook&utm_medium=social&utm_campaign=dhfacebook&utm_content=app.dashsocial.com/abcnews/library/media/549062559&entryId=123379294&id=123330663'],Politics,Politics,Trump Administration
2025-07-01 16:50:31+00:00,"After three days of debate and drama, the Senate has narrowly passed President Trump's giant tax and immigration bill.

ABC News' Karen Travers says: ""This is a significant bill for him. It has so many of his campaign promises [in it]."" https://abcnews.link/3Bx2MWW",https://x.com/ABC/status/1940090652500394143,['https://abcnews.go.com/US/live-updates/trump-admin-live-updates-senate-begin-big-beautiful/?id=123330663&entryId=123380535'],Politics,Politics,Taxes
2025-07-01 16:42:56+00:00,"“The American people will remember the Republican betrayal and Americans will pay the price for this perfidy for generations.”

Senate Minority Leader Chuck Schumer held a press conference after Pres. Trump’s megabill passed in the chamber. https://abcnews.link/wiWx5wT",https://x.com/ABC/status/1940088744926720171,['https://abcnews.go.com/US/live-updates/trump-admin-live-updates-senate-begin-big-beautiful/?id=123330663'],Politics,Politics,Trump Administration
2025-07-01 16:30:21+00:00,"While conducting a roundtable discussion after a tour of “Alligator Alcatraz,” President Trump was told that the “big, beautiful bill” was passed by the Senate.

The Senate version of the bill will now go back to the House, where it could face issues.

https://abcnews.visitlink.me/kKP45e",https://x.com/ABC/status/1940085576721690953,['https://abcnews.go.com/US/live-updates/trump-admin-live-updates-senate-begin-big-beautiful/?utm_source=twitter&utm_medium=social&utm_campaign=dhtwitter&utm_content=app.dashsocial.com/abcnews/library/media/549053081&id=123330663'],Politics,Politics,Trump Administration
2025-07-01 16:30:02+00:00,"The gunman suspected of fatally ambushing firefighters responding to a blaze in Coeur d'Alene, Idaho, on Sunday has been identified as a 20-year-old man who once wanted to be a firefighter, according to law enforcement officials.",https://x.com/ABC/status/1940085499617595454,"['https://abcnews.go.com/US/firefighters-ambushed-gunman-responding-brush-fire-coeur-dalene/story?id=123325507&cid=social_twitter_abcn', 'https://abcnews.go.com/US/firefighters-ambushed-gunman-responding-brush-fire-coeur-dalene/story?id=123325507&cid=social_twitter_abcn']",Crime,Crime,
2025-07-01 16:27:01+00:00,Federal Reserve Chair Jerome Powell said on Tuesday he would not rule out a potential interest rate cut as soon as this month.,https://x.com/ABC/status/1940084740519772277,"['https://abcnews.go.com/Business/fed-chair-powell-rule-interest-rate-cut-month/story?id=123374089&cid=social_twitter_abcn', 'https://abcnews.go.com/Business/fed-chair-powell-rule-interest-rate-cut-month/story?id=123374089&cid=social_twitter_abcn']",Economy,Business & Economy,
2025-07-01 16:18:34+00:00,"BREAKING: The Senate voted 50-50 on President Trump's megabill, with Vice President JD Vance casting the tie-breaking vote to pass the massive tax and immigration bill.
@jayobtv
 has the latest: https://abcnews.link/h4xhip0",https://x.com/ABC/status/1940082614385234299,['https://abcnews.go.com/US/live-updates/trump-admin-live-updates-senate-begin-big-beautiful/?id=123330663&entryId=123379294'],Politics,Politics,Taxes
2025-07-01 16:17:16+00:00,"BREAKING: The Senate voted 50-50 on President Trump's megabill, with Vice President JD Vance casting the tie-breaking vote to pass the massive tax and immigration bill.

Read more: https://abcnews.link/B7EqHQ4",https://x.com/ABC/status/1940082286793314374,['https://abcnews.go.com/US/live-updates/trump-admin-live-updates-senate-begin-big-beautiful/?utm_source=facebook&utm_medium=social&utm_campaign=dhfacebook&utm_content=app.dashsocial.com/abcnews/library/media/549047388&entryId=123379294&id=123330663'],Politics,Politics,Taxes
2025-07-01 16:16:32+00:00,"BREAKING: The Senate voted 50-50 on President Trump's megabill, with Vice President JD Vance casting the tie-breaking vote to pass the massive tax and immigration bill.",https://x.com/ABC/status/1940082102156108146,"['https://abcnews.go.com/US/live-updates/trump-admin-live-updates-senate-begin-big-beautiful/?id=123330663&entryId=123379294', 'https://abcnews.go.com/US/live-updates/trump-admin-live-updates-senate-begin-big-beautiful/?id=123330663&entryId=123379294']",Politics,Politics,Taxes
2025-07-01 16:06:01+00:00,"The father of University of Idaho murder victim Kaylee Goncalves is blasting the plea deal offered to Bryan Kohberger, accusing the prosecutors of mishandling and rushing the deal.",https://x.com/ABC/status/1940079455973642387,"['https://abcnews.go.com/US/idaho-victims-dad-slams-kohberger-plea-deal-pretend/story?id=123368198&cid=social_twitter_abcn', 'https://abcnews.go.com/US/idaho-victims-dad-slams-kohberger-plea-deal-pretend/story?id=123368198&cid=social_twitter_abcn']",Crime News,Crime,
2025-07-01 16:04:53+00:00,"“We’re surrounded by miles of treacherous swamp land and the only way out is really deportation.”

Pres. Trump delivered remarks after touring “Alligator Alcatraz,” the new migrant detention center in Florida’s Everglades. https://abcnews.link/iHTImFe",https://x.com/ABC/status/1940079168491770214,['https://abcnews.go.com/Politics/trump-visit-new-alligator-alcatraz-migrant-detention-center/story?id=123347684'],Politics,Politics,Immigration
2025-07-01 16:03:27+00:00,"The gunman suspected of fatally ambushing firefighters responding to a blaze in Coeur d'Alene, Idaho, on Sunday has been identified as a 20-year-old man who once wanted to be a firefighter, according to law enforcement officials. https://abcnews.link/doumlNZ",https://x.com/ABC/status/1940078807567782113,['https://abcnews.go.com/US/firefighters-ambushed-gunman-responding-brush-fire-coeur-dalene/story?id=123325507&cid=social_twitter_abcn'],Breaking News,Breaking News,
2025-07-01 15:57:45+00:00,"As a heat wave scorches most of Europe, the Eiffel Tower announced it will be closing early Tuesday as the temperature in France is expected to hit triple digits.",https://x.com/ABC/status/1940077373703000401,"['https://abcnews.go.com/International/eiffel-tower-closes-early-europe-swelters-heat-wave/story?id=123371917&cid=social_twitter_abcn', 'https://abcnews.go.com/International/eiffel-tower-closes-early-europe-swelters-heat-wave/story?id=123371917&cid=social_twitter_abcn']",Weather,Weather,
